measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2004-05-01,0.03572,0.39,0.44,0.013439999999999999,0.0,0.0,,,,11677.77228,126485.58,143835.33,4393.76056,0.0,0.0
2004-06-01,0.01786,0.19,0.22,0.00666,0.0,0.0,,,,9657.10814,104359.61,118946.8,3603.05134,0.0,0.0
2004-07-01,0.03572,0.39,0.44,0.013739999999999999,0.0,0.0,,,,9153.30028,99747.85,112741.4,3520.87926,0.0,0.0
2004-08-01,0.02233,0.24,0.28,0.0086,0.0,0.0,,,,9889.38367,107794.14,121807.69,3807.1754,0.0,0.0
2004-09-01,0.026789999999999998,0.3,0.33,0.01099,0.0,0.0,,,,11534.72121,128018.61,142073.37,4731.60401,0.0,0.0
2004-10-01,0.0134,0.14,0.17,0.0041199999999999995,0.0,0.0,,,,7287.971600000001,75013.16,89766.1,2243.36488,0.0,0.0
2004-11-01,0.01786,0.19,0.22,0.0057399999999999994,0.0,0.0,,,,9686.31814,100742.15,119306.54,3114.19826,0.0,0.0
2004-12-01,21.48228,218.74,264.61,6.3108699999999995,0.0,0.0,,,,10149.61472,103345.26,125016.49,2981.66013,0.0,0.0
2005-01-01,63.39660000000001,692.13,855.09,24.547179999999997,0.0,0.0,,,,5556.798400000001,60666.29,74949.36,2151.59382,0.0,0.0
2005-02-01,14.58253,159.61,196.85,5.69848,0.0,0.0,,,,4922.29747,53877.59,66444.56,1923.50752,0.0,0.0
2005-03-01,12.511700000000001,136.98,168.91,4.8937,0.0,0.0,,,,5873.4323,64304.79,79289.93,2297.2753000000002,0.0,0.0
2005-04-01,12.519789999999999,137.07,169.02,4.897139999999999,0.0,0.0,,,,6021.67721,65928.89,81291.63,2355.39086,0.0,0.0
2005-05-01,12.62225,138.17,170.39,4.934489999999999,0.0,0.0,,,,4885.25875,53478.41,65946.98,1909.82351,0.0,0.0
2005-06-01,15.28984,167.41,206.42,5.982209999999999,0.0,0.0,,,,8310.67616,90996.89,112195.28,3251.58679,0.0,0.0
2005-07-01,28.95655,316.97,390.89,11.31867,0.0,0.0,,,,10710.36545,117240.88,144579.41,4186.51733,0.0,0.0
2005-08-01,25.647019999999998,280.78,346.23,10.030109999999999,0.0,0.0,,,,11450.47198,125360.33,154577.02,4478.08489,0.0,0.0
2005-09-01,14.2714,156.26,192.67,5.58347,0.0,0.0,,,,7574.3336,82933.25,102254.12,2963.34553,0.0,0.0
2005-10-01,20.01136,218.98,270.11,7.812609999999999,0.0,0.0,,,,5239.01664,57329.19,70714.05,2045.35639,0.0,0.0
2005-11-01,13.47415,147.49,181.89,5.26591,0.0,0.0,,,,4702.17885,51469.79,63473.83,1837.68509,0.0,0.0
2005-12-01,36.92169,403.6,498.19,14.360529999999999,0.0,0.0,,,,5082.52831,55558.28,68579.33,1976.82747,0.0,0.0
2006-01-01,2.36386,18.6,51.97,2.0106699999999997,15.82,51.97,,,,1138.69514,12773.08,25035.73,484.27933,0.0,0.0
2006-02-01,2.96053,23.3,65.13,3.16419,24.9,65.13,,,,1134.7724699999999,13703.46,24962.77,606.41881,0.0,0.0
2006-03-01,5.379919999999999,42.34,118.55,9.580219999999999,75.4,118.55,,,,1235.82608,18386.02,27233.02,1100.34078,0.0,0.0
2006-04-01,2.55613,20.12,56.22,2.5718199999999998,20.24,56.22,,,,1041.00487,12314.47,22896.55,523.69818,0.0,0.0
2006-05-01,1.76619,13.9,38.82,1.2661099999999998,9.96,38.82,,,,1010.56081,10803.95,22211.24,362.21289,0.0,0.0
2006-06-01,1.7007299999999999,13.39,37.36,0.918,7.22,37.36,,,,1293.26027,12925.08,28412.46,349.029,0.0,0.0
2006-07-01,2.1091699999999998,16.6,46.33,0.94258,7.42,46.33,,,,1937.1768299999999,18652.54,42549.44,432.85742,0.0,0.0
2006-08-01,2.2439899999999997,17.66,49.3,1.13329,8.92,49.3,,,,1823.54101,17975.57,40059.16,460.47371,0.0,0.0
2006-09-01,1.3117,10.32,28.81,0.54613,4.3,28.81,,,,1293.7183,12301.37,28413.96,269.32187,0.0,0.0
2006-10-01,1.3065499999999999,10.28,28.69,0.48571,3.82,28.69,,,,1442.97045,13467.28,31688.56,268.21229,0.0,0.0
2006-11-01,2.1211,16.69,46.62,1.48851,11.71,46.62,,,,1240.1499000000001,13184.85,27256.39,435.14549,0.0,0.0
2006-12-01,2.36415,18.61,51.97,1.89112,14.88,51.97,,,,1211.51085,13348.3,26633.36,484.55288,0.0,0.0
2007-01-01,0.0,0.0,0.0,,,,,,,1129.885,13097.0,18387.0,552.43,0.0,0.0
2007-02-01,0.0,0.0,0.0,,,,,,,1035.1680000000001,12239.0,16846.0,537.539,0.0,0.0
2007-03-01,0.0,0.0,0.0,,,,,,,1497.3220000000001,15734.0,24367.0,519.5790000000001,0.0,0.0
2007-04-01,0.0,0.0,0.0,,,,,,,1225.1770000000001,13176.0,19938.0,464.57,0.0,0.0
2007-05-01,0.0,0.0,0.0,,,,,,,1471.8970000000002,15459.0,23953.0,509.759,0.0,0.0
2007-06-01,0.0,0.0,0.0,,,,,,,1815.717,18456.0,29548.0,548.379,0.0,0.0
2007-07-01,0.0,0.0,0.0,,,,,,,2107.862,21031.0,34303.0,584.7810000000001,0.0,0.0
2007-08-01,0.0,0.0,0.0,,,,,,,2470.529,24172.0,40205.0,623.066,0.0,0.0
2007-09-01,0.0,0.0,0.0,,,,,,,1810.596,18158.0,29465.0,514.643,0.0,0.0
2007-10-01,0.0,0.0,0.0,,,,,,,1475.199,15246.0,24006.0,478.455,0.0,0.0
2007-11-01,0.0,0.0,0.0,,,,,,,1184.016,12595.0,19268.0,430.85,0.0,0.0
2007-12-01,0.0,0.0,0.0,,,,,,,1264.632,13817.0,20580.0,507.95,0.0,0.0
2008-01-01,0.0,0.0,0.0,,,,,,,460.603,3600.0,4094.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,,,,,,,420.22700000000003,3284.0,3735.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,,,,,,,487.42,3809.0,4332.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,,,,,,,452.807,3539.0,4025.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,,,,,,,442.035,3455.0,3928.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,,,,,,,648.455,5068.0,5763.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,,,,,,,826.792,6461.0,7348.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,,,,,,,665.957,5205.0,5919.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,,,,,,,620.08,4846.0,5511.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,,,,,,,565.424,4419.0,5026.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,,,,,,,490.29,3832.0,4357.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,,,,,,,455.91,3563.0,4052.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,,,,,,,352.401,2762.0,3182.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,,,,,,,335.171,2627.0,3026.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,,,,,,,399.07,3128.0,3603.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,,,,,,,395.517,3100.0,3571.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,,,,,,,374.694,2937.0,3383.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,,,,,,,398.618,3124.0,3599.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,,,,,,,482.60600000000005,3783.0,4358.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,,,,,,,587.734,4607.0,5307.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,,,,,,,403.505,3163.0,3643.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,,,,,,,361.474,2833.0,3264.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,,,,,,,361.28700000000003,2832.0,3262.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,,,,,,,376.923,2954.0,3403.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,,,,,,,1823.068,19708.0,22426.0,690.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,,,,,,,5189.134,56098.0,63835.0,1964.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,,,,,,,4053.02,43816.0,49859.0,1534.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,,,,,,,554.846,5998.0,6826.0,210.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,,,,,,,3413.626,36903.0,41993.0,1292.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,,,,,,,8436.306,91202.0,103780.0,3193.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,,,,,,,4670.738,50497.0,57852.0,1779.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,,,,,,,1703.94,18422.0,21105.0,649.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,,,,,,,4717.997,51007.0,58438.0,1797.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,,,,,,,404.325,4372.0,5008.0,154.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,,,,,,,0.0,0.0,70.0,1611.49,17814.0,20129.0,656.0,0.0,0.0
2012-02-01,,,,,,,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,,,,,,,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,,,,,,,0.0,0.0,23.0,378.307,4182.0,4725.0,154.0,0.0,0.0
2012-05-01,,,,,,,0.0,0.0,58.0,8209.756,90752.0,102547.0,3342.0,0.0,0.0
2012-06-01,,,,,,,0.0,0.0,186.0,4883.601,53984.0,61001.0,1988.0,0.0,0.0
2012-07-01,,,,,,,0.0,0.0,418.0,22406.099,247680.0,279873.0,9121.0,0.0,0.0
2012-08-01,,,,,,,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,,,,,,,0.0,0.0,58.0,4001.703,44235.0,49985.0,1629.0,0.0,0.0
2012-10-01,,,,,,,0.0,0.0,52.0,4109.791,45430.0,51336.0,1673.0,0.0,0.0
2012-11-01,,,,,,,0.0,0.0,87.0,7814.253,86380.0,97607.0,3181.0,0.0,0.0
2012-12-01,,,,,,,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,10989.0,115857.0,115857.0,4018.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9288.0,98114.0,98114.0,3420.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2347.0,24796.0,25350.0,842.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1240.0,13520.0,14129.0,489.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,492.0,5352.0,5635.0,192.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6278.0,67546.0,72519.0,2347.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1012.0,10748.0,11498.0,357.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,584.0,6244.0,6458.0,220.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,208.0,2183.0,2604.0,71.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2302.0,23658.0,24550.0,734.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3341.0,33987.0,35483.0,1024.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,13987.0,141818.0,147593.0,4261.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4655.0,47202.0,49934.0,1405.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3964.0,40216.0,41658.0,1207.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,537.0,5634.0,5987.0,186.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,425.0,4504.0,4785.0,156.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2016.0,21169.0,23055.0,688.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,465.0,4947.0,5419.0,166.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,302.0,3183.0,3537.0,109.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1029.0,10947.0,11725.0,376.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1458.0,15688.0,16427.0,549.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,788.0,8039.0,8448.0,246.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,46.0,258.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2661.0,27216.0,31556.0,831.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7735.0,79272.0,91406.0,2471.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,767.0,7962.0,9331.0,254.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,31.0,136.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1707.0,18642.0,20747.0,683.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,8844.0,98754.0,110812.0,3796.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4802.0,53552.0,60354.0,2062.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3456.0,38972.0,43678.0,1531.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,572.0,6092.0,7162.0,210.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,357.0,3708.0,4329.0,127.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,371.0,3776.0,4552.0,125.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,936.0,9098.0,12430.0,224.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1537.0,16650.0,19150.0,610.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19969.0,220597.0,249294.0,8445.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,27230.0,303062.0,341396.0,11794.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7113.0,79371.0,90610.0,3105.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1721.0,18683.0,21245.0,685.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,797.0,8416.0,10005.0,299.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,602.0,6445.0,7686.0,232.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1186.0,12816.0,15339.0,485.0,134.0,134.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2493.0,27291.0,31670.0,1073.0,346.0,346.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2950.0,30590.0,35925.0,1042.0,224.0,224.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5857.0,61727.0,71209.0,2138.0,99.0,99.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2409.0,26470.0,30806.0,999.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,896.0,9755.0,11439.0,410.0,375.0,375.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3858.0,42883.0,50116.0,1669.0,55.0,55.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2750.0,25396.0,25396.0,1179.0,274.0,274.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1370.0,15134.0,17814.0,581.0,0.0,0.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,6713.0,70469.0,78868.0,2377.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1314.0,13761.0,15632.0,473.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1613.0,17378.0,19403.0,634.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1581.0,17242.0,20242.0,636.0,0.0,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1030.0,11298.0,13228.0,424.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,733.0,7726.0,9090.0,263.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4898.0,6002.0,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,11301.47,121579.0,121579.0,4617.2,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2837.25,30920.0,36581.0,1118.41,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
