measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Generation,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Total Fuel Consumed,Kerosene - Combined Cycle Steam Part - Waste Oil - Generation,Kerosene - Combined Cycle Steam Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Steam Part - Waste Oil - Total Fuel Consumed,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,Waste/Other Oil - Combined Cycle Combustion Turbine Part - Waste Oil - Generation,Waste/Other Oil - Combined Cycle Combustion Turbine Part - Waste Oil - Quantity Consumed For Electricity,Waste/Other Oil - Combined Cycle Combustion Turbine Part - Waste Oil - Total Fuel Consumed,Waste/Other Oil - Combined Cycle Steam Part - Waste Oil - Generation,Waste/Other Oil - Combined Cycle Steam Part - Waste Oil - Quantity Consumed For Electricity,Waste/Other Oil - Combined Cycle Steam Part - Waste Oil - Total Fuel Consumed,Waste/Other Oil - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Waste/Other Oil - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Waste/Other Oil - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed
2004-03-01,,,,,,,,,,282.0,2667.0,2667.0,-134.0,0.0,0.0,-514.0,0.0,0.0,11870.0,112078.0,112078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-01,,,,,,,,,,35.0,323.0,323.0,-12.0,0.0,0.0,-119.0,0.0,0.0,7581.0,70905.0,70905.0,,,,,,,0.0,0.0,0.0
2004-05-01,,,,,,,,,,299.0,2996.0,2996.0,0.0,0.0,0.0,0.0,0.0,0.0,18198.0,182136.0,182136.0,,,,,,,0.0,0.0,0.0
2004-06-01,,,,,,,,,,119.0,1229.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,9826.0,101793.0,101793.0,,,,,,,0.0,0.0,0.0
2004-07-01,,,,,,,,,,298.0,2877.0,2877.0,0.0,0.0,0.0,0.0,0.0,0.0,16023.0,154937.0,154937.0,,,,,,,0.0,0.0,0.0
2004-08-01,,,,,,,,,,1413.0,15488.0,15488.0,0.0,0.0,0.0,0.0,0.0,0.0,13730.0,150531.0,150531.0,,,,,,,0.0,0.0,0.0
2004-09-01,,,,,,,,,,355.0,3568.0,3568.0,0.0,0.0,0.0,0.0,0.0,0.0,15309.0,153921.0,153921.0,,,,,,,0.0,0.0,0.0
2004-10-01,,,,,,,,,,6.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,3908.0,52787.0,52787.0,,,,,,,0.0,0.0,0.0
2004-11-01,,,,,,,,,,11.0,129.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,8185.0,91855.0,91855.0,,,,,,,0.0,0.0,0.0
2004-12-01,,,,,,,,,,0.0,60939.0,60939.0,0.0,0.0,0.0,0.0,0.0,0.0,25500.0,209542.0,209542.0,,,,,,,0.0,0.0,0.0
2005-01-01,,,,,,,,,,2635.0,29299.2,29299.2,,,,,,,7089.0,78820.95,78820.95,,,,,,,,,
2005-02-01,,,,,,,,,,523.0,6490.4,6490.4,,,,,,,6052.0,75105.86,75105.86,,,,,,,,,
2005-03-01,,,,,,,,,,1464.0,16872.8,16872.8,,,,,,,4714.0,54344.06,54344.06,,,,,,,,,
2005-04-01,,,,,,,,,,10.0,100.8,100.8,,,,,,,3873.0,40263.96,40263.96,,,,,,,,,
2005-05-01,,,,,,,,,,17.0,212.8,212.8,,,,,,,2962.0,37727.38,37727.38,,,,,,,,,
2005-06-01,,,,,,,,,,748.0,7974.4,7974.4,,,,,,,13302.0,141844.28,141844.28,,,,,,,,,
2005-07-01,,,,,,,,,,8375.0,85696.8,85696.8,,,,,,,28741.0,208440.02,208440.02,,,,,,,,,
2005-08-01,,,,,,,,,,7722.0,89717.6,89717.6,,,,,,,17979.0,208906.88,208906.88,,,,,,,,,
2005-09-01,,,,,,,,,,2457.0,26454.4,26454.4,,,,,,,12095.0,130196.2,130196.2,,,,,,,,,
2005-10-01,,,,,,,,,,4459.0,51128.0,51128.0,,,,,,,9057.0,103842.65,103842.65,,,,,,,,,
2005-11-01,,,,,,,,,,2528.0,29080.8,29080.8,,,,,,,7108.0,81776.49,81776.49,,,,,,,,,
2005-12-01,,,,,,,,,,3128.0,31757.6,31757.6,,,,,,,9809.0,99577.0,99577.0,,,,,,,,,
2006-01-01,,,,,,,,,,1179.0,12023.0,12023.0,,,,,,,14204.0,144799.0,144799.0,,,,,,,,,
2006-02-01,,,,,,,,,,341.0,3489.0,3489.0,,,,,,,15535.0,158757.0,158757.0,,,,,,,,,
2006-03-01,,,,,,,,,,465.0,4435.0,4435.0,,,,,,,15253.0,145473.0,145473.0,,,,,,,,,
2006-04-01,,,,,,,,,,79.0,896.0,896.0,,,,,,,9333.0,106220.0,106220.0,,,,,,,,,
2006-05-01,,,,,,,,,,1040.0,11357.0,11357.0,,,,,,,11842.0,129380.0,129380.0,,,,,,,,,
2006-06-01,,,,,,,,,,1238.0,12505.0,12505.0,,,,,,,15048.0,152014.0,152014.0,,,,,,,,,
2006-07-01,,,,,,,,,,3320.0,35140.0,35140.0,,,,,,,31314.0,331421.0,331421.0,,,,,,,,,
2006-08-01,,,,,,,,,,6333.0,66898.0,66898.0,,,,,,,25949.0,274100.0,274100.0,,,,,,,,,
2006-09-01,,,,,,,,,,620.0,6283.0,6283.0,,,,,,,18148.0,183828.0,183828.0,,,,,,,,,
2006-10-01,,,,,,,,,,1139.0,11626.0,11626.0,,,,,,,9471.0,96652.0,96652.0,,,,,,,,,
2006-11-01,,,,,,,,,,647.0,6378.0,6378.0,,,,,,,8366.0,82502.0,82502.0,,,,,,,,,
2006-12-01,,,,,,,,,,720.0,7230.0,7230.0,,,,,,,17140.0,172191.0,172191.0,,,,,,,,,
2007-01-01,0.0,0.0,0.0,,,,,,,707.544,7022.0,7022.0,,,,,,,10839.456,107582.0,107582.0,,,,,,,,,
2007-02-01,0.0,0.0,0.0,,,,,,,3452.2630000000004,33606.0,33606.0,,,,,,,9074.737000000001,88337.0,88337.0,,,,,,,,,
2007-03-01,0.0,0.0,0.0,,,,,,,1496.357,14773.0,14773.0,,,,,,,15958.643,157552.0,157552.0,,,,,,,,,
2007-04-01,0.0,0.0,0.0,,,,,,,142.293,1422.0,1422.0,,,,,,,4975.707,49739.0,49739.0,,,,,,,,,
2007-05-01,0.0,0.0,0.0,,,,,,,87.437,930.0,930.0,,,,,,,9814.563,104345.0,104345.0,,,,,,,,,
2007-06-01,0.0,0.0,0.0,,,,,,,1221.834,12144.0,12144.0,,,,,,,22657.166,225193.0,225193.0,,,,,,,,,
2007-07-01,0.0,0.0,0.0,,,,,,,991.3520000000001,9996.0,9996.0,,,,,,,35628.648,359258.0,359258.0,,,,,,,,,
2007-08-01,0.0,0.0,0.0,,,,,,,3856.5350000000003,39855.0,39855.0,,,,,,,31027.465,320652.0,320652.0,,,,,,,,,
2007-09-01,0.0,0.0,0.0,,,,,,,4219.064,44061.0,44061.0,,,,,,,31671.936,330758.0,330758.0,,,,,,,,,
2007-10-01,0.0,0.0,0.0,,,,,,,1450.519,14969.0,14969.0,,,,,,,19151.481,197636.0,197636.0,,,,,,,,,
2007-11-01,0.0,0.0,0.0,,,,,,,638.4,6356.0,6356.0,,,,,,,20670.6,205799.0,205799.0,,,,,,,,,
2007-12-01,0.0,0.0,0.0,,,,,,,525.813,6087.0,6087.0,,,,,,,3048.1870000000004,35288.0,35288.0,,,,,,,,,
2008-01-01,0.0,0.0,0.0,,,,,,,3141.483,31382.0,31382.0,,,,,,,4880.517,48755.0,48755.0,,,,,,,,,
2008-02-01,0.0,0.0,0.0,,,,,,,576.408,6283.0,6283.0,,,,,,,3129.592,34114.0,34114.0,,,,,,,,,
2008-03-01,0.0,0.0,0.0,,,,,,,435.41200000000003,4878.0,4878.0,,,,,,,4357.588000000001,48815.0,48815.0,,,,,,,,,
2008-04-01,0.0,0.0,0.0,,,,,,,44.604,426.0,426.0,,,,,,,4882.396000000001,46587.0,46587.0,,,,,,,,,
2008-05-01,0.0,0.0,0.0,,,,,,,48.444,498.0,498.0,,,,,,,6017.5560000000005,61910.0,61910.0,,,,,,,,,
2008-06-01,0.0,0.0,0.0,,,,,,,1673.6280000000002,17909.0,17909.0,,,,,,,10455.372,111879.0,111879.0,,,,,,,,,
2008-07-01,0.0,0.0,0.0,,,,,,,677.589,6983.0,6983.0,,,,,,,21775.411,224416.0,224416.0,,,,,,,,,
2008-08-01,0.0,0.0,0.0,,,,,,,2211.745,22842.0,22842.0,,,,,,,15295.255000000001,157966.0,157966.0,,,,,,,,,
2008-09-01,0.0,0.0,0.0,,,,,,,1084.001,11267.0,11267.0,,,,,,,18566.999,192987.0,192987.0,,,,,,,,,
2008-10-01,0.0,0.0,0.0,,,,,,,23.793000000000003,241.0,241.0,,,,,,,11293.207,114294.0,114294.0,,,,,,,,,
2008-11-01,0.0,0.0,0.0,,,,,,,263.47200000000004,2604.0,2604.0,,,,,,,13581.528,134232.0,134232.0,,,,,,,,,
2008-12-01,0.0,0.0,0.0,,,,,,,2192.731,23408.0,23408.0,,,,,,,10842.269,115744.0,115744.0,,,,,,,,,
2009-01-01,0.0,0.0,0.0,,,,,,,2059.185,18822.0,18822.0,,,,,,,9366.815,85616.0,85616.0,,,,,,,,,
2009-02-01,0.0,0.0,0.0,,,,,,,108.598,1204.0,1204.0,,,,,,,5126.402,56835.0,56835.0,,,,,,,,,
2009-03-01,0.0,0.0,0.0,,,,,,,463.26800000000003,4738.0,4738.0,,,,,,,3758.732,38439.0,38439.0,,,,,,,,,
2009-04-01,0.0,0.0,0.0,,,,,,,591.173,7218.0,7218.0,,,,,,,2221.827,27129.0,27129.0,,,,,,,,,
2009-05-01,0.0,0.0,0.0,,,,,,,238.91,2537.0,2537.0,,,,,,,2363.09,25092.0,25092.0,,,,,,,,,
2009-06-01,0.0,0.0,0.0,,,,,,,6.914000000000001,73.0,73.0,,,,,,,2576.0860000000002,27124.0,27124.0,,,,,,,,,
2009-07-01,0.0,0.0,0.0,,,,,,,2.222,22.0,22.0,,,,,,,3635.7780000000002,36648.0,36648.0,,,,,,,,,
2009-08-01,0.0,0.0,0.0,,,,,,,1228.9070000000002,12684.0,12684.0,,,,,,,12272.093,126665.0,126665.0,,,,,,,,,
2009-09-01,0.0,0.0,0.0,,,,,,,1097.713,11626.0,11626.0,,,,,,,6137.287,64998.0,64998.0,,,,,,,,,
2009-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,5301.0,53224.0,53224.0,,,,,,,,,
2009-11-01,0.0,0.0,0.0,,,,,,,176.686,1898.0,1898.0,,,,,,,4705.314,50556.0,50556.0,,,,,,,,,
2009-12-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,8131.0,78694.0,78694.0,,,,,,,,,
2010-01-01,0.0,0.0,0.0,,,,,,,3610.815,38164.0,38164.0,,,,,,,6524.185,68956.0,68956.0,,,,,,,,,
2010-02-01,0.0,0.0,0.0,,,,,,,778.871,8120.0,8120.0,,,,,,,2909.1290000000004,30329.0,30329.0,,,,,,,,,
2010-03-01,0.0,0.0,0.0,,,,,,,4.45,45.0,45.0,,,,,,,4161.55,41891.0,41891.0,,,,,,,,,
2010-04-01,0.0,0.0,0.0,,,,,,,3.346,34.0,34.0,,,,,,,7428.654,74594.0,74594.0,,,,,,,,,
2010-05-01,0.0,0.0,0.0,,,,,,,10.076,101.0,101.0,,,,,,,11662.923999999999,116673.0,116673.0,,,,,,,,,
2010-06-01,0.0,0.0,0.0,,,,,,,1305.055,13569.0,13569.0,,,,,,,12561.945,130608.0,130608.0,,,,,,,,,
2010-07-01,0.0,0.0,0.0,,,,,,,6153.398,62166.0,62166.0,,,,,,,28330.602,286214.0,286214.0,,,,,,,,,
2010-08-01,0.0,0.0,0.0,,,,,,,2191.328,23789.0,23789.0,,,,,,,24680.672,267931.0,267931.0,,,,,,,,,
2010-09-01,0.0,0.0,0.0,,,,,,,118.742,1204.0,1204.0,,,,,,,19546.258,198191.0,198191.0,,,,,,,,,
2010-10-01,0.0,0.0,0.0,,,,,,,740.9340000000001,8658.0,8658.0,,,,,,,4217.066,49275.0,49275.0,,,,,,,,,
2010-11-01,0.0,0.0,0.0,,,,,,,67.795,644.0,644.0,,,,,,,1828.2050000000002,17367.0,17367.0,,,,,,,,,
2010-12-01,0.0,0.0,0.0,,,,,,,3228.077,32564.0,32564.0,,,,,,,5489.923000000001,55381.0,55381.0,,,,,,,,,
2011-01-01,0.0,0.0,0.0,,,,,,,1179.841,12320.0,12320.0,,,,,,,4048.159,42271.0,42271.0,,,,,,,,,
2011-02-01,0.0,0.0,0.0,,,,,,,20.667,207.0,207.0,,,,,,,4825.333,48377.0,48377.0,,,,,,,,,
2011-03-01,0.0,0.0,0.0,,,,,,,7.07,90.0,90.0,,,,,,,846.93,10734.0,10734.0,,,,,,,,,
2011-04-01,0.0,0.0,0.0,,,,,,,17.298,179.0,179.0,,,,,,,2859.702,29626.0,29626.0,,,,,,,,,
2011-05-01,0.0,0.0,0.0,,,,,,,926.535,10321.0,10321.0,,,,,,,5645.465,62886.0,62886.0,,,,,,,,,
2011-06-01,0.0,0.0,0.0,,,,,,,1459.395,14739.0,14739.0,,,,,,,10723.605,108303.0,108303.0,,,,,,,,,
2011-07-01,0.0,0.0,0.0,,,,,,,3142.107,33253.0,33253.0,,,,,,,18790.893,198863.0,198863.0,,,,,,,,,
2011-08-01,0.0,0.0,0.0,,,,,,,1235.086,13020.0,13020.0,,,,,,,11623.914,122537.0,122537.0,,,,,,,,,
2011-09-01,0.0,0.0,0.0,,,,,,,1007.728,10685.0,10685.0,,,,,,,12536.272,132920.0,132920.0,,,,,,,,,
2011-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,6695.0,66447.0,66447.0,,,,,,,,,
2011-11-01,0.0,0.0,0.0,,,,,,,9.286,112.0,112.0,,,,,,,1544.714,18632.0,18632.0,,,,,,,,,
2011-12-01,0.0,0.0,0.0,,,,,,,5.754,78.0,78.0,,,,,,,401.246,5467.0,5467.0,,,,,,,,,
2012-01-01,0.0,0.0,0.0,,,,,,,1.483,17.0,17.0,,,,,,,1013.517,11485.0,11485.0,,,,,,,,,
2012-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,249.0,3858.0,3858.0,,,,,,,,,
2012-03-01,0.0,0.0,0.0,,,,,,,1.072,11.0,11.0,,,,,,,3457.928,36141.0,36141.0,,,,,,,,,
2012-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,2707.0,28364.0,28364.0,,,,,,,,,
2012-05-01,0.0,0.0,0.0,,,,,,,230.368,2330.0,2330.0,,,,,,,7525.632,76103.0,76103.0,,,,,,,,,
2012-06-01,0.0,0.0,0.0,,,,,,,3.35,34.0,34.0,,,,,,,10075.65,101063.0,101063.0,,,,,,,,,
2012-07-01,0.0,0.0,0.0,,,,,,,721.244,7196.0,7196.0,,,,,,,30180.756,301119.0,301119.0,,,,,,,,,
2012-08-01,0.0,0.0,0.0,,,,,,,1307.746,13580.0,13580.0,,,,,,,18010.254,187024.0,187024.0,,,,,,,,,
2012-09-01,0.0,0.0,0.0,,,,,,,784.795,8842.0,8842.0,,,,,,,8091.205,91165.0,91165.0,,,,,,,,,
2012-10-01,0.0,0.0,0.0,,,,,,,2.303,28.0,28.0,,,,,,,4350.697,52905.0,52905.0,,,,,,,,,
2012-11-01,0.0,0.0,0.0,,,,,,,109.929,1053.0,1053.0,,,,,,,18275.071,175021.0,175021.0,,,,,,,,,
2012-12-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,4381.0,47322.0,47322.0,,,,,,,,,
2013-01-01,0.0,0.0,0.0,,,,,,,288.13,3276.0,3276.0,,,,,,,571.87,6502.0,6502.0,,,,,,,,,
2013-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,515.0,7316.0,7316.0,,,,,,,,,
2013-03-01,0.0,0.0,0.0,,,,,,,472.932,4855.0,4855.0,,,,,,,5028.068,51619.0,51619.0,,,,,,,,,
2013-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,1767.0,17973.0,17973.0,,,,,,,,,
2013-05-01,0.0,0.0,0.0,,,,,,,1.642,17.0,17.0,,,,,,,3242.358,33172.0,33172.0,,,,,,,,,
2013-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,7031.0,72165.0,72165.0,,,,,,,,,
2013-07-01,0.0,0.0,0.0,,,,,,,2780.826,29081.0,29081.0,,,,,,,21000.174,219612.0,219612.0,,,,,,,,,
2013-08-01,0.0,0.0,0.0,,,,,,,1013.585,10920.0,10920.0,,,,,,,14067.415,151557.0,151557.0,,,,,,,,,
2013-09-01,0.0,0.0,0.0,,,,,,,1512.209,16929.0,16929.0,,,,,,,8260.791,92477.0,92477.0,,,,,,,,,
2013-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,7558.0,77485.0,77485.0,,,,,,,,,
2013-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,-62.0,483.0,483.0,,,,,,,,,
2013-12-01,0.0,0.0,0.0,,,,,,,29.824,515.0,515.0,,,,,,,295.176,5099.0,5099.0,,,,,,,,,
2014-01-01,0.0,0.0,0.0,,,,,,,18191.875,202950.0,202950.0,,,,,,,3814.125,42551.0,42551.0,,,,,,,,,
2014-02-01,0.0,0.0,0.0,,,,,,,482.37,5522.0,5522.0,,,,,,,4502.63,51541.0,51541.0,,,,,,,,,
2014-03-01,0.0,0.0,0.0,,,,,,,2454.853,25833.0,25833.0,,,,,,,12165.147,128016.0,128016.0,,,,,,,,,
2014-04-01,0.0,0.0,0.0,,,,,,,44.042,448.0,448.0,,,,,,,5988.958,60920.0,60920.0,,,,,,,,,
2014-05-01,0.0,0.0,0.0,,,,,,,17.233,179.0,179.0,,,,,,,7999.767,83186.0,83186.0,,,,,,,,,
2014-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,12186.0,115898.0,115898.0,,,,,,,,,
2014-07-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,15892.0,176329.0,176329.0,,,,,,,,,
2014-08-01,0.0,0.0,0.0,,,,,,,567.494,5790.0,5790.0,,,,,,,5837.506,59563.0,59563.0,,,,,,,,,
2014-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,8479.0,88418.0,88418.0,,,,,,,,,
2014-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,5449.0,59880.0,59880.0,,,,,,,,,
2014-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,6490.0,70855.0,70855.0,,,,,,,,,
2014-12-01,0.0,0.0,0.0,,,,,,,360.771,3545.0,3545.0,,,,,,,3755.229,36897.0,36897.0,,,,,,,,,
2015-01-01,0.0,0.0,0.0,,,,,,,504.24,6602.0,6602.0,,,,,,,944.76,12370.0,12370.0,,,,,,,,,
2015-02-01,0.0,0.0,0.0,,,,,,,2437.728,31130.0,31130.0,,,,,,,1271.272,16234.0,16234.0,,,,,,,,,
2015-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,4226.0,43324.0,43324.0,,,,,,,,,
2015-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,4705.0,48393.0,48393.0,,,,,,,,,
2015-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,4807.0,48064.0,48064.0,,,,,,,,,
2015-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,5827.0,63524.0,63524.0,,,,,,,,,
2015-07-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,11692.0,120107.0,120107.0,,,,,,,,,
2015-08-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,4344.0,45650.0,45650.0,,,,,,,,,
2015-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,6215.0,64116.0,64116.0,,,,,,,,,
2015-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,139.0,3291.0,3291.0,,,,,,,,,
2015-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,722.0,9342.0,9342.0,,,,,,,,,
2015-12-01,0.0,0.0,0.0,,,,,,,1.581,17.0,17.0,,,,,,,3746.419,39809.0,39809.0,,,,,,,,,
2016-01-01,0.0,0.0,0.0,,,,,,,150.812,2122.0,2122.0,,,,,,,208.188,2930.0,2930.0,,,,,,,,,
2016-02-01,0.0,0.0,0.0,,,,,,,2.103,22.0,22.0,,,,,,,788.897,8402.0,8402.0,,,,,,,,,
2016-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,
2016-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,476.0,6608.0,6608.0,,,,,,,,,
