measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Jet Fuel-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2024-02-01,136.545,1282.0,1282.0,0.0,0.0,0.0
2024-03-01,164.572,1543.0,1543.0,0.0,0.0,0.0
2024-04-01,173.386,1624.0,1624.0,0.0,0.0,0.0
2024-05-01,101.642,951.0,951.0,0.0,0.0,0.0
2024-06-01,181.466,1699.0,1699.0,0.0,0.0,0.0
2024-07-01,106.449,998.0,998.0,0.0,0.0,0.0
2024-08-01,153.719,1438.0,1438.0,0.0,0.0,0.0
2024-09-01,102.089,957.0,957.0,0.0,0.0,0.0
2024-10-01,162.09,1520.0,1520.0,0.0,0.0,0.0
2024-11-01,158.565,1485.0,1485.0,0.0,0.0,0.0
2024-12-01,134.846,1264.0,1264.0,0.0,0.0,0.0
