measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2016-10-01,585.926,6192.0,6192.0,79.089,730.0,730.0
2016-11-01,450.527,4762.0,4762.0,67.941,627.0,627.0
2016-12-01,510.175,5392.0,5392.0,49.553,457.0,457.0
2017-01-01,600.62,5826.0,5826.0,36.154,333.0,333.0
2017-02-01,458.44,4445.0,4445.0,40.382,372.0,372.0
2017-03-01,379.65,3681.0,3681.0,75.303,694.0,694.0
2017-04-01,339.142,3288.0,3288.0,79.337,731.0,731.0
2017-05-01,420.738,4080.0,4080.0,99.753,919.0,919.0
2017-06-01,553.544,5367.0,5367.0,108.103,996.0,996.0
2017-07-01,754.853,7320.0,7320.0,98.537,908.0,908.0
2017-08-01,852.123,8263.0,8263.0,91.064,839.0,839.0
2017-09-01,701.139,6799.0,6799.0,85.034,783.0,783.0
2017-10-01,664.025,6439.0,6439.0,78.336,722.0,722.0
2017-11-01,577.089,5596.0,5596.0,48.138,443.0,443.0
2017-12-01,611.807,5933.0,5933.0,45.909,423.0,423.0
2018-01-01,402.465,3819.0,3819.0,52.542,478.0,478.0
2018-02-01,353.373,3352.0,3352.0,73.961,673.0,673.0
2018-03-01,367.521,3487.0,3487.0,84.569,770.0,770.0
2018-04-01,276.591,2623.0,2623.0,105.722,962.0,962.0
2018-05-01,252.488,2395.0,2395.0,127.435,1160.0,1160.0
2018-06-01,345.393,3277.0,3277.0,137.303,1250.0,1250.0
2018-07-01,602.709,5717.0,5717.0,118.681,1080.0,1080.0
2018-08-01,557.56,5289.0,5289.0,119.507,1088.0,1088.0
2019-01-01,0.0,0.0,0.0,41.882,373.0,373.0
2019-02-01,0.0,0.0,0.0,48.869,435.0,435.0
2019-03-01,0.0,0.0,0.0,74.233,661.0,661.0
2019-04-01,0.0,0.0,0.0,86.338,769.0,769.0
2019-05-01,0.0,0.0,0.0,89.891,800.0,800.0
2019-06-01,0.0,0.0,0.0,108.673,968.0,968.0
2019-07-01,0.0,0.0,0.0,107.247,955.0,955.0
2019-08-01,0.0,0.0,0.0,105.036,935.0,935.0
2019-09-01,0.0,0.0,0.0,85.897,765.0,765.0
2019-10-01,0.0,0.0,0.0,78.925,703.0,703.0
2019-11-01,0.0,0.0,0.0,50.475,449.0,449.0
2019-12-01,0.0,0.0,0.0,32.534,290.0,290.0
2020-01-01,0.0,0.0,0.0,38.253,335.0,335.0
2020-02-01,0.0,0.0,0.0,51.855,455.0,455.0
2020-03-01,0.0,0.0,0.0,50.744,445.0,445.0
2020-04-01,0.0,0.0,0.0,63.951,561.0,561.0
2020-05-01,0.0,0.0,0.0,83.696,734.0,734.0
2020-06-01,0.0,0.0,0.0,83.345,731.0,731.0
2020-07-01,0.0,0.0,0.0,94.139,825.0,825.0
2020-08-01,0.0,0.0,0.0,77.992,684.0,684.0
2020-09-01,0.0,0.0,0.0,61.239,537.0,537.0
2020-10-01,0.0,0.0,0.0,56.605,496.0,496.0
2020-11-01,0.0,0.0,0.0,44.75,392.0,392.0
2020-12-01,0.0,0.0,0.0,35.431,311.0,311.0
2021-01-01,0.0,0.0,0.0,49.227,435.0,435.0
2021-02-01,0.0,0.0,0.0,64.486,570.0,570.0
2021-03-01,0.0,0.0,0.0,83.263,736.0,736.0
2021-04-01,0.0,0.0,0.0,104.223,922.0,922.0
2021-05-01,0.0,0.0,0.0,113.602,1005.0,1005.0
2021-06-01,0.0,0.0,0.0,110.352,976.0,976.0
2021-07-01,0.0,0.0,0.0,105.696,935.0,935.0
2021-08-01,0.0,0.0,0.0,103.963,919.0,919.0
2021-09-01,0.0,0.0,0.0,89.643,793.0,793.0
2021-10-01,0.0,0.0,0.0,74.612,660.0,660.0
2021-11-01,0.0,0.0,0.0,59.368,525.0,525.0
2021-12-01,0.0,0.0,0.0,40.565,359.0,359.0
2022-01-01,0.0,0.0,0.0,55.581,190.0,190.0
2022-02-01,0.0,0.0,0.0,66.297,226.0,226.0
2022-03-01,0.0,0.0,0.0,87.896,300.0,300.0
2022-04-01,0.0,0.0,0.0,99.15,338.0,338.0
2022-05-01,0.0,0.0,0.0,116.206,396.0,396.0
2022-06-01,0.0,0.0,0.0,121.0,413.0,413.0
2022-07-01,0.0,0.0,0.0,116.703,398.0,398.0
2022-08-01,0.0,0.0,0.0,108.357,370.0,370.0
2022-09-01,0.0,0.0,0.0,91.445,312.0,312.0
2022-10-01,0.0,0.0,0.0,84.247,287.0,287.0
2022-11-01,0.0,0.0,0.0,62.455,213.0,213.0
2022-12-01,0.0,0.0,0.0,43.663,149.0,149.0
2023-01-01,0.0,0.0,0.0,36.0,123.0,123.0
2023-02-01,0.0,0.0,0.0,37.0,126.0,126.0
2023-03-01,0.0,0.0,0.0,66.0,225.0,225.0
2023-04-01,0.0,0.0,0.0,97.0,331.0,331.0
2023-05-01,0.0,0.0,0.0,85.0,290.0,290.0
2023-06-01,0.0,0.0,0.0,80.0,273.0,273.0
2023-07-01,0.0,0.0,0.0,101.0,345.0,345.0
2023-08-01,0.0,0.0,0.0,99.0,338.0,338.0
2023-09-01,0.0,0.0,0.0,76.0,259.0,259.0
2023-10-01,0.0,0.0,0.0,69.0,235.0,235.0
2023-11-01,0.0,0.0,0.0,42.0,143.0,143.0
2023-12-01,0.0,0.0,0.0,31.0,106.0,106.0
2024-01-01,0.0,0.0,0.0,35.0,119.0,119.0
2024-02-01,0.0,0.0,0.0,45.0,154.0,154.0
2024-03-01,0.0,0.0,0.0,78.0,266.0,266.0
2024-04-01,0.0,0.0,0.0,98.0,334.0,334.0
2024-05-01,0.0,0.0,0.0,95.0,324.0,324.0
2024-06-01,0.0,0.0,0.0,97.0,331.0,331.0
2024-07-01,0.0,0.0,0.0,105.0,358.0,358.0
2024-08-01,0.0,0.0,0.0,95.0,324.0,324.0
2024-09-01,0.0,0.0,0.0,74.0,252.0,252.0
2024-10-01,0.0,0.0,0.0,55.0,188.0,188.0
2024-11-01,0.0,0.0,0.0,46.0,157.0,157.0
2024-12-01,0.0,0.0,0.0,42.0,143.0,143.0
