measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Energy Storage, Compressed Air - Natural Gas - Generation","Natural Gas - Energy Storage, Compressed Air - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Energy Storage, Compressed Air - Natural Gas - Total Fuel Consumed"
2012-10-01,0.0,0.0,0.0,1136.0,16340.0,16340.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,1660.0,19337.0,19337.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,230.0,8652.0,8652.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,4841.0,59327.0,59327.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,2521.0,47706.0,47706.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,2882.0,38974.0,38974.0,0.0,0.0,0.0
2013-04-01,32.622,314.0,314.0,1368.378,13150.0,13150.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,6495.0,69253.0,69253.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,4394.0,49049.0,49049.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,4112.0,45220.0,45220.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,8130.0,90464.0,90464.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,6913.0,80181.0,80181.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,1960.0,26008.0,26008.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,6555.0,69841.0,69841.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,1849.0,19809.0,19809.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,51638.0,570735.0,570735.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,687.0,9087.0,9087.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,4106.0,40162.0,40162.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,5872.0,67678.0,67678.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,751.0,12917.0,12917.0,-688.0,6504.0,6504.0
2014-06-01,0.0,0.0,0.0,2872.0,40817.0,40817.0,1473.0,7891.0,7891.0
2014-07-01,0.0,0.0,0.0,11357.0,136334.0,136334.0,1027.0,7309.0,7309.0
2014-08-01,5.507,66.0,66.0,24503.493,293661.0,293661.0,-158.0,4637.0,4637.0
2014-09-01,0.0,0.0,0.0,10672.0,161178.0,161178.0,-1367.0,8826.0,8826.0
2014-10-01,0.0,0.0,0.0,3344.0,67678.0,67678.0,-866.0,6175.0,6175.0
2014-11-01,0.0,0.0,0.0,9367.0,113227.0,113227.0,-805.0,11645.0,11645.0
2014-12-01,0.0,0.0,0.0,234.0,6406.0,6406.0,-481.0,997.0,997.0
2015-01-01,0.0,0.0,0.0,24704.0,274246.0,274246.0,-78.0,2911.0,2911.0
2015-02-01,0.0,0.0,0.0,28053.0,314683.0,314683.0,-491.0,3235.0,3235.0
2015-03-01,0.0,0.0,0.0,10774.0,118954.0,118954.0,-381.0,5746.0,5746.0
2015-04-01,0.0,0.0,0.0,7536.0,89507.0,89507.0,-726.0,965.0,965.0
2015-05-01,0.0,0.0,0.0,26973.0,313591.0,313591.0,-1274.0,3454.0,3454.0
2015-06-01,0.0,0.0,0.0,44445.0,510076.0,510076.0,-11.0,6818.0,6818.0
2015-07-01,0.0,0.0,0.0,27563.0,324536.0,324536.0,-547.0,5422.0,5422.0
2015-08-01,0.0,0.0,0.0,6296.0,79162.0,79162.0,-780.0,4496.0,4496.0
2015-09-01,0.0,0.0,0.0,18941.0,216217.0,216217.0,-168.0,7407.0,7407.0
2015-10-01,0.0,0.0,0.0,1016.0,16018.0,16018.0,-938.0,2314.0,2314.0
2015-11-01,0.0,0.0,0.0,12013.0,151378.0,151378.0,-1223.0,1581.0,1581.0
2015-12-01,0.0,0.0,0.0,68540.0,724548.0,724548.0,-182.0,6221.0,6221.0
2016-01-01,0.0,0.0,0.0,29551.0,325489.0,325489.0,-785.0,9203.0,9203.0
2016-02-01,0.0,0.0,0.0,6677.0,77922.0,77922.0,-752.0,4298.0,4298.0
2016-03-01,0.0,0.0,0.0,1363.0,19749.0,19749.0,-80.0,2888.0,2888.0
2016-04-01,0.0,0.0,0.0,3777.0,47256.0,47256.0,-532.0,1882.0,1882.0
2016-05-01,0.0,0.0,0.0,113863.0,1255262.0,1255262.0,-503.0,4077.0,4077.0
2016-06-01,0.0,0.0,0.0,52628.0,606221.0,606221.0,-154.0,10815.0,10815.0
2016-07-01,0.0,0.0,0.0,41783.0,487253.0,487253.0,-1553.0,18229.0,18229.0
2016-08-01,0.0,0.0,0.0,20448.0,253027.0,253027.0,-899.0,7351.0,7351.0
2016-09-01,0.0,0.0,0.0,15584.0,189181.0,189181.0,-309.0,10752.0,10752.0
2016-10-01,0.0,0.0,0.0,6237.0,78523.0,78523.0,-1560.0,8969.0,8969.0
2016-11-01,5.52,66.0,66.0,12868.48,153863.0,153863.0,-316.0,5841.0,5841.0
2016-12-01,0.0,0.0,0.0,12133.0,139687.0,139687.0,-604.0,7774.0,7774.0
2017-01-01,25.42,297.0,297.0,9826.307,114196.0,114196.0,-509.781,4632.0,4632.0
2017-02-01,2.832,33.0,33.0,8946.917,103977.0,103977.0,-464.16,4217.0,4217.0
2017-03-01,12.621,149.0,149.0,12342.074,143433.0,143433.0,-640.299,5816.0,5816.0
2017-04-01,10.763,127.0,127.0,11583.354,134616.0,134616.0,-600.937,5459.0,5459.0
2017-05-01,15.307,176.0,176.0,11722.731,136235.0,136235.0,-608.167,5524.0,5524.0
2017-06-01,15.524,182.0,182.0,12168.316,141413.0,141413.0,-631.284,5734.0,5734.0
2017-07-01,14.347,165.0,165.0,15630.02,181644.0,181644.0,-810.875,7367.0,7367.0
2017-08-01,13.641,160.0,160.0,14876.637,172888.0,172888.0,-771.79,7011.0,7011.0
2017-09-01,6.334,72.0,72.0,12992.183,150989.0,150989.0,-674.026,6124.0,6124.0
2017-10-01,6.817,77.0,77.0,11794.788,137073.0,137073.0,-611.906,5559.0,5559.0
2017-11-01,10.193,121.0,121.0,11944.26,138810.0,138810.0,-619.66,5629.0,5629.0
2017-12-01,30.423,352.0,352.0,11895.191,138240.0,138240.0,-617.115,5606.0,5606.0
2018-01-01,0.0,0.0,0.0,36726.674,404181.0,404181.0,-499.285,3594.0,3594.0
2018-02-01,0.0,0.0,0.0,27229.617,299664.0,299664.0,-370.175,2665.0,2665.0
2018-03-01,0.0,0.0,0.0,32739.861,360305.0,360305.0,-445.084,3203.0,3203.0
2018-04-01,0.0,0.0,0.0,35536.073,391077.0,391077.0,-483.098,3477.0,3477.0
2018-05-01,0.0,0.0,0.0,35253.745,387970.0,387970.0,-479.259,3449.0,3449.0
2018-06-01,0.0,0.0,0.0,39708.905,436999.0,436999.0,-539.825,3885.0,3885.0
2018-07-01,0.0,0.0,0.0,45489.081,500610.0,500610.0,-618.404,4451.0,4451.0
2018-08-01,0.0,0.0,0.0,43944.191,483609.0,483609.0,-597.402,4300.0,4300.0
2018-09-01,0.0,0.0,0.0,42483.944,467539.0,467539.0,-577.551,4157.0,4157.0
2018-10-01,0.0,0.0,0.0,38300.85,421504.0,421504.0,-520.683,3748.0,3748.0
2018-11-01,0.0,0.0,0.0,28606.674,314818.0,314818.0,-388.895,2799.0,2799.0
2018-12-01,0.0,0.0,0.0,32464.385,357273.0,357273.0,-441.339,3176.0,3176.0
2019-01-01,20.354,226.0,226.0,46717.992,513531.0,513531.0,-520.548,2848.0,2848.0
2019-02-01,11.474,127.0,127.0,46284.374,508764.0,508764.0,-515.718,2821.0,2821.0
2019-03-01,14.981,165.0,165.0,57753.889,634838.0,634838.0,-643.516,3521.0,3521.0
2019-04-01,10.663,116.0,116.0,44521.405,489385.0,489385.0,-496.075,2714.0,2714.0
2019-05-01,12.725,138.0,138.0,57985.102,637380.0,637380.0,-646.092,3534.0,3534.0
2019-06-01,16.8,187.0,187.0,61586.598,676968.0,676968.0,-686.222,3754.0,3754.0
2019-07-01,12.11,132.0,132.0,68174.071,749379.0,749379.0,-759.622,4155.0,4155.0
2019-08-01,8.982,99.0,99.0,69020.561,758684.0,758684.0,-769.054,4208.0,4208.0
2019-09-01,9.849,110.0,110.0,65651.633,721652.0,721652.0,-731.516,4002.0,4002.0
2019-10-01,11.055,121.0,121.0,55644.92,611657.0,611657.0,-620.017,3392.0,3392.0
2019-11-01,9.859,110.0,110.0,48493.442,533046.0,533046.0,-540.333,2956.0,2956.0
2019-12-01,13.757,149.0,149.0,46694.404,513271.0,513271.0,-520.287,2846.0,2846.0
2020-01-01,4.28,39.0,39.0,24519.771,271932.0,271932.0,-351.225,2457.0,2457.0
2020-02-01,3.447,39.0,39.0,30454.175,337746.0,337746.0,-436.231,3053.0,3053.0
2020-03-01,3.382,39.0,39.0,30899.417,342684.0,342684.0,-442.608,3097.0,3097.0
2020-04-01,1.869,22.0,22.0,21141.686,234468.0,234468.0,-302.837,2120.0,2120.0
2020-05-01,4.474,50.0,50.0,28657.017,317815.0,317815.0,-410.488,2873.0,2873.0
2020-06-01,3.413,39.0,39.0,37089.056,411329.0,411329.0,-531.27,3718.0,3718.0
2020-07-01,2.995,33.0,33.0,43945.427,487367.0,487367.0,-629.482,4406.0,4406.0
2020-08-01,4.267,50.0,50.0,39756.206,440908.0,440908.0,-569.474,3985.0,3985.0
2020-09-01,2.239,28.0,28.0,34570.187,383394.0,383394.0,-495.189,3466.0,3466.0
2020-10-01,2.115,22.0,22.0,29067.074,322363.0,322363.0,-416.362,2914.0,2914.0
2020-11-01,2.92,33.0,33.0,23288.342,258275.0,258275.0,-333.586,2334.0,2334.0
2020-12-01,4.769,55.0,55.0,31921.472,354018.0,354018.0,-457.248,3200.0,3200.0
2021-01-01,18.402,209.0,209.0,24507.106,275958.0,275958.0,-271.771,5133.0,5133.0
2021-02-01,22.827,259.0,259.0,30399.339,342306.0,342306.0,-337.113,6367.0,6367.0
2021-03-01,5.533,61.0,61.0,7369.187,82980.0,82980.0,-81.72,1543.0,1543.0
2021-04-01,15.349,171.0,171.0,20440.442,230167.0,230167.0,-226.674,4281.0,4281.0
2021-05-01,14.531,165.0,165.0,19351.232,217902.0,217902.0,-214.595,4053.0,4053.0
2021-06-01,52.467,589.0,589.0,69873.044,786794.0,786794.0,-774.855,14635.0,14635.0
2021-07-01,51.405,578.0,578.0,68458.857,770870.0,770870.0,-759.173,14338.0,14338.0
2021-08-01,78.82,886.0,886.0,104968.76,1181984.0,1181984.0,-1164.048,21985.0,21985.0
2021-09-01,45.373,512.0,512.0,60425.85,680415.0,680415.0,-670.091,12656.0,12656.0
2021-10-01,71.804,809.0,809.0,95625.348,1076774.0,1076774.0,-1060.435,20029.0,20029.0
2021-11-01,26.555,297.0,297.0,35364.327,398214.0,398214.0,-392.172,7407.0,7407.0
2021-12-01,31.645,358.0,358.0,42143.802,474554.0,474554.0,-467.353,8827.0,8827.0
2022-01-01,12.51,143.0,143.0,32592.71,378820.0,378820.0,-257.102,5439.0,5439.0
2022-02-01,3.237,39.0,39.0,8432.969,98015.0,98015.0,-66.522,1408.0,1408.0
2022-03-01,2.784,33.0,33.0,7252.816,84299.0,84299.0,-57.212,1210.0,1210.0
2022-04-01,6.577,77.0,77.0,17136.708,199177.0,199177.0,-135.18,2860.0,2860.0
2022-05-01,26.029,303.0,303.0,67815.192,788205.0,788205.0,-534.947,11317.0,11317.0
2022-06-01,47.767,556.0,556.0,124449.96,1446461.0,1446461.0,-981.7,20769.0,20769.0
2022-07-01,51.852,605.0,605.0,135092.09,1570153.0,1570153.0,-1065.649,22545.0,22545.0
2022-08-01,52.295,611.0,611.0,136247.71,1583584.0,1583584.0,-1074.765,22737.0,22737.0
2022-09-01,29.843,347.0,347.0,77750.893,903686.0,903686.0,-613.323,12976.0,12976.0
2022-10-01,30.951,358.0,358.0,80638.729,937251.0,937251.0,-636.104,13458.0,13458.0
2022-11-01,14.833,171.0,171.0,38646.123,449178.0,449178.0,-304.853,6449.0,6449.0
2022-12-01,27.961,325.0,325.0,72847.459,846694.0,846694.0,-574.644,12157.0,12157.0
2023-01-01,7.909,88.0,88.0,24152.688,276029.0,276029.0,-130.641,318.0,318.0
2023-02-01,8.449,99.0,99.0,25801.406,294872.0,294872.0,-139.558,339.0,339.0
2023-03-01,14.547,165.0,165.0,44422.652,507684.0,507684.0,-240.28,584.0,584.0
2023-04-01,15.282,176.0,176.0,46666.686,533330.0,533330.0,-252.417,614.0,614.0
2023-05-01,11.164,127.0,127.0,34090.182,389599.0,389599.0,-184.392,448.0,448.0
2023-06-01,32.533,374.0,374.0,99347.03,1135387.0,1135387.0,-537.362,1306.0,1306.0
2023-07-01,42.357,484.0,484.0,129345.83,1478228.0,1478228.0,-699.624,1700.0,1700.0
2023-08-01,45.813,523.0,523.0,139900.7,1598854.0,1598854.0,-756.715,1839.0,1839.0
2023-09-01,28.721,330.0,330.0,87706.502,1002353.0,1002353.0,-474.399,1153.0,1153.0
2023-10-01,16.703,193.0,193.0,51007.364,582937.0,582937.0,-275.896,671.0,671.0
2023-11-01,16.493,187.0,187.0,50364.023,575585.0,575585.0,-272.416,662.0,662.0
2023-12-01,5.467,61.0,61.0,16694.498,190793.0,190793.0,-90.3,220.0,220.0
2024-01-01,21.161,253.0,253.0,46041.634,549053.0,549053.0,-292.784,3074.0,3074.0
2024-02-01,11.979,143.0,143.0,26064.188,310818.0,310818.0,-165.745,1740.0,1740.0
2024-03-01,4.986,61.0,61.0,10848.537,129370.0,129370.0,-68.987,724.0,724.0
2024-04-01,9.033,110.0,110.0,19653.453,234370.0,234370.0,-124.979,1312.0,1312.0
2024-05-01,8.605,105.0,105.0,18722.581,223269.0,223269.0,-119.059,1250.0,1250.0
2024-06-01,6.628,77.0,77.0,14420.801,171970.0,171970.0,-91.704,963.0,963.0
2024-07-01,12.525,149.0,149.0,27252.513,324990.0,324990.0,-173.302,1820.0,1820.0
2024-08-01,16.56,198.0,198.0,36030.022,429663.0,429663.0,-229.119,2405.0,2405.0
2024-09-01,10.734,127.0,127.0,23355.128,278513.0,278513.0,-148.518,1560.0,1560.0
2024-10-01,11.473,138.0,138.0,24961.866,297673.0,297673.0,-158.735,1666.0,1666.0
2024-11-01,1.274,17.0,17.0,2772.152,33059.0,33059.0,-17.628,185.0,185.0
2024-12-01,3.573,44.0,44.0,7774.593,92713.0,92713.0,-49.44,519.0,519.0
