measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-02-01,-88.68,966.0,966.0,-42.32,461.0,461.0,-71.0,0.0,0.0,,,,-71.0,0.0,0.0
2007-03-01,-21.138,60.0,60.0,-108.86200000000001,309.0,309.0,-170.0,1079.0,1079.0,,,,0.0,0.0,0.0
2007-04-01,-32.947,48.0,48.0,-83.053,121.0,121.0,-70.0,0.0,0.0,,,,-70.0,0.0,0.0
2007-05-01,-36.181000000000004,426.0,426.0,-25.819000000000003,304.0,304.0,-72.501,0.0,0.0,,,,-72.501,0.0,0.0
2007-06-01,0.0,0.0,0.0,194.0,4487.0,4487.0,-147.0,31.0,31.0,,,,0.0,0.0,0.0
2007-07-01,54.994,828.0,828.0,5042.006,75914.0,75914.0,-49.001000000000005,1932.0,1932.0,,,,0.0,0.0,0.0
2007-08-01,45.185,678.0,678.0,4732.8150000000005,71015.0,71015.0,-33.0,1584.0,1584.0,,,,0.0,0.0,0.0
2007-09-01,1.482,30.0,30.0,307.51800000000003,6225.0,6225.0,-70.0,0.0,0.0,,,,-70.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,-18.0,1547.0,1547.0,-73.0,0.0,0.0,,,,-73.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,-144.0,177.0,177.0,-69.0,0.0,0.0,,,,-69.0,0.0,0.0
2007-12-01,-37.032000000000004,450.0,450.0,-94.968,1154.0,1154.0,882.999,12878.0,12878.0,,,,0.0,0.0,0.0
2008-01-01,-34.449000000000005,88.0,88.0,-166.55100000000002,426.0,426.0,-151.0,0.0,0.0,0.0,0.0,0.0,,,
2008-02-01,-35.145,429.0,429.0,-101.855,1244.0,1244.0,-13.0,0.0,0.0,0.0,0.0,0.0,,,
2008-03-01,-145.008,12.0,12.0,-36.992000000000004,3.0,3.0,-146.0,0.0,0.0,0.0,0.0,0.0,,,
2008-04-01,-12.115,247.0,247.0,-56.885000000000005,1160.0,1160.0,-141.0,0.0,0.0,0.0,0.0,0.0,,,
2008-05-01,-2.6750000000000003,53.0,53.0,-54.325,1075.0,1075.0,111.0,3412.0,3412.0,,,,0.0,0.0,0.0
2008-06-01,2.984,59.0,59.0,349.016,6878.0,6878.0,-71.0,1779.0,1779.0,0.0,0.0,0.0,,,
2008-07-01,17.977,259.0,259.0,5886.023,84708.0,84708.0,-158.0,0.0,0.0,0.0,0.0,0.0,,,
2008-08-01,840.115,12160.0,12160.0,2172.885,31450.0,31450.0,-164.0,0.0,0.0,0.0,0.0,0.0,,,
2008-09-01,-1.109,229.0,229.0,-4.891,1011.0,1011.0,-144.0,0.0,0.0,0.0,0.0,0.0,,,
2008-10-01,0.0,0.0,0.0,-119.0,94.0,94.0,502.0,7952.0,7952.0,,,,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,-10.0,2001.0,2001.0,-141.0,0.0,0.0,0.0,0.0,0.0,,,
2008-12-01,0.0,0.0,0.0,94.0,3626.0,3626.0,-148.0,0.0,0.0,0.0,0.0,0.0,,,
2009-01-01,-29.393,118.0,118.0,-151.607,607.0,607.0,-153.0,0.0,0.0,0.0,0.0,0.0,,,
2009-02-01,0.0,0.0,0.0,-163.0,371.0,371.0,-134.0,0.0,0.0,0.0,0.0,0.0,,,
2009-03-01,0.0,0.0,0.0,-126.0,962.0,962.0,265.0,6711.0,6711.0,,,,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,-122.0,797.0,797.0,-225.0,12025.0,12025.0,0.0,0.0,0.0,,,
2009-05-01,0.0,0.0,0.0,-68.0,864.0,864.0,-212.0,4702.0,4702.0,0.0,0.0,0.0,,,
2009-06-01,0.0,0.0,0.0,-36.0,815.0,815.0,-152.0,1187.0,1187.0,,,,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,853.0,13203.0,13203.0,21.0,3646.0,3646.0,0.0,0.0,0.0,,,
2009-08-01,6.837000000000001,123.0,123.0,408.163,7372.0,7372.0,787.0,12734.0,12734.0,,,,0.0,0.0,0.0
2009-09-01,-10.137,288.0,288.0,-26.863,763.0,763.0,-120.0,0.0,0.0,0.0,0.0,0.0,,,
2009-10-01,0.0,0.0,0.0,170.0,4249.0,4249.0,4298.0,52389.0,52389.0,,,,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,-113.0,635.0,635.0,-120.0,47.0,47.0,0.0,0.0,0.0,,,
2009-12-01,0.0,0.0,0.0,-190.0,1020.0,1020.0,-135.0,0.0,0.0,0.0,0.0,0.0,,,
2010-01-01,0.7260000000000001,35.0,35.0,137.274,6675.0,6675.0,-103.0,760.0,760.0,0.0,0.0,0.0,,,
2010-02-01,0.0,0.0,0.0,-189.0,563.0,563.0,22.0,3045.0,3045.0,,,,0.0,0.0,0.0
2010-03-01,-0.9570000000000001,41.0,41.0,-41.043,1765.0,1765.0,-105.0,851.0,851.0,0.0,0.0,0.0,,,
2010-04-01,0.0,0.0,0.0,-68.0,813.0,813.0,-114.0,0.0,0.0,0.0,0.0,0.0,,,
2010-05-01,-6.9590000000000005,94.0,94.0,-58.041000000000004,785.0,785.0,-116.0,0.0,0.0,0.0,0.0,0.0,,,
2010-06-01,-1.985,282.0,282.0,-8.015,1139.0,1139.0,-109.0,0.0,0.0,0.0,0.0,0.0,,,
2010-07-01,-0.248,12.0,12.0,-23.752000000000002,1125.0,1125.0,-115.0,0.0,0.0,0.0,0.0,0.0,,,
2010-08-01,0.0,0.0,0.0,485.0,8650.0,8650.0,-114.0,0.0,0.0,0.0,0.0,0.0,,,
2010-09-01,-0.388,12.0,12.0,-39.612,1202.0,1202.0,-104.0,0.0,0.0,0.0,0.0,0.0,,,
2010-10-01,-12.283000000000001,112.0,112.0,-70.717,643.0,643.0,-118.0,124.0,124.0,0.0,0.0,0.0,,,
2010-11-01,-4.594,41.0,41.0,-105.406,944.0,944.0,103.0,3307.0,3307.0,,,,0.0,0.0,0.0
2010-12-01,-3.8200000000000003,18.0,18.0,-171.18,790.0,790.0,-123.0,0.0,0.0,0.0,0.0,0.0,,,
2011-01-01,-12.253,153.0,153.0,-120.747,1506.0,1506.0,-140.0,0.0,0.0,0.0,0.0,0.0,,,
2011-02-01,0.0,0.0,0.0,-158.0,451.0,451.0,-118.0,0.0,0.0,0.0,0.0,0.0,,,
2011-03-01,0.0,0.0,0.0,-150.0,453.0,453.0,-123.0,0.0,0.0,0.0,0.0,0.0,,,
2011-04-01,0.0,0.0,0.0,-102.0,466.0,466.0,-76.0,734.0,734.0,,,,0.0,0.0,0.0
2011-05-01,-2.479,41.0,41.0,-52.521,872.0,872.0,-69.0,1335.0,1335.0,,,,0.0,0.0,0.0
2011-06-01,-2.416,29.0,29.0,-53.584,652.0,652.0,-108.0,0.0,0.0,0.0,0.0,0.0,,,
2011-07-01,0.0,0.0,0.0,423.0,9038.0,9038.0,-122.0,0.0,0.0,0.0,0.0,0.0,,,
2011-08-01,2.339,47.0,47.0,360.661,7255.0,7255.0,-117.0,0.0,0.0,0.0,0.0,0.0,,,
2011-09-01,0.0,0.0,0.0,-8.0,1286.0,1286.0,-108.0,65.0,65.0,0.0,0.0,0.0,,,
2011-10-01,-0.298,6.0,6.0,-52.702,1039.0,1039.0,-115.0,0.0,0.0,0.0,0.0,0.0,,,
2011-11-01,0.0,0.0,0.0,-113.0,865.0,865.0,20.0,2214.0,2214.0,,,,0.0,0.0,0.0
2011-12-01,-7.989,53.0,53.0,-143.011,947.0,947.0,-140.0,550.0,550.0,0.0,0.0,0.0,,,
2012-01-01,0.0,0.0,0.0,-169.0,315.0,315.0,-138.0,0.0,0.0,0.0,0.0,0.0,,,
2012-02-01,0.0,0.0,0.0,-94.0,1778.0,1778.0,-129.0,0.0,0.0,0.0,0.0,0.0,,,
2012-03-01,-7.421,59.0,59.0,-91.579,726.0,726.0,-123.0,0.0,0.0,0.0,0.0,0.0,,,
2012-04-01,0.0,0.0,0.0,-75.0,814.0,814.0,-110.0,0.0,0.0,0.0,0.0,0.0,,,
2012-05-01,0.0,0.0,0.0,-54.0,782.0,782.0,-112.0,0.0,0.0,0.0,0.0,0.0,,,
2012-06-01,0.0,0.0,0.0,219.0,5488.0,5488.0,-110.0,0.0,0.0,0.0,0.0,0.0,,,
2012-07-01,0.0,0.0,0.0,3404.0,52048.0,52048.0,82.0,3344.0,3344.0,0.0,0.0,0.0,,,
2012-08-01,0.0,0.0,0.0,1196.0,19741.0,19741.0,-72.0,838.0,838.0,0.0,0.0,0.0,,,
2012-09-01,0.92,41.0,41.0,52.08,2330.0,2330.0,-122.0,1207.0,1207.0,0.0,0.0,0.0,,,
2012-10-01,0.0,0.0,0.0,-110.0,473.0,473.0,-119.0,0.0,0.0,0.0,0.0,0.0,,,
2012-11-01,-53.855,59.0,59.0,-105.145,115.0,115.0,-126.0,66.0,66.0,0.0,0.0,0.0,,,
2012-12-01,-2.561,0.0,0.0,-196.439,0.0,0.0,160.0,4102.0,4102.0,,,,0.0,0.0,0.0
2013-01-01,-12.242,112.0,112.0,-134.758,1230.0,1230.0,-131.0,0.0,0.0,0.0,0.0,0.0,,,
2013-02-01,0.0,0.0,0.0,-181.0,151.0,151.0,-114.0,0.0,0.0,0.0,0.0,0.0,,,
2013-03-01,-9.967,88.0,88.0,-121.033,1071.0,1071.0,-121.0,0.0,0.0,0.0,0.0,0.0,,,
2013-04-01,0.0,0.0,0.0,-142.0,621.0,621.0,-116.0,0.0,0.0,0.0,0.0,0.0,,,
2013-05-01,-2.331,18.0,18.0,-89.669,679.0,679.0,-109.0,0.0,0.0,0.0,0.0,0.0,,,
2013-06-01,0.501,270.0,270.0,3.499,1888.0,1888.0,-103.0,0.0,0.0,0.0,0.0,0.0,,,
2013-07-01,0.0,0.0,0.0,162.0,4000.0,4000.0,-82.0,576.0,576.0,0.0,0.0,0.0,,,
2013-08-01,0.713,12.0,12.0,877.287,14467.0,14467.0,-54.0,996.0,996.0,0.0,0.0,0.0,,,
2013-09-01,515.487,8303.0,8303.0,447.513,7208.0,7208.0,-106.0,0.0,0.0,0.0,0.0,0.0,,,
2013-10-01,0.0,0.0,0.0,-93.0,924.0,924.0,91.0,3035.0,3035.0,,,,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,-177.0,98.0,98.0,356.0,6640.0,6640.0,,,,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,-180.0,760.0,760.0,-130.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-01,0.0,0.0,0.0,-186.0,733.0,733.0,-99.0,652.0,652.0,0.0,0.0,0.0,,,
2014-02-01,-44.932,0.0,0.0,-159.068,0.0,0.0,-116.0,0.0,0.0,0.0,0.0,0.0,,,
2014-03-01,124.429,3622.0,3622.0,125.571,3655.0,3655.0,-114.0,0.0,0.0,0.0,0.0,0.0,,,
2014-04-01,-1.835,24.0,24.0,-83.165,1066.0,1066.0,-107.0,64.0,64.0,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,-76.0,755.0,755.0,-99.0,79.0,79.0,,,,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,-3.0,1522.0,1522.0,-97.0,70.0,70.0,,,,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,-74.0,449.0,449.0,-40.0,1150.0,1150.0,,,,0.0,0.0,0.0
2014-08-01,-6.944,82.0,82.0,-54.056,641.0,641.0,-99.0,65.0,65.0,,,,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,-71.0,722.0,722.0,45.0,2394.0,2394.0,,,,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,-94.0,710.0,710.0,-92.0,0.0,0.0,,,,0.0,0.0,0.0
2014-11-01,-3.46,76.0,76.0,-78.54,1735.0,1735.0,315.0,6081.0,6081.0,,,,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,-179.0,757.0,757.0,-103.0,0.0,0.0,,,,0.0,0.0,0.0
2015-01-01,-1.315,6.0,6.0,-177.685,794.0,794.0,-107.0,0.0,0.0,,,,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,-175.0,655.0,655.0,-99.0,0.0,0.0,,,,0.0,0.0,0.0
2015-03-01,-1.652,18.0,18.0,-100.348,1071.0,1071.0,-109.0,0.0,0.0,,,,0.0,0.0,0.0
2015-04-01,-5.496,6.0,6.0,-128.504,137.0,137.0,-102.0,0.0,0.0,,,,0.0,0.0,0.0
2015-05-01,-28.019,0.0,0.0,-90.981,0.0,0.0,-99.0,0.0,0.0,,,,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,-65.0,856.0,856.0,-98.0,0.0,0.0,,,,0.0,0.0,0.0
2015-07-01,1.152,47.0,47.0,80.848,3300.0,3300.0,263.0,4841.0,4841.0,,,,0.0,0.0,0.0
2015-08-01,0.463,18.0,18.0,64.537,2458.0,2458.0,-179.0,5956.0,5956.0,,,,0.0,0.0,0.0
2015-09-01,-3.937,47.0,47.0,-64.063,765.0,765.0,-89.0,0.0,0.0,,,,0.0,0.0,0.0
2015-10-01,-6.537,29.0,29.0,-89.463,402.0,402.0,-96.0,0.0,0.0,,,,0.0,0.0,0.0
2015-11-01,-0.516,12.0,12.0,-72.484,1653.0,1653.0,-95.0,0.0,0.0,,,,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,-197.0,81.0,81.0,-102.0,0.0,0.0,,,,0.0,0.0,0.0
2016-01-01,-26.482,159.0,159.0,-138.518,830.0,830.0,-114.0,0.0,0.0,,,,0.0,0.0,0.0
2016-02-01,-7.402,47.0,47.0,-123.598,785.0,785.0,-102.0,0.0,0.0,,,,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,-142.0,60.0,60.0,-97.0,0.0,0.0,,,,0.0,0.0,0.0
2016-04-01,-5.176,59.0,59.0,-74.824,850.0,850.0,-51.0,951.0,951.0,,,,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,-73.0,885.0,885.0,-96.0,108.0,108.0,,,,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,49.0,2237.0,2237.0,-130.0,1988.0,1988.0,,,,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,-44.0,1119.0,1119.0,-91.0,0.0,0.0,,,,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,-77.0,330.0,330.0,345.0,8875.0,8875.0,,,,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,91.0,3208.0,3208.0,103.0,2181.0,2181.0,,,,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,19.0,2058.0,2058.0,-87.0,0.0,0.0,,,,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,7.0,2679.0,2679.0,705.0,9184.0,9184.0,,,,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,-216.0,25.0,25.0,-99.0,0.0,0.0,,,,0.0,0.0,0.0
2017-01-01,-0.452,35.0,35.0,-41.84,3384.0,3384.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-02-01,-0.247,18.0,18.0,-27.273,2205.0,2205.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-03-01,-0.317,24.0,24.0,-53.457,4321.0,4321.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-04-01,-0.385,29.0,29.0,-58.698,4745.0,4745.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-05-01,-0.41,35.0,35.0,-46.615,3768.0,3768.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-06-01,-0.282,24.0,24.0,-93.477,7556.0,7556.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-07-01,-0.221,18.0,18.0,-253.89,20523.0,20523.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-08-01,-0.183,18.0,18.0,-159.938,12928.0,12928.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-09-01,-0.287,24.0,24.0,-84.539,6834.0,6834.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-10-01,-0.333,29.0,29.0,-63.146,5104.0,5104.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-11-01,-0.521,41.0,41.0,-44.973,3635.0,3635.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-12-01,-0.508,41.0,41.0,-50.008,4042.0,4042.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-01-01,30.771,1452.0,1452.0,32.916,1549.0,1549.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-02-01,23.028,1082.0,1082.0,28.66,1349.0,1349.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-03-01,33.635,1582.0,1582.0,53.28,2509.0,2509.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-04-01,23.924,1129.0,1129.0,42.268,1990.0,1990.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-05-01,30.928,1458.0,1458.0,167.774,7900.0,7900.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-06-01,43.269,2034.0,2034.0,140.085,6597.0,6597.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-07-01,18.447,870.0,870.0,200.776,9453.0,9453.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-08-01,25.119,1182.0,1182.0,135.159,6364.0,6364.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-09-01,27.045,1276.0,1276.0,50.736,2389.0,2389.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-10-01,29.1,1370.0,1370.0,144.052,6783.0,6783.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-11-01,28.158,1323.0,1323.0,93.454,4401.0,4401.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-12-01,30.108,1417.0,1417.0,41.308,1945.0,1945.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-01-01,37.197,617.0,617.0,130.097,2151.0,2151.0,,,,0.0,0.0,0.0,,,
2019-02-01,34.632,570.0,570.0,352.831,5834.0,5834.0,,,,0.0,0.0,0.0,,,
2019-03-01,50.056,829.0,829.0,358.227,5922.0,5922.0,,,,0.0,0.0,0.0,,,
2019-04-01,29.125,482.0,482.0,463.585,7664.0,7664.0,,,,0.0,0.0,0.0,,,
2019-05-01,51.315,847.0,847.0,1007.397,16656.0,16656.0,,,,0.0,0.0,0.0,,,
2019-06-01,43.94,729.0,729.0,748.013,12367.0,12367.0,,,,0.0,0.0,0.0,,,
2019-07-01,26.232,435.0,435.0,994.135,16436.0,16436.0,,,,0.0,0.0,0.0,,,
2019-08-01,34.583,570.0,570.0,1171.515,19368.0,19368.0,,,,0.0,0.0,0.0,,,
2019-09-01,39.704,659.0,659.0,576.996,9539.0,9539.0,,,,0.0,0.0,0.0,,,
2019-10-01,42.029,694.0,694.0,187.123,3093.0,3093.0,,,,0.0,0.0,0.0,,,
2019-11-01,36.775,606.0,606.0,186.48,3083.0,3083.0,,,,0.0,0.0,0.0,,,
2019-12-01,39.253,647.0,647.0,421.76,6973.0,6973.0,,,,0.0,0.0,0.0,,,
