measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2013-12-01,,,,4128.0,42056.0,42056.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,8161.0,77949.0,77949.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,2367.0,25758.0,25758.0,0.0,0.0,0.0
2014-03-01,,,,1127.001,14234.0,14234.0,41.999,530.0,530.0
2014-04-01,,,,-43.203,701.0,701.0,-97.797,1586.0,1586.0
2014-05-01,,,,-65.172,405.0,405.0,-131.828,819.0,819.0
2014-06-01,0.0,0.0,0.0,302.0,5706.0,5706.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,-187.0,963.0,963.0,0.0,0.0,0.0
2014-08-01,,,,-38.426,371.0,371.0,-113.574,1096.0,1096.0
2014-09-01,0.0,0.0,0.0,198.0,4539.0,4539.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,-139.0,1472.0,1472.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,32.0,2663.0,2663.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,1731.0,19657.0,19657.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,312.0,7163.0,7163.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,5624.0,57158.0,57158.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,458.0,8444.0,8444.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,-239.0,781.0,781.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,-105.0,579.0,579.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,192.0,1915.0,1915.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,863.0,8635.0,8635.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,832.0,8585.0,8585.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,3636.0,35963.0,35963.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,225.0,2285.0,2285.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,420.0,4026.0,4026.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,124.0,1215.0,1215.0,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,722.0,7179.0,7179.0,0.0,0.0,0.0
2016-02-01,,,,428.183,4402.0,4402.0,403.817,4151.0,4151.0
2016-03-01,,,,82.676,941.0,941.0,6.324,72.0,72.0
2016-04-01,,,,1240.402,12247.0,12247.0,818.598,8082.0,8082.0
2016-05-01,0.0,0.0,0.0,296.0,2883.0,2883.0,0.0,0.0,0.0
2016-06-01,,,,2083.6,21904.0,21904.0,2074.4,21808.0,21808.0
2016-07-01,0.0,0.0,0.0,412.0,4250.0,4250.0,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0,2920.0,27788.0,27788.0,0.0,0.0,0.0
2016-09-01,,,,243.715,2453.0,2453.0,19.285,194.0,194.0
2016-10-01,,,,100.93,1122.0,1122.0,71.07,790.0,790.0
2016-11-01,0.0,0.0,0.0,392.0,3700.0,3700.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,431.0,4026.0,4026.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,165.322,1661.0,1661.0,53.381,540.0,540.0
2017-02-01,0.0,0.0,0.0,299.692,3022.0,3022.0,42.705,431.0,431.0
2017-03-01,0.0,0.0,0.0,1930.1,19476.0,19476.0,40.405,408.0,408.0
2017-04-01,0.0,0.0,0.0,339.808,3430.0,3430.0,36.713,371.0,371.0
2017-05-01,0.0,0.0,0.0,398.105,4020.0,4020.0,33.178,335.0,335.0
2017-06-01,0.0,0.0,0.0,353.291,3566.0,3566.0,38.888,392.0,392.0
2017-07-01,0.0,0.0,0.0,439.086,4428.0,4428.0,53.039,536.0,536.0
2017-08-01,0.0,0.0,0.0,387.511,3912.0,3912.0,52.891,534.0,534.0
2017-09-01,0.0,0.0,0.0,454.645,4587.0,4587.0,39.124,394.0,394.0
2017-10-01,0.0,0.0,0.0,344.731,3481.0,3481.0,46.459,469.0,469.0
2017-11-01,0.0,0.0,0.0,700.695,7070.0,7070.0,52.095,525.0,525.0
2017-12-01,0.0,0.0,0.0,3424.521,34559.0,34559.0,52.615,530.0,530.0
2018-01-01,0.0,0.0,0.0,2006.255,43599.0,43599.0,11.65,254.0,254.0
2018-02-01,0.0,0.0,0.0,77.217,1678.0,1678.0,11.423,248.0,248.0
2018-03-01,0.0,0.0,0.0,85.728,1865.0,1865.0,13.514,293.0,293.0
2018-04-01,0.0,0.0,0.0,65.719,1430.0,1430.0,11.424,248.0,248.0
2018-05-01,0.0,0.0,0.0,72.881,1584.0,1584.0,10.715,233.0,233.0
2018-06-01,0.0,0.0,0.0,62.728,1364.0,1364.0,14.556,316.0,316.0
2018-07-01,0.0,0.0,0.0,86.441,1881.0,1881.0,17.529,381.0,381.0
2018-08-01,0.0,0.0,0.0,155.715,3383.0,3383.0,18.327,398.0,398.0
2018-09-01,0.0,0.0,0.0,76.578,1667.0,1667.0,15.196,330.0,330.0
2018-10-01,0.0,0.0,0.0,69.335,1507.0,1507.0,15.167,329.0,329.0
2018-11-01,0.0,0.0,0.0,149.097,3240.0,3240.0,16.052,349.0,349.0
2018-12-01,0.0,0.0,0.0,81.997,1782.0,1782.0,16.756,364.0,364.0
2019-01-01,0.0,0.0,0.0,-33.009,4464.0,4464.0,-0.73,98.0,98.0
2019-02-01,0.0,0.0,0.0,-20.648,2798.0,2798.0,-0.652,89.0,89.0
2019-03-01,0.0,0.0,0.0,-21.522,2913.0,2913.0,-0.658,89.0,89.0
2019-04-01,0.0,0.0,0.0,-16.716,2265.0,2265.0,-0.719,98.0,98.0
2019-05-01,0.0,0.0,0.0,-8.548,1160.0,1160.0,-0.685,93.0,93.0
2019-06-01,0.0,0.0,0.0,-10.411,1407.0,1407.0,-0.749,102.0,102.0
2019-07-01,0.0,0.0,0.0,-14.156,1918.0,1918.0,-1.005,136.0,136.0
2019-08-01,0.0,0.0,0.0,-26.998,3656.0,3656.0,-0.918,125.0,125.0
2019-09-01,0.0,0.0,0.0,-13.005,1759.0,1759.0,-0.74,100.0,100.0
2019-10-01,0.0,0.0,0.0,-20.457,2770.0,2770.0,-0.614,83.0,83.0
2019-11-01,0.0,0.0,0.0,-28.274,3831.0,3831.0,-0.773,105.0,105.0
2019-12-01,0.0,0.0,0.0,-32.052,4343.0,4343.0,-0.961,130.0,130.0
2020-01-01,0.0,0.0,0.0,35.481,2202.0,2202.0,8.188,509.0,509.0
2020-02-01,0.0,0.0,0.0,37.872,2353.0,2353.0,7.674,476.0,476.0
2020-03-01,0.0,0.0,0.0,29.432,1829.0,1829.0,6.955,432.0,432.0
2020-04-01,0.0,0.0,0.0,32.699,2027.0,2027.0,7.12,442.0,442.0
2020-05-01,0.0,0.0,0.0,22.877,1421.0,1421.0,6.313,391.0,391.0
2020-06-01,0.0,0.0,0.0,22.222,1381.0,1381.0,8.44,524.0,524.0
2020-07-01,0.0,0.0,0.0,26.401,1637.0,1637.0,10.145,629.0,629.0
2020-08-01,0.0,0.0,0.0,24.909,1544.0,1544.0,9.039,561.0,561.0
2020-09-01,0.0,0.0,0.0,28.243,1753.0,1753.0,7.967,494.0,494.0
2020-10-01,0.0,0.0,0.0,44.338,2749.0,2749.0,6.504,404.0,404.0
2020-11-01,0.0,0.0,0.0,44.649,2773.0,2773.0,7.271,451.0,451.0
2020-12-01,0.0,0.0,0.0,250.059,15518.0,15518.0,8.202,509.0,509.0
2021-01-01,0.0,0.0,0.0,322.451,5774.0,5774.0,122.272,2188.0,2188.0
2021-02-01,0.0,0.0,0.0,438.906,7846.0,7846.0,112.65,2014.0,2014.0
2021-03-01,0.0,0.0,0.0,252.674,4519.0,4519.0,125.733,2247.0,2247.0
2021-04-01,0.0,0.0,0.0,354.585,6339.0,6339.0,96.498,1725.0,1725.0
2021-05-01,0.0,0.0,0.0,187.43,3349.0,3349.0,107.864,1928.0,1928.0
2021-06-01,0.0,0.0,0.0,263.353,4710.0,4710.0,138.603,2478.0,2478.0
2021-07-01,0.0,0.0,0.0,108.185,1932.0,1932.0,141.178,2524.0,2524.0
2021-08-01,0.0,0.0,0.0,163.519,2923.0,2923.0,151.836,2714.0,2714.0
2021-09-01,0.0,0.0,0.0,433.241,7745.0,7745.0,127.755,2284.0,2284.0
2021-10-01,0.0,0.0,0.0,637.864,11402.0,11402.0,110.116,1968.0,1968.0
2021-11-01,0.0,0.0,0.0,230.686,4122.0,4122.0,151.505,2709.0,2709.0
2021-12-01,0.0,0.0,0.0,214.369,3830.0,3830.0,130.727,2337.0,2337.0
2022-01-01,0.0,0.0,0.0,1995.005,37150.0,37150.0,101.692,1893.0,1893.0
2022-02-01,0.0,0.0,0.0,286.223,5331.0,5331.0,82.241,1532.0,1532.0
2022-03-01,0.0,0.0,0.0,38.633,717.0,717.0,105.466,1963.0,1963.0
2022-04-01,0.0,0.0,0.0,19.398,358.0,358.0,83.459,1554.0,1554.0
2022-05-01,0.0,0.0,0.0,13.515,252.0,252.0,88.04,1639.0,1639.0
2022-06-01,0.0,0.0,0.0,101.368,1887.0,1887.0,113.711,2117.0,2117.0
2022-07-01,0.0,0.0,0.0,62.375,1159.0,1159.0,134.945,2512.0,2512.0
2022-08-01,0.0,0.0,0.0,18.593,347.0,347.0,136.757,2546.0,2546.0
2022-09-01,0.0,0.0,0.0,37.277,694.0,694.0,120.92,2252.0,2252.0
2022-10-01,0.0,0.0,0.0,28.962,538.0,538.0,96.583,1798.0,1798.0
2022-11-01,0.0,0.0,0.0,32.797,610.0,610.0,106.397,1981.0,1981.0
2022-12-01,0.0,0.0,0.0,687.709,12802.0,12802.0,88.934,1656.0,1656.0
2023-01-01,0.0,0.0,0.0,298.781,6378.0,6378.0,46.6,995.0,995.0
2023-02-01,0.0,0.0,0.0,370.191,7902.0,7902.0,39.963,853.0,853.0
2023-03-01,0.0,0.0,0.0,190.508,4066.0,4066.0,50.415,1075.0,1075.0
2023-04-01,0.0,0.0,0.0,198.648,4239.0,4239.0,47.551,1015.0,1015.0
2023-05-01,0.0,0.0,0.0,81.547,1742.0,1742.0,37.634,803.0,803.0
2023-06-01,0.0,0.0,0.0,296.668,6328.0,6328.0,56.415,1204.0,1204.0
2023-07-01,0.0,0.0,0.0,474.712,10130.0,10130.0,56.992,1216.0,1216.0
2023-08-01,0.0,0.0,0.0,149.442,3186.0,3186.0,51.462,1098.0,1098.0
2023-09-01,0.0,0.0,0.0,260.687,5561.0,5561.0,48.711,1039.0,1039.0
2023-10-01,0.0,0.0,0.0,255.581,5454.0,5454.0,42.009,896.0,896.0
2023-11-01,0.0,0.0,0.0,155.928,3326.0,3326.0,49.879,1064.0,1064.0
2023-12-01,0.0,0.0,0.0,198.453,4234.0,4234.0,48.223,1029.0,1029.0
2024-01-01,0.0,0.0,0.0,777.786,4749.0,4749.0,204.976,1255.0,1255.0
2024-02-01,0.0,0.0,0.0,320.561,1960.0,1960.0,178.175,1089.0,1089.0
2024-03-01,0.0,0.0,0.0,263.584,1613.0,1613.0,204.807,1251.0,1251.0
2024-04-01,0.0,0.0,0.0,170.381,1042.0,1042.0,155.378,950.0,950.0
2024-05-01,0.0,0.0,0.0,237.935,1456.0,1456.0,166.562,1018.0,1018.0
2024-06-01,0.0,0.0,0.0,170.804,1042.0,1042.0,215.326,1316.0,1316.0
2024-07-01,0.0,0.0,0.0,156.989,958.0,958.0,256.031,1565.0,1565.0
2024-08-01,0.0,0.0,0.0,168.119,1030.0,1030.0,251.175,1536.0,1536.0
2024-09-01,0.0,0.0,0.0,190.146,1165.0,1165.0,228.194,1395.0,1395.0
2024-10-01,0.0,0.0,0.0,281.869,1725.0,1725.0,212.359,1298.0,1298.0
2024-11-01,0.0,0.0,0.0,154.626,946.0,946.0,229.814,1405.0,1405.0
2024-12-01,0.0,0.0,0.0,514.278,3142.0,3142.0,230.125,1407.0,1407.0
