measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2006-09-01,,,,0.0,0.0,0.0,454.0,6456.0,6456.0,51025.0,648651.0,648651.0
2006-10-01,,,,0.0,0.0,0.0,2711.0,35973.0,35973.0,22513.0,310009.0,310009.0
2006-11-01,,,,0.0,0.0,0.0,414.0,6364.0,6364.0,4884.0,69092.0,69092.0
2006-12-01,,,,0.0,0.0,0.0,1973.0,26049.0,26049.0,2322.0,69011.0,69011.0
2007-01-01,,,,5585.84,69083.0,69083.0,0.0,0.0,0.0,20197.16,249789.0,249789.0
2007-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,20804.0,250169.0,250169.0
2007-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,33325.0,397378.0,397378.0
2007-04-01,,,,0.0,0.0,0.0,128.0,3935.0,3935.0,13231.001,182852.0,182852.0
2007-05-01,,,,0.0,0.0,0.0,1562.0,21336.0,21336.0,20263.0,255081.0,255081.0
2007-06-01,,,,0.0,0.0,0.0,1557.0,20329.0,20329.0,32957.999,411418.0,411418.0
2007-07-01,,,,0.0,0.0,0.0,576.0,8073.0,8073.0,38366.0,473556.0,473556.0
2007-08-01,,,,0.0,0.0,0.0,8118.0,105679.0,105679.0,41271.0,513550.0,513550.0
2007-09-01,,,,0.0,0.0,0.0,2994.0,39586.0,39586.0,26223.0,354443.0,354443.0
2007-10-01,,,,0.0,0.0,0.0,838.0,12734.0,12734.0,8740.0,107804.0,107804.0
2007-11-01,,,,0.0,0.0,0.0,1207.0,18188.0,18188.0,0.0,2620.0,2620.0
2007-12-01,,,,0.0,0.0,0.0,2042.0,27889.0,27889.0,0.0,3849.0,3849.0
2008-01-01,0.0,0.0,0.0,,,,117.0,1667.0,1667.0,0.0,3031.0,3031.0
2008-02-01,0.0,0.0,0.0,,,,436.0,5780.0,5780.0,0.0,3698.0,3698.0
2008-03-01,,,,0.0,0.0,0.0,501.0,23292.0,23292.0,1746.0,14904.0,14904.0
2008-04-01,0.0,0.0,0.0,,,,325.0,4217.0,4217.0,1.0,6690.0,6690.0
2008-05-01,,,,0.0,0.0,0.0,828.0,10831.0,10831.0,10498.0,136708.0,136708.0
2008-06-01,,,,0.0,0.0,0.0,1886.0,26545.0,26545.0,22123.0,286135.0,286135.0
2008-07-01,,,,0.0,0.0,0.0,1282.0,17168.0,17168.0,26569.0,349315.0,349315.0
2008-08-01,,,,0.0,0.0,0.0,1676.0,23652.0,23652.0,29765.0,372539.0,372539.0
2008-09-01,,,,0.0,0.0,0.0,176.4,4233.0,4233.0,15497.69,182491.0,182491.0
2008-10-01,,,,0.0,0.0,0.0,675.0,9321.0,9321.0,2012.0,44602.0,44602.0
2008-11-01,,,,0.0,0.0,0.0,756.0,9681.0,9681.0,6181.0,79964.0,79964.0
2008-12-01,0.0,0.0,0.0,,,,1769.0,23341.0,23341.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,,,,681.0,9865.0,9865.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,,,,17.0,703.0,703.0,0.0,0.0,0.0
2009-03-01,,,,0.0,0.0,0.0,95.0,1749.0,1749.0,7858.0,97440.0,97440.0
2009-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2417.0,2417.0
2009-06-01,,,,0.0,0.0,0.0,966.0,13687.0,13687.0,29747.0,375241.0,375241.0
2009-07-01,,,,0.0,0.0,0.0,5499.0,73153.0,73153.0,42700.0,546741.0,546741.0
2009-08-01,,,,0.0,0.0,0.0,1662.0,20446.0,20446.0,38824.0,451918.0,451918.0
2009-09-01,0.0,0.0,0.0,,,,1100.0,15894.0,15894.0,0.0,1692.0,1692.0
2009-10-01,0.0,0.0,0.0,,,,356.0,4826.0,4826.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,632.0,632.0
2010-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,727.0,12008.0,12008.0
2010-02-01,0.0,0.0,0.0,,,,26.0,1212.0,1212.0,0.0,0.0,0.0
2010-03-01,,,,0.0,0.0,0.0,94.0,1180.0,1180.0,743.0,10458.0,10458.0
2010-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,,,,0.0,0.0,0.0,394.0,5930.0,5930.0,4463.0,63897.0,63897.0
2010-06-01,,,,0.0,0.0,0.0,591.0,8328.0,8328.0,12201.0,167654.0,167654.0
2010-07-01,,,,0.0,0.0,0.0,519.0,7147.0,7147.0,19654.0,267482.0,267482.0
2010-08-01,,,,0.0,0.0,0.0,7439.0,92746.0,92746.0,50368.0,648752.0,648752.0
2010-09-01,,,,0.0,0.0,0.0,581.0,6079.0,6079.0,12874.0,176146.0,176146.0
2010-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,,,,953.0,13528.0,13528.0,172.0,4552.0,4552.0
2011-01-01,0.0,0.0,0.0,,,,822.0,11440.0,11440.0,182.0,6158.0,6158.0
2011-02-01,,,,0.0,0.0,0.0,126.0,2125.0,2125.0,5757.0,80155.0,80155.0
2011-03-01,0.0,0.0,0.0,,,,1425.0,19446.0,19446.0,636.0,10397.0,10397.0
2011-04-01,,,,0.0,0.0,0.0,423.0,6568.0,6568.0,2181.0,33900.0,33900.0
2011-05-01,,,,0.0,0.0,0.0,732.0,10755.0,10755.0,1069.0,16711.0,16711.0
2011-06-01,,,,0.0,0.0,0.0,635.0,8388.0,8388.0,20638.0,277291.0,277291.0
2011-07-01,,,,0.0,0.0,0.0,1918.0,25484.0,25484.0,38027.0,485192.0,485192.0
2011-08-01,,,,0.0,0.0,0.0,8107.0,103492.0,103492.0,53852.0,678994.0,678994.0
2011-09-01,,,,0.0,0.0,0.0,217.0,2991.0,2991.0,9331.0,128670.0,128670.0
2011-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4051.0,55259.0,55259.0
2011-11-01,0.0,0.0,0.0,,,,41.0,864.0,864.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,,,,204.0,3749.0,3749.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,,,,658.0,9966.0,9966.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2281.0,2281.0
2012-03-01,,,,0.0,0.0,0.0,45.0,683.0,683.0,2860.0,40763.0,40763.0
2012-04-01,,,,0.0,0.0,0.0,1403.0,19459.0,19459.0,7402.0,102309.0,102309.0
2012-05-01,,,,0.0,0.0,0.0,651.0,9539.0,9539.0,11260.0,162233.0,162233.0
2012-06-01,,,,0.0,0.0,0.0,578.0,7713.0,7713.0,12859.0,173347.0,173347.0
2012-07-01,,,,0.0,0.0,0.0,606.0,8821.0,8821.0,17461.0,234966.0,234966.0
2012-08-01,,,,0.0,0.0,0.0,1503.0,20155.0,20155.0,33582.0,427562.0,427562.0
2012-09-01,,,,0.0,0.0,0.0,136.0,2015.0,2015.0,10219.0,129469.0,129469.0
2012-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,,,,0.0,0.0,0.0,118.0,1904.0,1904.0,518.0,11766.0,11766.0
2013-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,,,,0.0,0.0,0.0,80.0,1224.0,1224.0,1273.0,19390.0,19390.0
2013-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,250.0,4475.0,4475.0
2013-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4905.0,65031.0,65031.0
2013-07-01,,,,0.0,0.0,0.0,183.0,2850.0,2850.0,5919.0,86590.0,86590.0
2013-08-01,,,,0.0,0.0,0.0,519.0,7426.0,7426.0,17321.0,222908.0,222908.0
2013-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,6260.0,80245.0,80245.0
2013-10-01,,,,0.0,0.0,0.0,215.0,3116.0,3116.0,1146.0,17053.0,17053.0
2013-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,,,,0.0,0.0,0.0,108.0,1867.0,1867.0,1146.0,20849.0,20849.0
2014-01-01,,,,0.0,0.0,0.0,635.0,9302.0,9302.0,1045.0,15433.0,15433.0
2014-02-01,,,,0.0,0.0,0.0,1568.0,20864.0,20864.0,2012.0,32601.0,32601.0
2014-03-01,,,,0.0,0.0,0.0,1416.0,17484.0,17484.0,2934.0,36837.0,36837.0
2014-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,923.0,14475.0,14475.0
2014-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4979.0,4979.0
2014-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,,,,0.0,0.0,0.0,254.0,3744.0,3744.0,2712.0,40447.0,40447.0
2014-08-01,,,,0.0,0.0,0.0,118.0,2454.0,2454.0,11202.0,154862.0,154862.0
2014-09-01,,,,0.0,0.0,0.0,376.0,4569.0,4569.0,1064.0,18208.0,18208.0
2014-10-01,,,,0.0,0.0,0.0,157.0,2149.0,2149.0,1006.0,12815.0,12815.0
2014-11-01,,,,0.0,0.0,0.0,72.0,1083.0,1083.0,4654.0,61786.0,61786.0
2014-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4022.0,4022.0
2015-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,82.0,9533.0,9533.0
2015-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,522.0,16425.0,16425.0
2015-03-01,,,,0.0,0.0,0.0,278.0,4361.0,4361.0,2466.0,33596.0,33596.0
2015-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,,,,0.0,0.0,0.0,229.0,3168.0,3168.0,24718.0,316052.0,316052.0
2015-08-01,,,,0.0,0.0,0.0,1535.0,19907.0,19907.0,25928.0,337891.0,337891.0
2015-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1830.0,24846.0,24846.0
2015-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,300.0,5955.0,5955.0
2016-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,2626.0,31830.0,31830.0
2016-04-01,,,,0.0,0.0,0.0,139.0,1868.0,1868.0,1291.0,16404.0,16404.0
2016-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,726.0,10689.0,10689.0
2016-06-01,,,,0.0,0.0,0.0,255.0,4760.0,4760.0,1625.0,24600.0,24600.0
2016-07-01,,,,0.0,0.0,0.0,746.0,10273.0,10273.0,6100.0,80591.0,80591.0
2016-08-01,,,,0.0,0.0,0.0,1992.0,25679.0,25679.0,11465.0,141846.0,141846.0
2016-09-01,,,,0.0,0.0,0.0,596.0,8521.0,8521.0,1990.0,24797.0,24797.0
2016-10-01,0.0,0.0,0.0,,,,1012.0,13538.0,13538.0,909.0,11865.0,11865.0
2016-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,,,,105.339,1.0,1.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,,,,93.356,1.0,1.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,,,,109.995,1.0,1.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,,,,108.73,2.0,2.0,0.0,0.0,0.0
2017-05-01,,,,0.0,0.0,0.0,124.085,2.0,2.0,1005.0,13862.0,13862.0
2017-06-01,0.0,0.0,0.0,,,,158.945,2.0,2.0,0.0,0.0,0.0
2017-07-01,,,,0.0,0.0,0.0,194.985,3.0,3.0,3658.0,47710.0,47710.0
2017-08-01,,,,0.0,0.0,0.0,186.14,3.0,3.0,3529.0,46531.0,46531.0
2017-09-01,0.0,0.0,0.0,,,,137.276,2.0,2.0,0.0,0.0,0.0
2017-10-01,,,,0.0,0.0,0.0,121.313,2.0,2.0,1197.0,20152.0,20152.0
2017-11-01,,,,0.0,0.0,0.0,100.891,1.0,1.0,712.0,9303.0,9303.0
2017-12-01,,,,0.0,0.0,0.0,131.945,2.0,2.0,146.0,1424.0,1424.0
2018-01-01,,,,0.0,0.0,0.0,981.145,13092.0,13092.0,3056.0,48680.0,48680.0
2018-02-01,,,,0.0,0.0,0.0,882.502,11777.0,11777.0,947.0,14596.0,14596.0
2018-03-01,0.0,0.0,0.0,,,,892.225,11906.0,11906.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,,,,828.298,11053.0,11053.0,0.0,0.0,0.0
2018-05-01,,,,0.0,0.0,0.0,1120.783,14956.0,14956.0,16070.0,202365.0,202365.0
2018-06-01,,,,0.0,0.0,0.0,1222.382,16312.0,16312.0,2334.0,35464.0,35464.0
2018-07-01,,,,0.0,0.0,0.0,1520.082,20285.0,20285.0,27177.0,355818.0,355818.0
2018-08-01,,,,0.0,0.0,0.0,1415.215,18885.0,18885.0,14094.0,182436.0,182436.0
2018-09-01,,,,0.0,0.0,0.0,1200.644,16022.0,16022.0,3326.0,44581.0,44581.0
2018-10-01,0.0,0.0,0.0,,,,1008.726,13461.0,13461.0,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0,870.803,11621.0,11621.0,1058.0,14726.0,14726.0
2018-12-01,0.0,0.0,0.0,,,,942.195,12574.0,12574.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,,,,710.107,9559.0,9559.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,,,,570.876,7685.0,7685.0,0.0,0.0,0.0
2019-03-01,,,,0.0,0.0,0.0,613.415,8258.0,8258.0,915.0,15613.0,15613.0
2019-04-01,0.0,0.0,0.0,,,,552.716,7441.0,7441.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,,,,751.843,10121.0,10121.0,0.0,0.0,0.0
2019-06-01,,,,0.0,0.0,0.0,867.349,11676.0,11676.0,4201.0,59261.0,59261.0
2019-07-01,,,,0.0,0.0,0.0,998.048,13435.0,13435.0,11090.0,148836.0,148836.0
2019-08-01,,,,0.0,0.0,0.0,1074.508,14465.0,14465.0,38646.0,485489.0,485489.0
2019-09-01,,,,0.0,0.0,0.0,928.666,12502.0,12502.0,21352.0,269284.0,269284.0
2019-10-01,,,,0.0,0.0,0.0,720.094,9694.0,9694.0,5054.0,71843.0,71843.0
2019-11-01,0.0,0.0,0.0,,,,653.167,8793.0,8793.0,343.0,4526.0,4526.0
2019-12-01,,,,0.0,0.0,0.0,726.211,9777.0,9777.0,975.0,13299.0,13299.0
2020-01-01,,,,,,,296.543,3984.0,3984.0,0.0,0.0,0.0
2020-02-01,,,,,,,282.134,3790.0,3790.0,0.0,0.0,0.0
2020-03-01,,,,,,,274.929,3693.0,3693.0,0.0,0.0,0.0
2020-04-01,,,,,,,244.797,3288.0,3288.0,883.0,8912.0,8912.0
2020-05-01,,,,,,,293.067,3937.0,3937.0,439.0,8159.0,8159.0
2020-06-01,,,,,,,346.632,4657.0,4657.0,708.0,11220.0,11220.0
2020-07-01,,,,,,,421.732,5666.0,5666.0,1551.0,27269.0,27269.0
2020-08-01,,,,,,,408.181,5485.0,5485.0,10848.0,144602.0,144602.0
2020-09-01,,,,,,,336.823,4526.0,4526.0,473.0,8265.0,8265.0
2020-10-01,,,,,,,291.273,3914.0,3914.0,0.0,0.0,0.0
2020-11-01,,,,,,,228.148,3065.0,3065.0,0.0,0.0,0.0
2020-12-01,,,,,,,250.741,3369.0,3369.0,0.0,0.0,0.0
2021-01-01,,,,,,,936.258,11670.0,11670.0,0.0,0.0,0.0
2021-02-01,,,,,,,910.469,11349.0,11349.0,14839.0,183227.0,183227.0
2021-03-01,,,,,,,709.58,8844.0,8844.0,0.0,0.0,0.0
2021-04-01,,,,,,,808.318,10075.0,10075.0,229.0,4561.0,4561.0
2021-05-01,,,,,,,925.206,11532.0,11532.0,0.0,0.0,0.0
2021-06-01,,,,,,,1259.385,15697.0,15697.0,3405.0,64371.0,64371.0
2021-07-01,,,,,,,1387.397,17293.0,17293.0,9399.0,123342.0,123342.0
2021-08-01,,,,,,,1414.849,17635.0,17635.0,9648.0,128609.0,128609.0
2021-09-01,,,,,,,1195.572,14901.0,14901.0,2752.0,38389.0,38389.0
2021-10-01,,,,,,,1011.662,12609.0,12609.0,10117.0,144276.0,144276.0
2021-11-01,,,,,,,832.113,10371.0,10371.0,2224.0,42497.0,42497.0
2021-12-01,,,,,,,873.191,10883.0,10883.0,963.0,15300.0,15300.0
2022-01-01,,,,,,,623.352,8461.0,8461.0,929.0,14864.0,14864.0
2022-02-01,,,,,,,554.97,7533.0,7533.0,3889.0,62073.0,62073.0
2022-03-01,,,,,,,441.929,5999.0,5999.0,2706.0,42170.0,42170.0
2022-04-01,,,,,,,460.682,6254.0,6254.0,200.0,3621.0,3621.0
2022-05-01,,,,,,,680.551,9238.0,9238.0,7477.0,99426.0,99426.0
2022-06-01,,,,,,,828.422,11244.0,11244.0,6017.0,83300.0,83300.0
2022-07-01,,,,,,,976.206,13251.0,13251.0,14443.0,183489.0,183489.0
2022-08-01,,,,,,,981.287,13320.0,13320.0,10830.0,144512.0,144512.0
2022-09-01,,,,,,,827.166,11228.0,11228.0,4679.0,74863.0,74863.0
2022-10-01,,,,,,,639.29,8678.0,8678.0,1061.0,16976.0,16976.0
2022-11-01,,,,,,,599.191,8133.0,8133.0,0.0,0.0,0.0
2022-12-01,,,,,,,664.954,9026.0,9026.0,0.0,0.0,0.0
2023-01-01,,,,,,,2179.75,28476.0,28476.0,158.0,2530.0,2530.0
2023-02-01,,,,,,,2055.865,26859.0,26859.0,229.0,3662.0,3662.0
2023-03-01,,,,,,,2028.98,26507.0,26507.0,2552.0,31812.0,31812.0
2023-04-01,,,,,,,1959.54,25600.0,25600.0,3699.0,56489.0,56489.0
2023-05-01,,,,,,,2797.624,36549.0,36549.0,4820.0,70962.0,70962.0
2023-06-01,,,,,,,3231.756,42220.0,42220.0,10429.0,166862.0,166862.0
2023-07-01,,,,,,,3544.256,46303.0,46303.0,8627.0,117766.0,117766.0
2023-08-01,,,,,,,3901.046,50964.0,50964.0,34014.0,419893.0,419893.0
2023-09-01,,,,,,,3286.382,42934.0,42934.0,12206.0,159889.0,159889.0
2023-10-01,,,,,,,2425.826,31691.0,31691.0,4574.0,73185.0,73185.0
2023-11-01,,,,,,,2249.105,29383.0,29383.0,3664.0,58619.0,58619.0
2023-12-01,,,,,,,2389.87,31222.0,31222.0,348.0,5333.0,5333.0
2024-01-01,,,,,,,963.476,13210.0,13210.0,3545.0,59801.0,59801.0
2024-02-01,,,,,,,665.202,9121.0,9121.0,0.0,0.0,0.0
2024-03-01,,,,,,,754.881,10350.0,10350.0,332.0,5770.0,5770.0
2024-04-01,,,,,,,709.229,9724.0,9724.0,1690.0,21323.0,21323.0
2024-05-01,,,,,,,947.608,12993.0,12993.0,1637.0,28294.0,28294.0
2024-06-01,,,,,,,1069.07,14657.0,14657.0,2544.0,42329.0,42329.0
2024-07-01,,,,,,,1155.58,15844.0,15844.0,597.0,9547.0,9547.0
2024-08-01,,,,,,,1305.728,17903.0,17903.0,11743.0,158352.0,158352.0
2024-09-01,,,,,,,1083.4,14854.0,14854.0,2321.0,30112.0,30112.0
2024-10-01,,,,,,,938.463,12867.0,12867.0,2933.0,45187.0,45187.0
2024-11-01,,,,,,,751.833,10308.0,10308.0,1797.0,31067.0,31067.0
2024-12-01,,,,,,,806.53,11058.0,11058.0,104.0,1011.0,1011.0
