measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2006-09-01,294905.0,2921461.0,2921461.0,0.0,0.0,0.0,489.0,4840.0,4840.0,,,
2006-10-01,316006.0,3123625.0,3123625.0,0.0,0.0,0.0,408.0,4037.0,4037.0,,,
2006-11-01,197019.0,1918215.0,1918215.0,0.0,0.0,0.0,868.0,8453.0,8453.0,,,
2006-12-01,259501.0,2703650.0,2703650.0,0.0,0.0,0.0,248.0,2582.0,2582.0,,,
2007-01-01,296389.0,2907636.0,2907636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,280898.745,2771659.0,2771659.0,0.0,0.0,0.0,34.255,338.0,338.0,0.0,0.0,0.0
2007-03-01,268972.0,2785200.0,2785200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,214272.0,1965235.0,1965235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,33426.122,366050.0,366050.0,0.0,0.0,0.0,260.878,2857.0,2857.0,,,
2007-06-01,263987.493,2630525.0,2630525.0,0.0,0.0,0.0,260.507,2596.0,2596.0,0.0,0.0,0.0
2007-07-01,319821.0,3197125.0,3197125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,322119.243,3285816.0,3285816.0,0.0,0.0,0.0,190.757,1946.0,1946.0,0.0,0.0,0.0
2007-09-01,173428.955,1801969.0,1801969.0,0.0,0.0,0.0,1540.045,16001.0,16001.0,0.0,0.0,0.0
2007-10-01,316312.0,3184505.0,3184505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,200714.19,2139094.0,2139094.0,0.0,0.0,0.0,322.81,3440.0,3440.0,0.0,0.0,0.0
2007-12-01,213690.482,2211194.0,2211194.0,0.0,0.0,0.0,3.5180000000000002,36.0,36.0,0.0,0.0,0.0
2008-01-01,226127.573,2392760.0,2392760.0,0.0,0.0,0.0,531.427,5623.0,5623.0,0.0,0.0,0.0
2008-02-01,276588.232,2853022.0,2853022.0,0.0,0.0,0.0,889.768,9178.0,9178.0,0.0,0.0,0.0
2008-03-01,256604.239,2671069.0,2671069.0,0.0,0.0,0.0,738.7610000000001,7690.0,7690.0,0.0,0.0,0.0
2008-04-01,210663.0,2248999.0,2248999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,140520.421,1531225.0,1531225.0,0.0,0.0,0.0,676.5790000000001,7373.0,7373.0,0.0,0.0,0.0
2008-06-01,232073.342,2307681.0,2307681.0,0.0,0.0,0.0,607.658,6042.0,6042.0,0.0,0.0,0.0
2008-07-01,237145.84,2462134.0,2462134.0,0.0,0.0,0.0,330.16,3428.0,3428.0,0.0,0.0,0.0
2008-08-01,128920.743,1386469.0,1386469.0,0.0,0.0,0.0,1163.257,12510.0,12510.0,0.0,0.0,0.0
2008-09-01,101655.781,1144157.0,1144157.0,0.0,0.0,0.0,1229.219,13835.0,13835.0,0.0,0.0,0.0
2008-10-01,198935.705,2086942.0,2086942.0,0.0,0.0,0.0,1149.295,12057.0,12057.0,0.0,0.0,0.0
2008-11-01,124174.447,1319362.0,1319362.0,0.0,0.0,0.0,972.553,10333.0,10333.0,0.0,0.0,0.0
2008-12-01,304771.083,3097558.0,3097558.0,0.0,0.0,0.0,145.917,1483.0,1483.0,0.0,0.0,0.0
2009-01-01,259582.046,2735034.0,2735034.0,,,,262.954,2771.0,2771.0,0.0,0.0,0.0
2009-02-01,163088.195,1621223.0,1621223.0,,,,1186.805,11798.0,11798.0,0.0,0.0,0.0
2009-03-01,337132.692,3305185.0,3305185.0,,,,26.308,258.0,258.0,0.0,0.0,0.0
2009-04-01,312789.969,3119961.0,3119961.0,,,,277.031,2763.0,2763.0,0.0,0.0,0.0
2009-05-01,8860.615,108900.0,108900.0,,,,14.385,177.0,177.0,0.0,0.0,0.0
2009-06-01,155264.426,1638225.0,1638225.0,,,,1996.574,21066.0,21066.0,0.0,0.0,0.0
2009-07-01,324827.096,3206054.0,3206054.0,,,,321.904,3177.0,3177.0,0.0,0.0,0.0
2009-08-01,295067.754,2872046.0,2872046.0,,,,311.24600000000004,3030.0,3030.0,0.0,0.0,0.0
2009-09-01,189285.74,1876601.0,1876601.0,,,,656.26,6506.0,6506.0,0.0,0.0,0.0
2009-10-01,70176.0,757855.0,757855.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,319903.0,3224249.0,3224249.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,323679.932,3315130.0,3315130.0,,,,373.06800000000004,3821.0,3821.0,,,
2010-01-01,250907.072,2564127.0,2564127.0,,,,951.928,9728.0,9728.0,,,
2010-02-01,227305.578,2427596.0,2427596.0,,,,519.422,5547.0,5547.0,0.0,0.0,0.0
2010-03-01,258761.503,2791359.0,2791359.0,,,,609.4970000000001,6575.0,6575.0,,,
2010-04-01,151469.828,1395685.0,1395685.0,,,,18.172,167.0,167.0,,,
2010-05-01,0.0,0.0,0.0,,,,-2675.0,7505.0,7505.0,,,
2010-06-01,150500.341,1643634.0,1643634.0,,,,2024.659,22112.0,22112.0,,,
2010-07-01,218336.412,2306099.0,2306099.0,,,,1174.588,12406.0,12406.0,,,
2010-08-01,334621.428,3506833.0,3506833.0,,,,341.572,3580.0,3580.0,,,
2010-09-01,118159.625,1299354.0,1299354.0,,,,1494.375,16433.0,16433.0,,,
2010-10-01,73970.747,815167.0,815167.0,,,,559.253,6163.0,6163.0,,,
2010-11-01,-3108.844,0.0,0.0,,,,-6.156000000000001,0.0,0.0,,,
2010-12-01,-4054.9700000000003,0.0,0.0,,,,-8.03,0.0,0.0,,,
2011-01-01,256758.67,2615189.0,2615189.0,,,,2308.333,23511.0,23511.0,,,
2011-02-01,258458.0,2564206.0,2564206.0,,,,0.0,0.0,0.0,,,
2011-03-01,104688.33,1158703.0,1158703.0,,,,3155.671,34927.0,34927.0,,,
2011-04-01,285159.15,3040936.0,3040936.0,,,,1770.848,18884.0,18884.0,,,
2011-05-01,299748.84,3334063.0,3334063.0,,,,1596.158,17754.0,17754.0,,,
2011-06-01,296814.49,3144253.0,3144253.0,,,,553.511,5864.0,5864.0,,,
2011-07-01,308651.36,3336942.0,3336942.0,,,,585.636,6332.0,6332.0,,,
2011-08-01,175209.37,1975829.0,1975829.0,,,,3520.629,39702.0,39702.0,,,
2011-09-01,284363.65,3120920.0,3120920.0,,,,185.35,2034.0,2034.0,,,
2011-10-01,76689.891,867844.0,867844.0,,,,10.109,114.0,114.0,,,
2011-11-01,171258.6,1923212.0,1923212.0,,,,1610.398,18085.0,18085.0,,,
2011-12-01,5063.315,120196.0,120196.0,,,,319.685,7589.0,7589.0,,,
2012-01-01,110855.87,1259283.0,1259283.0,,,,1222.13,13883.0,13883.0,,,
2012-02-01,253668.7,2675675.0,2675675.0,,,,1026.304,10825.0,10825.0,,,
2012-03-01,164786.24,1756005.0,1756005.0,,,,94.765,1010.0,1010.0,,,
2012-04-01,-2964.232,0.0,0.0,,,,-18.768,0.0,0.0,,,
2012-05-01,-159.372,1135.0,1135.0,,,,-4613.628,32865.0,32865.0,,,
2012-06-01,229142.15,2352578.0,2352578.0,0.0,0.0,0.0,1792.846,18407.0,18407.0,,,
2012-07-01,335597.03,3452603.0,3452603.0,,,,117.971,1214.0,1214.0,,,
2012-08-01,284102.63,2941833.0,2941833.0,,,,338.37,3504.0,3504.0,,,
2012-09-01,334377.91,3411408.0,3411408.0,,,,189.095,1929.0,1929.0,,,
2012-10-01,197258.94,2081771.0,2081771.0,,,,809.059,8538.0,8538.0,,,
2012-11-01,208612.4,2157412.0,2157412.0,,,,677.597,7008.0,7008.0,,,
2012-12-01,305840.19,3219980.0,3219980.0,,,,1190.809,12537.0,12537.0,,,
2013-01-01,273587.94,2913235.0,2913235.0,,,,479.064,5101.0,5101.0,,,
2013-02-01,319980.94,3402292.0,3402292.0,,,,33.06,352.0,352.0,,,
2013-03-01,310831.2,3309661.0,3309661.0,,,,956.804,10188.0,10188.0,,,
2013-04-01,375214.0,3930352.0,3930352.0,,,,0.0,0.0,0.0,,,
2013-05-01,200521.63,2104436.0,2104436.0,,,,562.373,5902.0,5902.0,,,
2013-06-01,295041.63,3126888.0,3126888.0,,,,1.374,15.0,15.0,,,
2013-07-01,291812.27,3189930.0,3189930.0,,,,79.726,872.0,872.0,,,
2013-08-01,194425.69,2103817.0,2103817.0,,,,1594.311,17252.0,17252.0,,,
2013-09-01,74277.378,839967.0,839967.0,,,,275.622,3117.0,3117.0,,,
2013-10-01,-2450.391,0.0,0.0,,,,-7.609,0.0,0.0,,,
2013-11-01,157625.04,1684728.0,1684728.0,,,,2310.959,24700.0,24700.0,,,
2013-12-01,317326.34,3324529.0,3324529.0,,,,724.656,7592.0,7592.0,,,
2014-01-01,295350.06,3119952.0,3119952.0,,,,575.941,6084.0,6084.0,,,
2014-02-01,271603.23,2895228.0,2895228.0,,,,449.766,4794.0,4794.0,,,
2014-03-01,323761.26,3311000.0,3311000.0,,,,584.745,5980.0,5980.0,,,
2014-04-01,360940.28,3628569.0,3628569.0,0.0,0.0,0.0,3.724,37.0,37.0,,,
2014-05-01,110900.25,1186962.0,1186962.0,,,,1724.755,18460.0,18460.0,0.0,0.0,0.0
2014-06-01,288368.78,3057829.0,3057829.0,,,,1381.222,14646.0,14646.0,0.0,0.0,0.0
2014-07-01,238077.53,2474288.0,2474288.0,,,,1691.474,17579.0,17579.0,0.0,0.0,0.0
2014-08-01,225504.82,2478274.0,2478274.0,,,,1601.18,17597.0,17597.0,0.0,0.0,0.0
2014-09-01,149206.7,1649017.0,1649017.0,,,,1276.299,14106.0,14106.0,0.0,0.0,0.0
2014-10-01,192902.17,2032782.0,2032782.0,,,,1792.829,18893.0,18893.0,0.0,0.0,0.0
2014-11-01,230665.41,2396885.0,2396885.0,,,,1045.587,10865.0,10865.0,0.0,0.0,0.0
2014-12-01,220817.14,2340775.0,2340775.0,,,,1023.86,10853.0,10853.0,0.0,0.0,0.0
2015-01-01,128341.23,1414015.0,1414015.0,,,,4526.771,49874.0,49874.0,,,
2015-02-01,221319.37,2434433.0,2434433.0,,,,292.628,3219.0,3219.0,0.0,0.0,0.0
2015-03-01,111359.4,1335351.0,1335351.0,,,,7315.601,87724.0,87724.0,0.0,0.0,0.0
2015-04-01,179855.0,2083782.0,2083782.0,,,,670.001,7763.0,7763.0,0.0,0.0,0.0
2015-05-01,209110.74,2374976.0,2374976.0,,,,1322.262,15018.0,15018.0,0.0,0.0,0.0
2015-06-01,176662.42,1823078.0,1823078.0,,,,7121.583,73492.0,73492.0,0.0,0.0,0.0
2015-07-01,236488.73,2542817.0,2542817.0,,,,8403.274,90355.0,90355.0,0.0,0.0,0.0
2015-08-01,196164.84,2158772.0,2158772.0,0.0,0.0,0.0,941.16,10357.0,10357.0,0.0,0.0,0.0
2015-09-01,121091.71,1360612.0,1360612.0,,,,1685.294,18936.0,18936.0,0.0,0.0,0.0
2015-10-01,203673.52,2206501.0,2206501.0,,,,1912.479,20719.0,20719.0,0.0,0.0,0.0
2015-11-01,58625.149,682810.0,682810.0,,,,2529.851,29465.0,29465.0,0.0,0.0,0.0
2015-12-01,59383.396,712599.0,712599.0,,,,1666.604,19999.0,19999.0,0.0,0.0,0.0
2016-01-01,82381.143,934854.0,934854.0,,,,1427.857,16203.0,16203.0,,,
2016-02-01,91647.82,995338.0,995338.0,,,,583.18,6334.0,6334.0,,,
2016-03-01,198308.95,2117580.0,2117580.0,,,,1269.055,13551.0,13551.0,,,
2016-04-01,164358.58,1757521.0,1757521.0,,,,1368.42,14633.0,14633.0,,,
2016-05-01,198755.11,2110094.0,2110094.0,,,,917.887,9745.0,9745.0,,,
2016-06-01,90151.385,1007596.0,1007596.0,,,,2562.615,28642.0,28642.0,,,
2016-07-01,278965.41,2973618.0,2973618.0,,,,1980.59,21112.0,21112.0,,,
2016-08-01,231600.14,2490701.0,2490701.0,,,,972.856,10462.0,10462.0,,,
2016-09-01,144123.8,1533527.0,1533527.0,,,,640.205,6812.0,6812.0,,,
2016-10-01,155274.47,1688763.0,1688763.0,,,,993.528,10806.0,10806.0,,,
2016-11-01,66914.04,726102.0,726102.0,,,,1014.96,11014.0,11014.0,,,
2016-12-01,232886.98,2471517.0,2471517.0,,,,1467.023,15569.0,15569.0,,,
2017-01-01,62352.062,707991.0,707991.0,,,,686.938,7800.0,7800.0,,,
2017-02-01,80718.171,891920.0,891920.0,,,,322.829,3567.0,3567.0,,,
2017-03-01,96193.887,1083347.0,1083347.0,,,,1615.113,18190.0,18190.0,,,
2017-04-01,78799.201,847324.0,847324.0,,,,72.799,783.0,783.0,,,
2017-05-01,2445.387,70711.0,70711.0,,,,240.613,6958.0,6958.0,,,
2017-06-01,180237.56,1965525.0,1965525.0,,,,1164.436,12698.0,12698.0,,,
2017-07-01,196936.84,2181090.0,2181090.0,,,,1615.159,17888.0,17888.0,,,
2017-08-01,123953.04,1392611.0,1392611.0,,,,859.957,9662.0,9662.0,,,
2017-09-01,70042.865,808293.0,808293.0,,,,1160.135,13388.0,13388.0,,,
2017-10-01,164388.01,1831086.0,1831086.0,,,,1815.994,20228.0,20228.0,,,
2017-11-01,72324.51,814324.0,814324.0,,,,514.49,5793.0,5793.0,,,
2017-12-01,147778.48,1625264.0,1625264.0,,,,1260.523,13863.0,13863.0,,,
2018-01-01,162885.97,1878835.0,1878835.0,,,,8038.03,92716.0,92716.0,,,
2018-02-01,32994.378,429522.0,429522.0,,,,128.622,1674.0,1674.0,,,
2018-03-01,41969.056,514550.0,514550.0,,,,100.944,1238.0,1238.0,,,
2018-04-01,152181.94,1710540.0,1710540.0,,,,222.062,2496.0,2496.0,,,
2018-05-01,118981.92,1331179.0,1331179.0,,,,144.082,1612.0,1612.0,,,
2018-06-01,138208.42,1543003.0,1543003.0,,,,182.582,2038.0,2038.0,,,
2018-07-01,132525.99,1525137.0,1525137.0,,,,319.007,3671.0,3671.0,,,
2018-08-01,73029.786,914427.0,914427.0,,,,1119.214,14014.0,14014.0,,,
2018-09-01,95805.629,1149107.0,1149107.0,,,,1377.371,16520.0,16520.0,,,
2018-10-01,43210.332,594871.0,594871.0,,,,1412.668,19448.0,19448.0,,,
2018-11-01,96735.73,1176880.0,1176880.0,,,,1335.27,16245.0,16245.0,,,
2018-12-01,100610.82,1204360.0,1204360.0,,,,1427.183,17084.0,17084.0,,,
2019-01-01,130087.65,1670722.0,1670722.0,,,,824.353,10587.0,10587.0,,,
2019-02-01,26353.582,312629.0,312629.0,,,,1277.418,15154.0,15154.0,,,
2019-03-01,97757.644,990921.0,990921.0,,,,3487.356,35350.0,35350.0,,,
2019-04-01,23956.812,280040.0,280040.0,,,,1038.188,12136.0,12136.0,,,
2019-05-01,27542.105,373665.0,373665.0,,,,1488.895,20200.0,20200.0,,,
2019-06-01,13704.498,209087.0,209087.0,,,,392.502,5988.0,5988.0,,,
2019-07-01,104651.78,1349314.0,1349314.0,,,,1578.225,20349.0,20349.0,,,
2019-08-01,28232.467,393407.0,393407.0,,,,677.533,9441.0,9441.0,,,
2019-09-01,61269.759,801964.0,801964.0,,,,1967.241,25749.0,25749.0,,,
2019-10-01,94945.342,1174113.0,1174113.0,,,,1552.658,19200.0,19200.0,,,
2019-11-01,96725.591,1137083.0,1137083.0,,,,963.409,11326.0,11326.0,,,
2019-12-01,67970.15,801620.0,801620.0,,,,1383.85,16321.0,16321.0,,,
2020-01-01,8626.547,150517.0,150517.0,,,,366.453,6394.0,6394.0,,,
2020-02-01,17460.108,265485.0,265485.0,,,,577.892,8787.0,8787.0,,,
2020-03-01,-2840.929,0.0,0.0,,,,-62.071,0.0,0.0,,,
2020-04-01,4229.404,87661.0,87661.0,,,,310.596,6438.0,6438.0,,,
2020-05-01,20728.53,282753.0,282753.0,,,,567.47,7741.0,7741.0,,,
2020-06-01,27131.573,366641.0,366641.0,,,,1195.427,16154.0,16154.0,,,
2020-07-01,168695.29,1987047.0,1987047.0,,,,945.71,11139.0,11139.0,,,
2020-08-01,98412.758,1142810.0,1142810.0,,,,1172.242,13613.0,13613.0,,,
2020-09-01,15367.332,216959.0,216959.0,,,,358.668,5064.0,5064.0,,,
2020-10-01,53519.257,605289.0,605289.0,,,,815.743,9226.0,9226.0,,,
2020-11-01,17168.808,218671.0,218671.0,,,,31.192,397.0,397.0,,,
2020-12-01,113112.83,1277040.0,1277040.0,,,,2973.174,33567.0,33567.0,,,
2021-01-01,17774.762,241592.0,241592.0,,,,534.238,7261.0,7261.0,,,
2021-02-01,183280.52,2029631.0,2029631.0,,,,1648.481,18255.0,18255.0,,,
2021-03-01,90714.067,1078552.0,1078552.0,,,,1361.933,16193.0,16193.0,,,
2021-04-01,143023.73,1645219.0,1645219.0,,,,1368.269,15739.0,15739.0,,,
2021-05-01,118840.96,1390835.0,1390835.0,,,,1973.039,23091.0,23091.0,,,
2021-06-01,174523.06,1970946.0,1970946.0,,,,952.945,10762.0,10762.0,,,
2021-07-01,170899.88,1973589.0,1973589.0,,,,9443.125,109051.0,109051.0,,,
2021-08-01,206818.92,2374355.0,2374355.0,,,,4282.076,49160.0,49160.0,,,
2021-09-01,94578.149,1117793.0,1117793.0,,,,1341.851,15859.0,15859.0,,,
2021-10-01,74621.481,925404.0,925404.0,,,,954.519,11837.0,11837.0,,,
2021-11-01,48693.916,610668.0,610668.0,,,,1416.084,17759.0,17759.0,,,
2021-12-01,29486.129,391936.0,391936.0,,,,859.871,11430.0,11430.0,,,
2022-01-01,160417.95,2123434.0,2123434.0,,,,1277.05,16904.0,16904.0,,,
2022-02-01,99359.578,1210796.0,1210796.0,,,,1291.422,15737.0,15737.0,,,
2022-03-01,194044.65,2308412.0,2308412.0,,,,1796.351,21370.0,21370.0,,,
2022-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
