measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2005-03-01,1097.935,10656.3,10656.3,0.0,0.0,0.0
2005-04-01,1095.665,10634.27,10634.27,0.0,0.0,0.0
2005-05-01,1204.525,11690.83,11690.83,0.0,0.0,0.0
2005-06-01,1193.336,11582.24,11582.24,0.0,0.0,0.0
2005-07-01,1235.636,11992.79,11992.79,0.0,0.0,0.0
2005-08-01,1230.0510000000002,11938.58,11938.58,0.0,0.0,0.0
2005-09-01,1158.7,11246.07,11246.07,0.0,0.0,0.0
2005-10-01,1169.621,11352.07,11352.07,0.0,0.0,0.0
2005-11-01,1178.006,11433.45,11433.45,0.0,0.0,0.0
2005-12-01,1180.634,11458.95,11458.95,0.0,0.0,0.0
2006-01-01,1348.323,13362.0,13362.0,0.0,0.0,0.0
2006-02-01,1246.056,12348.0,12348.0,0.0,0.0,0.0
2006-03-01,1374.4830000000002,13621.0,13621.0,0.0,0.0,0.0
2006-04-01,1011.287,10022.0,10022.0,0.0,0.0,0.0
2006-05-01,1236.384,12252.0,12252.0,0.0,0.0,0.0
2006-06-01,1295.161,12835.0,12835.0,0.0,0.0,0.0
2006-07-01,1344.163,13320.0,13320.0,0.0,0.0,0.0
2006-08-01,1336.079,13240.0,13240.0,0.0,0.0,0.0
2006-09-01,1277.991,12665.0,12665.0,0.0,0.0,0.0
2006-10-01,1326.1380000000001,13142.0,13142.0,0.0,0.0,0.0
2006-11-01,1339.382,13273.0,13273.0,0.0,0.0,0.0
2006-12-01,1290.5520000000001,12789.0,12789.0,0.0,0.0,0.0
2007-01-01,1595.761,15761.0,15761.0,0.0,0.0,0.0
2007-02-01,1301.837,12858.0,12858.0,0.0,0.0,0.0
2007-03-01,1772.468,17507.0,17507.0,0.0,0.0,0.0
2007-04-01,1783.5810000000001,17616.0,17616.0,0.0,0.0,0.0
2007-05-01,1867.718,18447.0,18447.0,0.0,0.0,0.0
2007-06-01,1646.059,16258.0,16258.0,0.0,0.0,0.0
2007-07-01,1422.813,14053.0,14053.0,0.0,0.0,0.0
2007-08-01,2005.181,19805.0,19805.0,0.0,0.0,0.0
2007-09-01,1390.5410000000002,13734.0,13734.0,0.0,0.0,0.0
2007-10-01,1387.7240000000002,13707.0,13707.0,0.0,0.0,0.0
2007-11-01,1658.539,16381.0,16381.0,0.0,0.0,0.0
2007-12-01,1615.777,15959.0,15959.0,0.0,0.0,0.0
2008-01-01,1876.4370000000001,20285.0,20285.0,0.0,0.0,0.0
2008-02-01,2055.146,22217.0,22217.0,0.0,0.0,0.0
2008-03-01,1798.2150000000001,19439.0,19439.0,0.0,0.0,0.0
2008-04-01,2093.446,22631.0,22631.0,0.0,0.0,0.0
2008-05-01,1446.361,15636.0,15636.0,0.0,0.0,0.0
2008-06-01,1547.765,16732.0,16732.0,0.0,0.0,0.0
2008-07-01,1827.6280000000002,19758.0,19758.0,0.0,0.0,0.0
2008-08-01,1277.096,13806.0,13806.0,0.0,0.0,0.0
2008-09-01,1711.462,18502.0,18502.0,0.0,0.0,0.0
2008-10-01,1720.0510000000002,18594.0,18594.0,0.0,0.0,0.0
2008-11-01,1122.339,12133.0,12133.0,0.0,0.0,0.0
2008-12-01,1495.054,16162.0,16162.0,0.0,0.0,0.0
2009-01-01,2055.444,21485.0,21485.0,0.0,0.0,0.0
2009-02-01,1607.685,16805.0,16805.0,0.0,0.0,0.0
2009-03-01,2230.585,23316.0,23316.0,0.0,0.0,0.0
2009-04-01,2025.558,21173.0,21173.0,0.0,0.0,0.0
2009-05-01,1949.645,20379.0,20379.0,0.0,0.0,0.0
2009-06-01,2214.418,23147.0,23147.0,0.0,0.0,0.0
2009-07-01,2039.205,21315.0,21315.0,0.0,0.0,0.0
2009-08-01,1868.288,19529.0,19529.0,0.0,0.0,0.0
2009-09-01,2119.938,22159.0,22159.0,0.0,0.0,0.0
2009-10-01,839.91,8779.0,8779.0,0.0,0.0,0.0
2009-11-01,2240.549,23420.0,23420.0,0.0,0.0,0.0
2009-12-01,1866.775,19513.0,19513.0,0.0,0.0,0.0
2010-01-01,2024.776,21428.0,21428.0,0.0,0.0,0.0
2010-02-01,1852.7340000000002,19607.0,19607.0,0.0,0.0,0.0
2010-03-01,2118.168,22416.0,22416.0,0.0,0.0,0.0
2010-04-01,2193.347,23212.0,23212.0,0.0,0.0,0.0
2010-05-01,1853.4560000000001,19615.0,19615.0,0.0,0.0,0.0
2010-06-01,2139.847,22646.0,22646.0,0.0,0.0,0.0
2010-07-01,1947.701,20612.0,20612.0,0.0,0.0,0.0
2010-08-01,2181.745,23089.0,23089.0,0.0,0.0,0.0
2010-09-01,1912.6290000000001,20241.0,20241.0,0.0,0.0,0.0
2010-10-01,1955.5420000000001,20695.0,20695.0,0.0,0.0,0.0
2010-11-01,2431.589,25733.0,25733.0,0.0,0.0,0.0
2010-12-01,1907.4660000000001,20187.0,20187.0,0.0,0.0,0.0
2011-01-01,2657.885,26467.0,26467.0,0.0,0.0,0.0
2011-02-01,2802.743,27909.0,27909.0,0.0,0.0,0.0
2011-03-01,3242.58,32289.0,32289.0,0.0,0.0,0.0
2011-04-01,3309.161,32952.0,32952.0,0.0,0.0,0.0
2011-05-01,2248.092,22386.0,22386.0,0.0,0.0,0.0
2011-06-01,3377.696,33635.0,33635.0,0.0,0.0,0.0
2011-07-01,2876.748,28646.0,28646.0,0.0,0.0,0.0
2011-08-01,3200.718,31872.0,31872.0,0.0,0.0,0.0
2011-09-01,2821.957,28101.0,28101.0,0.0,0.0,0.0
2011-10-01,3164.887,31516.0,31516.0,0.0,0.0,0.0
2011-11-01,3141.549,31283.0,31283.0,0.0,0.0,0.0
2011-12-01,3233.984,32204.0,32204.0,0.0,0.0,0.0
2012-01-01,3148.572,32612.0,32612.0,0.0,0.0,0.0
2012-02-01,3130.267,32422.0,32422.0,0.0,0.0,0.0
2012-03-01,2947.493,30529.0,30529.0,0.0,0.0,0.0
2012-04-01,3304.28,34225.0,34225.0,0.0,0.0,0.0
2012-05-01,3597.069,37257.0,37257.0,0.0,0.0,0.0
2012-06-01,3292.981,34108.0,34108.0,0.0,0.0,0.0
2012-07-01,2801.527,29017.0,29017.0,0.0,0.0,0.0
2012-08-01,3725.618,38589.0,38589.0,0.0,0.0,0.0
2012-09-01,3180.462,32942.0,32942.0,0.0,0.0,0.0
2012-10-01,3312.946,34315.0,34315.0,0.0,0.0,0.0
2012-11-01,3405.175,35270.0,35270.0,0.0,0.0,0.0
2012-12-01,3076.61,31867.0,31867.0,0.0,0.0,0.0
2013-01-01,3276.247,34471.0,34471.0,0.0,0.0,0.0
2013-02-01,2758.696,29026.0,29026.0,0.0,0.0,0.0
2013-03-01,3034.049,31923.0,31923.0,0.0,0.0,0.0
2013-04-01,3128.813,32920.0,32920.0,0.0,0.0,0.0
2013-05-01,3291.95,34637.0,34637.0,0.0,0.0,0.0
2013-06-01,3058.943,32185.0,32185.0,0.0,0.0,0.0
2013-07-01,3277.13,34481.0,34481.0,0.0,0.0,0.0
2013-08-01,3214.194,33819.0,33819.0,0.0,0.0,0.0
2013-09-01,2688.569,28288.0,28288.0,0.0,0.0,0.0
2013-10-01,2967.182,31220.0,31220.0,0.0,0.0,0.0
2013-11-01,2871.418,30212.0,30212.0,0.0,0.0,0.0
2013-12-01,2774.809,29196.0,29196.0,0.0,0.0,0.0
2014-01-01,2262.081,25591.0,25591.0,0.0,0.0,0.0
2014-02-01,2654.123,30025.0,30025.0,0.0,0.0,0.0
2014-03-01,2839.614,32124.0,32124.0,0.0,0.0,0.0
2014-04-01,3207.233,36282.0,36282.0,0.0,0.0,0.0
2014-05-01,2791.331,31577.0,31577.0,0.0,0.0,0.0
2014-06-01,2834.542,32066.0,32066.0,0.0,0.0,0.0
2014-07-01,2886.987,32660.0,32660.0,0.0,0.0,0.0
2014-08-01,2753.894,31154.0,31154.0,0.0,0.0,0.0
2014-09-01,2423.219,27413.0,27413.0,0.0,0.0,0.0
2014-10-01,2766.827,31300.0,31300.0,0.0,0.0,0.0
2014-11-01,4129.926,46720.0,46720.0,0.0,0.0,0.0
2014-12-01,3057.223,34585.0,34585.0,0.0,0.0,0.0
2015-01-01,2542.116,28675.0,28675.0,0.0,0.0,0.0
2015-02-01,2345.251,26455.0,26455.0,0.0,0.0,0.0
2015-03-01,2901.068,32725.0,32725.0,0.0,0.0,0.0
2015-04-01,3050.005,34405.0,34405.0,0.0,0.0,0.0
2015-05-01,2880.936,32498.0,32498.0,0.0,0.0,0.0
2015-06-01,2742.385,30935.0,30935.0,0.0,0.0,0.0
2015-07-01,2760.228,31136.0,31136.0,0.0,0.0,0.0
2015-08-01,2793.686,31514.0,31514.0,0.0,0.0,0.0
2015-09-01,2819.659,31807.0,31807.0,0.0,0.0,0.0
2015-10-01,2992.63,33758.0,33758.0,0.0,0.0,0.0
2015-11-01,2434.942,27467.0,27467.0,0.0,0.0,0.0
2015-12-01,2783.094,31394.0,31394.0,0.0,0.0,0.0
2016-01-01,2320.599,16731.0,26347.0,0.0,0.0,0.0
2016-02-01,2403.11,17326.0,27284.0,0.0,0.0,0.0
2016-03-01,3020.996,21781.0,34299.0,0.0,0.0,0.0
2016-04-01,2497.264,18005.0,28353.0,0.0,0.0,0.0
2016-05-01,2815.598,20300.0,31967.0,0.0,0.0,0.0
2016-06-01,2506.857,18074.0,28462.0,0.0,0.0,0.0
2016-07-01,2379.477,17156.0,27016.0,0.0,0.0,0.0
2016-08-01,2647.946,19091.0,30064.0,0.0,0.0,0.0
2016-09-01,2265.625,16335.0,25723.0,0.0,0.0,0.0
2016-10-01,2261.842,16308.0,25680.0,0.0,0.0,0.0
2016-11-01,2418.349,17436.0,27457.0,0.0,0.0,0.0
2016-12-01,2311.337,16665.0,26242.0,0.0,0.0,0.0
2017-01-01,2184.587,15939.0,24921.0,0.0,0.0,0.0
2017-02-01,2013.292,14689.0,22967.0,0.0,0.0,0.0
2017-03-01,2237.697,16326.0,25527.0,0.0,0.0,0.0
2017-04-01,2151.223,15695.0,24540.0,0.0,0.0,0.0
2017-05-01,2123.078,15490.0,24219.0,0.0,0.0,0.0
2017-06-01,1807.665,13189.0,20621.0,0.0,0.0,0.0
2017-07-01,1812.523,13224.0,20677.0,0.0,0.0,0.0
2017-08-01,1735.733,12664.0,19801.0,0.0,0.0,0.0
2017-09-01,2014.78,14700.0,22984.0,0.0,0.0,0.0
2017-10-01,1941.212,14163.0,22145.0,0.0,0.0,0.0
2017-11-01,2010.316,14667.0,22933.0,0.0,0.0,0.0
2017-12-01,2372.894,17313.0,27069.0,0.0,0.0,0.0
2018-01-01,1889.676,13999.0,22147.0,0.0,0.0,0.0
2018-02-01,1637.641,12132.0,19193.0,0.0,0.0,0.0
2018-03-01,1871.284,13862.0,21932.0,0.0,0.0,0.0
2018-04-01,1885.59,13968.0,22099.0,0.0,0.0,0.0
2018-05-01,1803.112,13357.0,21133.0,0.0,0.0,0.0
2018-06-01,1492.643,11057.0,17494.0,0.0,0.0,0.0
2018-07-01,1503.442,11137.0,17621.0,0.0,0.0,0.0
2018-08-01,1482.15,10980.0,17371.0,0.0,0.0,0.0
2018-09-01,1505.51,11153.0,17645.0,0.0,0.0,0.0
2018-10-01,1665.13,12335.0,19516.0,0.0,0.0,0.0
2018-11-01,1628.633,12065.0,19088.0,0.0,0.0,0.0
2018-12-01,1362.189,10091.0,15965.0,0.0,0.0,0.0
2019-01-01,1648.325,12262.0,18517.0,0.0,0.0,0.0
2019-02-01,1344.319,10001.0,15102.0,0.0,0.0,0.0
2019-03-01,1812.85,13486.0,20365.0,0.0,0.0,0.0
2019-04-01,1593.481,11854.0,17901.0,0.0,0.0,0.0
2019-05-01,1782.33,13259.0,20022.0,0.0,0.0,0.0
2019-06-01,1566.219,11651.0,17595.0,0.0,0.0,0.0
2019-07-01,1604.986,11940.0,18030.0,0.0,0.0,0.0
2019-08-01,1473.844,10964.0,16557.0,0.0,0.0,0.0
2019-09-01,1447.332,10767.0,16259.0,0.0,0.0,0.0
2019-10-01,1620.094,12052.0,18200.0,0.0,0.0,0.0
2019-11-01,1413.26,10513.0,15876.0,0.0,0.0,0.0
2019-12-01,1417.96,10548.0,15929.0,0.0,0.0,0.0
2020-01-01,1562.31,11715.0,18288.0,0.0,0.0,0.0
2020-02-01,1482.423,11116.0,17353.0,0.0,0.0,0.0
2020-03-01,1604.213,12029.0,18779.0,0.0,0.0,0.0
2020-04-01,1586.225,11895.0,18568.0,0.0,0.0,0.0
2020-05-01,1402.56,10517.0,16418.0,0.0,0.0,0.0
2020-06-01,1369.635,10270.0,16033.0,0.0,0.0,0.0
2020-07-01,1302.172,9765.0,15243.0,0.0,0.0,0.0
2020-08-01,1233.549,9250.0,14440.0,0.0,0.0,0.0
2020-09-01,1453.352,10898.0,17013.0,0.0,0.0,0.0
2020-10-01,1495.15,11212.0,17502.0,0.0,0.0,0.0
2020-11-01,1236.954,9276.0,14480.0,0.0,0.0,0.0
2020-12-01,1344.457,10082.0,15738.0,0.0,0.0,0.0
2021-01-01,1468.702,11166.0,17932.0,0.0,0.0,0.0
2021-02-01,1197.671,9105.0,14623.0,0.0,0.0,0.0
2021-03-01,1179.882,8970.0,14406.0,0.0,0.0,0.0
2021-04-01,1067.447,8115.0,13033.0,0.0,0.0,0.0
2021-05-01,1250.503,9507.0,15268.0,0.0,0.0,0.0
2021-06-01,1303.6,9910.0,15917.0,0.0,0.0,0.0
2021-07-01,1356.755,10314.0,16565.0,0.0,0.0,0.0
2021-08-01,1097.45,8343.0,13400.0,0.0,0.0,0.0
2021-09-01,1346.018,10233.0,16434.0,0.0,0.0,0.0
2021-10-01,1075.306,8175.0,13129.0,0.0,0.0,0.0
2021-11-01,1175.021,8933.0,14347.0,0.0,0.0,0.0
2021-12-01,1281.645,9743.0,15648.0,0.0,0.0,0.0
2022-01-01,824.188,6624.0,10371.0,0.0,0.0,0.0
2022-02-01,684.58,5502.0,8614.0,0.0,0.0,0.0
2022-03-01,819.866,6590.0,10316.0,0.0,0.0,0.0
2022-04-01,773.923,6220.0,9738.0,0.0,0.0,0.0
2022-05-01,723.838,5818.0,9108.0,0.0,0.0,0.0
2022-06-01,684.118,5499.0,8608.0,0.0,0.0,0.0
2022-07-01,786.034,6318.0,9891.0,0.0,0.0,0.0
2022-08-01,825.214,6633.0,10384.0,0.0,0.0,0.0
2022-09-01,828.487,6659.0,10425.0,0.0,0.0,0.0
2022-10-01,857.102,6889.0,10785.0,0.0,0.0,0.0
2022-11-01,827.431,6650.0,10412.0,0.0,0.0,0.0
2022-12-01,858.219,6898.0,10799.0,0.0,0.0,0.0
2023-01-01,1054.077,7274.0,11154.0,0.0,0.0,0.0
2023-02-01,907.934,6265.0,9608.0,0.0,0.0,0.0
2023-03-01,816.703,5636.0,8643.0,0.0,0.0,0.0
2023-04-01,960.819,6630.0,10168.0,0.0,0.0,0.0
2023-05-01,899.082,6204.0,9514.0,0.0,0.0,0.0
2023-06-01,935.589,6456.0,9901.0,0.0,0.0,0.0
2023-07-01,919.509,6345.0,9731.0,0.0,0.0,0.0
2023-08-01,958.311,6613.0,10141.0,0.0,0.0,0.0
2023-09-01,892.556,6159.0,9445.0,0.0,0.0,0.0
2023-10-01,1015.529,7008.0,10747.0,0.0,0.0,0.0
2023-11-01,1075.903,7424.0,11385.0,0.0,0.0,0.0
2023-12-01,980.988,6769.0,10381.0,0.0,0.0,0.0
2024-01-01,755.447,5229.0,5438.0,0.0,0.0,0.0
2024-02-01,767.89,5315.0,5527.0,0.0,0.0,0.0
2024-03-01,731.769,5267.0,5267.0,0.0,0.0,0.0
2024-04-01,658.307,4738.0,4738.0,0.0,0.0,0.0
2024-05-01,753.887,5426.0,5426.0,0.0,0.0,0.0
2024-06-01,692.662,4985.0,4985.0,0.0,0.0,0.0
2024-07-01,739.38,5322.0,5322.0,0.0,0.0,0.0
2024-08-01,743.265,5350.0,5350.0,0.0,0.0,0.0
2024-09-01,712.103,5125.0,5125.0,0.0,0.0,0.0
2024-10-01,818.503,5891.0,5891.0,0.0,0.0,0.0
2024-11-01,754.35,5429.0,5429.0,0.0,0.0,0.0
2024-12-01,704.437,5070.0,5070.0,0.0,0.0,0.0
