measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2022-09-01,0.0,0.0,0.0,886.267,5456.0,9832.0
2022-10-01,0.0,0.0,0.0,889.819,5478.0,9871.0
2022-11-01,0.0,0.0,0.0,762.026,4691.0,8453.0
2022-12-01,0.0,0.0,0.0,859.916,5294.0,9539.0
2023-01-01,0.0,0.0,0.0,562.888,3422.0,6077.0
2023-02-01,0.0,0.0,0.0,550.612,3347.0,5945.0
2023-03-01,0.0,0.0,0.0,590.009,3587.0,6371.0
2023-04-01,0.0,0.0,0.0,525.013,3192.0,5669.0
2023-05-01,0.0,0.0,0.0,648.828,3945.0,7006.0
2023-06-01,0.0,0.0,0.0,593.024,3605.0,6403.0
2023-07-01,0.0,0.0,0.0,610.719,3713.0,6594.0
2023-08-01,0.0,0.0,0.0,642.512,3906.0,6937.0
2023-09-01,0.0,0.0,0.0,600.683,3652.0,6486.0
2023-10-01,0.0,0.0,0.0,604.311,3674.0,6525.0
2023-11-01,0.0,0.0,0.0,603.282,3668.0,6514.0
2023-12-01,0.0,0.0,0.0,682.119,4147.0,7365.0
2024-01-01,0.0,0.0,0.0,818.856,4975.0,8928.0
2024-02-01,0.0,0.0,0.0,732.095,4448.0,7982.0
2024-03-01,0.0,0.0,0.0,879.344,5342.0,9587.0
2024-04-01,0.0,0.0,0.0,738.876,4489.0,8056.0
2024-05-01,0.0,0.0,0.0,835.355,5075.0,9107.0
2024-06-01,0.0,0.0,0.0,783.612,4761.0,8543.0
2024-07-01,0.0,0.0,0.0,823.27,5002.0,8975.0
2024-08-01,0.0,0.0,0.0,805.063,4891.0,8777.0
2024-09-01,0.0,0.0,0.0,768.221,4667.0,8375.0
2024-10-01,0.0,0.0,0.0,760.825,4622.0,8295.0
2024-11-01,0.0,0.0,0.0,785.334,4771.0,8562.0
2024-12-01,0.0,0.0,0.0,834.149,5068.0,9094.0
