measured_on,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Municiapl Landfill Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2006-09-01,,,,1621.308,21611.0,21611.0
2006-10-01,,,,1682.3880000000001,22425.0,22425.0
2006-11-01,,,,1699.191,22649.0,22649.0
2006-12-01,,,,1637.2420000000002,21823.0,21823.0
2007-01-01,0.0,0.0,0.0,749.628,10561.0,10561.0
2007-02-01,450.904,9747.0,9747.0,712.294,10035.0,10035.0
2007-03-01,551.643,11925.0,11925.0,871.431,12276.0,12276.0
2007-04-01,696.509,15057.0,15057.0,1100.275,15500.0,15500.0
2007-05-01,920.841,19906.0,19906.0,1454.653,20493.0,20493.0
2007-06-01,857.731,18542.0,18542.0,1354.959,19088.0,19088.0
2007-07-01,904.9820000000001,19563.0,19563.0,1429.601,20140.0,20140.0
2007-08-01,866.1030000000001,18723.0,18723.0,1368.184,19274.0,19274.0
2007-09-01,893.572,19316.0,19316.0,1411.577,19886.0,19886.0
2007-10-01,945.749,20444.0,20444.0,1494.0,21047.0,21047.0
2007-11-01,621.94,13445.0,13445.0,982.4780000000001,13841.0,13841.0
2007-12-01,538.025,11631.0,11631.0,849.9190000000001,11973.0,11973.0
2008-01-01,1027.598,20633.0,20633.0,685.037,13534.0,13534.0
2008-02-01,905.539,18182.0,18182.0,603.67,11926.0,11926.0
2008-03-01,985.634,19791.0,19791.0,657.0640000000001,12981.0,12981.0
2008-04-01,1141.8680000000002,22928.0,22928.0,761.216,15039.0,15039.0
2008-05-01,1238.4650000000001,24867.0,24867.0,825.6120000000001,16311.0,16311.0
2008-06-01,1288.902,25880.0,25880.0,859.235,16975.0,16975.0
2008-07-01,1014.349,20367.0,20367.0,676.206,13359.0,13359.0
2008-08-01,1199.212,24079.0,24079.0,799.4440000000001,15794.0,15794.0
2008-09-01,1222.03,24537.0,24537.0,814.6560000000001,16095.0,16095.0
2008-10-01,1194.0910000000001,23976.0,23976.0,796.03,15727.0,15727.0
2008-11-01,895.3280000000001,17977.0,17977.0,596.863,11792.0,11792.0
2008-12-01,896.984,18010.0,18010.0,597.967,11813.0,11813.0
2009-01-01,1069.69,21379.0,21379.0,290.565,4403.0,4403.0
2009-02-01,1057.756,21141.0,21141.0,287.324,4353.0,4353.0
2009-03-01,1298.3790000000001,25950.0,25950.0,352.685,5343.0,5343.0
2009-04-01,1234.896,24681.0,24681.0,335.44100000000003,5082.0,5082.0
2009-05-01,1695.363,33885.0,33885.0,460.52,6977.0,6977.0
2009-06-01,1480.702,29594.0,29594.0,402.211,6093.0,6093.0
2009-07-01,1575.931,31498.0,31498.0,428.07800000000003,6485.0,6485.0
2009-08-01,1542.949,30838.0,30838.0,419.119,6350.0,6350.0
2009-09-01,1047.777,20941.0,20941.0,284.613,4312.0,4312.0
2009-10-01,1472.44,29429.0,29429.0,399.966,6059.0,6059.0
2009-11-01,1660.152,33181.0,33181.0,450.956,6832.0,6832.0
2009-12-01,1260.965,25202.0,25202.0,342.522,5189.0,5189.0
2010-01-01,1203.895,23682.0,23682.0,277.723,3810.0,3810.0
2010-02-01,1292.565,25426.0,25426.0,298.177,4089.0,4089.0
2010-03-01,1631.095,32085.0,32085.0,376.271,5161.0,5161.0
2010-04-01,1658.421,32622.0,32622.0,382.57500000000005,5247.0,5247.0
2010-05-01,1526.492,30027.0,30027.0,352.141,4830.0,4830.0
2010-06-01,1294.404,25462.0,25462.0,298.601,4096.0,4096.0
2010-07-01,1157.364,22766.0,22766.0,266.988,3662.0,3662.0
2010-08-01,1232.611,24246.0,24246.0,284.34700000000004,3900.0,3900.0
2010-09-01,1328.039,26124.0,26124.0,306.36,4202.0,4202.0
2010-10-01,931.188,18317.0,18317.0,214.812,2946.0,2946.0
2010-11-01,704.657,13861.0,13861.0,162.555,2230.0,2230.0
2010-12-01,886.269,17434.0,17434.0,204.45000000000002,2804.0,2804.0
2011-01-01,1404.204,26960.0,26960.0,0.608,15.0,15.0
2011-02-01,1221.531,23452.0,23452.0,0.53,14.0,14.0
2011-03-01,1235.249,23716.0,23716.0,0.536,14.0,14.0
2011-04-01,1361.365,26137.0,26137.0,0.591,15.0,15.0
2011-05-01,1676.414,32186.0,32186.0,0.727,19.0,19.0
2011-06-01,1751.139,33620.0,33620.0,0.76,20.0,20.0
2011-07-01,1547.489,29711.0,29711.0,0.671,18.0,18.0
2011-08-01,1797.711,34515.0,34515.0,0.78,21.0,21.0
2011-09-01,1543.821,29640.0,29640.0,0.67,18.0,18.0
2011-10-01,1582.71,30387.0,30387.0,0.687,18.0,18.0
2011-11-01,1801.935,34596.0,34596.0,0.782,21.0,21.0
2011-12-01,1517.432,29133.0,29133.0,0.658,17.0,17.0
2012-01-01,1224.034,23675.0,23675.0,181.582,2310.0,2310.0
2012-02-01,1216.705,23534.0,23534.0,180.495,2296.0,2296.0
2012-03-01,1287.167,24897.0,24897.0,190.948,2429.0,2429.0
2012-04-01,1491.668,28852.0,28852.0,221.285,2814.0,2814.0
2012-05-01,1537.942,29747.0,29747.0,228.15,2902.0,2902.0
2012-06-01,1403.119,27139.0,27139.0,208.149,2647.0,2647.0
2012-07-01,1816.311,35131.0,35131.0,269.445,3427.0,3427.0
2012-08-01,1765.079,34140.0,34140.0,261.845,3330.0,3330.0
2012-09-01,1476.214,28553.0,28553.0,218.992,2785.0,2785.0
2012-10-01,1810.86,35026.0,35026.0,268.636,3417.0,3417.0
2012-11-01,1375.487,26605.0,26605.0,204.05,2595.0,2595.0
2012-12-01,1445.414,27957.0,27957.0,214.423,2727.0,2727.0
2013-01-01,1023.676,15374.0,15374.0,528.466,6823.0,6823.0
2013-02-01,943.066,14163.0,14163.0,486.853,6286.0,6286.0
2013-03-01,1495.606,22461.0,22461.0,772.099,9969.0,9969.0
2013-04-01,1711.399,25702.0,25702.0,883.501,11407.0,11407.0
2013-05-01,1667.255,25039.0,25039.0,860.712,11113.0,11113.0
2013-06-01,1661.202,24948.0,24948.0,857.587,11073.0,11073.0
2013-07-01,1283.659,19278.0,19278.0,662.683,8556.0,8556.0
2013-08-01,1506.147,22619.0,22619.0,777.541,10039.0,10039.0
2013-09-01,1576.981,23683.0,23683.0,814.108,10511.0,10511.0
2013-10-01,1504.842,22600.0,22600.0,776.867,10031.0,10031.0
2013-11-01,1260.354,18928.0,18928.0,650.651,8401.0,8401.0
2013-12-01,1355.813,20362.0,20362.0,699.932,9037.0,9037.0
2014-01-01,1480.702,23458.0,23458.0,1085.239,14398.0,14398.0
2014-02-01,1190.216,18856.0,18856.0,872.336,11573.0,11573.0
2014-03-01,1266.865,20070.0,20070.0,928.514,12318.0,12318.0
2014-04-01,1459.917,23129.0,23129.0,1070.007,14196.0,14196.0
2014-05-01,1516.638,24027.0,24027.0,1111.579,14747.0,14747.0
2014-06-01,1845.182,29232.0,29232.0,1352.376,17942.0,17942.0
2014-07-01,1736.367,27509.0,27509.0,1272.624,16884.0,16884.0
2014-08-01,1614.015,25570.0,25570.0,1182.949,15694.0,15694.0
2014-09-01,1791.488,28382.0,28382.0,1313.023,17420.0,17420.0
2014-10-01,1812.481,28714.0,28714.0,1328.409,17624.0,17624.0
2014-11-01,1450.693,22983.0,22983.0,1063.246,14106.0,14106.0
2014-12-01,1515.436,24008.0,24008.0,1110.698,14736.0,14736.0
2015-01-01,1445.153,27999.0,27999.0,1130.018,15377.0,15377.0
2015-02-01,1168.92,22647.0,22647.0,914.021,12438.0,12438.0
2015-03-01,1414.846,27412.0,27412.0,1106.319,15055.0,15055.0
2015-04-01,1534.264,29726.0,29726.0,1199.697,16326.0,16326.0
2015-05-01,1678.028,32511.0,32511.0,1312.111,17855.0,17855.0
2015-06-01,1567.217,30364.0,30364.0,1225.463,16676.0,16676.0
2015-07-01,1799.228,34859.0,34859.0,1406.882,19145.0,19145.0
2015-08-01,1567.964,30379.0,30379.0,1226.048,16684.0,16684.0
2015-09-01,1770.425,34301.0,34301.0,1384.359,18838.0,18838.0
2015-10-01,1609.858,31191.0,31191.0,1258.806,17130.0,17130.0
2015-11-01,1493.625,28939.0,28939.0,1167.919,15893.0,15893.0
2015-12-01,1440.472,27909.0,27909.0,1126.357,15328.0,15328.0
2016-01-01,1565.541,29278.0,29278.0,1038.376,13198.0,13198.0
2016-02-01,1604.727,30011.0,30011.0,1064.368,13529.0,13529.0
2016-03-01,1706.904,31922.0,31922.0,1132.138,14390.0,14390.0
2016-04-01,1714.203,32058.0,32058.0,1136.979,14452.0,14452.0
2016-05-01,1811.593,33880.0,33880.0,1201.576,15272.0,15272.0
2016-06-01,1494.019,27941.0,27941.0,990.938,12595.0,12595.0
2016-07-01,1699.277,31779.0,31779.0,1127.079,14326.0,14326.0
2016-08-01,1664.915,31136.0,31136.0,1104.288,14036.0,14036.0
2016-09-01,1552.589,29036.0,29036.0,1029.786,13089.0,13089.0
2016-10-01,1453.719,27187.0,27187.0,964.208,12256.0,12256.0
2016-11-01,1624.013,30372.0,30372.0,1077.159,13691.0,13691.0
2016-12-01,1637.5,30624.0,30624.0,1086.105,13805.0,13805.0
2017-01-01,1499.227,29941.0,29941.0,1263.658,17615.0,17615.0
2017-02-01,1341.727,26795.0,26795.0,1130.904,15764.0,15764.0
2017-03-01,1464.555,29247.0,29247.0,1234.432,17208.0,17208.0
2017-04-01,1383.034,27619.0,27619.0,1165.721,16250.0,16250.0
2017-05-01,1605.874,32070.0,32070.0,1353.546,18868.0,18868.0
2017-06-01,1501.519,29986.0,29986.0,1265.588,17642.0,17642.0
2017-07-01,1385.625,27671.0,27671.0,1167.904,16280.0,16280.0
2017-08-01,1451.067,28978.0,28978.0,1223.064,17049.0,17049.0
2017-09-01,1331.653,26593.0,26593.0,1122.413,15646.0,15646.0
2017-10-01,1485.311,29662.0,29662.0,1251.927,17451.0,17451.0
2017-11-01,1384.263,27644.0,27644.0,1166.757,16264.0,16264.0
2017-12-01,1394.145,27841.0,27841.0,1175.086,16380.0,16380.0
2018-01-01,1579.842,30758.0,30758.0,945.653,13576.0,13576.0
2018-02-01,1415.15,27552.0,27552.0,847.072,12161.0,12161.0
2018-03-01,1417.853,27605.0,27605.0,848.69,12184.0,12184.0
2018-04-01,1469.26,28606.0,28606.0,879.461,12625.0,12625.0
2018-05-01,1583.013,30820.0,30820.0,947.55,13603.0,13603.0
2018-06-01,1417.55,27599.0,27599.0,848.509,12181.0,12181.0
2018-07-01,1499.788,29200.0,29200.0,897.734,12888.0,12888.0
2018-08-01,1474.998,28718.0,28718.0,882.896,12675.0,12675.0
2018-09-01,1267.717,24682.0,24682.0,758.823,10894.0,10894.0
2018-10-01,1564.309,30456.0,30456.0,936.355,13442.0,13442.0
2018-11-01,1515.836,29513.0,29513.0,907.34,13026.0,13026.0
2018-12-01,1608.684,31321.0,31321.0,962.917,13823.0,13823.0
2019-01-01,1609.691,32263.0,32263.0,842.394,13065.0,13065.0
2019-02-01,1448.451,29030.0,29030.0,758.013,11757.0,11757.0
2019-03-01,1645.883,32987.0,32987.0,861.335,13359.0,13359.0
2019-04-01,1523.055,30525.0,30525.0,797.055,12362.0,12362.0
2019-05-01,1615.418,32376.0,32376.0,845.391,13112.0,13112.0
2019-06-01,1491.633,29896.0,29896.0,780.611,12107.0,12107.0
2019-07-01,1498.708,30037.0,30037.0,784.314,12165.0,12165.0
2019-08-01,1459.922,29260.0,29260.0,764.016,11850.0,11850.0
2019-09-01,1372.158,27501.0,27501.0,718.087,11138.0,11138.0
2019-10-01,1424.335,28547.0,28547.0,745.393,11561.0,11561.0
2019-11-01,1402.508,28109.0,28109.0,733.97,11384.0,11384.0
2019-12-01,1556.238,31190.0,31190.0,814.421,12631.0,12631.0
2020-01-01,1598.041,31521.0,31521.0,1088.96,17021.0,17021.0
2020-02-01,1481.65,29226.0,29226.0,1009.646,15781.0,15781.0
2020-03-01,1579.647,31159.0,31159.0,1076.424,16825.0,16825.0
2020-04-01,1482.968,29252.0,29252.0,1010.544,15795.0,15795.0
2020-05-01,1458.06,28761.0,28761.0,993.571,15530.0,15530.0
2020-06-01,1342.7,26485.0,26485.0,914.961,14301.0,14301.0
2020-07-01,1226.045,24184.0,24184.0,835.468,13059.0,13059.0
2020-08-01,1306.958,25780.0,25780.0,890.605,13921.0,13921.0
2020-09-01,1202.346,23717.0,23717.0,819.319,12806.0,12806.0
2020-10-01,1423.959,28088.0,28088.0,970.334,15167.0,15167.0
2020-11-01,1389.342,27405.0,27405.0,946.744,14798.0,14798.0
2020-12-01,1528.284,30146.0,30146.0,1041.424,16278.0,16278.0
2021-01-01,1517.665,30203.0,30203.0,861.318,14472.0,14472.0
2021-02-01,1322.495,26319.0,26319.0,750.552,12610.0,12610.0
2021-03-01,1383.852,27540.0,27540.0,785.374,13195.0,13195.0
2021-04-01,1297.807,25827.0,25827.0,736.541,12374.0,12374.0
2021-05-01,1354.89,26964.0,26964.0,768.937,12919.0,12919.0
2021-06-01,1218.704,24253.0,24253.0,691.648,11620.0,11620.0
2021-07-01,1245.435,24785.0,24785.0,706.819,11875.0,11875.0
2021-08-01,1142.227,22731.0,22731.0,648.246,10891.0,10891.0
2021-09-01,1188.655,23655.0,23655.0,674.594,11334.0,11334.0
2021-10-01,1136.219,22612.0,22612.0,644.836,10834.0,10834.0
2021-11-01,817.437,16268.0,16268.0,463.918,7794.0,7794.0
2021-12-01,1279.614,25466.0,25466.0,726.217,12201.0,12201.0
2022-01-01,1346.558,28145.0,28145.0,391.153,7853.0,7853.0
2022-02-01,1460.367,30524.0,30524.0,424.212,8516.0,8516.0
2022-03-01,1524.423,31863.0,31863.0,442.819,8890.0,8890.0
2022-04-01,1397.947,29220.0,29220.0,406.08,8152.0,8152.0
2022-05-01,1423.031,29744.0,29744.0,413.366,8298.0,8298.0
2022-06-01,1301.083,27195.0,27195.0,377.943,7587.0,7587.0
2022-07-01,1099.395,22979.0,22979.0,319.356,6411.0,6411.0
2022-08-01,1048.912,21924.0,21924.0,304.691,6117.0,6117.0
2022-09-01,1325.731,27710.0,27710.0,385.102,7731.0,7731.0
2022-10-01,1403.238,29330.0,29330.0,407.617,8183.0,8183.0
2022-11-01,1501.237,31379.0,31379.0,436.084,8755.0,8755.0
2022-12-01,1045.078,21844.0,21844.0,303.577,6094.0,6094.0
2023-01-01,1712.901,33217.0,33217.0,0.0,0.0,0.0
2023-02-01,1429.89,27729.0,27729.0,0.0,0.0,0.0
2023-03-01,1646.251,31925.0,31925.0,0.0,0.0,0.0
2023-04-01,1541.328,29890.0,29890.0,0.0,0.0,0.0
2023-05-01,1623.501,31484.0,31484.0,0.0,0.0,0.0
2023-06-01,1617.681,31371.0,31371.0,0.0,0.0,0.0
2023-07-01,1586.047,30757.0,30757.0,0.0,0.0,0.0
2023-08-01,1493.144,28956.0,28956.0,0.0,0.0,0.0
2023-09-01,1291.457,25044.0,25044.0,0.0,0.0,0.0
2023-10-01,1433.455,27798.0,27798.0,0.0,0.0,0.0
2023-11-01,1413.589,27413.0,27413.0,0.0,0.0,0.0
2023-12-01,1401.756,27184.0,27184.0,0.0,0.0,0.0
2024-01-01,1547.098,31224.0,31224.0,283.741,4909.0,4909.0
2024-02-01,1533.941,30959.0,30959.0,281.328,4867.0,4867.0
2024-03-01,1619.425,32684.0,32684.0,297.006,5138.0,5138.0
2024-04-01,1469.462,29658.0,29658.0,269.502,4663.0,4663.0
2024-05-01,1545.094,31184.0,31184.0,283.373,4902.0,4902.0
2024-06-01,1485.559,29982.0,29982.0,272.454,4714.0,4714.0
2024-07-01,1508.901,30453.0,30453.0,276.735,4788.0,4788.0
2024-08-01,1544.671,31176.0,31176.0,283.296,4901.0,4901.0
2024-09-01,1354.027,27328.0,27328.0,248.331,4296.0,4296.0
2024-10-01,1510.259,30481.0,30481.0,276.984,4792.0,4792.0
2024-11-01,1403.75,28332.0,28332.0,257.451,4454.0,4454.0
2024-12-01,1214.813,24518.0,24518.0,222.799,3855.0,3855.0
