measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2007-11-01,11.963000000000001,249.0,249.0,,,
2007-12-01,25.179000000000002,523.0,523.0,,,
2008-01-01,,,,-24.222,2917.0,2917.0
2008-02-01,,,,-9.491,1146.0,1146.0
2008-03-01,,,,-1.37,166.0,166.0
2008-04-01,,,,-2.862,345.0,345.0
2008-05-01,,,,-2.392,291.0,291.0
2008-06-01,,,,-25.694000000000003,3095.0,3095.0
2008-07-01,,,,-12.539000000000001,1509.0,1509.0
2008-08-01,,,,-4.9750000000000005,600.0,600.0
2008-09-01,,,,-6.367,766.0,766.0
2008-10-01,,,,-1.828,220.0,220.0
2008-11-01,,,,-27.285,3291.0,3291.0
2008-12-01,,,,-21.975,2649.0,2649.0
2009-01-01,,,,-227.11,6279.0,6279.0
2009-02-01,,,,-83.36200000000001,2299.0,2299.0
2009-03-01,,,,-65.87400000000001,1818.0,1818.0
2009-04-01,,,,-6.104,166.0,166.0
2009-05-01,,,,-17.243000000000002,475.0,475.0
2009-06-01,,,,-11.885,327.0,327.0
2009-07-01,,,,-21.457,594.0,594.0
2009-08-01,,,,-42.493,1170.0,1170.0
2009-09-01,,,,-5.448,149.0,149.0
2009-10-01,,,,-6.987,190.0,190.0
2009-11-01,,,,-8.97,249.0,249.0
2009-12-01,,,,-11.067,303.0,303.0
2010-01-01,,,,89.45400000000001,1581.0,1581.0
2010-02-01,,,,47.7,849.0,849.0
2010-03-01,,,,11.188,198.0,198.0
2010-04-01,,,,11.079,198.0,198.0
2010-05-01,,,,26.092000000000002,465.0,465.0
2010-06-01,,,,133.042,2366.0,2366.0
2010-07-01,,,,187.84,3342.0,3342.0
2010-08-01,,,,104.80300000000001,1866.0,1866.0
2010-09-01,,,,83.658,1488.0,1488.0
2010-10-01,,,,18.177,326.0,326.0
2010-11-01,,,,32.418,575.0,575.0
2010-12-01,,,,205.549,3656.0,3656.0
2011-01-01,,,,72.487,1950.0,1950.0
2011-02-01,,,,9.746,261.0,261.0
2011-03-01,,,,20.723,556.0,556.0
2011-04-01,,,,8.821,238.0,238.0
2011-05-01,,,,45.235,1213.0,1213.0
2011-06-01,,,,52.978,1423.0,1423.0
2011-07-01,,,,94.668,2540.0,2540.0
2011-08-01,,,,63.342,1701.0,1701.0
2011-09-01,,,,9.849,266.0,266.0
2011-10-01,,,,20.091,539.0,539.0
2011-11-01,,,,16.518,442.0,442.0
2011-12-01,,,,14.542,391.0,391.0
2012-01-01,,,,8.668,278.0,278.0
2012-02-01,,,,10.897,340.0,340.0
2012-03-01,,,,3.865,119.0,119.0
2012-04-01,,,,4.827,147.0,147.0
2012-05-01,,,,9.714,301.0,301.0
2012-06-01,,,,25.152,777.0,777.0
2012-07-01,,,,63.872,1979.0,1979.0
2012-08-01,,,,6.843,210.0,210.0
2012-09-01,,,,9.866,306.0,306.0
2012-10-01,,,,9.35,289.0,289.0
2012-11-01,,,,6.28,193.0,193.0
2012-12-01,,,,4.666,142.0,142.0
2013-01-01,,,,50.561,919.0,919.0
2013-02-01,,,,10.004,181.0,181.0
2013-03-01,,,,12.369,227.0,227.0
2013-04-01,,,,8.812,159.0,159.0
2013-05-01,,,,16.479,301.0,301.0
2013-06-01,,,,38.187,697.0,697.0
2013-07-01,,,,60.863,1111.0,1111.0
2013-08-01,,,,56.332,1026.0,1026.0
2013-09-01,,,,22.291,408.0,408.0
2013-10-01,,,,11.444,210.0,210.0
2013-11-01,,,,12.094,221.0,221.0
2013-12-01,,,,8.564,159.0,159.0
2014-01-01,,,,1589.507,21109.0,21109.0
2014-02-01,,,,174.872,2325.0,2325.0
2014-03-01,,,,234.306,3113.0,3113.0
2014-04-01,,,,26.321,352.0,352.0
2014-05-01,,,,35.259,471.0,471.0
2014-06-01,,,,31.063,414.0,414.0
2014-07-01,,,,204.207,2710.0,2710.0
2014-08-01,,,,113.253,1503.0,1503.0
2014-09-01,,,,40.766,544.0,544.0
2014-10-01,,,,66.722,885.0,885.0
2014-11-01,,,,129.592,1724.0,1724.0
2014-12-01,,,,63.132,839.0,839.0
2015-01-01,,,,206.842,3221.0,3221.0
2015-02-01,,,,1293.954,20146.0,20146.0
2015-03-01,,,,69.822,1089.0,1089.0
2015-04-01,,,,15.064,232.0,232.0
2015-05-01,,,,93.661,1457.0,1457.0
2015-06-01,,,,87.387,1361.0,1361.0
2015-07-01,,,,293.945,4576.0,4576.0
2015-08-01,,,,144.66,2251.0,2251.0
2015-09-01,,,,27.425,425.0,425.0
2015-10-01,,,,31.264,488.0,488.0
2015-11-01,,,,94.319,1469.0,1469.0
2015-12-01,,,,73.657,1145.0,1145.0
2016-01-01,,,,506.903,8040.0,8040.0
2016-02-01,,,,170.298,2705.0,2705.0
2016-03-01,,,,84.662,1344.0,1344.0
2016-04-01,,,,41.322,658.0,658.0
2016-05-01,,,,75.176,1191.0,1191.0
2016-06-01,,,,129.881,2064.0,2064.0
2016-07-01,,,,194.11,3079.0,3079.0
2016-08-01,,,,172.15,2733.0,2733.0
2016-09-01,,,,97.878,1554.0,1554.0
2016-10-01,,,,34.264,544.0,544.0
2016-11-01,,,,32.27,510.0,510.0
2016-12-01,,,,36.086,573.0,573.0
2017-01-01,,,,63.614,1213.0,1213.0
2017-02-01,,,,83.613,1576.0,1576.0
2017-03-01,,,,40.724,765.0,765.0
2017-04-01,,,,15.15,284.0,284.0
2017-05-01,,,,46.412,873.0,873.0
2017-06-01,,,,40.331,760.0,760.0
2017-07-01,,,,28.264,533.0,533.0
2017-08-01,,,,33.717,635.0,635.0
2017-09-01,,,,29.07,550.0,550.0
2017-10-01,,,,118.818,2240.0,2240.0
2017-11-01,,,,58.27,1100.0,1100.0
2017-12-01,,,,96.017,1809.0,1809.0
2018-01-01,,,,303.961,4389.0,4389.0
2018-02-01,,,,13.536,198.0,198.0
2018-03-01,,,,10.986,159.0,159.0
2018-04-01,,,,30.287,437.0,437.0
2018-05-01,,,,37.566,544.0,544.0
2018-06-01,,,,32.176,465.0,465.0
2018-07-01,,,,32.624,471.0,471.0
2018-08-01,,,,33.186,482.0,482.0
2018-09-01,,,,46.177,669.0,669.0
2018-10-01,,,,75.5,1089.0,1089.0
2018-11-01,,,,79.959,1157.0,1157.0
2018-12-01,,,,72.042,1043.0,1043.0
2019-01-01,,,,121.61,1848.0,1848.0
2019-02-01,,,,24.13,365.0,365.0
2019-03-01,,,,41.518,628.0,628.0
2019-04-01,,,,24.25,365.0,365.0
2019-05-01,,,,33.876,513.0,513.0
2019-06-01,,,,59.51,901.0,901.0
2019-07-01,,,,81.59,1238.0,1238.0
2019-08-01,,,,84.099,1278.0,1278.0
2019-09-01,,,,68.226,1033.0,1033.0
2019-10-01,,,,43.544,662.0,662.0
2019-11-01,,,,36.797,559.0,559.0
2019-12-01,,,,36.85,559.0,559.0
2020-01-01,,,,23.919,434.0,434.0
2020-02-01,,,,13.287,237.0,237.0
2020-03-01,,,,26.568,474.0,474.0
2020-04-01,,,,14.737,266.0,266.0
2020-05-01,,,,37.229,671.0,671.0
2020-06-01,,,,32.611,584.0,584.0
2020-07-01,,,,57.416,1030.0,1030.0
2020-08-01,,,,55.42,995.0,995.0
2020-09-01,,,,68.283,1227.0,1227.0
2020-10-01,,,,22.665,405.0,405.0
2020-11-01,,,,47.18,845.0,845.0
2020-12-01,,,,76.685,1377.0,1377.0
2021-01-01,,,,11.892,220.0,220.0
2021-02-01,,,,66.296,1238.0,1238.0
2021-03-01,,,,35.809,671.0,671.0
2021-04-01,,,,17.606,330.0,330.0
2021-05-01,,,,14.525,272.0,272.0
2021-06-01,,,,21.22,393.0,393.0
2021-07-01,,,,24.796,463.0,463.0
2021-08-01,,,,23.706,440.0,440.0
2021-09-01,,,,18.481,347.0,347.0
2021-10-01,,,,15.715,295.0,295.0
2021-11-01,,,,22.315,417.0,417.0
2021-12-01,,,,18.639,347.0,347.0
2022-01-01,,,,345.404,5636.0,5636.0
2022-02-01,,,,104.134,1701.0,1701.0
2022-03-01,,,,55.631,908.0,908.0
2022-04-01,,,,57.485,937.0,937.0
2022-05-01,,,,75.577,1232.0,1232.0
2022-06-01,,,,76.079,1238.0,1238.0
2022-07-01,,,,231.498,3778.0,3778.0
2022-08-01,,,,190.544,3107.0,3107.0
2022-09-01,,,,20.559,336.0,336.0
2022-10-01,,,,34.839,567.0,567.0
2022-11-01,,,,56.342,920.0,920.0
2022-12-01,,,,500.908,8170.0,8170.0
2023-01-01,,,,273.544,4717.0,4717.0
2023-02-01,,,,175.878,3031.0,3031.0
2023-03-01,,,,232.535,4007.0,4007.0
2023-04-01,,,,171.608,2956.0,2956.0
2023-05-01,,,,194.726,3355.0,3355.0
2023-06-01,,,,179.419,3095.0,3095.0
2023-07-01,,,,164.834,2841.0,2841.0
2023-08-01,,,,188.477,3251.0,3251.0
2023-09-01,,,,155.428,2679.0,2679.0
2023-10-01,,,,155.962,2691.0,2691.0
2023-11-01,,,,240.035,4140.0,4140.0
2023-12-01,,,,205.554,3545.0,3545.0
2024-01-01,,,,526.631,8621.0,8621.0
2024-02-01,,,,10.801,179.0,179.0
2024-03-01,,,,30.847,508.0,508.0
2024-04-01,,,,92.519,1513.0,1513.0
2024-05-01,,,,39.263,641.0,641.0
2024-06-01,,,,132.413,2171.0,2171.0
2024-07-01,,,,531.102,8701.0,8701.0
2024-08-01,,,,344.932,5653.0,5653.0
2024-09-01,,,,126.863,2079.0,2079.0
2024-10-01,,,,125.941,2061.0,2061.0
2024-11-01,,,,28.388,468.0,468.0
2024-12-01,,,,72.3,1184.0,1184.0
