measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2009-09-01,2758.6820000000002,16220.0,189425.0
2009-10-01,2460.435,14466.0,168946.0
2009-11-01,2133.149,12542.0,146473.0
2009-12-01,2426.398,14266.0,166609.0
2010-01-01,2228.661,13103.0,147569.0
2010-02-01,1670.688,9823.0,110624.0
2010-03-01,1798.981,10577.0,119118.0
2010-04-01,1986.392,11679.0,131528.0
2010-05-01,2433.684,14309.0,161146.0
2010-06-01,2819.481,16577.0,186691.0
2010-07-01,3093.5550000000003,18188.0,204838.0
2010-08-01,3510.128,20637.0,232422.0
2010-09-01,2765.712,16261.0,183131.0
2010-10-01,2091.1440000000002,12295.0,138465.0
2010-11-01,1766.9150000000002,10388.0,116995.0
2010-12-01,2283.659,13427.0,151212.0
2011-01-01,1727.314,10313.0,127505.0
2011-02-01,1667.871,9958.0,123119.0
2011-03-01,1540.22,9196.0,113696.0
2011-04-01,1875.355,11196.0,138435.0
2011-05-01,1939.2,11578.0,143148.0
2011-06-01,1946.447,11621.0,143682.0
2011-07-01,2131.621,12726.0,157351.0
2011-08-01,2294.551,13699.0,169379.0
2011-09-01,1664.717,9939.0,122886.0
2011-10-01,1518.655,9067.0,112104.0
2011-11-01,1565.094,9344.0,115532.0
2011-12-01,1542.955,9212.0,113898.0
2012-01-01,869.845,5193.0,109987.0
2012-02-01,858.709,5127.0,108580.0
2012-03-01,993.135,5929.0,125577.0
2012-04-01,1057.788,6315.0,133752.0
2012-05-01,1305.668,7795.0,165096.0
2012-06-01,1372.392,8193.0,173533.0
2012-07-01,1409.182,8413.0,178185.0
2012-08-01,1362.863,8137.0,172327.0
2012-09-01,1183.33,7065.0,149627.0
2012-10-01,1051.405,6277.0,132946.0
2012-11-01,849.964,5074.0,107474.0
2012-12-01,1052.719,6285.0,133112.0
2013-01-01,1240.402,7405.0,163908.0
2013-02-01,967.081,5774.0,127791.0
2013-03-01,1079.704,6446.0,142673.0
2013-04-01,1193.163,7123.0,157666.0
2013-05-01,1156.089,6902.0,152766.0
2013-06-01,1405.907,8393.0,185778.0
2013-07-01,1525.9,9110.0,201634.0
2013-08-01,1532.322,9148.0,202482.0
2013-09-01,1302.743,7777.0,172146.0
2013-10-01,1158.516,6916.0,153088.0
2013-11-01,1232.987,7361.0,162928.0
2013-12-01,1393.186,8317.0,184097.0
2014-01-01,1438.676,8590.0,189351.0
2014-02-01,1188.642,7097.0,156443.0
2014-03-01,1110.608,6631.0,146173.0
2014-04-01,1241.079,7410.0,163344.0
2014-05-01,1470.529,8780.0,193544.0
2014-06-01,1429.26,8533.0,188112.0
2014-07-01,1478.238,8826.0,194559.0
2014-08-01,1655.752,9886.0,217922.0
2014-09-01,1345.57,8034.0,177098.0
2014-10-01,1325.015,7911.0,174392.0
2014-11-01,1288.65,7694.0,169606.0
2014-12-01,1254.981,7493.0,165174.0
2015-01-01,1289.442,7699.0,157105.0
2015-02-01,1206.917,7207.0,147050.0
2015-03-01,1176.635,7026.0,143361.0
2015-04-01,1221.895,7296.0,148876.0
2015-05-01,1361.052,8127.0,165830.0
2015-06-01,1606.471,9592.0,195732.0
2015-07-01,1740.959,10395.0,212118.0
2015-08-01,1615.658,9647.0,196851.0
2015-09-01,1345.746,8036.0,163965.0
2015-10-01,1487.036,8879.0,181180.0
2015-11-01,1510.503,9019.0,184039.0
2015-12-01,1566.686,9355.0,190885.0
2016-01-01,1403.076,5662.0,180568.0
2016-02-01,1271.098,5130.0,163583.0
2016-03-01,1299.267,5243.0,167208.0
2016-04-01,1239.882,5004.0,159565.0
2016-05-01,1407.701,5681.0,181162.0
2016-06-01,1483.048,5985.0,190859.0
2016-07-01,1519.034,6130.0,195490.0
2016-08-01,1466.792,5919.0,188767.0
2016-09-01,1354.266,5465.0,174285.0
2016-10-01,1157.463,4671.0,148959.0
2016-11-01,1134.996,4580.0,146067.0
2016-12-01,1096.377,4425.0,141098.0
2017-01-01,1289.213,5200.0,150256.0
2017-02-01,1225.811,4944.0,142865.0
2017-03-01,1380.432,5568.0,160886.0
2017-04-01,1463.115,5901.0,170522.0
2017-05-01,1545.553,6234.0,180131.0
2017-06-01,1589.71,6412.0,185277.0
2017-07-01,1725.093,6958.0,201056.0
2017-08-01,1629.378,6572.0,189900.0
2017-09-01,1514.13,6107.0,176469.0
2017-10-01,1480.056,5969.0,172497.0
2017-11-01,1211.218,4885.0,141164.0
2017-12-01,1468.291,5922.0,171126.0
2018-01-01,1423.102,5725.0,179560.0
2018-02-01,1163.636,4681.0,146823.0
2018-03-01,1109.681,4464.0,140015.0
2018-04-01,1204.449,4846.0,151972.0
2018-05-01,1368.795,5507.0,172709.0
2018-06-01,1487.564,5985.0,187695.0
2018-07-01,1660.148,6679.0,209471.0
2018-08-01,1567.435,6306.0,197773.0
2018-09-01,1469.508,5912.0,185417.0
2018-10-01,1441.077,5798.0,181830.0
2018-11-01,1086.894,4373.0,137140.0
2018-12-01,1111.711,4473.0,140272.0
2019-01-01,1491.121,6017.0,169047.0
2019-02-01,1199.083,4839.0,135939.0
2019-03-01,1360.266,5489.0,154212.0
2019-04-01,1574.878,6355.0,178543.0
2019-05-01,1707.081,6889.0,193530.0
2019-06-01,1817.405,7334.0,206037.0
2019-07-01,1915.61,7731.0,217172.0
2019-08-01,1928.993,7785.0,218689.0
2019-09-01,1689.516,6818.0,191539.0
2019-10-01,1453.28,5865.0,164757.0
2019-11-01,1313.863,5302.0,148952.0
2019-12-01,1334.904,5387.0,151336.0
2020-01-01,1393.172,5622.0,164169.0
2020-02-01,1385.866,5593.0,163308.0
2020-03-01,1455.061,5872.0,171461.0
2020-04-01,1337.936,5399.0,157660.0
2020-05-01,1403.121,5662.0,165340.0
2020-06-01,1549.154,6252.0,182548.0
2020-07-01,1806.732,7291.0,212901.0
2020-08-01,1638.177,6611.0,193039.0
2020-09-01,1376.342,5554.0,162184.0
2020-10-01,1484.777,5992.0,174963.0
2020-11-01,1387.592,5600.0,163510.0
2020-12-01,1456.07,5876.0,171580.0
2021-01-01,1413.413,5709.0,176367.0
2021-02-01,1294.716,5230.0,161555.0
2021-03-01,1286.401,5196.0,160518.0
2021-04-01,1277.787,5162.0,159443.0
2021-05-01,1418.604,5730.0,177014.0
2021-06-01,1660.336,6707.0,207177.0
2021-07-01,1833.107,7405.0,228736.0
2021-08-01,1747.557,7059.0,218061.0
2021-09-01,1166.517,4712.0,145558.0
2021-10-01,1536.934,6208.0,191780.0
2021-11-01,1327.698,5363.0,165671.0
2021-12-01,1306.93,5279.0,163080.0
2022-01-01,1729.444,6980.0,224705.0
2022-02-01,1443.219,5825.0,187515.0
2022-03-01,1380.608,5572.0,179380.0
2022-04-01,1550.803,6259.0,201494.0
2022-05-01,1783.385,7198.0,231713.0
2022-06-01,1929.503,7788.0,250698.0
2022-07-01,2159.789,8717.0,280618.0
2022-08-01,1961.465,7917.0,254850.0
2022-09-01,1582.864,6389.0,205659.0
2022-10-01,1485.609,5996.0,193023.0
2022-11-01,1429.205,5768.0,185694.0
2022-12-01,1602.106,6466.0,208159.0
2023-01-01,1475.752,5957.0,163512.0
2023-02-01,1761.251,7110.0,195144.0
2023-03-01,1802.671,7277.0,199733.0
2023-04-01,1602.52,6469.0,177556.0
2023-05-01,1939.94,7831.0,214943.0
2023-06-01,2130.103,8599.0,236013.0
2023-07-01,2224.1,8978.0,246427.0
2023-08-01,2263.61,9138.0,250804.0
2023-09-01,2008.532,8108.0,222543.0
2023-10-01,1908.03,7702.0,211407.0
2023-11-01,2091.321,8442.0,231716.0
2023-12-01,1942.17,7840.0,215190.0
2024-01-01,1843.36,7426.0,208992.0
2024-02-01,1378.577,5554.0,156297.0
2024-03-01,1479.212,5959.0,167707.0
2024-04-01,1609.574,6484.0,182487.0
2024-05-01,1747.68,7040.0,198144.0
2024-06-01,1864.491,7511.0,211388.0
2024-07-01,2101.839,8467.0,238297.0
2024-08-01,1921.513,7741.0,217853.0
2024-09-01,1704.631,6867.0,193264.0
2024-10-01,1627.787,6557.0,184551.0
2024-11-01,1580.98,6369.0,179245.0
2024-12-01,1576.356,6350.0,178721.0
