measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Generation,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Quantity Consumed For Electricity,Geothermal-Turbines Used in a Binary Cycle (including those used for geothermal applications) Total Fuel Consumed
2008-03-01,26939.445,265461.29,265461.29,3585.3430000000003,35329.97,35329.97
2008-04-01,25978.79,255995.0,255995.0,3457.4900000000002,34070.11,34070.11
2008-05-01,26914.863,265219.06,265219.06,3582.0710000000004,35297.73,35297.73
2008-06-01,27327.260000000002,269282.82,269282.82,3636.9570000000003,35838.57,35838.57
2008-07-01,27850.074,274434.63,274434.63,3706.5370000000003,36524.22,36524.22
2008-08-01,27515.728,271139.98,271139.98,3662.04,36085.74,36085.74
2008-09-01,26724.742,263345.61,263345.61,3556.768,35048.39,35048.39
2008-10-01,27640.088,272365.43,272365.43,3678.5910000000003,36248.840000000004,36248.840000000004
2008-11-01,26399.382,260139.51,260139.51,3513.4660000000003,34621.69,34621.69
2008-12-01,26867.66,264753.92,264753.92,3575.789,35235.82,35235.82
2009-01-01,0.0,0.0,0.0,30957.779,302147.92,302147.92
2009-02-01,0.0,0.0,0.0,28043.103,273700.69,273700.69
2009-03-01,0.0,0.0,0.0,31180.341,304320.13,304320.13
2009-04-01,0.0,0.0,0.0,29712.824,289997.16,289997.16
2009-05-01,0.0,0.0,0.0,30313.395,295858.74,295858.74
2009-06-01,0.0,0.0,0.0,29345.798000000003,286414.99,286414.99
2009-07-01,0.0,0.0,0.0,30933.068,301906.74,301906.74
2009-08-01,0.0,0.0,0.0,30650.532,299149.19,299149.19
2009-09-01,0.0,0.0,0.0,29818.143,291025.08,291025.08
2009-10-01,0.0,0.0,0.0,30635.627,299003.72,299003.72
2009-11-01,0.0,0.0,0.0,30016.346,292959.54,292959.54
2009-12-01,0.0,0.0,0.0,32094.044,313237.87,313237.87
2010-01-01,0.0,0.0,0.0,29058.137000000002,283491.0,283491.0
2010-02-01,0.0,0.0,0.0,26103.057,254661.0,254661.0
2010-03-01,0.0,0.0,0.0,28453.638,277594.0,277594.0
2010-04-01,0.0,0.0,0.0,26928.525,262715.0,262715.0
2010-05-01,0.0,0.0,0.0,28279.037,275890.0,275890.0
2010-06-01,0.0,0.0,0.0,27395.808,267274.0,267274.0
2010-07-01,0.0,0.0,0.0,28176.329,274888.0,274888.0
2010-08-01,0.0,0.0,0.0,28360.444,276684.0,276684.0
2010-09-01,0.0,0.0,0.0,27509.806,268386.0,268386.0
2010-10-01,0.0,0.0,0.0,26352.64,257096.0,257096.0
2010-11-01,0.0,0.0,0.0,27578.077,269052.0,269052.0
2010-12-01,0.0,0.0,0.0,28835.502,281319.0,281319.0
2011-01-01,25281.613,245636.0,245636.0,3421.142,33240.0,33240.0
2011-02-01,22938.121,222867.0,222867.0,3104.017,30159.0,30159.0
2011-03-01,25278.045,245601.0,245601.0,3420.659,33235.0,33235.0
2011-04-01,23156.388,224987.0,224987.0,3133.554,30446.0,30446.0
2011-05-01,24847.19,241415.0,241415.0,3362.355,32669.0,32669.0
2011-06-01,22947.525,222958.0,222958.0,3105.29,30171.0,30171.0
2011-07-01,24409.384,237162.0,237162.0,3303.111,32093.0,32093.0
2011-08-01,24420.463,237269.0,237269.0,3304.61,32108.0,32108.0
2011-09-01,23367.58,227039.0,227039.0,3162.132,30723.0,30723.0
2011-10-01,24534.95,238382.0,238382.0,3320.102,32258.0,32258.0
2011-11-01,23997.305,233158.0,233158.0,3247.348,31551.0,31551.0
2011-12-01,24960.436,242516.0,242516.0,3377.68,32818.0,32818.0
2012-01-01,23125.689,220064.0,220064.0,3148.686,29963.0,29963.0
2012-02-01,21740.468,206882.0,206882.0,2960.08,28168.0,28168.0
2012-03-01,23637.816,224937.0,224937.0,3218.414,30626.0,30626.0
2012-04-01,23183.907,220618.0,220618.0,3156.612,30038.0,30038.0
2012-05-01,23876.532,227209.0,227209.0,3250.917,30936.0,30936.0
2012-06-01,23024.974,219106.0,219106.0,3134.972,29832.0,29832.0
2012-07-01,24039.784,228763.0,228763.0,3273.144,31147.0,31147.0
2012-08-01,23781.144,226301.0,226301.0,3237.929,30812.0,30812.0
2012-09-01,23476.839,223406.0,223406.0,3196.496,30418.0,30418.0
2012-10-01,23911.63,227543.0,227543.0,3255.695,30981.0,30981.0
2012-11-01,23846.473,226923.0,226923.0,3246.824,30897.0,30897.0
2012-12-01,24686.744,234919.0,234919.0,3361.231,31985.0,31985.0
2013-01-01,23158.051,220951.0,220951.0,2528.513,24125.0,24125.0
2013-02-01,20578.696,196341.0,196341.0,2246.887,21438.0,21438.0
2013-03-01,23362.034,222897.0,222897.0,2550.786,24337.0,24337.0
2013-04-01,21343.292,203636.0,203636.0,2330.369,22234.0,22234.0
2013-05-01,22470.991,214396.0,214396.0,2453.497,23409.0,23409.0
2013-06-01,21787.558,207875.0,207875.0,2378.877,22697.0,22697.0
2013-07-01,23234.024,221676.0,221676.0,2536.809,24204.0,24204.0
2013-08-01,23074.236,220151.0,220151.0,2519.363,24037.0,24037.0
2013-09-01,22317.061,212927.0,212927.0,2436.69,23248.0,23248.0
2013-10-01,22935.262,218825.0,218825.0,2504.189,23892.0,23892.0
2013-11-01,20055.164,191346.0,191346.0,2189.725,20892.0,20892.0
2013-12-01,22093.631,210795.0,210795.0,2412.295,23016.0,23016.0
2014-01-01,20423.958,194232.0,194232.0,1367.101,13001.0,13001.0
2014-02-01,18433.284,175301.0,175301.0,1233.853,11734.0,11734.0
2014-03-01,20483.489,194798.0,194798.0,1371.086,13039.0,13039.0
2014-04-01,20437.395,194360.0,194360.0,1368.0,13010.0,13010.0
2014-05-01,20926.192,199008.0,199008.0,1400.719,13321.0,13321.0
2014-06-01,20622.17,196117.0,196117.0,1380.368,13127.0,13127.0
2014-07-01,21503.206,204495.0,204495.0,1439.342,13688.0,13688.0
2014-08-01,21435.651,203853.0,203853.0,1434.82,13645.0,13645.0
2014-09-01,20757.626,197405.0,197405.0,1389.435,13214.0,13214.0
2014-10-01,21329.361,202842.0,202842.0,1427.705,13577.0,13577.0
2014-11-01,21016.061,199863.0,199863.0,1406.734,13378.0,13378.0
2014-12-01,21017.607,199877.0,199877.0,1406.837,13379.0,13379.0
2015-01-01,26497.967,246935.0,246935.0,1759.194,16394.0,16394.0
2015-02-01,24146.92,225025.0,225025.0,1603.108,14939.0,14939.0
2015-03-01,26448.369,246472.0,246472.0,1755.901,16363.0,16363.0
2015-04-01,23803.375,221824.0,221824.0,1580.3,14727.0,14727.0
2015-05-01,26651.332,248364.0,248364.0,1769.375,16489.0,16489.0
2015-06-01,25863.444,241021.0,241021.0,1717.068,16001.0,16001.0
2015-07-01,26644.022,248296.0,248296.0,1768.89,16484.0,16484.0
2015-08-01,26501.838,246971.0,246971.0,1759.45,16396.0,16396.0
2015-09-01,22197.428,206858.0,206858.0,1473.682,13733.0,13733.0
2015-10-01,24804.672,231155.0,231155.0,1646.776,15346.0,15346.0
2015-11-01,23822.7,222004.0,222004.0,1581.583,14739.0,14739.0
2015-12-01,24516.933,228473.0,228473.0,1627.673,15168.0,15168.0
2016-01-01,25922.035,239312.0,239312.0,2933.646,27083.0,27083.0
2016-02-01,24258.367,223953.0,223953.0,2745.367,25345.0,25345.0
2016-03-01,25831.879,238480.0,238480.0,2923.445,26989.0,26989.0
2016-04-01,23748.848,219249.0,219249.0,2687.704,24813.0,24813.0
2016-05-01,27114.784,250324.0,250324.0,3068.633,28330.0,28330.0
2016-06-01,26046.791,240464.0,240464.0,2947.767,27214.0,27214.0
2016-07-01,27892.03,257499.0,257499.0,3156.596,29142.0,29142.0
2016-08-01,27968.042,258201.0,258201.0,3165.198,29221.0,29221.0
2016-09-01,27387.284,252839.0,252839.0,3099.473,28614.0,28614.0
2016-10-01,27315.693,252178.0,252178.0,3091.371,28540.0,28540.0
2016-11-01,27062.811,249844.0,249844.0,3062.752,28275.0,28275.0
2016-12-01,28682.436,264796.0,264796.0,3246.048,29968.0,29968.0
2017-01-01,24617.921,226805.0,226805.0,2960.69,27277.0,27277.0
2017-02-01,21551.752,198556.0,198556.0,2591.935,23879.0,23879.0
2017-03-01,24108.12,222108.0,222108.0,2899.379,26712.0,26712.0
2017-04-01,23370.699,215314.0,215314.0,2810.692,25895.0,25895.0
2017-05-01,22673.81,208894.0,208894.0,2726.88,25123.0,25123.0
2017-06-01,22569.119,207929.0,207929.0,2714.29,25007.0,25007.0
2017-07-01,23932.725,220492.0,220492.0,2878.285,26518.0,26518.0
2017-08-01,23786.872,219148.0,219148.0,2860.744,26356.0,26356.0
2017-09-01,23375.319,215357.0,215357.0,2811.248,25900.0,25900.0
2017-10-01,21008.977,193556.0,193556.0,2526.658,23278.0,23278.0
2017-11-01,22754.839,209640.0,209640.0,2736.625,25213.0,25213.0
2017-12-01,23610.847,217527.0,217527.0,2839.574,26161.0,26161.0
2018-01-01,20537.725,186975.0,186975.0,5607.446,51050.0,51050.0
2018-02-01,19558.435,178060.0,178060.0,5340.068,48616.0,48616.0
2018-03-01,20885.582,190142.0,190142.0,5702.421,51915.0,51915.0
2018-04-01,18147.25,165213.0,165213.0,4954.77,45108.0,45108.0
2018-05-01,21354.087,194408.0,194408.0,5830.338,53079.0,53079.0
2018-06-01,20391.746,185646.0,185646.0,5567.588,50687.0,50687.0
2018-07-01,21240.959,193378.0,193378.0,5799.45,52798.0,52798.0
2018-08-01,21128.017,192349.0,192349.0,5768.613,52517.0,52517.0
2018-09-01,20488.634,186529.0,186529.0,5594.042,50928.0,50928.0
2018-10-01,19647.402,178870.0,178870.0,5364.359,48837.0,48837.0
2018-11-01,20373.256,185478.0,185478.0,5562.54,50641.0,50641.0
2018-12-01,21606.907,196709.0,196709.0,5899.365,53708.0,53708.0
2019-01-01,17503.19,155866.0,155866.0,12505.847,111365.0,111365.0
2019-02-01,16277.395,144950.0,144950.0,11630.03,103565.0,103565.0
2019-03-01,17953.046,159872.0,159872.0,12827.265,114227.0,114227.0
2019-04-01,16415.392,146179.0,146179.0,11728.627,104443.0,104443.0
2019-05-01,17435.003,155259.0,155259.0,12457.128,110931.0,110931.0
2019-06-01,17091.991,152204.0,152204.0,12212.05,108748.0,108748.0
2019-07-01,17721.951,157814.0,157814.0,12662.15,112756.0,112756.0
2019-08-01,17948.694,159833.0,159833.0,12824.156,114199.0,114199.0
2019-09-01,17589.026,156630.0,156630.0,12567.176,111911.0,111911.0
2019-10-01,14022.565,124871.0,124871.0,10018.977,89219.0,89219.0
2019-11-01,12281.457,109366.0,109366.0,8774.973,78141.0,78141.0
2019-12-01,15343.29,136632.0,136632.0,10962.621,97622.0,97622.0
2020-01-01,11752.655,103036.0,103036.0,10229.911,89686.0,89686.0
2020-02-01,12882.393,112940.0,112940.0,11213.27,98307.0,98307.0
2020-03-01,16344.839,143295.0,143295.0,14227.099,124729.0,124729.0
2020-04-01,15706.518,137699.0,137699.0,13671.483,119858.0,119858.0
2020-05-01,15560.783,136421.0,136421.0,13544.631,118746.0,118746.0
2020-06-01,14493.266,127062.0,127062.0,12615.428,110599.0,110599.0
2020-07-01,15664.067,137327.0,137327.0,13634.532,119534.0,119534.0
2020-08-01,15717.585,137796.0,137796.0,13681.116,119942.0,119942.0
2020-09-01,14753.064,129340.0,129340.0,12841.565,112582.0,112582.0
2020-10-01,14171.56,124242.0,124242.0,12335.404,108144.0,108144.0
2020-11-01,15593.936,136712.0,136712.0,13573.488,118999.0,118999.0
2020-12-01,15268.334,133857.0,133857.0,13290.073,116514.0,116514.0
2021-01-01,14263.03,126142.0,126142.0,12414.793,109796.0,109796.0
2021-02-01,14136.092,125020.0,125020.0,12304.306,108819.0,108819.0
2021-03-01,14096.597,124670.0,124670.0,12269.929,108515.0,108515.0
2021-04-01,14148.538,125130.0,125130.0,12315.139,108915.0,108915.0
2021-05-01,14265.21,126162.0,126162.0,12416.693,109813.0,109813.0
2021-06-01,14220.41,125765.0,125765.0,12377.698,109468.0,109468.0
2021-07-01,15429.59,136459.0,136459.0,13430.189,118777.0,118777.0
2021-08-01,15198.748,134418.0,134418.0,13229.261,117000.0,117000.0
2021-09-01,15056.886,133163.0,133163.0,13105.782,115908.0,115908.0
2021-10-01,14166.609,125289.0,125289.0,12330.869,109054.0,109054.0
2021-11-01,14692.243,129938.0,129938.0,12788.389,113101.0,113101.0
2021-12-01,15705.047,138895.0,138895.0,13669.952,120897.0,120897.0
2022-01-01,1156.055,3944.0,3944.0,11818.008,40323.0,40323.0
2022-02-01,957.575,3267.0,3267.0,9789.002,33400.0,33400.0
2022-03-01,1047.764,3575.0,3575.0,10710.982,36546.0,36546.0
2022-04-01,1080.215,3686.0,3686.0,11042.713,37678.0,37678.0
2022-05-01,1098.287,3747.0,3747.0,11227.459,38308.0,38308.0
2022-06-01,1054.347,3597.0,3597.0,10778.28,36775.0,36775.0
2022-07-01,1111.477,3792.0,3792.0,11362.3,38768.0,38768.0
2022-08-01,1100.308,3754.0,3754.0,11248.125,38379.0,38379.0
2022-09-01,1062.92,3627.0,3627.0,10865.911,37074.0,37074.0
2022-10-01,1084.069,3699.0,3699.0,11082.119,37812.0,37812.0
2022-11-01,1062.711,3626.0,3626.0,10863.777,37067.0,37067.0
2022-12-01,1134.272,3870.0,3870.0,11595.324,39563.0,39563.0
2023-01-01,0.0,0.0,0.0,13044.0,44506.0,44506.0
2023-02-01,0.0,0.0,0.0,13213.0,45083.0,45083.0
2023-03-01,0.0,0.0,0.0,15924.0,54333.0,54333.0
2023-04-01,0.0,0.0,0.0,4636.0,15818.0,15818.0
2023-05-01,0.0,0.0,0.0,12344.0,42118.0,42118.0
2023-06-01,0.0,0.0,0.0,22373.0,76337.0,76337.0
2023-07-01,0.0,0.0,0.0,22538.0,76900.0,76900.0
2023-08-01,0.0,0.0,0.0,20335.0,69383.0,69383.0
2023-09-01,0.0,0.0,0.0,22217.0,75804.0,75804.0
2023-10-01,0.0,0.0,0.0,31823.0,108580.0,108580.0
2023-11-01,0.0,0.0,0.0,33713.0,115029.0,115029.0
2023-12-01,0.0,0.0,0.0,37982.0,129595.0,129595.0
2024-01-01,0.0,0.0,0.0,40237.0,137289.0,137289.0
2024-02-01,0.0,0.0,0.0,36287.0,123811.0,123811.0
2024-03-01,0.0,0.0,0.0,35144.0,119911.0,119911.0
2024-04-01,0.0,0.0,0.0,26100.0,89053.0,89053.0
2024-05-01,0.0,0.0,0.0,32231.0,109972.0,109972.0
2024-06-01,0.0,0.0,0.0,28295.0,96543.0,96543.0
2024-07-01,0.0,0.0,0.0,27656.0,94362.0,94362.0
2024-08-01,0.0,0.0,0.0,26110.0,89087.0,89087.0
2024-09-01,0.0,0.0,0.0,30554.0,104250.0,104250.0
2024-10-01,0.0,0.0,0.0,32546.0,111047.0,111047.0
2024-11-01,0.0,0.0,0.0,32613.0,111276.0,111276.0
2024-12-01,0.0,0.0,0.0,37086.0,126537.0,126537.0
