measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-10-01,11090.899,109622.45,109622.45
2007-11-01,10625.395,105021.4,105021.4
2007-12-01,10956.399,108293.05,108293.05
2008-01-01,12234.297,120556.76000000001,120556.76000000001
2008-02-01,11066.409,109048.39,109048.39
2008-03-01,11636.945,114670.46,114670.46
2008-04-01,11221.974,110581.33,110581.33
2008-05-01,11626.326000000001,114565.82,114565.82
2008-06-01,11804.469000000001,116321.24,116321.24
2008-07-01,12030.307,118546.65000000001,118546.65000000001
2008-08-01,11885.880000000001,117123.46,117123.46
2008-09-01,11544.201000000001,113756.56,113756.56
2008-10-01,11939.6,117652.82,117652.82
2008-11-01,11403.656,112371.63,112371.63
2008-12-01,11605.936,114364.89,114364.89
2009-01-01,11576.152,112983.24,112983.24
2009-02-01,10486.257,102345.87,102345.87
2009-03-01,11659.375,113795.5,113795.5
2009-04-01,11110.621,108439.66,108439.66
2009-05-01,11335.195,110631.5,110631.5
2009-06-01,10973.378,107100.17,107100.17
2009-07-01,11566.912,112893.06,112893.06
2009-08-01,11461.262,111861.92,111861.92
2009-09-01,11150.003,108824.03,108824.03
2009-10-01,11455.688,111807.51,111807.51
2009-11-01,11224.118,109547.39,109547.39
2009-12-01,12001.039,117130.14,117130.14
2010-01-01,11168.456,108959.0,108959.0
2010-02-01,10032.674,97879.0,97879.0
2010-03-01,10936.116,106693.0,106693.0
2010-04-01,10349.941,100974.0,100974.0
2010-05-01,10869.008,106038.0,106038.0
2010-06-01,10529.54,102726.0,102726.0
2010-07-01,10829.533,105653.0,105653.0
2010-08-01,10900.297,106343.0,106343.0
2010-09-01,10573.355,103154.0,103154.0
2010-10-01,10128.6,98815.0,98815.0
2010-11-01,10599.595,103410.0,103410.0
2010-12-01,11082.885,108125.0,108125.0
2011-01-01,11327.708,110060.0,110060.0
2011-02-01,10277.68,99858.0,99858.0
2011-03-01,11326.109,110044.0,110044.0
2011-04-01,10375.477,100808.0,100808.0
2011-05-01,11133.059,108169.0,108169.0
2011-06-01,10281.893,99899.0,99899.0
2011-07-01,10936.895,106263.0,106263.0
2011-08-01,10941.86,106311.0,106311.0
2011-09-01,10470.103,101728.0,101728.0
2011-10-01,10993.157,106810.0,106810.0
2011-11-01,10752.259,104469.0,104469.0
2011-12-01,11183.8,108662.0,108662.0
2012-01-01,9432.949,89764.0,89764.0
2012-02-01,8867.92,84387.0,84387.0
2012-03-01,9641.846,91752.0,91752.0
2012-04-01,9456.697,89990.0,89990.0
2012-05-01,9739.219,92678.0,92678.0
2012-06-01,9391.869,89373.0,89373.0
2012-07-01,9805.809,93312.0,93312.0
2012-08-01,9700.31,92308.0,92308.0
2012-09-01,9576.184,91127.0,91127.0
2012-10-01,9753.535,92815.0,92815.0
2012-11-01,9726.958,92562.0,92562.0
2012-12-01,10069.704,95823.0,95823.0
2013-01-01,9865.967,94131.0,94131.0
2013-02-01,8767.092,83647.0,83647.0
2013-03-01,9952.87,94960.0,94960.0
2013-04-01,9092.831,86755.0,86755.0
2013-05-01,9573.261,91338.0,91338.0
2013-06-01,9282.1,88561.0,88561.0
2013-07-01,9898.335,94440.0,94440.0
2013-08-01,9830.26,93791.0,93791.0
2013-09-01,9507.683,90713.0,90713.0
2013-10-01,9771.053,93226.0,93226.0
2013-11-01,8544.052,81519.0,81519.0
2013-12-01,9412.496,89805.0,89805.0
2014-01-01,9103.647,86576.0,86576.0
2014-02-01,8216.335,78137.0,78137.0
2014-03-01,9130.18,86828.0,86828.0
2014-04-01,9109.635,86633.0,86633.0
2014-05-01,9327.508,88705.0,88705.0
2014-06-01,9191.995,87416.0,87416.0
2014-07-01,9584.702,91151.0,91151.0
2014-08-01,9554.591,90864.0,90864.0
2014-09-01,9252.372,87990.0,87990.0
2014-10-01,9507.214,90414.0,90414.0
2014-11-01,9367.566,89086.0,89086.0
2014-12-01,9368.255,89092.0,89092.0
2015-01-01,10684.711,99571.0,99571.0
2015-02-01,9736.704,90736.0,90736.0
2015-03-01,10664.711,99384.0,99384.0
2015-04-01,9598.177,89445.0,89445.0
2015-05-01,10746.552,100147.0,100147.0
2015-06-01,10428.854,97186.0,97186.0
2015-07-01,10743.604,100120.0,100120.0
2015-08-01,10686.272,99585.0,99585.0
2015-09-01,8950.615,83411.0,83411.0
2015-10-01,10001.928,93208.0,93208.0
2015-11-01,9605.969,89518.0,89518.0
2015-12-01,9885.903,92127.0,92127.0
2016-01-01,7329.978,67670.0,67670.0
2016-02-01,6859.542,63327.0,63327.0
2016-03-01,7304.485,67435.0,67435.0
2016-04-01,6715.465,61997.0,61997.0
2016-05-01,7667.252,70784.0,70784.0
2016-06-01,7365.255,67996.0,67996.0
2016-07-01,7887.034,72813.0,72813.0
2016-08-01,7908.528,73012.0,73012.0
2016-09-01,7744.306,71495.0,71495.0
2016-10-01,7724.063,71309.0,71309.0
2016-11-01,7652.555,70648.0,70648.0
2016-12-01,8110.537,74876.0,74876.0
2017-01-01,8997.368,82893.0,82893.0
2017-02-01,7876.742,72568.0,72568.0
2017-03-01,8811.044,81176.0,81176.0
2017-04-01,8541.531,78693.0,78693.0
2017-05-01,8286.832,76347.0,76347.0
2017-06-01,8248.57,75994.0,75994.0
2017-07-01,8746.941,80586.0,80586.0
2017-08-01,8693.635,80094.0,80094.0
2017-09-01,8543.22,78709.0,78709.0
2017-10-01,7678.369,70741.0,70741.0
2017-11-01,8316.447,76619.0,76619.0
2017-12-01,8629.301,79502.0,79502.0
2018-01-01,8992.873,81871.0,81871.0
2018-02-01,8564.069,77967.0,77967.0
2018-03-01,9145.188,83258.0,83258.0
2018-04-01,7946.152,72342.0,72342.0
2018-05-01,9350.333,85125.0,85125.0
2018-06-01,8928.952,81289.0,81289.0
2018-07-01,9300.798,84674.0,84674.0
2018-08-01,9251.343,84224.0,84224.0
2018-09-01,8971.376,81675.0,81675.0
2018-10-01,8603.025,78322.0,78322.0
2018-11-01,8920.856,81215.0,81215.0
2018-12-01,9461.035,86133.0,86133.0
2019-01-01,9502.144,84617.0,84617.0
2019-02-01,8836.684,78691.0,78691.0
2019-03-01,9746.363,86791.0,86791.0
2019-04-01,8911.6,79358.0,79358.0
2019-05-01,9465.127,84287.0,84287.0
2019-06-01,9278.912,82629.0,82629.0
2019-07-01,9620.905,85674.0,85674.0
2019-08-01,9744.0,86770.0,86770.0
2019-09-01,9548.743,85032.0,85032.0
2019-10-01,7612.58,67790.0,67790.0
2019-11-01,6667.366,59373.0,59373.0
2019-12-01,8329.576,74175.0,74175.0
2020-01-01,6307.535,55298.0,55298.0
2020-02-01,6913.853,60614.0,60614.0
2020-03-01,8772.113,76905.0,76905.0
2020-04-01,8429.533,73902.0,73902.0
2020-05-01,8351.318,73216.0,73216.0
2020-06-01,7778.392,68193.0,68193.0
2020-07-01,8406.75,73702.0,73702.0
2020-08-01,8435.472,73954.0,73954.0
2020-09-01,7917.823,69416.0,69416.0
2020-10-01,7605.736,66679.0,66679.0
2020-11-01,8369.111,73372.0,73372.0
2020-12-01,8194.364,71840.0,71840.0
2021-01-01,6286.242,55596.0,55596.0
2021-02-01,6230.298,55101.0,55101.0
2021-03-01,6212.891,54947.0,54947.0
2021-04-01,6235.783,55149.0,55149.0
2021-05-01,6287.205,55604.0,55604.0
2021-06-01,6267.46,55429.0,55429.0
2021-07-01,6800.39,60143.0,60143.0
2021-08-01,6698.649,59243.0,59243.0
2021-09-01,6636.126,58690.0,58690.0
2021-10-01,6243.748,55220.0,55220.0
2021-11-01,6475.414,57269.0,57269.0
2021-12-01,6921.794,61216.0,61216.0
2022-01-01,6918.924,23607.0,23607.0
2022-02-01,5731.029,19554.0,19554.0
2022-03-01,6270.808,21396.0,21396.0
2022-04-01,6465.022,22059.0,22059.0
2022-05-01,6573.183,22428.0,22428.0
2022-06-01,6310.208,21530.0,21530.0
2022-07-01,6652.126,22697.0,22697.0
2022-08-01,6585.281,22469.0,22469.0
2022-09-01,6361.512,21705.0,21705.0
2022-10-01,6488.093,22137.0,22137.0
2022-11-01,6360.263,21701.0,21701.0
2022-12-01,6788.551,23163.0,23163.0
2023-01-01,1813.0,6186.0,6186.0
2023-02-01,8402.0,28668.0,28668.0
2023-03-01,9505.0,32431.0,32431.0
2023-04-01,9094.0,31029.0,31029.0
2023-05-01,8773.0,29933.0,29933.0
2023-06-01,9837.0,33564.0,33564.0
2023-07-01,9566.0,32639.0,32639.0
2023-08-01,4584.0,15641.0,15641.0
2023-09-01,8929.0,30466.0,30466.0
2023-10-01,9072.0,30954.0,30954.0
2023-11-01,9227.0,31483.0,31483.0
2023-12-01,9686.0,33049.0,33049.0
2024-01-01,2283.0,7790.0,7790.0
2024-02-01,6949.0,23710.0,23710.0
2024-03-01,11479.0,39166.0,39166.0
2024-04-01,11181.0,38150.0,38150.0
2024-05-01,10503.0,35836.0,35836.0
2024-06-01,9686.0,33049.0,33049.0
2024-07-01,9418.0,32134.0,32134.0
2024-08-01,9448.0,32237.0,32237.0
2024-09-01,8049.0,27463.0,27463.0
2024-10-01,9218.0,31452.0,31452.0
2024-11-01,9667.0,32984.0,32984.0
2024-12-01,9086.0,31001.0,31001.0
