measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2005-10-01,2.9610000000000003,38.21,38.21,,,
2005-11-01,2.38,30.72,30.72,,,
2005-12-01,5.033,64.95,64.95,,,
2006-01-01,3.056,24.0,24.0,,,
2006-02-01,1.599,12.0,12.0,,,
2006-03-01,1.343,10.0,10.0,,,
2006-04-01,2.573,20.0,20.0,,,
2006-05-01,2.405,19.0,19.0,,,
2006-06-01,2.186,17.0,17.0,,,
2006-07-01,3.1660000000000004,25.0,25.0,,,
2006-08-01,3.071,24.0,24.0,,,
2006-09-01,1.411,11.0,11.0,,,
2006-10-01,1.49,12.0,12.0,,,
2006-11-01,1.755,14.0,14.0,,,
2006-12-01,1.945,15.0,15.0,,,
2007-01-01,20.457,240.0,240.0,,,
2007-02-01,15.843,186.0,186.0,,,
2007-03-01,31.329,366.0,366.0,,,
2007-04-01,19.056,222.0,222.0,,,
2007-05-01,17.581,204.0,204.0,,,
2007-06-01,17.188000000000002,198.0,198.0,,,
2007-07-01,25.38,294.0,294.0,,,
2007-08-01,32.036,372.0,372.0,,,
2007-09-01,26.612000000000002,312.0,312.0,,,
2007-10-01,32.139,372.0,372.0,,,
2007-11-01,23.577,276.0,276.0,,,
2007-12-01,33.803000000000004,396.0,396.0,,,
2008-01-01,35.266,750.0,750.0,,,
2008-02-01,32.279,687.0,687.0,,,
2008-03-01,21.599,462.0,462.0,,,
2008-04-01,21.796,462.0,462.0,,,
2008-05-01,22.8,485.0,485.0,,,
2008-06-01,15.274000000000001,323.0,323.0,,,
2008-07-01,15.871,335.0,335.0,,,
2008-08-01,15.706000000000001,335.0,335.0,,,
2008-09-01,16.388,346.0,346.0,,,
2008-10-01,18.656000000000002,398.0,398.0,,,
2008-11-01,22.752000000000002,485.0,485.0,,,
2008-12-01,38.613,819.0,819.0,,,
2009-01-01,49.584,574.0,574.0,,,
2009-02-01,36.392,423.0,423.0,,,
2009-03-01,37.799,440.0,440.0,,,
2009-04-01,38.837,457.0,457.0,,,
2009-05-01,23.284000000000002,273.0,273.0,,,
2009-06-01,22.865,267.0,267.0,,,
2009-07-01,25.778000000000002,301.0,301.0,,,
2009-08-01,25.644000000000002,301.0,301.0,,,
2009-09-01,17.083000000000002,201.0,201.0,,,
2009-10-01,16.926000000000002,201.0,201.0,,,
2009-11-01,32.173,379.0,379.0,,,
2009-12-01,32.635,384.0,384.0,,,
2010-01-01,53.948,700.0,700.0,,,
2010-02-01,42.862,554.0,554.0,,,
2010-03-01,37.938,490.0,490.0,,,
2010-04-01,33.588,437.0,437.0,,,
2010-05-01,27.93,361.0,361.0,,,
2010-06-01,21.925,286.0,286.0,,,
2010-07-01,25.154,326.0,326.0,,,
2010-08-01,25.646,332.0,332.0,,,
2010-09-01,23.482000000000003,303.0,303.0,,,
2010-10-01,28.148,361.0,361.0,,,
2010-11-01,32.061,414.0,414.0,,,
2010-12-01,58.318000000000005,752.0,752.0,,,
2011-01-01,2.879,93.0,93.0,0.0,0.0,0.0
2011-02-01,2.571,88.0,88.0,0.0,0.0,0.0
2011-03-01,2.251,82.0,82.0,0.0,0.0,0.0
2011-04-01,1.458,53.0,53.0,0.0,0.0,0.0
2011-05-01,1.528,53.0,53.0,0.0,0.0,0.0
2011-06-01,1.42,53.0,53.0,0.0,0.0,0.0
2011-07-01,1.5,53.0,53.0,0.0,0.0,0.0
2011-08-01,1.354,47.0,47.0,0.0,0.0,0.0
2011-09-01,1.501,53.0,53.0,0.0,0.0,0.0
2011-10-01,2.653,93.0,93.0,0.0,0.0,0.0
2011-11-01,2.457,88.0,88.0,0.0,0.0,0.0
2011-12-01,2.428,88.0,88.0,0.0,0.0,0.0
2012-01-01,7.19,76.0,76.0,0.0,0.0,0.0
2012-02-01,4.241,41.0,41.0,0.0,0.0,0.0
2012-03-01,6.432,64.0,64.0,0.0,0.0,0.0
2012-04-01,4.073,41.0,41.0,0.0,0.0,0.0
2012-05-01,5.096,53.0,53.0,0.0,0.0,0.0
2012-06-01,4.159,41.0,41.0,0.0,0.0,0.0
2012-07-01,6.503,64.0,64.0,0.0,0.0,0.0
2012-08-01,6.059,58.0,58.0,0.0,0.0,0.0
2012-09-01,5.641,58.0,58.0,0.0,0.0,0.0
2012-10-01,4.19,41.0,41.0,0.0,0.0,0.0
2012-11-01,4.494,47.0,47.0,0.0,0.0,0.0
2012-12-01,6.922,70.0,70.0,0.0,0.0,0.0
2013-01-01,8.677,76.0,76.0,298.207,2845.0,2845.0
2013-02-01,5.986,53.0,53.0,278.328,2656.0,2656.0
2013-03-01,6.055,53.0,53.0,256.538,2448.0,2448.0
2013-04-01,6.985,58.0,58.0,256.966,2452.0,2452.0
2013-05-01,7.039,64.0,64.0,233.769,2230.0,2230.0
2013-06-01,5.055,47.0,47.0,207.423,1979.0,1979.0
2013-07-01,4.786,41.0,41.0,215.592,2057.0,2057.0
2013-08-01,4.723,41.0,41.0,246.114,2348.0,2348.0
2013-09-01,5.542,47.0,47.0,206.637,1972.0,1972.0
2013-10-01,5.333,47.0,47.0,453.429,4326.0,4326.0
2013-11-01,6.952,58.0,58.0,297.046,2834.0,2834.0
2013-12-01,7.867,70.0,70.0,324.951,3100.0,3100.0
2014-01-01,3.317,41.0,41.0,311.742,2965.0,2965.0
2014-02-01,3.147,29.0,29.0,281.356,2676.0,2676.0
2014-03-01,3.073,29.0,29.0,254.507,2420.0,2420.0
2014-04-01,2.887,29.0,29.0,272.802,2594.0,2594.0
2014-05-01,2.437,23.0,23.0,238.527,2268.0,2268.0
2014-06-01,1.453,12.0,12.0,221.504,2107.0,2107.0
2014-07-01,2.569,23.0,23.0,209.469,1992.0,1992.0
2014-08-01,2.067,23.0,23.0,260.447,2477.0,2477.0
2014-09-01,2.431,23.0,23.0,402.756,3830.0,3830.0
2014-10-01,3.214,35.0,35.0,293.277,2789.0,2789.0
2014-11-01,2.349,23.0,23.0,301.987,2872.0,2872.0
2014-12-01,3.056,29.0,29.0,344.626,3277.0,3277.0
2015-01-01,3.403,29.0,29.0,315.819,2943.0,2943.0
2015-02-01,3.001,35.0,35.0,265.53,2474.0,2474.0
2015-03-01,3.019,35.0,35.0,219.496,2045.0,2045.0
2015-04-01,3.127,35.0,35.0,265.815,2477.0,2477.0
2015-05-01,2.513,29.0,29.0,258.049,2405.0,2405.0
2015-06-01,2.504,29.0,29.0,223.493,2083.0,2083.0
2015-07-01,2.602,29.0,29.0,196.859,1835.0,1835.0
2015-08-01,2.954,35.0,35.0,230.128,2145.0,2145.0
2015-09-01,2.66,29.0,29.0,280.925,2618.0,2618.0
2015-10-01,3.043,35.0,35.0,283.328,2640.0,2640.0
2015-11-01,2.128,23.0,23.0,353.886,3298.0,3298.0
2015-12-01,2.046,23.0,23.0,367.672,3426.0,3426.0
2016-01-01,6.242,58.0,58.0,294.045,2715.0,2715.0
2016-02-01,6.928,76.0,76.0,242.549,2239.0,2239.0
2016-03-01,6.557,70.0,70.0,309.799,2860.0,2860.0
2016-04-01,5.37,58.0,58.0,194.578,1796.0,1796.0
2016-05-01,4.898,53.0,53.0,129.015,1191.0,1191.0
2016-06-01,4.927,53.0,53.0,149.424,1379.0,1379.0
2016-07-01,4.122,47.0,47.0,193.725,1788.0,1788.0
2016-08-01,5.402,58.0,58.0,280.926,2594.0,2594.0
2016-09-01,5.504,58.0,58.0,367.717,3395.0,3395.0
2016-10-01,6.32,70.0,70.0,340.566,3144.0,3144.0
2016-11-01,8.82,93.0,93.0,284.133,2623.0,2623.0
2016-12-01,11.91,128.0,128.0,313.523,2894.0,2894.0
2017-01-01,3.684,29.0,29.0,326.07,3004.0,3004.0
2017-02-01,2.974,29.0,29.0,292.418,2694.0,2694.0
2017-03-01,3.424,35.0,35.0,367.85,3389.0,3389.0
2017-04-01,3.157,35.0,35.0,358.157,3300.0,3300.0
2017-05-01,3.154,35.0,35.0,385.332,3550.0,3550.0
2017-06-01,3.326,35.0,35.0,372.481,3432.0,3432.0
2017-07-01,3.39,35.0,35.0,306.646,2825.0,2825.0
2017-08-01,3.501,35.0,35.0,249.966,2303.0,2303.0
2017-09-01,3.483,35.0,35.0,228.157,2102.0,2102.0
2017-10-01,3.555,35.0,35.0,204.42,1883.0,1883.0
2017-11-01,3.148,35.0,35.0,234.186,2158.0,2158.0
2017-12-01,3.204,35.0,35.0,275.317,2536.0,2536.0
2018-01-01,4.887,64.0,64.0,295.834,2693.0,2693.0
2018-02-01,4.558,64.0,64.0,293.158,2669.0,2669.0
2018-03-01,4.559,64.0,64.0,297.941,2712.0,2712.0
2018-04-01,4.605,64.0,64.0,314.427,2863.0,2863.0
2018-05-01,5.269,76.0,76.0,352.192,3206.0,3206.0
2018-06-01,4.919,70.0,70.0,320.81,2921.0,2921.0
2018-07-01,5.301,76.0,76.0,273.558,2490.0,2490.0
2018-08-01,5.413,76.0,76.0,237.203,2159.0,2159.0
2018-09-01,5.51,76.0,76.0,202.829,1847.0,1847.0
2018-10-01,5.786,82.0,82.0,200.233,1823.0,1823.0
2018-11-01,5.206,76.0,76.0,233.664,2127.0,2127.0
2018-12-01,4.987,70.0,70.0,241.151,2195.0,2195.0
2019-01-01,3.975,67.0,67.0,276.492,2462.0,2462.0
2019-02-01,4.416,62.0,62.0,258.628,2303.0,2303.0
2019-03-01,4.377,62.0,62.0,302.833,2697.0,2697.0
2019-04-01,4.022,56.0,56.0,310.347,2764.0,2764.0
2019-05-01,4.377,62.0,62.0,370.749,3302.0,3302.0
2019-06-01,3.761,56.0,56.0,323.653,2882.0,2882.0
2019-07-01,4.284,62.0,62.0,279.573,2490.0,2490.0
2019-08-01,4.743,67.0,67.0,268.346,2390.0,2390.0
2019-09-01,5.632,78.0,78.0,215.058,1915.0,1915.0
2019-10-01,5.919,84.0,84.0,214.469,1910.0,1910.0
2019-11-01,4.496,62.0,62.0,249.684,2223.0,2223.0
2019-12-01,5.998,84.0,84.0,262.168,2335.0,2335.0
2020-01-01,2.926,23.0,23.0,292.281,2562.0,2562.0
2020-02-01,1.898,18.0,18.0,305.208,2676.0,2676.0
2020-03-01,1.916,18.0,18.0,267.755,2347.0,2347.0
2020-04-01,1.838,18.0,18.0,247.451,2169.0,2169.0
2020-05-01,1.557,18.0,18.0,362.99,3182.0,3182.0
2020-06-01,1.96,23.0,23.0,353.598,3100.0,3100.0
2020-07-01,2.555,29.0,29.0,332.791,2918.0,2918.0
2020-08-01,2.618,29.0,29.0,281.95,2472.0,2472.0
2020-09-01,1.664,18.0,18.0,225.898,1980.0,1980.0
2020-10-01,1.992,23.0,23.0,224.661,1970.0,1970.0
2020-11-01,1.545,18.0,18.0,258.527,2267.0,2267.0
2020-12-01,1.531,18.0,18.0,268.89,2357.0,2357.0
2021-01-01,12.244,128.0,128.0,337.968,2989.0,2989.0
2021-02-01,13.558,145.0,145.0,281.214,2487.0,2487.0
2021-03-01,14.663,157.0,157.0,269.699,2385.0,2385.0
2021-04-01,14.095,151.0,151.0,237.895,2104.0,2104.0
2021-05-01,7.3,75.0,75.0,294.729,2607.0,2607.0
2021-06-01,9.799,104.0,104.0,317.333,2806.0,2806.0
2021-07-01,9.576,99.0,99.0,282.545,2499.0,2499.0
2021-08-01,13.81,145.0,145.0,266.606,2358.0,2358.0
2021-09-01,17.886,191.0,191.0,218.676,1934.0,1934.0
2021-10-01,17.77,186.0,186.0,224.398,1985.0,1985.0
2021-11-01,13.875,145.0,145.0,262.999,2326.0,2326.0
2021-12-01,15.424,162.0,162.0,337.938,2989.0,2989.0
2022-01-01,2.774,41.0,41.0,355.192,1212.0,1212.0
2022-02-01,2.288,29.0,29.0,305.59,1043.0,1043.0
2022-03-01,2.649,35.0,35.0,332.9,1136.0,1136.0
2022-04-01,2.355,29.0,29.0,249.526,851.0,851.0
2022-05-01,2.207,29.0,29.0,314.128,1072.0,1072.0
2022-06-01,2.688,35.0,35.0,374.846,1279.0,1279.0
2022-07-01,2.448,35.0,35.0,358.064,1222.0,1222.0
2022-08-01,1.647,23.0,23.0,300.618,1026.0,1026.0
2022-09-01,1.929,23.0,23.0,230.728,787.0,787.0
2022-10-01,2.164,29.0,29.0,200.542,684.0,684.0
2022-11-01,2.055,29.0,29.0,252.986,863.0,863.0
2022-12-01,2.796,35.0,35.0,281.88,962.0,962.0
2023-01-01,4.986,58.0,58.0,308.0,1051.0,1051.0
2023-02-01,3.871,41.0,41.0,270.0,921.0,921.0
2023-03-01,3.653,41.0,41.0,274.0,935.0,935.0
2023-04-01,4.318,46.0,46.0,227.0,775.0,775.0
2023-05-01,4.267,46.0,46.0,235.0,802.0,802.0
2023-06-01,3.674,41.0,41.0,244.0,833.0,833.0
2023-07-01,3.479,41.0,41.0,244.0,833.0,833.0
2023-08-01,3.621,41.0,41.0,245.0,836.0,836.0
2023-09-01,3.141,35.0,35.0,260.0,887.0,887.0
2023-10-01,3.563,41.0,41.0,275.0,938.0,938.0
2023-11-01,4.493,52.0,52.0,259.0,884.0,884.0
2023-12-01,4.934,58.0,58.0,285.0,972.0,972.0
2024-01-01,2.459,41.0,41.0,276.0,942.0,942.0
2024-02-01,2.214,23.0,23.0,254.0,867.0,867.0
2024-03-01,2.668,29.0,29.0,232.0,792.0,792.0
2024-04-01,2.811,35.0,35.0,278.0,949.0,949.0
2024-05-01,1.648,17.0,17.0,261.0,891.0,891.0
2024-06-01,2.942,35.0,35.0,255.0,870.0,870.0
2024-07-01,1.726,17.0,17.0,267.0,911.0,911.0
2024-08-01,2.492,29.0,29.0,277.0,945.0,945.0
2024-09-01,1.655,17.0,17.0,269.0,918.0,918.0
2024-10-01,2.628,29.0,29.0,284.0,969.0,969.0
2024-11-01,2.571,29.0,29.0,294.0,1003.0,1003.0
2024-12-01,2.186,23.0,23.0,260.0,887.0,887.0
