measured_on,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-01-01,4581.0,55432.0,55432.0,2075.0,0.0,0.0,,,
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-03-01,9785.0,118214.0,118214.0,4685.0,4041.0,4041.0,,,
2012-04-01,60642.0,696774.0,696774.0,29545.0,6962.0,6962.0,,,
2012-05-01,29590.0,352092.0,352092.0,15497.0,17009.0,17009.0,,,
2012-06-01,54543.0,657035.0,657035.0,28957.0,24355.0,24355.0,,,
2012-07-01,75016.0,877782.0,877782.0,39766.0,31727.0,31727.0,,,
2012-08-01,81683.0,938693.0,938693.0,43913.0,39610.0,39610.0,,,
2012-09-01,29848.0,351132.0,351132.0,16743.0,29330.0,29330.0,,,
2012-10-01,54012.0,684728.0,684728.0,26902.0,6036.0,6036.0,,,
2012-11-01,48173.0,556343.0,556343.0,24228.0,5649.0,5649.0,,,
2012-12-01,14300.0,166470.0,166470.0,6615.0,6261.0,6261.0,,,
2013-01-01,17514.0,206546.0,206546.0,8073.0,1538.0,1538.0,,,
2013-02-01,17994.0,237032.0,237032.0,8386.0,173.0,173.0,,,
2013-03-01,41489.0,488703.0,488703.0,19398.0,1167.0,1167.0,,,
2013-04-01,15830.0,176297.0,176297.0,7398.0,0.0,0.0,,,
2013-05-01,48009.0,612244.0,612244.0,23658.0,780.0,780.0,,,
2013-06-01,51423.0,619093.0,619093.0,25163.0,5313.0,5313.0,,,
2013-07-01,56729.0,681066.0,681066.0,27791.0,5426.0,5426.0,,,
2013-08-01,51275.0,622457.0,622457.0,24941.0,1661.0,1661.0,,,
2013-09-01,60455.0,712549.0,712549.0,29821.0,852.0,852.0,,,
2013-10-01,64711.0,798619.0,798619.0,31950.0,896.0,896.0,,,
2013-11-01,58849.0,684561.0,684561.0,27816.0,340.0,340.0,,,
2013-12-01,47260.0,558828.0,558828.0,23029.0,979.0,979.0,,,
2014-01-01,26728.0,326517.0,326517.0,12925.0,167.0,167.0,,,
2014-02-01,22417.0,283445.0,283445.0,11315.0,263.0,263.0,,,
2014-03-01,10157.0,119063.0,119063.0,4999.0,3573.0,3573.0,,,
2014-04-01,50065.0,611627.0,611627.0,25201.0,9001.0,9001.0,,,
2014-05-01,61265.0,732508.0,732508.0,31074.0,4451.0,4451.0,,,
2014-06-01,54869.0,656912.0,656912.0,27696.0,10100.0,10100.0,,,
2014-07-01,54178.0,656878.0,656878.0,28448.0,13625.0,13625.0,,,
2014-08-01,56203.0,674868.0,674868.0,31210.0,33638.0,33638.0,,,
2014-09-01,52033.0,619507.0,619507.0,29371.0,41868.0,41868.0,,,
2014-10-01,29384.0,346343.0,346343.0,15638.0,17136.0,17136.0,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2015-01-01,3763.0,54271.0,54271.0,1588.0,0.0,0.0,,,
2015-02-01,37050.0,434916.0,434916.0,17797.0,5689.0,5689.0,,,
2015-03-01,79369.0,988814.0,988814.0,43069.0,20635.0,20635.0,,,
2015-04-01,42604.0,499715.0,499715.0,21976.0,4018.0,4018.0,,,
2015-05-01,61464.0,740276.0,740276.0,33249.0,15481.0,15481.0,,,
2015-06-01,43798.0,552316.0,552316.0,23236.0,6805.0,6805.0,,,
2015-07-01,56981.0,678742.0,678742.0,30901.0,15537.0,15537.0,,,
2015-08-01,61916.0,760452.0,760452.0,33188.0,0.0,0.0,,,
2015-09-01,38934.0,484799.0,484799.0,19522.0,1149.0,1149.0,,,
2015-10-01,58733.0,685650.0,685650.0,29662.0,900.0,900.0,,,
2015-11-01,10619.0,127163.0,127163.0,5219.0,638.0,638.0,,,
2015-12-01,38676.0,460772.0,460772.0,18986.0,2900.0,2900.0,,,
2016-01-01,20606.0,248674.0,248674.0,9741.0,555.0,555.0,,,
2016-02-01,8775.0,107261.0,107261.0,4238.0,388.0,388.0,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-04-01,11681.0,145314.0,145314.0,5731.0,215.0,215.0,,,
2016-05-01,19739.0,245572.0,245572.0,9682.0,641.0,641.0,,,
2016-06-01,29818.0,373583.0,373583.0,14597.0,0.0,0.0,,,
2016-07-01,96944.0,1152533.0,1152533.0,52715.0,34937.0,34937.0,,,
2016-08-01,94378.0,1123793.0,1123793.0,55760.0,73536.0,73536.0,,,
2016-09-01,90149.0,1062403.0,1062403.0,52659.0,61925.0,61925.0,,,
2016-10-01,33864.0,416748.0,416748.0,18534.0,20427.0,20427.0,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-12-01,1596.0,21973.0,21973.0,766.0,265.0,265.0,,,
2017-01-01,5359.0,66586.0,66586.0,2669.0,0.0,0.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-03-01,18326.0,232189.0,232189.0,9288.0,2145.0,2145.0,,,
2017-04-01,36705.0,439117.0,439117.0,21045.0,13899.0,13899.0,,,
2017-05-01,38031.0,456111.0,456111.0,20681.0,3100.0,3100.0,,,
2017-06-01,67256.0,810024.0,810024.0,36127.0,8533.0,8533.0,,,
2017-07-01,95240.0,1112033.0,1112033.0,54677.0,49752.0,49752.0,,,
2017-08-01,70279.0,816358.0,816358.0,41360.0,39472.0,39472.0,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-11-01,917.0,13603.0,13603.0,360.0,0.0,0.0,,,
2017-12-01,22595.0,284252.0,284252.0,12012.0,3189.0,3189.0,,,
2018-01-01,18485.0,195155.0,195155.0,8938.0,168.0,168.0,,,
2018-02-01,8887.0,108057.0,108057.0,4686.0,3003.0,3003.0,,,
2018-03-01,14111.0,170993.0,170993.0,7537.0,4041.0,4041.0,,,
2018-04-01,57948.0,738940.0,738940.0,31778.0,13056.0,13056.0,,,
2018-05-01,60918.0,718070.0,718070.0,36260.0,38711.0,38711.0,,,
2018-06-01,93357.0,1098259.0,1098259.0,61868.0,106401.0,106401.0,,,
2018-07-01,73955.0,878061.0,878061.0,50438.0,101057.0,101057.0,,,
2018-08-01,93746.0,1112007.0,1112007.0,64018.0,123737.0,123737.0,,,
2018-09-01,75886.0,891850.0,891850.0,49120.0,77140.0,77140.0,,,
2018-10-01,60721.0,724332.0,724332.0,38287.0,61311.0,61311.0,,,
2018-11-01,28689.0,345751.0,345751.0,15098.0,8886.0,8886.0,,,
2018-12-01,46598.0,555566.0,555566.0,26272.0,20137.0,20137.0,,,
2019-01-01,46172.0,539445.0,539445.0,25978.0,22504.0,22504.0,,,
2019-02-01,37436.0,439062.0,439062.0,21546.0,25385.0,25385.0,,,
2019-03-01,0.0,7172.0,7172.0,0.0,0.0,0.0,,,
2019-04-01,74367.0,888655.0,888655.0,42632.0,34599.0,34599.0,,,
2019-05-01,78024.0,922166.0,922166.0,48528.0,67996.0,67996.0,,,
2019-06-01,69578.0,829363.0,829363.0,41687.0,43475.0,43475.0,,,
2019-07-01,101705.0,1165666.0,1165666.0,60924.0,86846.0,86846.0,,,
2019-08-01,102982.0,1176807.0,1176807.0,63904.0,106506.0,106506.0,,,
2019-09-01,98505.0,1148465.0,1148465.0,60595.0,85551.0,85551.0,,,
2019-10-01,87706.0,1012142.0,1012142.0,50069.0,38115.0,38115.0,,,
2019-11-01,43742.0,534156.0,534156.0,24508.0,19407.0,19407.0,,,
2019-12-01,51890.0,611556.0,611556.0,28498.0,6439.0,6439.0,,,
2020-01-01,24834.0,310288.0,310288.0,14061.0,14282.0,14282.0,,,
2020-02-01,66891.0,803447.0,803447.0,39785.0,35772.0,35772.0,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2020-05-01,64208.0,763870.0,763870.0,35393.0,36515.0,36515.0,,,
2020-06-01,87348.0,989142.0,989142.0,49754.0,47672.0,47672.0,,,
2020-07-01,82139.0,964471.0,964471.0,51415.0,85726.0,85726.0,,,
2020-08-01,94704.0,1115645.0,1115645.0,59261.0,88150.0,88150.0,,,
2020-09-01,26359.0,298873.0,298873.0,15098.0,13617.0,13617.0,,,
2020-10-01,63472.0,760979.0,760979.0,36058.0,36462.0,36462.0,,,
2020-11-01,47947.0,507997.0,507997.0,27649.0,24498.0,24498.0,,,
2020-12-01,35647.0,411150.0,411150.0,19167.0,5938.0,5938.0,,,
2021-01-01,8902.0,119149.0,119149.0,4388.0,602.0,602.0,,,
2021-02-01,40541.0,464506.0,464506.0,21655.0,22032.0,22032.0,,,
2021-03-01,7727.0,92470.0,92470.0,4307.0,7789.0,7789.0,,,
2021-04-01,43306.0,516903.0,516903.0,25658.0,40813.0,40813.0,,,
2021-05-01,32180.0,395901.0,395901.0,18534.0,21223.0,21223.0,,,
2021-06-01,55636.0,620989.0,620989.0,34418.0,60633.0,60633.0,,,
2021-07-01,99559.0,1228571.0,1228571.0,62144.0,62007.0,62007.0,,,
2021-08-01,71012.0,965603.0,965603.0,44415.0,84460.0,84460.0,,,
2021-09-01,67605.0,827229.0,827229.0,40197.0,44883.0,44883.0,,,
2021-10-01,32361.0,366935.0,366935.0,19840.0,39770.0,39770.0,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-01-01,14416.0,177301.0,177301.0,7599.0,7139.0,7139.0,,,
2022-02-01,44160.0,525019.0,525019.0,23091.0,15260.0,15260.0,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-05-01,59389.0,708166.0,708166.0,34229.0,29532.0,29532.0,,,
2022-06-01,74321.0,871785.0,871785.0,43033.0,45827.0,45827.0,,,
2022-07-01,84457.0,965067.0,965067.0,53007.0,90867.0,90867.0,,,
2022-08-01,106233.0,1226553.0,1226553.0,69270.0,140100.0,140100.0,,,
2022-09-01,103547.0,1172843.0,1172843.0,68206.0,140106.0,140106.0,,,
2022-10-01,45625.0,564982.0,564982.0,27398.0,37375.0,37375.0,,,
2022-11-01,988.0,14791.0,14791.0,363.0,0.0,0.0,,,
2022-12-01,71067.0,822885.0,822885.0,44398.0,69730.0,69730.0,,,
2023-01-01,69105.0,833456.0,833456.0,41982.0,59642.0,59642.0,,,
2023-02-01,88771.0,1035289.0,1035289.0,52717.0,62101.0,62101.0,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-07-01,31747.0,402316.0,402316.0,20395.0,39479.0,39479.0,,,
2023-08-01,84920.0,860099.0,860099.0,57397.0,124188.0,124188.0,,,
2023-09-01,102965.0,1216091.0,1216091.0,65791.0,110832.0,110832.0,,,
2023-10-01,95116.0,1157647.0,1157647.0,55316.0,48585.0,48585.0,,,
2023-11-01,30632.0,359167.0,359167.0,17917.0,17688.0,17688.0,,,
2023-12-01,99086.0,1194951.0,1194951.0,60221.0,87940.0,87940.0,,,
2024-01-01,102993.0,1270453.0,1270453.0,63685.0,87343.0,87343.0,,,
2024-02-01,56566.0,775768.0,775768.0,34893.0,110342.0,110342.0,,,
2024-03-01,0.0,28.0,28.0,0.0,0.0,0.0,,,
2024-04-01,97912.0,1259460.0,1259460.0,60592.0,106852.0,106852.0,,,
2024-05-01,78834.0,1014980.0,1014980.0,48960.0,82356.0,82356.0,,,
2024-06-01,105068.0,1390994.0,1390994.0,67910.0,137742.0,137742.0,,,
2024-07-01,109770.0,1416310.0,1416310.0,71686.0,148075.0,148075.0,,,
2024-08-01,112193.0,1489021.0,1489021.0,73653.0,155841.0,155841.0,,,
2024-09-01,101142.0,1328061.0,1328061.0,62798.0,82329.0,82329.0,,,
2024-10-01,70294.0,917370.0,917370.0,43574.0,57362.0,57362.0,,,
2024-11-01,27583.0,367578.0,367578.0,18120.0,26202.0,26202.0,,,
2024-12-01,42591.0,554826.0,554826.0,27357.0,40635.0,40635.0,,,
