measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2016-06-01,0.0,0.0,0.0,38.031,351.0,351.0
2016-07-01,0.0,0.0,0.0,49.306,455.0,455.0
2016-08-01,0.0,0.0,0.0,71.5,660.0,660.0
2016-09-01,0.0,0.0,0.0,93.59,864.0,864.0
2016-10-01,0.0,0.0,0.0,86.68,800.0,800.0
2016-11-01,0.0,0.0,0.0,72.316,668.0,668.0
2016-12-01,175.0,29.0,29.0,79.797,737.0,737.0
2017-01-01,0.0,0.0,0.0,171.863,1583.0,1583.0
2017-02-01,0.0,0.0,0.0,154.126,1420.0,1420.0
2017-03-01,0.0,0.0,0.0,193.885,1786.0,1786.0
2017-04-01,0.0,0.0,0.0,188.776,1739.0,1739.0
2017-05-01,0.0,0.0,0.0,203.099,1871.0,1871.0
2017-06-01,0.0,0.0,0.0,196.326,1809.0,1809.0
2017-07-01,0.0,0.0,0.0,161.626,1489.0,1489.0
2017-08-01,0.0,0.0,0.0,131.751,1214.0,1214.0
2017-09-01,0.0,0.0,0.0,120.256,1108.0,1108.0
2017-10-01,0.0,0.0,0.0,107.745,993.0,993.0
2017-11-01,0.0,0.0,0.0,123.434,1137.0,1137.0
2017-12-01,4.0,41.0,41.0,145.113,1337.0,1337.0
2018-01-01,12.98,155.0,155.0,103.991,947.0,947.0
2018-02-01,12.106,143.0,143.0,103.05,938.0,938.0
2018-03-01,12.107,143.0,143.0,104.731,953.0,953.0
2018-04-01,12.23,149.0,149.0,110.527,1006.0,1006.0
2018-05-01,13.993,167.0,167.0,123.801,1127.0,1127.0
2018-06-01,13.064,155.0,155.0,112.77,1027.0,1027.0
2018-07-01,14.078,167.0,167.0,96.16,875.0,875.0
2018-08-01,14.376,174.0,174.0,83.381,759.0,759.0
2018-09-01,14.633,174.0,174.0,71.298,649.0,649.0
2018-10-01,15.365,186.0,186.0,70.385,641.0,641.0
2018-11-01,13.825,167.0,167.0,82.137,748.0,748.0
2018-12-01,13.243,161.0,161.0,84.769,772.0,772.0
2019-01-01,23.982,403.0,403.0,59.497,530.0,530.0
2019-02-01,26.655,459.0,459.0,55.653,496.0,496.0
2019-03-01,26.415,459.0,459.0,65.165,580.0,580.0
2019-04-01,24.275,422.0,422.0,66.782,595.0,595.0
2019-05-01,26.42,459.0,459.0,79.78,710.0,710.0
2019-06-01,22.701,391.0,391.0,69.646,620.0,620.0
2019-07-01,25.857,446.0,446.0,60.16,536.0,536.0
2019-08-01,28.629,496.0,496.0,57.744,514.0,514.0
2019-09-01,33.995,589.0,589.0,46.278,412.0,412.0
2019-10-01,35.728,620.0,620.0,46.151,411.0,411.0
2019-11-01,27.139,471.0,471.0,53.729,478.0,478.0
2019-12-01,36.204,626.0,626.0,56.415,502.0,502.0
2020-01-01,102.809,1221.0,1221.0,22.376,196.0,196.0
2020-02-01,66.65,794.0,794.0,23.368,205.0,205.0
2020-03-01,67.29,806.0,806.0,20.5,180.0,180.0
2020-04-01,64.572,769.0,769.0,18.946,166.0,166.0
2020-05-01,54.675,651.0,651.0,27.792,244.0,244.0
2020-06-01,68.839,825.0,825.0,27.073,237.0,237.0
2020-07-01,89.733,1073.0,1073.0,25.48,223.0,223.0
2020-08-01,91.941,1097.0,1097.0,21.587,189.0,189.0
2020-09-01,58.463,701.0,701.0,17.296,152.0,152.0
2020-10-01,69.974,837.0,837.0,17.201,151.0,151.0
2020-11-01,54.264,651.0,651.0,19.794,174.0,174.0
2020-12-01,53.79,645.0,645.0,20.587,180.0,180.0
2021-01-01,32.141,434.0,434.0,89.36,790.0,790.0
2021-02-01,35.59,484.0,484.0,74.355,658.0,658.0
2021-03-01,38.491,521.0,521.0,71.31,631.0,631.0
2021-04-01,37.0,502.0,502.0,62.901,556.0,556.0
2021-05-01,19.161,260.0,260.0,77.928,689.0,689.0
2021-06-01,25.722,347.0,347.0,83.905,742.0,742.0
2021-07-01,25.137,341.0,341.0,74.707,661.0,661.0
2021-08-01,36.25,490.0,490.0,70.492,623.0,623.0
2021-09-01,46.951,639.0,639.0,57.819,511.0,511.0
2021-10-01,46.647,632.0,632.0,59.332,525.0,525.0
2021-11-01,36.422,496.0,496.0,69.538,615.0,615.0
2021-12-01,40.488,552.0,552.0,89.353,790.0,790.0
2022-01-01,25.858,353.0,353.0,121.727,415.0,415.0
2022-02-01,21.325,291.0,291.0,104.727,357.0,357.0
2022-03-01,24.695,335.0,335.0,114.086,389.0,389.0
2022-04-01,21.954,298.0,298.0,85.514,292.0,292.0
2022-05-01,20.574,279.0,279.0,107.653,367.0,367.0
2022-06-01,25.057,341.0,341.0,128.461,438.0,438.0
2022-07-01,22.822,310.0,310.0,122.71,419.0,419.0
2022-08-01,15.349,211.0,211.0,103.023,352.0,352.0
2022-09-01,17.98,242.0,242.0,79.072,270.0,270.0
2022-10-01,20.174,273.0,273.0,68.727,234.0,234.0
2022-11-01,19.153,260.0,260.0,86.699,296.0,296.0
2022-12-01,26.059,353.0,353.0,96.601,330.0,330.0
2023-01-01,26.696,329.0,329.0,-1.0,0.0,0.0
2023-02-01,20.726,248.0,248.0,99.0,338.0,338.0
2023-03-01,19.559,236.0,236.0,62.0,212.0,212.0
2023-04-01,23.121,279.0,279.0,91.0,310.0,310.0
2023-05-01,22.846,279.0,279.0,65.0,222.0,222.0
2023-06-01,19.671,236.0,236.0,166.0,566.0,566.0
2023-07-01,18.627,223.0,223.0,140.0,478.0,478.0
2023-08-01,19.388,236.0,236.0,192.0,655.0,655.0
2023-09-01,16.816,205.0,205.0,139.0,474.0,474.0
2023-10-01,19.075,229.0,229.0,106.0,362.0,362.0
2023-11-01,24.056,291.0,291.0,136.0,464.0,464.0
2023-12-01,26.419,322.0,322.0,129.0,440.0,440.0
2024-01-01,8.78,136.0,136.0,119.0,406.0,406.0
2024-02-01,7.906,118.0,118.0,132.0,450.0,450.0
2024-03-01,9.529,143.0,143.0,110.0,375.0,375.0
2024-04-01,10.04,155.0,155.0,117.0,399.0,399.0
2024-05-01,5.885,87.0,87.0,145.0,495.0,495.0
2024-06-01,10.508,161.0,161.0,149.0,508.0,508.0
2024-07-01,6.164,93.0,93.0,167.0,570.0,570.0
2024-08-01,8.901,136.0,136.0,164.0,560.0,560.0
2024-09-01,5.911,93.0,93.0,144.0,491.0,491.0
2024-10-01,9.386,143.0,143.0,81.0,276.0,276.0
2024-11-01,9.182,143.0,143.0,147.0,502.0,502.0
2024-12-01,7.808,118.0,118.0,142.0,485.0,485.0
