measured_on,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-10-01,72.0,829.0,829.0,74221.0,843646.0,843646.0
2006-11-01,0.0,0.0,0.0,21173.0,231639.0,231639.0
2006-12-01,0.0,0.0,0.0,3167.0,52947.0,52947.0
2007-01-01,35.309000000000005,417.0,417.0,64321.691,760504.0,760504.0
2007-02-01,16.68,200.0,200.0,67046.32,803576.0,803576.0
2007-03-01,13.233,147.0,147.0,127405.767,1415246.0,1415246.0
2007-04-01,41.666000000000004,429.0,429.0,213193.334,2196299.0,2196299.0
2007-05-01,18.477,194.0,194.0,167001.523,1753763.0,1753763.0
2007-06-01,15.851,176.0,176.0,136058.149,1514182.0,1514182.0
2007-07-01,25.482000000000003,300.0,300.0,76361.518,898630.0,898630.0
2007-08-01,61.856,688.0,688.0,151123.144,1680792.0,1680792.0
2007-09-01,56.449000000000005,659.0,659.0,93617.551,1092179.0,1092179.0
2007-10-01,116.81200000000001,1335.0,1335.0,114937.188,1313343.0,1313343.0
2007-11-01,19.332,218.0,218.0,107541.668,1210263.0,1210263.0
2007-12-01,0.0,0.0,0.0,83642.0,962325.0,962325.0
2008-01-01,0.0,0.0,0.0,85009.0,986888.0,986888.0
2008-02-01,0.0,0.0,0.0,56309.0,687577.0,687577.0
2008-03-01,0.0,0.0,0.0,90425.0,1064749.0,1064749.0
2008-04-01,0.0,0.0,0.0,103209.0,1192448.0,1192448.0
2008-05-01,0.0,0.0,0.0,170500.0,1866609.0,1866609.0
2008-06-01,0.0,0.0,0.0,167893.0,1839670.0,1839670.0
2008-07-01,0.0,0.0,0.0,142108.0,1553053.0,1553053.0
2008-08-01,0.0,0.0,0.0,178050.0,1960712.0,1960712.0
2008-09-01,0.0,0.0,0.0,125223.0,1412270.0,1412270.0
2008-10-01,0.0,0.0,0.0,105126.0,1218386.0,1218386.0
2008-11-01,0.0,0.0,0.0,93443.0,1078072.0,1078072.0
2008-12-01,0.0,0.0,0.0,72987.0,874955.0,874955.0
2009-01-01,1039.069,13246.0,13246.0,85368.931,1088238.0,1088238.0
2009-02-01,0.0,0.0,0.0,85218.0,1043401.0,1043401.0
2009-03-01,0.0,0.0,0.0,91614.0,1067505.0,1067505.0
2009-04-01,0.0,0.0,0.0,23924.0,310624.0,310624.0
2009-05-01,0.0,0.0,0.0,84819.0,1003215.0,1003215.0
2009-06-01,0.0,0.0,0.0,182003.0,2006969.0,2006969.0
2009-07-01,0.0,0.0,0.0,260877.0,2915414.0,2915414.0
2009-08-01,0.0,0.0,0.0,208298.0,2287866.0,2287866.0
2009-09-01,0.0,0.0,0.0,109064.0,1312875.0,1312875.0
2009-10-01,0.0,0.0,0.0,115217.0,1425542.0,1425542.0
2009-11-01,0.0,0.0,0.0,48197.0,635802.0,635802.0
2009-12-01,0.0,0.0,0.0,65290.0,811288.0,811288.0
2010-01-01,0.0,0.0,0.0,35696.0,454507.0,454507.0
2010-02-01,0.0,0.0,0.0,78433.0,921586.0,921586.0
2010-03-01,0.0,0.0,0.0,70638.0,885070.0,885070.0
2010-04-01,0.0,0.0,0.0,41012.0,560068.0,560068.0
2010-05-01,0.0,0.0,0.0,51680.0,684195.0,684195.0
2010-06-01,0.0,0.0,0.0,74161.0,935691.0,935691.0
2010-07-01,0.0,0.0,0.0,96667.0,1144761.0,1144761.0
2010-08-01,0.0,0.0,0.0,151955.0,1757297.0,1757297.0
2010-09-01,0.0,0.0,0.0,95575.0,1145165.0,1145165.0
2010-10-01,0.0,0.0,0.0,45380.0,577559.0,577559.0
2010-11-01,0.0,0.0,0.0,19336.0,249890.0,249890.0
2010-12-01,0.0,0.0,0.0,471.0,26283.0,26283.0
2011-01-01,0.0,0.0,0.0,7867.0,102317.0,102317.0
2011-02-01,1095.71,13924.0,13924.0,28219.29,358604.0,358604.0
2011-03-01,0.0,0.0,0.0,-1056.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,11311.0,160240.0,160240.0
2011-05-01,0.0,0.0,0.0,28025.0,345191.0,345191.0
2011-06-01,0.0,0.0,0.0,81144.0,936447.0,936447.0
2011-07-01,0.0,0.0,0.0,100334.0,1129744.0,1129744.0
2011-08-01,0.0,0.0,0.0,113938.0,1321886.0,1321886.0
2011-09-01,502.019,6189.0,6189.0,51275.981,632152.0,632152.0
2011-10-01,0.0,0.0,0.0,11473.0,164567.0,164567.0
2011-11-01,0.0,0.0,0.0,-1090.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,4427.0,72262.0,72262.0
2012-01-01,0.0,0.0,0.0,-1170.0,1059.0,1059.0
2012-02-01,0.0,0.0,0.0,-489.0,13754.0,13754.0
2012-03-01,0.0,0.0,0.0,51805.0,618745.0,618745.0
2012-04-01,0.0,0.0,0.0,87145.0,990534.0,990534.0
2012-05-01,0.0,0.0,0.0,69413.0,828741.0,828741.0
2012-06-01,0.0,0.0,0.0,108624.0,1292404.0,1292404.0
2012-07-01,0.0,0.0,0.0,128768.0,1504262.0,1504262.0
2012-08-01,0.0,0.0,0.0,125427.0,1471920.0,1471920.0
2012-09-01,0.0,0.0,0.0,54141.0,633670.0,633670.0
2012-10-01,254.642,3434.0,3434.0,15814.358,213253.0,213253.0
2012-11-01,0.0,0.0,0.0,20692.0,259923.0,259923.0
2012-12-01,0.0,0.0,0.0,-360.0,16689.0,16689.0
2013-01-01,0.0,0.0,0.0,-1528.0,2.0,2.0
2013-02-01,0.0,0.0,0.0,-1296.0,13.0,13.0
2013-03-01,0.0,0.0,0.0,5307.0,88078.0,88078.0
2013-04-01,0.0,0.0,0.0,10876.0,146026.0,146026.0
2013-05-01,0.0,0.0,0.0,42648.0,537785.0,537785.0
2013-06-01,0.0,0.0,0.0,150453.0,1778888.0,1778888.0
2013-07-01,0.0,0.0,0.0,144091.0,1726299.0,1726299.0
2013-08-01,0.0,0.0,0.0,182966.0,2163156.0,2163156.0
2013-09-01,188.163,2230.0,2230.0,147000.84,1742323.0,1742323.0
2013-10-01,0.0,0.0,0.0,61058.0,736753.0,736753.0
2013-11-01,0.0,0.0,0.0,40325.0,519797.0,519797.0
2013-12-01,0.0,0.0,0.0,18358.0,240714.0,240714.0
2014-01-01,0.0,0.0,0.0,-62.0,12526.0,12526.0
2014-02-01,0.0,0.0,0.0,15544.0,203032.0,203032.0
2014-03-01,0.0,0.0,0.0,23431.0,305671.0,305671.0
2014-04-01,0.0,0.0,0.0,29425.0,383065.0,383065.0
2014-05-01,0.0,0.0,0.0,38814.0,478331.0,478331.0
2014-06-01,0.0,0.0,0.0,50771.0,652753.0,652753.0
2014-07-01,0.0,0.0,0.0,72046.0,885144.0,885144.0
2014-08-01,0.0,0.0,0.0,109134.0,1301812.0,1301812.0
2014-09-01,0.0,0.0,0.0,48222.0,574434.0,574434.0
2014-10-01,28.213,342.0,342.0,61110.787,741227.0,741227.0
2014-11-01,0.0,0.0,0.0,23468.0,301132.0,301132.0
2014-12-01,-0.229,0.0,0.0,-987.771,0.0,0.0
2015-01-01,0.0,0.0,0.0,664.0,23418.0,23418.0
2015-02-01,38.674,472.0,472.0,29845.326,364254.0,364254.0
2015-03-01,0.0,0.0,0.0,23828.0,311604.0,311604.0
2015-04-01,0.0,0.0,0.0,67316.0,879241.0,879241.0
2015-05-01,0.0,0.0,0.0,29773.0,421509.0,421509.0
2015-06-01,0.0,0.0,0.0,46520.0,590863.0,590863.0
2015-07-01,0.0,0.0,0.0,92293.0,1106503.0,1106503.0
2015-08-01,0.0,0.0,0.0,120502.0,1430133.0,1430133.0
2015-09-01,0.0,0.0,0.0,47429.0,600292.0,600292.0
2015-10-01,294.208,3953.0,3953.0,25541.792,343181.0,343181.0
2015-11-01,0.0,0.0,0.0,29891.0,381200.0,381200.0
2015-12-01,0.0,0.0,0.0,3274.0,68840.0,68840.0
2016-01-01,0.0,0.0,0.0,-1526.0,3.0,3.0
2016-02-01,0.0,0.0,0.0,120.0,21629.0,21629.0
2016-03-01,-0.356,0.0,0.0,-535.644,0.0,0.0
2016-04-01,0.0,0.0,0.0,4289.0,61827.0,61827.0
2016-05-01,0.0,0.0,0.0,17358.0,246686.0,246686.0
2016-06-01,0.0,0.0,0.0,63882.0,781166.0,781166.0
2016-07-01,0.0,0.0,0.0,120884.0,1462061.0,1462061.0
2016-08-01,0.0,0.0,0.0,96238.0,1183957.0,1183957.0
2016-09-01,0.0,0.0,0.0,50091.0,623341.0,623341.0
2016-10-01,94.099,1204.0,1204.0,58870.901,753001.0,753001.0
2016-11-01,0.0,0.0,0.0,7093.0,110167.0,110167.0
2016-12-01,0.0,0.0,0.0,7431.0,127421.0,127421.0
2017-01-01,0.0,0.0,0.0,7386.0,99591.0,99591.0
2017-02-01,0.0,0.0,0.0,253.0,19560.0,19560.0
2017-03-01,0.0,0.0,0.0,18158.0,237334.0,237334.0
2017-04-01,0.0,0.0,0.0,18517.0,242508.0,242508.0
2017-05-01,0.0,0.0,0.0,28856.0,376268.0,376268.0
2017-06-01,0.0,0.0,0.0,87780.0,1078366.0,1078366.0
2017-07-01,0.0,0.0,0.0,128309.0,1528868.0,1528868.0
2017-08-01,0.0,0.0,0.0,78263.0,961578.0,961578.0
2017-09-01,109.979,1593.0,1593.0,11764.021,170397.0,170397.0
2017-10-01,0.0,0.0,0.0,28228.0,353486.0,353486.0
2017-11-01,0.0,0.0,0.0,14121.0,201696.0,201696.0
2017-12-01,0.0,0.0,0.0,33.0,26746.0,26746.0
2018-01-01,0.0,0.0,0.0,30358.0,382419.0,382419.0
2018-02-01,0.0,0.0,0.0,-1106.0,72.0,72.0
2018-03-01,0.0,0.0,0.0,29125.0,368408.0,368408.0
2018-04-01,0.0,0.0,0.0,847.0,24141.0,24141.0
2018-05-01,0.0,0.0,0.0,103615.0,1191888.0,1191888.0
2018-06-01,0.0,0.0,0.0,198883.0,2313069.0,2313069.0
2018-07-01,0.0,0.0,0.0,209262.0,2392032.0,2392032.0
2018-08-01,59.998,707.0,707.0,244889.0,2883658.0,2883658.0
2018-09-01,23.186,303.0,303.0,32232.814,420931.0,420931.0
2018-10-01,0.0,0.0,0.0,20012.0,267469.0,267469.0
2018-11-01,0.0,0.0,0.0,20931.0,272264.0,272264.0
2018-12-01,0.0,0.0,0.0,23295.0,301742.0,301742.0
2019-01-01,0.0,0.0,0.0,8563.0,133985.0,133985.0
2019-02-01,0.0,0.0,0.0,13812.0,183774.0,183774.0
2019-03-01,0.0,0.0,0.0,31462.0,376172.0,376172.0
2019-04-01,0.0,0.0,0.0,40377.0,457361.0,457361.0
2019-05-01,0.0,0.0,0.0,59434.0,714745.0,714745.0
2019-06-01,0.0,0.0,0.0,88566.0,1099065.0,1099065.0
2019-07-01,0.0,0.0,0.0,215327.0,2512028.0,2512028.0
2019-08-01,0.0,0.0,0.0,329104.0,3522135.0,3522135.0
2019-09-01,0.0,0.0,0.0,155868.0,1769378.0,1769378.0
2019-10-01,0.0,0.0,0.0,159051.0,1798561.0,1798561.0
2019-11-01,0.0,0.0,0.0,8463.0,113153.0,113153.0
2019-12-01,0.0,0.0,0.0,-1400.0,9.0,9.0
2020-01-01,0.0,0.0,0.0,-1480.0,672.0,672.0
2020-02-01,0.0,0.0,0.0,24951.0,317680.0,317680.0
2020-03-01,0.0,0.0,0.0,48267.0,535922.0,535922.0
2020-04-01,0.0,0.0,0.0,53376.0,663196.0,663196.0
2020-05-01,0.0,0.0,0.0,41866.0,516574.0,516574.0
2020-06-01,0.0,0.0,0.0,89508.0,1100005.0,1100005.0
2020-07-01,0.0,0.0,0.0,208218.0,2467730.0,2467730.0
2020-08-01,0.0,0.0,0.0,221935.0,2617741.0,2617741.0
2020-09-01,0.0,0.0,0.0,41195.0,519496.0,519496.0
2020-10-01,0.0,0.0,0.0,120583.0,1408902.0,1408902.0
2020-11-01,0.0,0.0,0.0,62825.0,721275.0,721275.0
2020-12-01,0.0,0.0,0.0,3194.0,53435.0,53435.0
2021-01-01,0.0,0.0,0.0,34066.0,389211.0,389211.0
2021-02-01,0.0,0.0,0.0,127582.0,1378443.0,1378443.0
2021-03-01,0.0,0.0,0.0,-700.0,58.0,58.0
2021-04-01,0.0,0.0,0.0,100259.0,1152743.0,1152743.0
2021-05-01,0.0,0.0,0.0,6772.0,92521.0,92521.0
2021-06-01,0.0,0.0,0.0,113831.0,1399955.0,1399955.0
2021-07-01,0.0,0.0,0.0,184083.0,2254781.0,2254781.0
2021-08-01,0.0,0.0,0.0,189164.0,2295873.0,2295873.0
2021-09-01,0.0,0.0,0.0,163458.0,1995709.0,1995709.0
2021-10-01,0.0,0.0,0.0,196716.0,2269644.0,2269644.0
2021-11-01,0.0,0.0,0.0,51932.0,638216.0,638216.0
2021-12-01,0.0,0.0,0.0,-874.0,9.0,9.0
2022-01-01,0.0,0.0,0.0,40240.0,519422.0,519422.0
2022-02-01,0.0,0.0,0.0,55432.0,695342.0,695342.0
2022-03-01,0.0,0.0,0.0,21369.0,267363.0,267363.0
2022-04-01,0.0,0.0,0.0,33969.0,448834.0,448834.0
2022-05-01,0.0,0.0,0.0,109055.0,1290749.0,1290749.0
2022-06-01,0.0,0.0,0.0,227948.0,2673043.0,2673043.0
2022-07-01,0.0,0.0,0.0,286695.0,3264846.0,3264846.0
2022-08-01,0.0,0.0,0.0,255547.0,2912119.0,2912119.0
2022-09-01,0.0,0.0,0.0,145058.0,1681053.0,1681053.0
2022-10-01,0.0,0.0,0.0,88238.0,1009511.0,1009511.0
2022-11-01,0.0,0.0,0.0,95192.0,1081073.0,1081073.0
2022-12-01,0.0,0.0,0.0,42529.0,521513.0,521513.0
2023-01-01,0.0,0.0,0.0,10539.0,135732.0,135732.0
2023-02-01,0.0,0.0,0.0,19067.0,234725.0,234725.0
2023-03-01,0.0,0.0,0.0,109197.0,1226172.0,1226172.0
2023-04-01,0.0,0.0,0.0,128029.0,1497456.0,1497456.0
2023-05-01,0.0,0.0,0.0,240652.0,2621713.0,2621713.0
2023-06-01,0.0,0.0,0.0,265773.0,2908412.0,2908412.0
2023-07-01,0.0,0.0,0.0,223053.0,2500528.0,2500528.0
2023-08-01,0.0,0.0,0.0,374845.0,4118988.0,4118988.0
2023-09-01,0.0,0.0,0.0,265550.0,2956233.0,2956233.0
2023-10-01,0.0,0.0,0.0,186312.0,2062183.0,2062183.0
2023-11-01,0.0,0.0,0.0,70225.0,746482.0,746482.0
2023-12-01,0.0,0.0,0.0,11560.0,136964.0,136964.0
2024-01-01,0.0,0.0,0.0,120040.0,1348975.0,1348975.0
2024-02-01,0.0,0.0,0.0,-1346.0,12.0,12.0
2024-03-01,0.0,0.0,0.0,147303.0,1595745.0,1595745.0
2024-04-01,0.0,0.0,0.0,222647.0,2257500.0,2257500.0
2024-05-01,0.0,0.0,0.0,365500.0,3781163.0,3781163.0
2024-06-01,0.0,0.0,0.0,349952.0,3655088.0,3655088.0
2024-07-01,0.0,0.0,0.0,162790.0,1833804.0,1833804.0
2024-08-01,0.0,0.0,0.0,239138.0,2665326.0,2665326.0
2024-09-01,0.0,0.0,0.0,261319.0,2893631.0,2893631.0
2024-10-01,0.0,0.0,0.0,243978.0,2670929.0,2670929.0
2024-11-01,0.0,0.0,0.0,233229.0,2470682.0,2470682.0
2024-12-01,0.0,0.0,0.0,187178.0,1943671.0,1943671.0
