measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2011-09-01,,,,118.179,2622.0,2622.0
2011-10-01,,,,94.47,2094.0,2094.0
2011-11-01,,,,207.757,4608.0,4608.0
2011-12-01,,,,193.616,4296.0,4296.0
2012-01-01,,,,132.69,3264.0,3264.0
2012-02-01,,,,62.723,1548.0,1548.0
2012-03-01,,,,77.872,1926.0,1926.0
2012-04-01,,,,88.884,2196.0,2196.0
2012-05-01,,,,184.77,4566.0,4566.0
2012-06-01,,,,104.795,2592.0,2592.0
2012-07-01,,,,59.426,1470.0,1470.0
2012-08-01,,,,40.438,1002.0,1002.0
2012-09-01,,,,96.796,2394.0,2394.0
2012-10-01,,,,115.204,2844.0,2844.0
2012-11-01,,,,153.889,3804.0,3804.0
2012-12-01,,,,47.513,1176.0,1176.0
2013-01-01,,,,0.0,414.0,414.0
2013-02-01,,,,0.0,294.0,294.0
2013-03-01,,,,0.0,348.0,348.0
2013-04-01,,,,0.0,360.0,360.0
2013-05-01,,,,0.0,492.0,492.0
2013-06-01,,,,0.0,486.0,486.0
2013-07-01,,,,0.0,534.0,534.0
2013-08-01,,,,0.0,294.0,294.0
2013-09-01,,,,0.0,468.0,468.0
2013-10-01,,,,0.0,240.0,240.0
2013-11-01,,,,0.0,696.0,696.0
2013-12-01,,,,0.0,540.0,540.0
2014-01-01,,,,65.429,1902.0,1902.0
2014-02-01,,,,93.709,2724.0,2724.0
2014-03-01,,,,84.69,2460.0,2460.0
2014-04-01,,,,32.629,948.0,948.0
2014-05-01,,,,20.812,606.0,606.0
2014-06-01,,,,42.757,1242.0,1242.0
2014-07-01,,,,48.202,1404.0,1404.0
2014-08-01,,,,43.323,1260.0,1260.0
2014-09-01,,,,119.885,3486.0,3486.0
2014-10-01,,,,78.156,2274.0,2274.0
2014-11-01,,,,59.458,1728.0,1728.0
2014-12-01,,,,80.95,2352.0,2352.0
2015-01-01,,,,6.363,264.0,264.0
2015-02-01,,,,5.604,228.0,228.0
2015-03-01,,,,11.801,480.0,480.0
2015-04-01,,,,4.099,168.0,168.0
2015-05-01,,,,5.354,216.0,216.0
2015-06-01,,,,8.982,366.0,366.0
2015-07-01,,,,7.963,324.0,324.0
2015-08-01,,,,3.221,132.0,132.0
2015-09-01,,,,7.846,318.0,318.0
2015-10-01,,,,4.341,174.0,174.0
2015-11-01,,,,7.284,294.0,294.0
2015-12-01,,,,7.142,288.0,288.0
2016-01-01,,,,12.31,372.0,372.0
2016-02-01,,,,34.828,1026.0,1026.0
2016-03-01,,,,35.934,1056.0,1056.0
2016-04-01,,,,11.848,348.0,348.0
2016-05-01,,,,27.166,798.0,798.0
2016-06-01,,,,48.104,1416.0,1416.0
2016-07-01,,,,12.854,378.0,378.0
2016-08-01,,,,16.737,492.0,492.0
2016-09-01,,,,17.219,510.0,510.0
2016-10-01,,,,12.693,372.0,372.0
2016-11-01,,,,30.134,888.0,888.0
2016-12-01,,,,57.173,1686.0,1686.0
2017-01-01,,,,42.345,1302.0,1302.0
2017-02-01,,,,23.091,708.0,708.0
2017-03-01,,,,29.683,912.0,912.0
2017-04-01,,,,36.002,1110.0,1110.0
2017-05-01,,,,38.376,1182.0,1182.0
2017-06-01,,,,26.361,810.0,810.0
2017-07-01,,,,20.725,636.0,636.0
2017-08-01,,,,17.151,528.0,528.0
2017-09-01,,,,26.841,828.0,828.0
2017-10-01,,,,31.157,960.0,960.0
2017-11-01,,,,48.728,1500.0,1500.0
2017-12-01,,,,47.54,1464.0,1464.0
2018-01-01,,,,19.346,648.0,648.0
2018-02-01,,,,14.479,492.0,492.0
2018-03-01,,,,21.149,720.0,720.0
2018-04-01,,,,15.043,516.0,516.0
2018-05-01,,,,19.446,666.0,666.0
2018-06-01,,,,27.206,930.0,930.0
2018-07-01,,,,11.599,396.0,396.0
2018-08-01,,,,15.794,540.0,540.0
2018-09-01,,,,17.005,582.0,582.0
2018-10-01,,,,18.297,624.0,624.0
2018-11-01,,,,17.705,606.0,606.0
2018-12-01,,,,18.931,648.0,648.0
2019-01-01,,,,36.57,1182.0,1182.0
2019-02-01,,,,34.048,1104.0,1104.0
2019-03-01,,,,49.211,1590.0,1590.0
2019-04-01,,,,28.634,924.0,924.0
2019-05-01,,,,50.449,1632.0,1632.0
2019-06-01,,,,43.199,1398.0,1398.0
2019-07-01,,,,25.789,834.0,834.0
2019-08-01,,,,34.0,1098.0,1098.0
2019-09-01,,,,39.034,1260.0,1260.0
2019-10-01,,,,41.32,1338.0,1338.0
2019-11-01,,,,36.155,1170.0,1170.0
2019-12-01,,,,38.591,1248.0,1248.0
2020-01-01,,,,14.121,606.0,606.0
2020-02-01,,,,14.681,630.0,630.0
2020-03-01,,,,12.543,540.0,540.0
2020-04-01,,,,14.225,612.0,612.0
2020-05-01,,,,16.394,708.0,708.0
2020-06-01,,,,19.763,852.0,852.0
2020-07-01,,,,10.084,432.0,432.0
2020-08-01,,,,16.346,702.0,702.0
2020-09-01,,,,12.519,540.0,540.0
2020-10-01,,,,15.62,672.0,672.0
2020-11-01,,,,20.979,900.0,900.0
2020-12-01,,,,16.725,720.0,720.0
2021-01-01,,,,126.329,2604.0,2604.0
2021-02-01,,,,209.086,4290.0,4290.0
2021-03-01,,,,161.681,3318.0,3318.0
2021-04-01,,,,126.149,2586.0,2586.0
2021-05-01,,,,124.014,2544.0,2544.0
2021-06-01,,,,143.047,2934.0,2934.0
2021-07-01,,,,51.324,1050.0,1050.0
2021-08-01,,,,79.831,1638.0,1638.0
2021-09-01,,,,110.898,2274.0,2274.0
2021-10-01,,,,139.604,2862.0,2862.0
2021-11-01,,,,134.381,2754.0,2754.0
2021-12-01,,,,201.656,4134.0,4134.0
2022-01-01,,,,84.689,1980.0,1980.0
2022-02-01,,,,90.821,2130.0,2130.0
2022-03-01,,,,75.318,1764.0,1764.0
2022-04-01,,,,50.314,1176.0,1176.0
2022-05-01,,,,98.787,2316.0,2316.0
2022-06-01,,,,68.22,1596.0,1596.0
2022-07-01,,,,49.182,1152.0,1152.0
2022-08-01,,,,52.603,1230.0,1230.0
2022-09-01,,,,62.119,1452.0,1452.0
2022-10-01,,,,73.922,1734.0,1734.0
2022-11-01,,,,85.695,2010.0,2010.0
2022-12-01,,,,99.33,2328.0,2328.0
2023-01-01,,,,95.778,2058.0,2058.0
2023-02-01,,,,95.088,2028.0,2028.0
2023-03-01,,,,88.938,1902.0,1902.0
2023-04-01,,,,71.638,1530.0,1530.0
2023-05-01,,,,67.53,1440.0,1440.0
2023-06-01,,,,54.851,1170.0,1170.0
2023-07-01,,,,56.04,1194.0,1194.0
2023-08-01,,,,45.207,966.0,966.0
2023-09-01,,,,76.243,1626.0,1626.0
2023-10-01,,,,57.665,1230.0,1230.0
2023-11-01,,,,70.296,1500.0,1500.0
2023-12-01,,,,89.726,1914.0,1914.0
2024-01-01,,,,33.477,1224.0,1224.0
2024-02-01,,,,21.474,780.0,780.0
2024-03-01,,,,17.043,618.0,618.0
2024-04-01,,,,13.692,498.0,498.0
2024-05-01,,,,16.658,606.0,606.0
2024-06-01,,,,11.484,420.0,420.0
2024-07-01,,,,11.309,414.0,414.0
2024-08-01,,,,13.713,498.0,498.0
2024-09-01,,,,10.283,372.0,372.0
2024-10-01,,,,15.552,564.0,564.0
2024-11-01,,,,15.135,552.0,552.0
2024-12-01,,,,14.18,516.0,516.0
