measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,66.991,2565.0,2565.0
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,23.099,884.0,884.0
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,100.93,3864.0,3864.0
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,100.521,3849.0,3849.0
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,146.889,5624.0,5624.0
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,193.239,7399.0,7399.0
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,70.45700000000001,2698.0,2698.0
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,4.046,155.0,155.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,14.067,539.0,539.0
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,13.624,522.0,522.0
2005-01-01,175.435,3060.07,3060.07,0.0,0.0,0.0,790.096,13823.54,13823.54
2005-02-01,89.03800000000001,1553.06,1553.06,0.0,0.0,0.0,655.893,11475.51,11475.51
2005-03-01,107.76100000000001,1879.65,1879.65,0.0,0.0,0.0,812.27,14211.49,14211.49
2005-04-01,112.289,1958.63,1958.63,0.0,0.0,0.0,800.337,14002.71,14002.71
2005-05-01,132.31300000000002,2307.91,2307.91,0.0,0.0,0.0,943.4680000000001,16506.93,16506.93
2005-06-01,119.795,2089.56,2089.56,0.0,0.0,0.0,1190.682,20832.2,20832.2
2005-07-01,191.824,3345.93,3345.93,0.0,0.0,0.0,1492.2810000000002,26108.97,26108.97
2005-08-01,212.281,3702.77,3702.77,0.0,0.0,0.0,1545.8410000000001,27046.06,27046.06
2005-09-01,210.80800000000002,3677.07,3677.07,0.0,0.0,0.0,1176.288,20580.36,20580.36
2005-10-01,125.789,2194.1,2194.1,0.0,0.0,0.0,939.711,16441.2,16441.2
2005-11-01,100.263,1748.86,1748.86,0.0,0.0,0.0,801.729,14027.06,14027.06
2005-12-01,218.406,3809.6,3809.6,0.0,0.0,0.0,782.405,13688.97,13688.97
2006-01-01,64.412,1008.0,1008.0,0.0,0.0,0.0,948.214,15157.0,15157.0
2006-02-01,63.741,998.0,998.0,0.0,0.0,0.0,1124.969,17983.0,17983.0
2006-03-01,55.887,875.0,875.0,0.0,0.0,0.0,1283.131,20511.0,20511.0
2006-04-01,73.725,1154.0,1154.0,0.0,0.0,0.0,1435.21,22942.0,22942.0
2006-05-01,66.629,1043.0,1043.0,0.0,0.0,0.0,1662.3310000000001,26573.0,26573.0
2006-06-01,79.685,1247.0,1247.0,0.0,0.0,0.0,2118.262,33861.0,33861.0
2006-07-01,77.301,1210.0,1210.0,0.0,0.0,0.0,2663.118,42570.0,42570.0
2006-08-01,83.191,1302.0,1302.0,0.0,0.0,0.0,2696.703,43107.0,43107.0
2006-09-01,59.1,925.0,925.0,0.0,0.0,0.0,1834.843,29330.0,29330.0
2006-10-01,76.068,1191.0,1191.0,0.0,0.0,0.0,1661.288,26556.0,26556.0
2006-11-01,66.396,1039.0,1039.0,0.0,0.0,0.0,1233.765,19722.0,19722.0
2006-12-01,73.866,1156.0,1156.0,0.0,0.0,0.0,1286.1680000000001,20560.0,20560.0
2007-01-01,,,,0.5710000000000001,6.0,6.0,165.989,2612.0,2612.0
2007-02-01,,,,0.395,6.0,6.0,490.774,7723.0,7723.0
2007-03-01,,,,0.534,6.0,6.0,296.06100000000004,4659.0,4659.0
2007-04-01,,,,0.5910000000000001,6.0,6.0,138.454,2179.0,2179.0
2007-05-01,,,,0.9810000000000001,12.0,12.0,1272.365,20023.0,20023.0
2007-06-01,,,,0.388,6.0,6.0,2190.109,34466.0,34466.0
2007-07-01,,,,0.338,6.0,6.0,4079.413,64198.0,64198.0
2007-08-01,,,,0.658,6.0,6.0,7379.161,116127.0,116127.0
2007-09-01,,,,0.254,6.0,6.0,1947.455,30647.0,30647.0
2007-10-01,,,,0.528,6.0,6.0,1176.728,18518.0,18518.0
2007-11-01,,,,0.8270000000000001,12.0,12.0,158.285,2491.0,2491.0
2007-12-01,,,,0.935,12.0,12.0,1255.207,19753.0,19753.0
2008-01-01,,,,1.091,23.0,23.0,1052.803,18535.0,18535.0
2008-02-01,,,,0.459,6.0,6.0,395.562,6964.0,6964.0
2008-03-01,,,,0.51,6.0,6.0,571.899,10069.0,10069.0
2008-04-01,,,,0.666,12.0,12.0,1059.739,18658.0,18658.0
2008-05-01,,,,1.131,18.0,18.0,1075.037,18927.0,18927.0
2008-06-01,,,,0.998,12.0,12.0,1718.653,30259.0,30259.0
2008-07-01,,,,0.7160000000000001,12.0,12.0,3310.3520000000003,58283.0,58283.0
2008-08-01,,,,0.447,6.0,6.0,2790.2940000000003,49127.0,49127.0
2008-09-01,,,,0.529,6.0,6.0,1126.0520000000001,19826.0,19826.0
2008-10-01,,,,0.58,6.0,6.0,1111.557,19570.0,19570.0
2008-11-01,,,,0.43,6.0,6.0,1385.8110000000001,24399.0,24399.0
2008-12-01,,,,0.443,6.0,6.0,1571.241,27664.0,27664.0
2009-01-01,,,,0.301,18.0,18.0,494.488,11677.0,11677.0
2009-02-01,,,,0.203,6.0,6.0,330.19300000000004,7797.0,7797.0
2009-03-01,,,,0.273,6.0,6.0,571.205,13489.0,13489.0
2009-04-01,,,,0.406,12.0,12.0,451.327,10658.0,10658.0
2009-05-01,,,,0.24700000000000003,6.0,6.0,485.41,11463.0,11463.0
2009-06-01,,,,0.058,0.0,0.0,1214.499,28680.0,28680.0
2009-07-01,,,,0.389,12.0,12.0,1390.469,32835.0,32835.0
2009-08-01,,,,0.225,6.0,6.0,1497.65,35366.0,35366.0
2009-09-01,,,,0.217,6.0,6.0,465.39700000000005,10990.0,10990.0
2009-10-01,,,,0.21400000000000002,6.0,6.0,481.47200000000004,11370.0,11370.0
2009-11-01,,,,0.23800000000000002,6.0,6.0,424.08700000000005,10015.0,10015.0
2009-12-01,,,,0.229,6.0,6.0,517.803,12228.0,12228.0
2010-01-01,,,,0.0,0.0,0.0,1027.361,24009.0,24009.0
2010-02-01,,,,0.0,0.0,0.0,412.658,9643.0,9643.0
2010-03-01,,,,0.0,0.0,0.0,490.497,11462.0,11462.0
2010-04-01,,,,0.0,0.0,0.0,534.224,12485.0,12485.0
2010-05-01,,,,0.0,0.0,0.0,642.686,15019.0,15019.0
2010-06-01,,,,0.0,0.0,0.0,1601.882,37435.0,37435.0
2010-07-01,,,,0.0,0.0,0.0,2498.3430000000003,58385.0,58385.0
2010-08-01,,,,0.0,0.0,0.0,2786.196,65112.0,65112.0
2010-09-01,,,,0.0,0.0,0.0,880.821,20585.0,20585.0
2010-10-01,,,,0.0,0.0,0.0,592.302,13842.0,13842.0
2010-11-01,,,,0.0,0.0,0.0,342.564,8005.0,8005.0
2010-12-01,,,,0.0,0.0,0.0,545.466,12747.0,12747.0
2011-01-01,,,,0.0,0.0,0.0,164.802,5101.0,5101.0
2011-02-01,,,,0.0,0.0,0.0,214.94,6653.0,6653.0
2011-03-01,,,,0.0,0.0,0.0,201.768,6246.0,6246.0
2011-04-01,,,,0.0,0.0,0.0,222.747,6895.0,6895.0
2011-05-01,,,,0.0,0.0,0.0,201.024,6223.0,6223.0
2011-06-01,,,,0.0,0.0,0.0,841.189,26039.0,26039.0
2011-07-01,,,,0.0,0.0,0.0,1322.796,40947.0,40947.0
2011-08-01,,,,0.0,0.0,0.0,945.421,29265.0,29265.0
2011-09-01,,,,0.0,0.0,0.0,314.321,9730.0,9730.0
2011-10-01,,,,0.0,0.0,0.0,166.484,5153.0,5153.0
2011-11-01,,,,0.0,0.0,0.0,130.657,4044.0,4044.0
2011-12-01,,,,0.0,0.0,0.0,146.851,4546.0,4546.0
2012-01-01,,,,0.0,0.0,0.0,0.931,1383.0,1383.0
2012-02-01,,,,0.0,0.0,0.0,0.794,1179.0,1179.0
2012-03-01,,,,0.0,0.0,0.0,1.023,1518.0,1518.0
2012-04-01,,,,0.0,0.0,0.0,1.292,1917.0,1917.0
2012-05-01,,,,0.0,0.0,0.0,2.297,3409.0,3409.0
2012-06-01,,,,0.0,0.0,0.0,2.113,3136.0,3136.0
2012-07-01,,,,0.0,0.0,0.0,3.801,5641.0,5641.0
2012-08-01,,,,0.0,0.0,0.0,2.36,3502.0,3502.0
2012-09-01,,,,0.0,0.0,0.0,1.136,1685.0,1685.0
2012-10-01,,,,0.0,0.0,0.0,0.52,772.0,772.0
2012-11-01,,,,0.0,0.0,0.0,0.42,623.0,623.0
2012-12-01,,,,0.0,0.0,0.0,0.313,465.0,465.0
2013-01-01,,,,0.0,0.0,0.0,225.256,6529.0,6529.0
2013-02-01,,,,0.0,0.0,0.0,492.82,14284.0,14284.0
2013-03-01,,,,0.0,0.0,0.0,620.885,17996.0,17996.0
2013-04-01,,,,0.0,0.0,0.0,454.16,13163.0,13163.0
2013-05-01,,,,0.0,0.0,0.0,729.92,21156.0,21156.0
2013-06-01,,,,0.0,0.0,0.0,1011.251,29310.0,29310.0
2013-07-01,,,,0.0,0.0,0.0,984.901,28546.0,28546.0
2013-08-01,,,,0.0,0.0,0.0,889.675,25786.0,25786.0
2013-09-01,,,,0.0,0.0,0.0,842.968,24432.0,24432.0
2013-10-01,,,,0.0,0.0,0.0,475.7,13788.0,13788.0
2013-11-01,,,,0.0,0.0,0.0,324.785,9414.0,9414.0
2013-12-01,,,,0.0,0.0,0.0,387.679,11236.0,11236.0
2014-01-01,,,,0.0,0.0,0.0,218.261,6285.0,6285.0
2014-02-01,,,,0.0,0.0,0.0,167.828,4831.0,4831.0
2014-03-01,,,,0.0,0.0,0.0,90.574,2607.0,2607.0
2014-04-01,,,,0.0,0.0,0.0,169.481,4879.0,4879.0
2014-05-01,,,,0.0,0.0,0.0,291.281,8385.0,8385.0
2014-06-01,,,,0.0,0.0,0.0,212.259,6110.0,6110.0
2014-07-01,,,,0.0,0.0,0.0,254.641,7330.0,7330.0
2014-08-01,,,,0.0,0.0,0.0,289.724,8340.0,8340.0
2014-09-01,,,,0.0,0.0,0.0,155.549,4478.0,4478.0
2014-10-01,,,,0.0,0.0,0.0,126.646,3646.0,3646.0
2014-11-01,,,,0.0,0.0,0.0,162.194,4669.0,4669.0
2014-12-01,,,,0.0,0.0,0.0,121.562,3499.0,3499.0
2015-01-01,,,,0.0,0.0,0.0,83.286,2566.0,2566.0
2015-02-01,,,,0.0,0.0,0.0,147.352,4541.0,4541.0
2015-03-01,,,,0.0,0.0,0.0,179.828,5541.0,5541.0
2015-04-01,,,,0.0,0.0,0.0,155.92,4805.0,4805.0
2015-05-01,,,,0.0,0.0,0.0,169.761,5231.0,5231.0
2015-06-01,,,,0.0,0.0,0.0,276.618,8524.0,8524.0
2015-07-01,,,,0.0,0.0,0.0,501.893,15466.0,15466.0
2015-08-01,,,,0.0,0.0,0.0,320.853,9887.0,9887.0
2015-09-01,,,,0.0,0.0,0.0,234.924,7239.0,7239.0
2015-10-01,,,,0.0,0.0,0.0,88.68,2733.0,2733.0
2015-11-01,,,,0.0,0.0,0.0,109.761,3382.0,3382.0
2015-12-01,,,,0.0,0.0,0.0,102.124,3147.0,3147.0
2016-01-01,,,,1.201,23.0,23.0,90.326,2255.0,2255.0
2016-02-01,,,,0.941,12.0,12.0,81.899,2043.0,2043.0
2016-03-01,,,,0.603,6.0,6.0,175.806,4386.0,4386.0
2016-04-01,,,,0.759,12.0,12.0,195.723,4883.0,4883.0
2016-05-01,,,,1.542,18.0,18.0,370.89,9254.0,9254.0
2016-06-01,,,,1.124,12.0,12.0,566.176,14126.0,14126.0
2016-07-01,,,,0.858,12.0,12.0,515.376,12859.0,12859.0
2016-08-01,,,,0.156,0.0,0.0,513.801,12820.0,12820.0
2016-09-01,,,,0.677,6.0,6.0,470.535,11740.0,11740.0
2016-10-01,,,,0.878,12.0,12.0,202.399,5050.0,5050.0
2016-11-01,,,,2.512,29.0,29.0,246.286,6145.0,6145.0
2016-12-01,,,,1.749,23.0,23.0,217.783,5434.0,5434.0
2017-01-01,,,,0.981,18.0,18.0,151.209,4214.0,4214.0
2017-02-01,,,,0.536,6.0,6.0,99.734,2779.0,2779.0
2017-03-01,,,,0.689,6.0,6.0,199.755,5567.0,5567.0
2017-04-01,,,,0.835,12.0,12.0,218.018,6076.0,6076.0
2017-05-01,,,,0.89,12.0,12.0,159.151,4435.0,4435.0
2017-06-01,,,,0.611,6.0,6.0,263.394,7340.0,7340.0
2017-07-01,,,,0.481,6.0,6.0,411.346,11464.0,11464.0
2017-08-01,,,,0.398,6.0,6.0,247.151,6888.0,6888.0
2017-09-01,,,,0.623,6.0,6.0,191.132,5327.0,5327.0
2017-10-01,,,,0.723,6.0,6.0,270.224,7531.0,7531.0
2017-11-01,,,,1.13,12.0,12.0,235.152,6553.0,6553.0
2017-12-01,,,,1.103,12.0,12.0,226.734,6319.0,6319.0
2018-01-01,,,,0.447,6.0,6.0,499.473,11471.0,11471.0
2018-02-01,,,,0.335,6.0,6.0,514.104,11807.0,11807.0
2018-03-01,,,,0.49,6.0,6.0,623.315,14316.0,14316.0
2018-04-01,,,,0.348,6.0,6.0,578.952,13297.0,13297.0
2018-05-01,,,,0.45,6.0,6.0,886.582,20362.0,20362.0
2018-06-01,,,,0.63,19.0,19.0,872.047,20027.0,20027.0
2018-07-01,,,,0.268,6.0,6.0,1081.411,24836.0,24836.0
2018-08-01,,,,0.366,6.0,6.0,804.984,18487.0,18487.0
2018-09-01,,,,0.394,6.0,6.0,726.706,16689.0,16689.0
2018-10-01,,,,0.424,6.0,6.0,533.31,12248.0,12248.0
2018-11-01,,,,0.41,6.0,6.0,487.457,11195.0,11195.0
2018-12-01,,,,0.438,6.0,6.0,449.659,10327.0,10327.0
2019-01-01,,,,0.801,6.0,6.0,319.371,9130.0,9130.0
2019-02-01,,,,0.745,6.0,6.0,283.645,8109.0,8109.0
2019-03-01,,,,1.077,12.0,12.0,244.119,6980.0,6980.0
2019-04-01,,,,0.627,6.0,6.0,208.399,5958.0,5958.0
2019-05-01,,,,1.104,12.0,12.0,565.544,16168.0,16168.0
2019-06-01,,,,0.945,12.0,12.0,550.477,15737.0,15737.0
2019-07-01,,,,0.564,6.0,6.0,606.641,17343.0,17343.0
2019-08-01,,,,0.744,6.0,6.0,658.839,18836.0,18836.0
2019-09-01,,,,0.854,12.0,12.0,490.022,14009.0,14009.0
2019-10-01,,,,0.904,12.0,12.0,530.374,15163.0,15163.0
2019-11-01,,,,0.791,12.0,12.0,291.645,8338.0,8338.0
2019-12-01,,,,0.844,12.0,12.0,343.924,9832.0,9832.0
2020-01-01,,,,0.0,0.0,0.0,218.096,6499.0,6499.0
2020-02-01,,,,0.0,0.0,0.0,183.989,5483.0,5483.0
2020-03-01,,,,0.0,0.0,0.0,158.107,4712.0,4712.0
2020-04-01,,,,0.0,0.0,0.0,135.945,4052.0,4052.0
2020-05-01,,,,0.0,0.0,0.0,125.621,3744.0,3744.0
2020-06-01,,,,0.0,0.0,0.0,193.922,5779.0,5779.0
2020-07-01,,,,0.0,0.0,0.0,282.818,8429.0,8429.0
2020-08-01,,,,0.0,0.0,0.0,198.149,5905.0,5905.0
2020-09-01,,,,0.0,0.0,0.0,133.85,3989.0,3989.0
2020-10-01,,,,0.0,0.0,0.0,148.754,4433.0,4433.0
2020-11-01,,,,0.0,0.0,0.0,115.266,3436.0,3436.0
2020-12-01,,,,0.0,0.0,0.0,177.483,5289.0,5289.0
2021-01-01,,,,0.0,0.0,0.0,51.847,1351.0,1351.0
2021-02-01,,,,0.0,0.0,0.0,1888.601,49196.0,49196.0
2021-03-01,,,,0.0,0.0,0.0,701.527,18274.0,18274.0
2021-04-01,,,,0.0,0.0,0.0,376.176,9799.0,9799.0
2021-05-01,,,,0.0,0.0,0.0,1563.247,40721.0,40721.0
2021-06-01,,,,0.0,0.0,0.0,2553.464,66515.0,66515.0
2021-07-01,,,,0.0,0.0,0.0,1072.599,27940.0,27940.0
2021-08-01,,,,0.0,0.0,0.0,1452.047,37824.0,37824.0
2021-09-01,,,,0.0,0.0,0.0,450.67,11739.0,11739.0
2021-10-01,,,,0.0,0.0,0.0,868.537,22625.0,22625.0
2021-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,,,,1.0,29.0,29.0,202.286,5270.0,5270.0
2022-01-01,,,,0.053,0.0,0.0,95.348,1977.0,1977.0
2022-02-01,,,,0.096,0.0,0.0,173.281,3592.0,3592.0
2022-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,,,,0.06,0.0,0.0,108.21,2244.0,2244.0
2022-05-01,,,,0.583,6.0,6.0,1049.209,21752.0,21752.0
2022-06-01,,,,0.945,12.0,12.0,1702.75,35301.0,35301.0
2022-07-01,,,,2.238,23.0,23.0,4029.924,83548.0,83548.0
2022-08-01,,,,2.475,29.0,29.0,4456.935,92400.0,92400.0
2022-09-01,,,,0.816,12.0,12.0,1469.89,30474.0,30474.0
2022-10-01,,,,0.355,6.0,6.0,640.165,13272.0,13272.0
2022-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,,,,0.379,6.0,6.0,682.289,14145.0,14145.0
2023-01-01,,,,0.0,0.0,0.0,89.149,1936.0,1936.0
2023-02-01,,,,0.0,0.0,0.0,62.235,1351.0,1351.0
2023-03-01,,,,0.0,0.0,0.0,216.679,4704.0,4704.0
2023-04-01,,,,0.0,0.0,0.0,6.837,148.0,148.0
2023-05-01,,,,0.0,0.0,0.0,571.814,12412.0,12412.0
2023-06-01,,,,0.0,0.0,0.0,1391.409,30205.0,30205.0
2023-07-01,,,,0.0,0.0,0.0,2693.796,58477.0,58477.0
2023-08-01,,,,0.0,0.0,0.0,3761.005,81643.0,81643.0
2023-09-01,,,,0.0,0.0,0.0,955.672,20745.0,20745.0
2023-10-01,,,,0.0,0.0,0.0,468.321,10166.0,10166.0
2023-11-01,,,,0.0,0.0,0.0,82.086,1782.0,1782.0
2023-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,,,,0.0,0.0,0.0,120.849,2894.0,2894.0
2024-04-01,,,,0.0,0.0,0.0,747.699,17905.0,17905.0
2024-05-01,,,,0.0,0.0,0.0,625.662,14982.0,14982.0
2024-06-01,,,,0.0,0.0,0.0,598.098,14322.0,14322.0
2024-07-01,,,,0.0,0.0,0.0,1444.531,34591.0,34591.0
2024-08-01,,,,0.0,0.0,0.0,1172.046,28066.0,28066.0
2024-09-01,,,,0.0,0.0,0.0,357.318,8556.0,8556.0
2024-10-01,,,,0.0,0.0,0.0,895.834,21451.0,21451.0
2024-11-01,,,,0.0,0.0,0.0,319.963,7661.0,7661.0
2024-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
