measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2006-11-01,175533.0,1730000.0,1730000.0,344.0,3352.0,3352.0,1025.0,10038.0,10038.0,0.0,0.0,0.0
2006-12-01,181972.0,1830075.0,1830075.0,0.0,0.0,0.0,241.0,2411.0,2411.0,0.0,0.0,0.0
2007-01-01,163945.301,1629600.0,1629600.0,363.565,3614.0,3614.0,2765.213,27486.0,27486.0,75288.922,748364.0,748364.0
2007-02-01,192075.448,1914100.0,1914100.0,228.221,2274.0,2274.0,718.427,7159.0,7159.0,252518.905,2516441.0,2516441.0
2007-03-01,204408.946,2040250.0,2040250.0,40.546,405.0,405.0,1675.641,16725.0,16725.0,95471.867,952925.0,952925.0
2007-04-01,145572.16,1460425.0,1460425.0,361.921,3631.0,3631.0,1225.548,12295.0,12295.0,129248.371,1296660.0,1296660.0
2007-05-01,166705.245,1742100.0,1742100.0,265.086,2770.0,2770.0,2097.552,21920.0,21920.0,5167.116,53997.0,53997.0
2007-06-01,180526.603,1868275.0,1868275.0,243.994,2525.0,2525.0,1793.693,18563.0,18563.0,68277.712,706608.0,706608.0
2007-07-01,204182.815,2187325.0,2187325.0,102.69200000000001,1100.0,1100.0,1179.24,12633.0,12633.0,23597.254,252788.0,252788.0
2007-08-01,213658.648,2233000.0,2233000.0,105.80600000000001,1106.0,1106.0,1540.357,16099.0,16099.0,169420.189,1770653.0,1770653.0
2007-09-01,188398.0,1955025.0,1955025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,80360.667,854929.0,854929.0,50.296,535.0,535.0,3751.22,39908.0,39908.0,20090.817,213739.0,213739.0
2007-11-01,74980.093,742669.0,742669.0,0.0,0.0,0.0,207.907,2059.0,2059.0,0.0,0.0,0.0
2007-12-01,138983.79200000002,1409266.0,1409266.0,692.9730000000001,7027.0,7027.0,350.23400000000004,3551.0,3551.0,0.0,0.0,0.0
2008-01-01,189412.197,1941072.0,1941072.0,197.953,2029.0,2029.0,1549.2450000000001,15876.0,15876.0,40325.605,413252.0,413252.0
2008-02-01,173364.0,1818186.0,1818186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,176233.775,1791770.0,1791770.0,0.0,0.0,0.0,233.22500000000002,2371.0,2371.0,0.0,0.0,0.0
2008-04-01,152660.861,1538130.0,1538130.0,255.031,2570.0,2570.0,452.108,4555.0,4555.0,0.0,0.0,0.0
2008-05-01,134153.375,1377474.0,1377474.0,198.71200000000002,2040.0,2040.0,1244.912,12783.0,12783.0,0.0,0.0,0.0
2008-06-01,174247.162,1844585.0,1844585.0,198.29500000000002,2099.0,2099.0,1273.422,13480.0,13480.0,108951.12,1153359.0,1153359.0
2008-07-01,172221.161,1815949.0,1815949.0,0.0,0.0,0.0,2115.549,22307.0,22307.0,20662.289,217869.0,217869.0
2008-08-01,127539.962,1383795.0,1383795.0,528.392,5733.0,5733.0,2799.877,30378.0,30378.0,13214.769,143379.0,143379.0
2008-09-01,109800.45300000001,1152604.0,1152604.0,118.191,1241.0,1241.0,839.152,8809.0,8809.0,14520.204000000002,152422.0,152422.0
2008-10-01,66610.13,712746.0,712746.0,0.0,0.0,0.0,731.87,7831.0,7831.0,0.0,0.0,0.0
2008-11-01,174910.509,1759897.0,1759897.0,0.0,0.0,0.0,1057.499,10640.0,10640.0,92755.992,933283.0,933283.0
2008-12-01,200600.312,2008920.0,2008920.0,0.0,0.0,0.0,2193.291,21965.0,21965.0,60117.397,602048.0,602048.0
2009-01-01,201880.52,2041472.0,2041472.0,0.0,0.0,0.0,1630.097,16484.0,16484.0,108777.383,1099987.0,1099987.0
2009-02-01,166274.619,1701217.0,1701217.0,0.0,0.0,0.0,783.7080000000001,8018.0,8018.0,36706.673,375559.0,375559.0
2009-03-01,165669.353,1719655.0,1719655.0,1001.522,10396.0,10396.0,1722.614,17881.0,17881.0,14135.511,146727.0,146727.0
2009-04-01,106825.169,1095713.0,1095713.0,493.00600000000003,5057.0,5057.0,437.825,4491.0,4491.0,0.0,0.0,0.0
2009-05-01,183071.263,1889696.0,1889696.0,64.37,664.0,664.0,1222.367,12618.0,12618.0,0.0,0.0,0.0
2009-06-01,143611.015,1575471.0,1575471.0,329.096,3610.0,3610.0,1280.842,14051.0,14051.0,9431.047,103462.0,103462.0
2009-07-01,155670.674,1731010.0,1731010.0,112.104,1247.0,1247.0,1791.057,19916.0,19916.0,25265.165,280941.0,280941.0
2009-08-01,180047.449,1913237.0,1913237.0,0.0,0.0,0.0,1904.5590000000002,20238.0,20238.0,38834.992,412672.0,412672.0
2009-09-01,37304.899,401243.0,401243.0,389.668,4191.0,4191.0,22.433,241.0,241.0,0.0,0.0,0.0
2009-10-01,55791.29,546150.0,546150.0,294.71,2885.0,2885.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,86862.074,866155.0,866155.0,179.545,1790.0,1790.0,72.381,722.0,722.0,0.0,0.0,0.0
2009-12-01,199628.964,2042675.0,2042675.0,0.0,0.0,0.0,919.0360000000001,9404.0,9404.0,0.0,0.0,0.0
2010-01-01,191977.387,1936969.0,1936969.0,182.639,1843.0,1843.0,35.974000000000004,363.0,363.0,0.0,0.0,0.0
2010-02-01,155819.876,1597008.0,1597008.0,396.124,4060.0,4060.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,173022.439,1758116.0,1758116.0,0.0,0.0,0.0,185.561,1886.0,1886.0,0.0,0.0,0.0
2010-04-01,71238.15000000001,747927.0,747927.0,1230.8500000000001,12923.0,12923.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-01,177065.778,1827731.0,1827731.0,191.794,1980.0,1980.0,2047.5620000000001,21136.0,21136.0,3605.866,37221.0,37221.0
2010-06-01,164677.022,1747437.0,1747437.0,150.798,1600.0,1600.0,1795.5210000000002,19053.0,19053.0,81693.659,866876.0,866876.0
2010-07-01,143132.905,1535656.0,1535656.0,225.191,2416.0,2416.0,4411.318,47329.0,47329.0,100568.586,1078988.0,1078988.0
2010-08-01,169728.724,1817982.0,1817982.0,104.68400000000001,1121.0,1121.0,1544.304,16541.0,16541.0,56127.288,601185.0,601185.0
2010-09-01,113722.199,1213769.0,1213769.0,152.113,1624.0,1624.0,1247.8,13318.0,13318.0,67873.888,724425.0,724425.0
2010-10-01,1881.0,20823.0,20823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,50583.19,498665.0,498665.0,779.59,7685.0,7685.0,4.22,42.0,42.0,0.0,0.0,0.0
2010-12-01,111637.281,1148165.0,1148165.0,311.17,3200.0,3200.0,598.885,6159.0,6159.0,23416.664,240835.0,240835.0
2011-01-01,180737.25,1799162.0,1799162.0,0.0,0.0,0.0,290.751,2894.0,2894.0,0.0,0.0,0.0
2011-02-01,118835.81,1185768.0,1185768.0,184.677,1843.0,1843.0,144.515,1442.0,1442.0,0.0,0.0,0.0
2011-03-01,117418.13,1185584.0,1185584.0,614.374,6203.0,6203.0,669.498,6760.0,6760.0,0.0,0.0,0.0
2011-04-01,75780.043,782535.0,782535.0,0.0,0.0,0.0,406.957,4202.0,4202.0,0.0,0.0,0.0
2011-05-01,124012.66,1371488.0,1371488.0,518.031,5729.0,5729.0,15683.87,173452.0,173452.0,33841.436,374261.0,374261.0
2011-06-01,133114.1,1394339.0,1394339.0,282.668,2961.0,2961.0,9797.759,102629.0,102629.0,22265.472,233226.0,233226.0
2011-07-01,157806.5,1670764.0,1670764.0,0.0,0.0,0.0,14787.358,156560.0,156560.0,30558.147,323532.0,323532.0
2011-08-01,132775.71,1456909.0,1456909.0,95.637,1049.0,1049.0,16732.571,183602.0,183602.0,55759.085,611828.0,611828.0
2011-09-01,76364.9,795841.0,795841.0,351.874,3667.0,3667.0,373.226,3890.0,3890.0,0.0,0.0,0.0
2011-10-01,35146.431,353219.0,353219.0,291.792,2932.0,2932.0,204.777,2058.0,2058.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,44039.7,459487.0,459487.0,309.058,3225.0,3225.0,546.242,5699.0,5699.0,0.0,0.0,0.0
2012-01-01,78902.547,803286.0,803286.0,165.496,1685.0,1685.0,859.957,8755.0,8755.0,0.0,0.0,0.0
2012-02-01,79381.785,784356.0,784356.0,306.227,3026.0,3026.0,269.988,2668.0,2668.0,0.0,0.0,0.0
2012-03-01,24990.335,247317.0,247317.0,0.0,0.0,0.0,168.665,1669.0,1669.0,0.0,0.0,0.0
2012-04-01,1349.035,16326.0,16326.0,0.0,0.0,0.0,152.965,1851.0,1851.0,0.0,0.0,0.0
2012-05-01,100487.86,1038915.0,1038915.0,455.975,4714.0,4714.0,2940.327,30399.0,30399.0,2707.836,27996.0,27996.0
2012-06-01,57519.008,609216.0,609216.0,208.808,2212.0,2212.0,15191.198,160898.0,160898.0,27979.986,296352.0,296352.0
2012-07-01,144877.27,1544123.0,1544123.0,560.259,5971.0,5971.0,16396.02,174751.0,174751.0,41001.45,437000.0,437000.0
2012-08-01,60396.398,627901.0,627901.0,177.461,1845.0,1845.0,1027.141,10679.0,10679.0,0.0,0.0,0.0
2012-09-01,38608.185,393277.0,393277.0,26.854,274.0,274.0,1973.961,20108.0,20108.0,0.0,0.0,0.0
2012-10-01,25768.733,258775.0,258775.0,988.267,9924.0,9924.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,2253.001,24502.0,24502.0,0.0,0.0,0.0,178.999,1947.0,1947.0,0.0,0.0,0.0
2012-12-01,20348.506,208342.0,208342.0,252.156,2582.0,2582.0,174.338,1785.0,1785.0,0.0,0.0,0.0
2013-01-01,88343.997,885989.0,885989.0,238.512,2392.0,2392.0,474.491,4759.0,4759.0,0.0,0.0,0.0
2013-02-01,68658.354,707985.0,707985.0,105.39,1087.0,1087.0,14.256,147.0,147.0,0.0,0.0,0.0
2013-03-01,141587.0,1410990.0,1410990.0,246.951,2461.0,2461.0,276.051,2751.0,2751.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,26119.538,297412.0,297412.0,375.459,4275.0,4275.0,1603.602,18260.0,18260.0,1244.401,14169.0,14169.0
2013-06-01,97871.414,1054174.0,1054174.0,411.128,4428.0,4428.0,5116.927,55115.0,55115.0,20282.531,218463.0,218463.0
2013-07-01,113381.32,1231442.0,1231442.0,164.445,1786.0,1786.0,6156.301,66864.0,66864.0,24569.933,266856.0,266856.0
2013-08-01,67294.27,728224.0,728224.0,191.769,2075.0,2075.0,8562.008,92654.0,92654.0,26540.953,287212.0,287212.0
2013-09-01,49525.351,522697.0,522697.0,0.0,0.0,0.0,23.649,250.0,250.0,0.0,0.0,0.0
2013-10-01,50534.13,532290.0,532290.0,537.217,5659.0,5659.0,208.653,2198.0,2198.0,0.0,0.0,0.0
2013-11-01,40793.258,425295.0,425295.0,360.238,3756.0,3756.0,201.504,2101.0,2101.0,0.0,0.0,0.0
2013-12-01,74416.208,771956.0,771956.0,151.699,1574.0,1574.0,429.093,4451.0,4451.0,0.0,0.0,0.0
2014-01-01,177460.67,1845843.0,1845843.0,1029.183,10705.0,10705.0,4027.45,41891.0,41891.0,118004.7,1227416.0,1227416.0
2014-02-01,131809.35,1343902.0,1343902.0,407.373,4154.0,4154.0,472.273,4815.0,4815.0,0.0,0.0,0.0
2014-03-01,34365.602,364263.0,364263.0,259.396,2750.0,2750.0,52.002,551.0,551.0,0.0,0.0,0.0
2014-04-01,103521.45,1125088.0,1125088.0,451.608,4908.0,4908.0,514.944,5597.0,5597.0,0.0,0.0,0.0
2014-05-01,159985.4,1765953.0,1765953.0,47.943,529.0,529.0,162.662,1796.0,1796.0,0.0,0.0,0.0
2014-06-01,103868.31,1118706.0,1118706.0,261.897,2821.0,2821.0,2195.791,23650.0,23650.0,0.0,0.0,0.0
2014-07-01,73942.074,789498.0,789498.0,172.359,1840.0,1840.0,499.567,5334.0,5334.0,0.0,0.0,0.0
2014-08-01,24207.302,275641.0,275641.0,283.334,3226.0,3226.0,5221.094,59451.0,59451.0,35468.27,403866.0,403866.0
2014-09-01,22887.917,248651.0,248651.0,287.036,3118.0,3118.0,342.047,3716.0,3716.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,43037.41,452363.0,452363.0,0.0,0.0,0.0,394.59,4148.0,4148.0,0.0,0.0,0.0
2014-12-01,18716.054,222275.0,222275.0,1759.451,20896.0,20896.0,1392.495,16538.0,16538.0,0.0,0.0,0.0
2015-01-01,91135.427,996969.0,996969.0,454.549,4973.0,4973.0,535.586,5859.0,5859.0,38368.438,419729.0,419729.0
2015-02-01,121938.68,1328648.0,1328648.0,3377.903,36806.0,36806.0,1318.278,14364.0,14364.0,125261.14,1364850.0,1364850.0
2015-03-01,10625.217,90607.0,90607.0,0.0,0.0,0.0,30.783,263.0,263.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,0.0,9098.0,9098.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,5145.43,64826.0,64826.0,187.251,2359.0,2359.0,509.319,6417.0,6417.0,0.0,0.0,0.0
2015-06-01,18708.846,216708.0,216708.0,100.1,1159.0,1159.0,2909.395,33700.0,33700.0,24214.659,280482.0,280482.0
2015-07-01,7325.221,82644.0,82644.0,355.83,4015.0,4015.0,3689.416,41624.0,41624.0,57056.533,643716.0,643716.0
2015-08-01,0.0,0.0,0.0,561.933,6320.0,6320.0,1376.009,15475.0,15475.0,47714.058,536613.0,536613.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,549.139,11737.0,11737.0,248.677,5315.0,5315.0,186.184,3980.0,3980.0,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,31.242,1814.0,1814.0,992.153,57603.0,57603.0,400.605,23259.0,23259.0
2016-01-01,46531.897,553008.0,553008.0,2390.523,28410.0,28410.0,650.191,7727.0,7727.0,21845.389,259622.0,259622.0
2016-02-01,98560.489,1074376.0,1074376.0,560.613,6111.0,6111.0,1506.512,16422.0,16422.0,36086.386,393366.0,393366.0
2016-03-01,102643.0,1158506.0,1158506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,20214.482,221987.0,221987.0,0.0,0.0,0.0,10.518,116.0,116.0,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,0.0,9342.0,9342.0,0.0,252.0,252.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,360.854,4185.0,4185.0,1999.753,23195.0,23195.0,23826.393,276355.0,276355.0
2016-07-01,39124.587,473908.0,473908.0,724.546,8776.0,8776.0,2180.135,26408.0,26408.0,31110.732,376837.0,376837.0
2016-08-01,23976.616,308864.0,308864.0,388.561,5005.0,5005.0,774.234,9974.0,9974.0,6160.589,79360.0,79360.0
2016-09-01,5145.286,64098.0,64098.0,267.222,3329.0,3329.0,0.0,0.0,0.0,1927.492,24012.0,24012.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,61.025,1416.0,1416.0,1781.511,41340.0,41340.0,960.464,22288.0,22288.0
2016-12-01,0.0,0.0,0.0,302.804,3746.0,3746.0,3468.841,42910.0,42910.0,4998.355,61831.0,61831.0
2017-01-01,0.0,0.0,0.0,0.0,22777.0,22777.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3017.236,58625.0,58625.0,86.764,1686.0,1686.0
2017-03-01,28734.498,342546.0,342546.0,521.218,6213.0,6213.0,404.284,4820.0,4820.0,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,82.344,1115.0,1115.0,2179.279,29516.0,29516.0,11658.377,157898.0,157898.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,6438.904,76881.0,76881.0,9537.096,113874.0,113874.0
2017-08-01,3075.168,33326.0,33326.0,383.211,4153.0,4153.0,3160.485,34251.0,34251.0,17300.136,187486.0,187486.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,0.0,1947.0,1947.0,0.0,29684.0,29684.0,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,0.0,21799.0,21799.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,19307.196,206375.0,206375.0,3530.865,37742.0,37742.0,116.895,1250.0,1250.0,105579.04,1128539.0,1128539.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0,0.0,9734.0,9734.0,0.0,35553.0,35553.0,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,0.0,144.0,144.0,0.0,447.0,447.0,0.0,0.0,0.0
2018-05-01,100291.1,1227227.0,1227227.0,1077.001,13179.0,13179.0,13105.549,160368.0,160368.0,17892.355,218942.0,218942.0
2018-06-01,52469.225,555715.0,555715.0,249.946,2647.0,2647.0,50871.881,538797.0,538797.0,65326.948,691894.0,691894.0
2018-07-01,8994.0,115424.0,115424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,14780.924,175687.0,175687.0,597.776,7105.0,7105.0,5.3,63.0,63.0,0.0,0.0,0.0
2018-09-01,79580.065,865615.0,865615.0,758.048,8246.0,8246.0,1431.887,15575.0,15575.0,0.0,0.0,0.0
2018-10-01,40785.165,491642.0,491642.0,163.896,1976.0,1976.0,263.939,3182.0,3182.0,0.0,0.0,0.0
2018-11-01,993.019,5316.0,5316.0,1802.474,9650.0,9650.0,113.507,608.0,608.0,0.0,0.0,0.0
2018-12-01,45508.951,505629.0,505629.0,233.922,2599.0,2599.0,227.127,2524.0,2524.0,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,0.0,983.0,983.0,0.0,1643.0,1643.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,931.498,9144.0,9144.0,1912.89,18777.0,18777.0,2352.612,23094.0,23094.0
2019-03-01,0.0,0.0,0.0,0.0,683.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,0.0,126.0,126.0,0.0,23130.0,23130.0,0.0,0.0,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,9992.922,134493.0,134493.0,9741.078,131103.0,131103.0
