measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Waste/Other Oil Generation,Waste/Other Oil Quantity Consumed For Electricity,Waste/Other Oil Total Fuel Consumed
2003-10-01,,,,69.73100000000001,1236.0,1236.0,,,
2003-11-01,,,,67.44,1195.0,1195.0,,,
2003-12-01,,,,83.316,1477.0,1477.0,,,
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2005-01-01,0.0,0.0,0.0,157.857,2798.02,5282.18,,,
2005-02-01,0.0,0.0,0.0,142.483,2525.51,4767.73,,,
2005-03-01,0.0,0.0,0.0,153.768,2725.53,5145.34,,,
2005-04-01,0.0,0.0,0.0,154.506,2738.63,5170.05,,,
2005-05-01,0.0,0.0,0.0,169.695,3007.84,5678.3,,,
2005-06-01,0.0,0.0,0.0,217.964,3863.4,7293.44,,,
2005-07-01,0.0,0.0,0.0,279.106,4947.17,9339.39,,,
2005-08-01,0.0,0.0,0.0,289.243,5126.83,9678.57,,,
2005-09-01,0.0,0.0,0.0,218.151,3866.72,7299.71,,,
2005-10-01,0.0,0.0,0.0,169.327,3001.32,5665.98,,,
2005-11-01,0.0,0.0,0.0,151.08,2677.9,5055.41,,,
2005-12-01,0.0,0.0,0.0,172.37800000000001,3055.4,5768.07,,,
2006-01-01,17.972,78.54,162.57,208.51,2014.32,2014.32,,,
2006-02-01,21.76,95.1,196.91,183.83800000000002,1775.98,1775.98,,,
2006-03-01,18.385,80.35,166.34,203.625,1967.14,1967.14,,,
2006-04-01,14.158000000000001,61.88,128.12,194.015,1874.29,1874.29,,,
2006-05-01,25.017,109.33,226.32,226.14,2184.64,2184.64,,,
2006-06-01,23.538,102.88,212.98,239.698,2315.61,2315.61,,,
2006-07-01,24.858,108.64,224.92,269.889,2607.28,2607.28,,,
2006-08-01,39.111000000000004,170.93,353.86,278.812,2693.48,2693.48,,,
2006-09-01,25.512,111.5,230.84,227.019,2193.13,2193.13,,,
2006-10-01,13.608,59.47,123.13,237.98100000000002,2299.03,2299.03,,,
2006-11-01,11.013,48.13,99.64,201.026,1942.03,1942.03,,,
2006-12-01,20.849,91.12,188.62,225.429,2177.77,2177.77,,,
2007-01-01,0.0,0.0,0.0,26.274,456.0,468.0,47.919000000000004,186.0,186.0
2007-02-01,0.0,0.0,0.0,26.827,466.0,477.0,53.741,207.0,207.0
2007-03-01,0.0,0.0,0.0,24.08,418.0,428.0,58.233000000000004,225.0,225.0
2007-04-01,0.0,0.0,0.0,36.049,626.0,642.0,58.023,225.0,225.0
2007-05-01,0.0,0.0,0.0,41.119,714.0,731.0,53.417,207.0,207.0
2007-06-01,0.0,0.0,0.0,66.302,1152.0,1179.0,48.338,186.0,186.0
2007-07-01,0.0,0.0,0.0,70.76700000000001,1229.0,1259.0,39.104,150.0,150.0
2007-08-01,0.0,0.0,0.0,140.33100000000002,2438.0,2497.0,88.726,345.0,345.0
2007-09-01,0.0,0.0,0.0,65.004,1129.0,1157.0,37.984,147.0,147.0
2007-10-01,0.0,0.0,0.0,41.122,715.0,731.0,42.768,165.0,165.0
2007-11-01,0.0,0.0,0.0,21.813000000000002,379.0,388.0,47.473,183.0,183.0
2007-12-01,0.0,0.0,0.0,30.312,526.0,540.0,49.276,192.0,192.0
2008-01-01,5.132000000000001,22.0,39.0,79.22200000000001,1376.0,1477.0,,,
2008-02-01,2.9810000000000003,13.0,22.0,43.424,754.0,810.0,,,
2008-03-01,2.3970000000000002,10.0,17.0,30.579,531.0,570.0,,,
2008-04-01,2.056,9.0,17.0,31.523000000000003,548.0,587.0,,,
2008-05-01,2.083,9.0,17.0,31.352,545.0,584.0,,,
2008-06-01,2.6270000000000002,11.0,22.0,113.961,1980.0,2124.0,,,
2008-07-01,1.949,8.0,17.0,116.95700000000001,2032.0,2179.0,,,
2008-08-01,1.79,8.0,11.0,121.23400000000001,2106.0,2259.0,,,
2008-09-01,1.111,5.0,11.0,96.30600000000001,1673.0,1794.0,,,
2008-10-01,1.209,5.0,11.0,83.16600000000001,1445.0,1550.0,,,
2008-11-01,2.2110000000000003,9.0,17.0,75.935,1319.0,1415.0,,,
2008-12-01,2.454,11.0,17.0,48.341,840.0,901.0,,,
2009-01-01,25.169,108.0,218.0,357.523,6210.0,6470.0,,,
2009-02-01,35.331,151.0,291.0,427.61100000000005,7428.0,7739.0,,,
2009-03-01,14.97,64.0,123.0,406.713,7065.0,7361.0,,,
2009-04-01,25.159000000000002,108.0,207.0,398.846,6928.0,7219.0,,,
2009-05-01,26.523,114.0,218.0,418.44300000000004,7269.0,7574.0,,,
2009-06-01,14.517000000000001,62.0,118.0,633.86,11010.0,11473.0,,,
2009-07-01,15.244000000000002,65.0,129.0,627.541,10901.0,11359.0,,,
2009-08-01,10.985,47.0,90.0,581.903,10108.0,10533.0,,,
2009-09-01,11.536000000000001,49.0,95.0,474.345,8240.0,8585.0,,,
2009-10-01,15.554,67.0,129.0,294.894,5122.0,5337.0,,,
2009-11-01,13.006,56.0,106.0,367.85200000000003,6390.0,6658.0,,,
2009-12-01,34.006,146.0,280.0,389.469,6765.0,7049.0,,,
2010-01-01,82.983,355.0,700.0,285.83,4965.0,5472.0,,,
2010-02-01,27.711000000000002,119.0,235.0,281.526,4890.0,5392.0,,,
2010-03-01,18.856,81.0,157.0,199.143,3459.0,3814.0,,,
2010-04-01,27.877000000000002,119.0,235.0,201.73600000000002,3504.0,3864.0,,,
2010-05-01,23.149,99.0,196.0,276.247,4799.0,5291.0,,,
2010-06-01,15.355,66.0,129.0,444.85400000000004,7727.0,8520.0,,,
2010-07-01,14.214,61.0,118.0,538.717,9358.0,10318.0,,,
2010-08-01,13.553,58.0,112.0,565.551,9824.0,10831.0,,,
2010-09-01,13.030000000000001,56.0,112.0,374.343,6503.0,7170.0,,,
2010-10-01,18.915,81.0,162.0,226.33100000000002,3931.0,4334.0,,,
2010-11-01,27.816000000000003,119.0,235.0,242.27800000000002,4208.0,4640.0,,,
2010-12-01,57.541000000000004,246.0,487.0,340.444,5914.0,6520.0,,,
2011-01-01,27.155,116.0,224.0,259.222,4503.0,5393.0,,,
2011-02-01,11.439,49.0,95.0,201.619,3502.0,4194.0,,,
2011-03-01,14.905,64.0,123.0,211.126,3667.0,4392.0,,,
2011-04-01,14.482,62.0,123.0,307.886,5348.0,6405.0,,,
2011-05-01,10.101,43.0,84.0,312.706,5432.0,6505.0,,,
2011-06-01,7.221,31.0,62.0,405.548,7045.0,8437.0,,,
2011-07-01,10.075,43.0,84.0,444.93,7729.0,9257.0,,,
2011-08-01,11.021,47.0,95.0,525.415,9127.0,10931.0,,,
2011-09-01,7.057,30.0,62.0,338.485,5880.0,7042.0,,,
2011-10-01,11.82,51.0,101.0,380.722,6613.0,7921.0,,,
2011-11-01,9.813,42.0,84.0,253.835,4409.0,5281.0,,,
2011-12-01,19.911,85.0,168.0,309.506,5376.0,6439.0,,,
2012-01-01,0.0,0.0,0.0,189.199,3354.0,4120.0,,,
2012-02-01,0.0,0.0,0.0,187.891,3330.0,4092.0,,,
2012-03-01,0.0,0.0,0.0,187.303,3320.0,4078.0,,,
2012-04-01,0.0,0.0,0.0,224.391,3977.0,4886.0,,,
2012-05-01,0.0,0.0,0.0,278.296,4933.0,6060.0,,,
2012-06-01,0.0,0.0,0.0,299.413,5307.0,6519.0,,,
2012-07-01,0.0,0.0,0.0,346.043,6134.0,7534.0,,,
2012-08-01,0.0,0.0,0.0,306.729,5437.0,6678.0,,,
2012-09-01,0.0,0.0,0.0,264.556,4689.0,5760.0,,,
2012-10-01,0.0,0.0,0.0,229.66,4071.0,5000.0,,,
2012-11-01,0.0,0.0,0.0,205.913,3650.0,4483.0,,,
2012-12-01,0.0,0.0,0.0,260.786,4622.0,5678.0,,,
2013-01-01,0.0,0.0,0.0,186.714,3243.0,3840.0,,,
2013-02-01,0.0,0.0,0.0,195.656,3399.0,4024.0,,,
2013-03-01,0.0,0.0,0.0,196.608,3415.0,4044.0,,,
2013-04-01,0.0,0.0,0.0,163.157,2834.0,3356.0,,,
2013-05-01,0.0,0.0,0.0,168.139,2921.0,3458.0,,,
2013-06-01,0.0,0.0,0.0,202.002,3509.0,4154.0,,,
2013-07-01,0.0,0.0,0.0,193.032,3353.0,3970.0,,,
2013-08-01,0.0,0.0,0.0,218.409,3794.0,4492.0,,,
2013-09-01,0.0,0.0,0.0,203.342,3532.0,4182.0,,,
2013-10-01,0.0,0.0,0.0,197.502,3431.0,4062.0,,,
2013-11-01,0.0,0.0,0.0,158.821,2759.0,3267.0,,,
2013-12-01,0.0,0.0,0.0,149.618,2599.0,3077.0,,,
2014-01-01,0.0,0.0,0.0,161.664,2808.0,3490.0,,,
2014-02-01,0.0,0.0,0.0,106.3,1846.0,2295.0,,,
2014-03-01,0.0,0.0,0.0,138.696,2409.0,2994.0,,,
2014-04-01,0.0,0.0,0.0,131.935,2292.0,2848.0,,,
2014-05-01,0.0,0.0,0.0,163.121,2833.0,3522.0,,,
2014-06-01,0.0,0.0,0.0,191.13,3320.0,4127.0,,,
2014-07-01,0.0,0.0,0.0,202.721,3521.0,4377.0,,,
2014-08-01,0.0,0.0,0.0,232.251,4034.0,5014.0,,,
2014-09-01,0.0,0.0,0.0,206.825,3593.0,4465.0,,,
2014-10-01,0.0,0.0,0.0,209.879,3646.0,4532.0,,,
2014-11-01,0.0,0.0,0.0,186.596,3241.0,4029.0,,,
2014-12-01,0.0,0.0,0.0,180.882,3142.0,3905.0,,,
2015-01-01,0.0,0.0,0.0,187.755,3261.0,3920.0,,,
2015-02-01,0.0,0.0,0.0,166.23,2887.0,3471.0,,,
2015-03-01,0.0,0.0,0.0,163.563,2841.0,3415.0,,,
2015-04-01,0.0,0.0,0.0,139.121,2417.0,2905.0,,,
2015-05-01,0.0,0.0,0.0,166.309,2889.0,3472.0,,,
2015-06-01,0.0,0.0,0.0,203.582,3536.0,4250.0,,,
2015-07-01,0.0,0.0,0.0,234.72,4077.0,4900.0,,,
2015-08-01,0.0,0.0,0.0,217.614,3780.0,4544.0,,,
2015-09-01,0.0,0.0,0.0,186.505,3240.0,3894.0,,,
2015-10-01,0.0,0.0,0.0,181.978,3161.0,3800.0,,,
2015-11-01,0.0,0.0,0.0,172.99,3005.0,3612.0,,,
2015-12-01,0.0,0.0,0.0,148.633,2582.0,3103.0,,,
2016-01-01,0.0,0.0,0.0,203.756,2317.0,4023.0,,,
2016-02-01,0.0,0.0,0.0,184.04,2093.0,3633.0,,,
2016-03-01,0.0,0.0,0.0,199.443,2268.0,3937.0,,,
2016-04-01,0.0,0.0,0.0,205.477,2337.0,4056.0,,,
2016-05-01,0.0,0.0,0.0,223.818,2546.0,4418.0,,,
2016-06-01,0.0,0.0,0.0,260.023,2957.0,5133.0,,,
2016-07-01,0.0,0.0,0.0,280.12,3186.0,5529.0,,,
2016-08-01,0.0,0.0,0.0,268.882,3058.0,5308.0,,,
2016-09-01,0.0,0.0,0.0,210.25,2391.0,4151.0,,,
2016-10-01,0.0,0.0,0.0,178.231,2027.0,3519.0,,,
2016-11-01,0.0,0.0,0.0,170.022,1934.0,3356.0,,,
2016-12-01,0.0,0.0,0.0,185.938,2115.0,3670.0,,,
2017-01-01,0.0,0.0,0.0,62.769,714.0,2039.0,,,
2017-02-01,0.0,0.0,0.0,62.596,712.0,2032.0,,,
2017-03-01,0.0,0.0,0.0,55.939,636.0,1816.0,,,
2017-04-01,0.0,0.0,0.0,51.514,586.0,1672.0,,,
2017-05-01,0.0,0.0,0.0,62.964,716.0,2044.0,,,
2017-06-01,0.0,0.0,0.0,68.294,777.0,2217.0,,,
2017-07-01,0.0,0.0,0.0,73.5,836.0,2386.0,,,
2017-08-01,0.0,0.0,0.0,78.341,891.0,2543.0,,,
2017-09-01,0.0,0.0,0.0,65.402,744.0,2123.0,,,
2017-10-01,0.0,0.0,0.0,59.867,681.0,1943.0,,,
2017-11-01,0.0,0.0,0.0,56.143,639.0,1822.0,,,
2017-12-01,0.0,0.0,0.0,67.671,770.0,2197.0,,,
2018-01-01,0.0,0.0,0.0,44.246,513.0,1139.0,,,
2018-02-01,0.0,0.0,0.0,39.52,459.0,1021.0,,,
2018-03-01,0.0,0.0,0.0,38.397,446.0,992.0,,,
2018-04-01,0.0,0.0,0.0,30.967,359.0,800.0,,,
2018-05-01,0.0,0.0,0.0,42.954,499.0,1109.0,,,
2018-06-01,0.0,0.0,0.0,46.017,534.0,1188.0,,,
2018-07-01,0.0,0.0,0.0,51.875,602.0,1340.0,,,
2018-08-01,0.0,0.0,0.0,48.919,568.0,1263.0,,,
2018-09-01,0.0,0.0,0.0,47.645,553.0,1230.0,,,
2018-10-01,0.0,0.0,0.0,40.994,476.0,1059.0,,,
2018-11-01,0.0,0.0,0.0,34.013,395.0,878.0,,,
2018-12-01,0.0,0.0,0.0,38.173,443.0,986.0,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
