measured_on,Jet Fuel - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Jet Fuel - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Jet Fuel - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed
2005-08-01,,,,99.02900000000001,671.39,671.39
2005-09-01,,,,55.102000000000004,373.58,373.58
2005-10-01,,,,77.254,523.77,523.77
2005-11-01,,,,52.02,352.68,352.68
2005-12-01,,,,142.494,966.07,966.07
2006-01-01,,,,17.394000000000002,249.0,249.0
2006-02-01,,,,9.102,130.0,130.0
2006-03-01,,,,7.645,110.0,110.0
2006-04-01,,,,14.645,210.0,210.0
2006-05-01,,,,13.689,196.0,196.0
2006-06-01,,,,12.443000000000001,178.0,178.0
2006-07-01,,,,18.024,258.0,258.0
2006-08-01,,,,17.483,251.0,251.0
2006-09-01,,,,8.032,115.0,115.0
2006-10-01,,,,8.484,122.0,122.0
2006-11-01,,,,9.99,143.0,143.0
2006-12-01,,,,11.07,159.0,159.0
2007-01-01,0.0,0.0,0.0,91.81,1327.0,1327.0
2007-02-01,0.0,0.0,0.0,108.099,1559.0,1559.0
2007-03-01,0.0,0.0,0.0,100.88600000000001,1457.0,1457.0
2007-04-01,0.0,0.0,0.0,32.997,476.0,476.0
2007-05-01,0.0,0.0,0.0,33.414,482.0,482.0
2007-06-01,0.0,0.0,0.0,45.607,658.0,658.0
2007-07-01,0.0,0.0,0.0,45.901,663.0,663.0
2007-08-01,0.0,0.0,0.0,54.381,788.0,788.0
2007-09-01,0.0,0.0,0.0,38.195,550.0,550.0
2007-10-01,0.0,0.0,0.0,48.075,697.0,697.0
2007-11-01,0.0,0.0,0.0,8.927,130.0,130.0
2007-12-01,0.0,0.0,0.0,93.708,1355.0,1355.0
2008-01-01,0.0,0.0,0.0,27.333000000000002,369.0,369.0
2008-02-01,0.0,0.0,0.0,32.634,454.0,454.0
2008-03-01,0.0,0.0,0.0,72.815,1009.0,1009.0
2008-04-01,0.0,0.0,0.0,31.42,437.0,437.0
2008-05-01,0.0,0.0,0.0,28.281000000000002,391.0,391.0
2008-06-01,0.0,0.0,0.0,64.821,896.0,896.0
2008-07-01,0.0,0.0,0.0,53.976,748.0,748.0
2008-08-01,0.0,0.0,0.0,13.813,193.0,193.0
2008-09-01,0.0,0.0,0.0,9.545,130.0,130.0
2008-10-01,0.0,0.0,0.0,10.867,147.0,147.0
2008-11-01,0.0,0.0,0.0,9.697000000000001,136.0,136.0
2008-12-01,0.0,0.0,0.0,75.798,1049.0,1049.0
2009-01-01,0.0,0.0,0.0,249.001,3546.0,3546.0
2009-02-01,0.0,0.0,0.0,4.938000000000001,71.0,71.0
2009-03-01,0.0,0.0,0.0,20.529,295.0,295.0
2009-04-01,0.0,0.0,0.0,18.328,260.0,260.0
2009-05-01,0.0,0.0,0.0,4.7940000000000005,71.0,71.0
2009-06-01,0.0,0.0,0.0,11.389000000000001,165.0,165.0
2009-07-01,0.0,0.0,0.0,35.308,502.0,502.0
2009-08-01,0.0,0.0,0.0,87.71600000000001,1251.0,1251.0
2009-09-01,0.0,0.0,0.0,9.037,130.0,130.0
2009-10-01,0.0,0.0,0.0,5.421,77.0,77.0
2009-11-01,0.0,0.0,0.0,8.652000000000001,124.0,124.0
2009-12-01,0.0,0.0,0.0,28.887,413.0,413.0
2010-01-01,0.0,0.0,0.0,16.765,260.0,260.0
2010-02-01,0.0,0.0,0.0,15.367,230.0,230.0
2010-03-01,0.0,0.0,0.0,24.098000000000003,360.0,360.0
2010-04-01,0.0,0.0,0.0,13.196000000000002,201.0,201.0
2010-05-01,0.0,0.0,0.0,58.772000000000006,879.0,879.0
2010-06-01,0.0,0.0,0.0,52.108000000000004,779.0,779.0
2010-07-01,0.0,0.0,0.0,176.839,2649.0,2649.0
2010-08-01,0.0,0.0,0.0,118.089,1770.0,1770.0
2010-09-01,0.0,0.0,0.0,93.36,1398.0,1398.0
2010-10-01,0.0,0.0,0.0,4.0680000000000005,59.0,59.0
2010-11-01,0.0,0.0,0.0,11.356,171.0,171.0
2010-12-01,0.0,0.0,0.0,37.982,566.0,566.0
2011-01-01,0.0,0.0,0.0,71.149,1038.0,1038.0
2011-02-01,0.0,0.0,0.0,13.488,198.0,198.0
2011-03-01,0.0,0.0,0.0,7.81,113.0,113.0
2011-04-01,0.0,0.0,0.0,3.182,45.0,45.0
2011-05-01,0.0,0.0,0.0,0.876,11.0,11.0
2011-06-01,0.0,0.0,0.0,27.709,408.0,408.0
2011-07-01,0.0,0.0,0.0,46.742,686.0,686.0
2011-08-01,0.0,0.0,0.0,28.255,414.0,414.0
2011-09-01,0.0,0.0,0.0,15.679,232.0,232.0
2011-10-01,0.0,0.0,0.0,2.385,34.0,34.0
2011-11-01,0.0,0.0,0.0,9.091,136.0,136.0
2011-12-01,0.0,0.0,0.0,5.634,85.0,85.0
2012-01-01,0.0,0.0,0.0,8.776,130.0,130.0
2012-02-01,0.0,0.0,0.0,8.21,119.0,119.0
2012-03-01,0.0,0.0,0.0,18.886,272.0,272.0
2012-04-01,0.0,0.0,0.0,8.681,125.0,125.0
2012-05-01,0.0,0.0,0.0,22.911,329.0,329.0
2012-06-01,0.0,0.0,0.0,96.023,1389.0,1389.0
2012-07-01,0.0,0.0,0.0,77.086,1117.0,1117.0
2012-08-01,0.0,0.0,0.0,38.228,556.0,556.0
2012-09-01,0.0,0.0,0.0,7.076,102.0,102.0
2012-10-01,0.0,0.0,0.0,24.482,352.0,352.0
2012-11-01,0.0,0.0,0.0,14.214,204.0,204.0
2012-12-01,0.0,0.0,0.0,12.427,181.0,181.0
2013-01-01,0.0,0.0,0.0,113.277,1629.0,1629.0
2013-02-01,0.0,0.0,0.0,80.981,1165.0,1165.0
2013-03-01,0.0,0.0,0.0,3.454,49.0,49.0
2013-04-01,0.0,0.0,0.0,1.648,21.0,21.0
2013-05-01,0.0,0.0,0.0,1.528,21.0,21.0
2013-06-01,0.0,0.0,0.0,6.348,91.0,91.0
2013-07-01,0.0,0.0,0.0,46.927,674.0,674.0
2013-08-01,0.0,0.0,0.0,8.683,126.0,126.0
2013-09-01,0.0,0.0,0.0,5.489,77.0,77.0
2013-10-01,0.0,0.0,0.0,0.822,14.0,14.0
2013-11-01,0.0,0.0,0.0,5.527,77.0,77.0
2013-12-01,0.0,0.0,0.0,106.316,1523.0,1523.0
2014-01-01,0.0,0.0,0.0,342.064,4717.0,4717.0
2014-02-01,0.0,0.0,0.0,102.271,1412.0,1412.0
2014-03-01,0.0,0.0,0.0,114.681,1582.0,1582.0
2014-04-01,0.0,0.0,0.0,1.079,17.0,17.0
2014-05-01,0.0,0.0,0.0,0.337,6.0,6.0
2014-06-01,0.0,0.0,0.0,3.023,40.0,40.0
2014-07-01,0.0,0.0,0.0,4.838,68.0,68.0
2014-08-01,0.0,0.0,0.0,11.766,164.0,164.0
2014-09-01,0.0,0.0,0.0,4.563,62.0,62.0
2014-10-01,0.0,0.0,0.0,1.664,23.0,23.0
2014-11-01,0.0,0.0,0.0,5.513,74.0,74.0
2014-12-01,0.0,0.0,0.0,15.201,210.0,210.0
2015-01-01,0.0,0.0,0.0,9.696,130.0,130.0
2015-02-01,0.0,0.0,0.0,215.512,2943.0,2943.0
2015-03-01,0.0,0.0,0.0,3.316,45.0,45.0
2015-04-01,0.0,0.0,0.0,4.558,62.0,62.0
2015-05-01,0.0,0.0,0.0,2.626,34.0,34.0
2015-06-01,0.0,0.0,0.0,0.718,11.0,11.0
2015-07-01,0.0,0.0,0.0,13.026,176.0,176.0
2015-08-01,0.0,0.0,0.0,4.49,62.0,62.0
2015-09-01,0.0,0.0,0.0,9.64,130.0,130.0
2015-10-01,0.0,0.0,0.0,1.155,17.0,17.0
2015-11-01,0.0,0.0,0.0,0.757,11.0,11.0
2015-12-01,0.0,0.0,0.0,1.506,23.0,23.0
2016-01-01,0.0,0.0,0.0,10.772,164.0,164.0
2016-02-01,0.0,0.0,0.0,6.044,96.0,96.0
2016-03-01,0.0,0.0,0.0,1.682,28.0,28.0
2016-04-01,0.0,0.0,0.0,3.815,57.0,57.0
2016-05-01,0.0,0.0,0.0,21.401,335.0,335.0
2016-06-01,0.0,0.0,0.0,3.955,62.0,62.0
2016-07-01,0.0,0.0,0.0,22.16,346.0,346.0
2016-08-01,0.0,0.0,0.0,40.8,635.0,635.0
2016-09-01,0.0,0.0,0.0,6.5,102.0,102.0
2016-10-01,0.0,0.0,0.0,0.906,11.0,11.0
2016-11-01,0.0,0.0,0.0,6.129,96.0,96.0
2016-12-01,0.0,0.0,0.0,23.836,369.0,369.0
2017-01-01,0.0,0.0,0.0,8.913,85.0,85.0
2017-02-01,0.0,0.0,0.0,16.157,159.0,159.0
2017-03-01,0.0,0.0,0.0,104.053,1032.0,1032.0
2017-04-01,0.0,0.0,0.0,18.319,181.0,181.0
2017-05-01,0.0,0.0,0.0,21.462,215.0,215.0
2017-06-01,0.0,0.0,0.0,19.046,187.0,187.0
2017-07-01,0.0,0.0,0.0,23.671,232.0,232.0
2017-08-01,0.0,0.0,0.0,20.891,210.0,210.0
2017-09-01,0.0,0.0,0.0,24.51,244.0,244.0
2017-10-01,0.0,0.0,0.0,18.585,187.0,187.0
2017-11-01,0.0,0.0,0.0,37.775,374.0,374.0
2017-12-01,0.0,0.0,0.0,184.618,1831.0,1831.0
2018-01-01,0.0,0.0,0.0,232.857,3663.0,3663.0
2018-02-01,0.0,0.0,0.0,8.962,142.0,142.0
2018-03-01,0.0,0.0,0.0,9.95,159.0,159.0
2018-04-01,0.0,0.0,0.0,7.628,119.0,119.0
2018-05-01,0.0,0.0,0.0,8.459,130.0,130.0
2018-06-01,0.0,0.0,0.0,7.281,113.0,113.0
2018-07-01,0.0,0.0,0.0,10.033,159.0,159.0
2018-08-01,0.0,0.0,0.0,18.073,284.0,284.0
2018-09-01,0.0,0.0,0.0,8.888,142.0,142.0
2018-10-01,0.0,0.0,0.0,8.047,125.0,125.0
2018-11-01,0.0,0.0,0.0,17.305,272.0,272.0
2018-12-01,0.0,0.0,0.0,9.517,147.0,147.0
2019-01-01,0.0,0.0,0.0,12.757,210.0,210.0
2019-02-01,0.0,0.0,0.0,7.98,130.0,130.0
2019-03-01,0.0,0.0,0.0,8.318,136.0,136.0
2019-04-01,0.0,0.0,0.0,6.461,102.0,102.0
2019-05-01,0.0,0.0,0.0,3.304,51.0,51.0
2019-06-01,0.0,0.0,0.0,4.024,62.0,62.0
2019-07-01,0.0,0.0,0.0,5.471,91.0,91.0
2019-08-01,0.0,0.0,0.0,10.435,170.0,170.0
2019-09-01,0.0,0.0,0.0,5.027,79.0,79.0
2019-10-01,0.0,0.0,0.0,7.907,130.0,130.0
2019-11-01,0.0,0.0,0.0,10.928,176.0,176.0
2019-12-01,0.0,0.0,0.0,12.388,198.0,198.0
2020-01-01,0.0,0.0,0.0,9.71,346.0,346.0
2020-02-01,0.0,0.0,0.0,10.366,357.0,357.0
2020-03-01,0.0,0.0,0.0,8.056,278.0,278.0
2020-04-01,0.0,0.0,0.0,8.95,312.0,312.0
2020-05-01,0.0,0.0,0.0,6.262,215.0,215.0
2020-06-01,0.0,0.0,0.0,6.082,210.0,210.0
2020-07-01,0.0,0.0,0.0,7.226,249.0,249.0
2020-08-01,0.0,0.0,0.0,6.818,238.0,238.0
2020-09-01,0.0,0.0,0.0,7.73,266.0,266.0
2020-10-01,0.0,0.0,0.0,12.136,420.0,420.0
2020-11-01,0.0,0.0,0.0,12.221,425.0,425.0
2020-12-01,0.0,0.0,0.0,68.443,2376.0,2376.0
2021-01-01,0.0,0.0,0.0,13.765,247.0,247.0
2021-02-01,0.0,0.0,0.0,18.738,342.0,342.0
2021-03-01,0.0,0.0,0.0,10.787,194.0,194.0
2021-04-01,0.0,0.0,0.0,15.138,277.0,277.0
2021-05-01,0.0,0.0,0.0,8.002,147.0,147.0
2021-06-01,0.0,0.0,0.0,11.243,206.0,206.0
2021-07-01,0.0,0.0,0.0,4.619,82.0,82.0
2021-08-01,0.0,0.0,0.0,6.981,124.0,124.0
2021-09-01,0.0,0.0,0.0,18.496,336.0,336.0
2021-10-01,0.0,0.0,0.0,27.231,495.0,495.0
2021-11-01,0.0,0.0,0.0,9.848,177.0,177.0
2021-12-01,0.0,0.0,0.0,9.152,165.0,165.0
2022-01-01,0.0,0.0,0.0,109.303,1926.0,1926.0
2022-02-01,0.0,0.0,0.0,15.682,274.0,274.0
2022-03-01,0.0,0.0,0.0,2.117,39.0,39.0
2022-04-01,0.0,0.0,0.0,1.063,17.0,17.0
2022-05-01,0.0,0.0,0.0,0.74,11.0,11.0
2022-06-01,0.0,0.0,0.0,5.554,95.0,95.0
2022-07-01,0.0,0.0,0.0,3.417,62.0,62.0
2022-08-01,0.0,0.0,0.0,1.019,17.0,17.0
2022-09-01,0.0,0.0,0.0,2.042,34.0,34.0
2022-10-01,0.0,0.0,0.0,1.587,28.0,28.0
2022-11-01,0.0,0.0,0.0,1.797,34.0,34.0
2022-12-01,0.0,0.0,0.0,37.679,661.0,661.0
2023-01-01,0.0,0.0,0.0,6.829,90.0,90.0
2023-02-01,0.0,0.0,0.0,8.462,123.0,123.0
2023-03-01,0.0,0.0,0.0,4.355,62.0,62.0
2023-04-01,0.0,0.0,0.0,4.541,67.0,67.0
2023-05-01,0.0,0.0,0.0,1.864,28.0,28.0
2023-06-01,0.0,0.0,0.0,6.781,95.0,95.0
2023-07-01,0.0,0.0,0.0,10.851,157.0,157.0
2023-08-01,0.0,0.0,0.0,3.416,50.0,50.0
2023-09-01,0.0,0.0,0.0,5.959,84.0,84.0
2023-10-01,0.0,0.0,0.0,5.842,84.0,84.0
2023-11-01,0.0,0.0,0.0,3.564,50.0,50.0
2023-12-01,0.0,0.0,0.0,4.536,67.0,67.0
2024-01-01,0.0,0.0,0.0,33.33,482.0,482.0
2024-02-01,0.0,0.0,0.0,13.737,196.0,196.0
2024-03-01,0.0,0.0,0.0,11.295,162.0,162.0
2024-04-01,0.0,0.0,0.0,7.301,106.0,106.0
2024-05-01,0.0,0.0,0.0,10.196,146.0,146.0
2024-06-01,0.0,0.0,0.0,7.319,106.0,106.0
2024-07-01,0.0,0.0,0.0,6.727,95.0,95.0
2024-08-01,0.0,0.0,0.0,7.204,106.0,106.0
2024-09-01,0.0,0.0,0.0,8.148,118.0,118.0
2024-10-01,0.0,0.0,0.0,12.079,174.0,174.0
2024-11-01,0.0,0.0,0.0,6.626,95.0,95.0
2024-12-01,0.0,0.0,0.0,22.038,319.0,319.0
