measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2007-04-01,2803.3,17852.0,166903.0
2007-05-01,3981.85,25358.0,207624.0
2007-06-01,3204.88,20411.0,158919.0
2007-07-01,3728.68,23747.0,182652.0
2007-08-01,3982.82,25365.0,193386.0
2007-09-01,3314.49,21108.0,162124.0
2007-10-01,3993.49,25433.0,206530.0
2007-11-01,3531.77,22492.0,181190.0
2007-12-01,3040.95,19367.0,155026.0
2008-01-01,3804.34,24228.0,198805.0
2008-02-01,3419.25,21776.0,176071.0
2008-03-01,4193.31,26705.0,209690.0
2008-04-01,3707.34,23610.0,187871.0
2008-05-01,3935.29,25062.0,198716.0
2008-06-01,4107.95,26162.0,199695.0
2008-07-01,4221.4400000000005,26884.0,203826.0
2008-08-01,3676.3,23413.0,178303.0
2008-09-01,3677.27,23419.0,186509.0
2008-10-01,4254.42,27094.0,205409.0
2008-11-01,3521.1,22424.0,171792.0
2008-12-01,3239.8,20633.0,171229.0
2009-01-01,2898.36,18458.0,176216.0
2009-02-01,2634.52,16778.0,161861.0
2009-03-01,3671.45,23382.0,201290.0
2009-04-01,3370.75,21467.0,186792.0
2009-05-01,3704.43,23592.0,200711.0
2009-06-01,3798.52,24191.0,188356.0
2009-07-01,3794.64,24166.0,177239.0
2009-08-01,4473.64,28491.0,208017.0
2009-09-01,3977.97,25334.0,194736.0
2009-10-01,4243.75,27026.0,210529.0
2009-11-01,3273.75,20849.0,177512.0
2009-12-01,3188.39,20305.0,173641.0
2010-01-01,3215.55,20478.0,173163.0
2010-02-01,3420.2200000000003,21782.0,179105.0
2010-03-01,3781.06,24080.0,203143.0
2010-04-01,3110.79,19811.0,166158.0
2010-05-01,3438.65,21899.0,173210.0
2010-06-01,3988.64,25402.0,200900.0
2010-07-01,3638.4700000000003,23172.0,187007.0
2010-08-01,4545.42,28948.0,212143.0
2010-09-01,4097.28,26094.0,195967.0
2010-10-01,3786.88,24117.0,188107.0
2010-11-01,3807.25,24247.0,194369.0
2010-12-01,3129.2200000000003,19929.0,182950.0
2011-01-01,3266.96,20806.0,180729.0
2011-02-01,3902.31,24852.0,200542.0
2011-03-01,2935.22,18693.0,172061.0
2011-04-01,2671.38,17013.0,157561.0
2011-05-01,2552.07,16253.0,156453.0
2011-06-01,2740.25,17451.0,165267.0
2011-07-01,2754.8,17544.0,168233.0
2011-08-01,4015.8,25575.0,235270.0
2011-09-01,3639.44,23178.0,169950.0
2011-10-01,4869.4,31011.0,227919.0
2011-11-01,3694.73,23530.0,189459.0
2011-12-01,2897.39,18452.0,167565.0
2012-01-01,3543.41,22566.0,177783.0
2012-02-01,3185.48,20287.0,160234.0
2012-03-01,4025.5,25637.0,190438.0
2012-04-01,3110.79,19811.0,155805.0
2012-05-01,4194.28,26711.0,206466.0
2012-06-01,3316.43,21121.0,164365.0
2012-07-01,4344.63,27669.0,216730.0
2012-08-01,3468.72,22091.0,175086.0
2012-09-01,4085.64,26020.0,206475.0
2012-10-01,3595.79,22900.0,185486.0
2012-11-01,3513.34,22375.0,191902.0
2012-12-01,2889.63,18403.0,160197.0
2013-01-01,3584.15,22826.0,206344.0
2013-02-01,2519.09,16043.0,145819.0
2013-03-01,3122.43,19885.0,183941.0
2013-04-01,2761.59,17587.0,167441.0
2013-05-01,3267.93,20812.0,186432.0
2013-06-01,3172.87,20207.0,178445.0
2013-07-01,3212.64,20460.0,174754.0
2013-08-01,3469.69,22097.0,183729.0
2013-09-01,3127.28,19916.0,160155.0
2013-10-01,3864.48,24611.0,195290.0
2013-11-01,3568.63,22727.0,186514.0
2013-12-01,2996.33,19082.0,163342.0
2014-01-01,2874.11,18304.0,154243.0
2014-02-01,4068.18,25908.0,209415.0
2014-03-01,3535.65,22517.0,179688.0
2014-04-01,3553.11,22628.0,180657.0
2014-05-01,3185.48,20287.0,166227.0
2014-06-01,3770.39,24012.0,186009.0
2014-07-01,3303.82,21041.0,166932.0
2014-08-01,3512.37,22369.0,174007.0
2014-09-01,3762.63,23962.0,189580.0
2014-10-01,4166.15,26532.0,210213.0
2014-11-01,3123.4,19891.0,160726.0
2014-12-01,3274.72,20855.0,168421.0
2015-01-01,3277.63,20874.0,144562.0
2015-02-01,3050.65,19428.0,130267.0
2015-03-01,3417.31,21763.0,139013.0
2015-04-01,3219.43,20503.0,138504.0
2015-05-01,3101.09,19749.0,140569.0
2015-06-01,3673.39,23394.0,153832.0
2015-07-01,3843.14,24475.0,158508.0
2015-08-01,4261.21,27138.0,171979.0
2015-09-01,3845.08,24488.0,156797.0
2015-10-01,4134.14,26328.0,170944.0
2015-11-01,3604.52,22956.0,149719.0
2015-12-01,3328.07,21195.0,144341.0
2016-01-01,3281.51,15390.0,144562.0
2016-02-01,3673.39,17228.0,130395.0
2016-03-01,3749.05,17583.0,138603.0
2016-04-01,3211.67,15063.0,138777.0
2016-05-01,3531.77,16564.0,140292.0
2016-06-01,3720.92,17451.0,154286.0
2016-07-01,3238.83,15190.0,159443.0
2016-08-01,3820.83,17920.0,172487.0
2016-09-01,3688.91,17301.0,157261.0
2016-10-01,4072.06,19098.0,171450.0
2016-11-01,3809.19,17865.0,150457.0
2016-12-01,3011.85,14126.0,146759.0
2017-01-01,3352.32,15722.0,174033.0
2017-02-01,2546.25,11942.0,157091.0
2017-03-01,3643.32,17087.0,171088.0
2017-04-01,2686.9,12602.0,165907.0
2017-05-01,3393.06,15914.0,166247.0
2017-06-01,3161.23,14826.0,180219.0
2017-07-01,3474.54,16296.0,185548.0
2017-08-01,3502.67,16428.0,199510.0
2017-09-01,4055.57,19021.0,185332.0
2017-10-01,3348.44,15704.0,212992.0
2017-11-01,3242.71,15208.0,181245.0
2017-12-01,2874.11,13480.0,172172.0
2018-01-01,2208.69,10359.0,140143.0
2018-02-01,2742.19,12861.0,132021.0
2018-03-01,3696.67,17338.0,143899.0
2018-04-01,4083.7,19153.0,132165.0
2018-05-01,3163.17,14835.0,141652.0
2018-06-01,3104.0,14558.0,160451.0
2018-07-01,3608.4,16924.0,159600.0
2018-08-01,4184.58,19626.0,172602.0
2018-09-01,3875.15,18175.0,177174.0
2018-10-01,4901.41,22988.0,221688.0
2018-11-01,3277.63,15372.0,204522.0
2018-12-01,2667.5,12511.0,124125.0
2019-01-01,3578.33,16782.0,194276.0
2019-02-01,3606.46,16914.0,197918.0
2019-03-01,3044.83,14280.0,160483.0
2019-04-01,3599.67,16883.0,190373.0
2019-05-01,4028.41,18893.0,176918.0
2019-06-01,3681.15,17265.0,183870.0
2019-07-01,3155.41,14799.0,149623.0
2019-08-01,3511.4,16469.0,181036.0
2019-09-01,4144.81,19439.0,209695.0
2019-10-01,4258.3,19972.0,221272.0
2019-11-01,3266.96,15322.0,171910.0
2019-12-01,3573.48,16760.0,175544.0
2020-01-01,3596.76,16869.0,256587.0
2020-02-01,3379.48,15850.0,172309.0
2020-03-01,4209.8,19744.0,257638.0
2020-04-01,4039.08,18943.0,226768.0
2020-05-01,2806.21,13161.0,153497.0
2020-06-01,3487.15,16355.0,181054.0
2020-07-01,3686.0,17287.0,247441.0
2020-08-01,3623.92,16996.0,201458.0
2020-09-01,3651.08,17124.0,213869.0
2020-10-01,3258.23,15281.0,224288.0
2020-11-01,3110.79,14590.0,186155.0
2020-12-01,3053.56,14321.0,151309.0
2021-01-01,2781.96,13047.0,187456.0
2021-02-01,2112.66,9908.0,137947.0
2021-03-01,3394.03,15918.0,205861.0
2021-04-01,3002.15,14080.0,156465.0
2021-05-01,3330.01,15618.0,185579.0
2021-06-01,3500.73,16419.0,198957.0
2021-07-01,3310.61,15527.0,162403.0
2021-08-01,3319.34,15568.0,173487.0
2021-09-01,3339.71,15663.0,152216.0
2021-10-01,3890.67,18247.0,201326.0
2021-11-01,3316.43,15554.0,208358.0
2021-12-01,2980.81,13980.0,199188.0
