measured_on,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2017-10-01,248.161,2661.0,2661.0,,,
2017-11-01,287.996,3092.0,3092.0,,,
2017-12-01,4409.884,47318.0,47318.0,,,
2018-01-01,8317.452,87999.0,87999.0,,,
2018-02-01,174.501,1847.0,1847.0,,,
2018-03-01,173.906,1841.0,1841.0,,,
2018-04-01,138.298,1463.0,1463.0,,,
2018-05-01,32.836,348.0,348.0,,,
2018-06-01,84.558,897.0,897.0,,,
2018-07-01,77.856,826.0,826.0,,,
2018-08-01,67.061,708.0,708.0,,,
2018-09-01,77.003,814.0,814.0,,,
2018-10-01,83.357,879.0,879.0,,,
2018-11-01,87.521,926.0,926.0,,,
2018-12-01,161.651,1711.0,1711.0,,,
2019-01-01,6034.983,64932.0,64932.0,,,
2019-02-01,1248.571,13432.0,13432.0,,,
2019-03-01,20.593,222.0,222.0,,,
2019-04-01,10.342,114.0,114.0,,,
2019-05-01,16.418,174.0,174.0,,,
2019-06-01,10.863,114.0,114.0,,,
2019-07-01,5.224,54.0,54.0,,,
2019-08-01,9.921,108.0,108.0,,,
2019-09-01,43.584,469.0,469.0,,,
2019-10-01,11.511,126.0,126.0,,,
2019-11-01,22.692,246.0,246.0,,,
2019-12-01,854.298,9189.0,9189.0,,,
2020-01-01,2459.44,27435.0,27435.0,,,
2020-02-01,1844.071,20581.0,20581.0,,,
2020-03-01,1561.627,17428.0,17428.0,,,
2020-04-01,1109.588,12382.0,12382.0,,,
2020-05-01,2345.998,26180.0,26180.0,,,
2020-06-01,972.565,10853.0,10853.0,,,
2020-07-01,1617.428,18052.0,18052.0,,,
2020-08-01,654.571,7307.0,7307.0,,,
2020-09-01,1701.136,18986.0,18986.0,,,
2020-10-01,972.547,10853.0,10853.0,,,
2020-11-01,2353.75,26269.0,26269.0,,,
2020-12-01,2758.279,30779.0,30779.0,,,
2021-01-01,93.625,1005.0,1005.0,2771.594,29813.0,29813.0
2021-02-01,768.189,8266.0,8266.0,2329.331,25058.0,25058.0
2021-03-01,115.083,1240.0,1240.0,2296.576,24706.0,24706.0
2021-04-01,914.967,9844.0,9844.0,1953.284,21013.0,21013.0
2021-05-01,35.716,385.0,385.0,2470.296,26574.0,26574.0
2021-06-01,32.561,350.0,350.0,3510.422,37764.0,37764.0
2021-07-01,29.31,316.0,316.0,3905.763,42017.0,42017.0
2021-08-01,5.009,52.0,52.0,4249.657,45716.0,45716.0
2021-09-01,66.008,712.0,712.0,2890.182,31092.0,31092.0
2021-10-01,83.683,901.0,901.0,2859.532,30762.0,30762.0
2021-11-01,122.907,1320.0,1320.0,2881.172,30995.0,30995.0
2021-12-01,352.282,3788.0,3788.0,2854.851,30712.0,30712.0
2022-01-01,457.35,4771.0,4771.0,4450.075,46339.0,46339.0
2022-02-01,51.613,538.0,538.0,4090.094,42589.0,42589.0
2022-03-01,3.669,39.0,39.0,4479.569,46646.0,46646.0
2022-04-01,2.282,22.0,22.0,4904.687,51073.0,51073.0
2022-05-01,6.679,67.0,67.0,5751.272,59887.0,59887.0
2022-06-01,0.806,6.0,6.0,6025.98,62748.0,62748.0
2022-07-01,1.089,11.0,11.0,8133.747,84696.0,84696.0
2022-08-01,0.738,6.0,6.0,8102.057,84366.0,84366.0
2022-09-01,1.178,11.0,11.0,5496.636,57236.0,57236.0
2022-10-01,2.777,28.0,28.0,5167.719,53811.0,53811.0
2022-11-01,8.474,90.0,90.0,4778.094,49754.0,49754.0
2022-12-01,285.093,2968.0,2968.0,5100.322,53109.0,53109.0
2023-01-01,313.295,3433.0,3433.0,3628.517,39734.0,39734.0
2023-02-01,7055.888,77263.0,77263.0,3270.969,35817.0,35817.0
2023-03-01,245.625,2688.0,2688.0,3174.36,34759.0,34759.0
2023-04-01,115.625,1266.0,1266.0,2804.592,30710.0,30710.0
2023-05-01,223.449,2447.0,2447.0,3170.064,34713.0,34713.0
2023-06-01,34.877,381.0,381.0,4217.06,46177.0,46177.0
2023-07-01,44.775,493.0,493.0,6135.436,67184.0,67184.0
2023-08-01,52.037,571.0,571.0,4826.915,52855.0,52855.0
2023-09-01,99.175,1086.0,1086.0,4354.459,47682.0,47682.0
2023-10-01,174.569,1910.0,1910.0,3414.859,37393.0,37393.0
2023-11-01,83.527,913.0,913.0,4100.294,44899.0,44899.0
2023-12-01,45.013,493.0,493.0,3924.62,42975.0,42975.0
2024-01-01,5157.162,1238.0,1238.0,976.645,236.0,236.0
2024-02-01,243.376,62.0,62.0,886.309,215.0,215.0
2024-03-01,1537.269,375.0,375.0,851.612,207.0,207.0
2024-04-01,370.915,90.0,90.0,732.274,178.0,178.0
2024-05-01,186.694,45.0,45.0,866.206,210.0,210.0
2024-06-01,151.166,39.0,39.0,1074.959,260.0,260.0
2024-07-01,301.612,73.0,73.0,1373.594,333.0,333.0
2024-08-01,199.268,50.0,50.0,1222.308,296.0,296.0
2024-09-01,186.826,45.0,45.0,1008.344,245.0,245.0
2024-10-01,337.705,84.0,84.0,857.723,208.0,208.0
2024-11-01,473.769,118.0,118.0,896.903,217.0,217.0
2024-12-01,3556.49,862.0,862.0,1054.871,256.0,256.0
