measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Residual Fuel Oil - Generation","Residual Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Residual Fuel Oil - Total Fuel Consumed"
2004-04-01,26.526539999999997,150.57,505.18,59.617000000000004,521.54,521.54,0.9184599999999999,5.21,17.49,,,,,,
2004-05-01,517.59987,2938.09,9859.01,59.617000000000004,521.54,521.54,15.91813,90.36,303.2,,,,,,
2004-06-01,68.33152,387.87,1302.1,59.617000000000004,521.54,521.54,9.61648,54.59,183.25,,,,,,
2004-07-01,15.36652,87.23,293.31,59.617000000000004,521.54,521.54,13.39548,76.04,255.68,,,,,,
2004-08-01,15.014439999999999,85.23,286.58,59.617000000000004,521.54,521.54,13.143559999999999,74.61,250.87,,,,,,
2004-09-01,41.07926,233.18,782.83,59.617000000000004,521.54,521.54,6.15874,34.96,117.36,,,,,,
2004-10-01,3.60152,20.44,68.67,59.617000000000004,521.54,521.54,1.59648,9.06,30.44,,,,,,
2004-11-01,17.35827,98.53,330.66,59.617000000000004,521.54,521.54,0.98873,5.61,18.83,,,,,,
2004-12-01,253.78397999999999,1440.58,4833.72,59.617000000000004,521.54,521.54,5.285019999999999,30.0,100.66,,,,,,
2005-01-01,125.85132,714.38,1890.1,117.43400000000001,1318.65,1786.52,10.03468,56.96,150.71,,,,,,
2005-02-01,30.708039999999997,174.31,461.22,28.654,321.75,435.93,9.05696,51.41,136.03,,,,,,
2005-03-01,43.87825,249.07,659.0,40.944,459.76,622.86,9.77475,55.49,146.8,,,,,,
2005-04-01,36.042429999999996,204.59,541.31,33.631,377.64,511.62,9.82157,55.75,147.51,,,,,,
2005-05-01,37.27007,211.56,559.76,34.778,390.52,529.08,10.78693,61.23,162.01,,,,,,
2005-06-01,32.598549999999996,185.04,489.58,30.418000000000003,341.56,462.78,13.85545,78.65,208.09,,,,,,
2005-07-01,95.10374,539.84,1428.31,88.74300000000001,996.48,1350.07,17.742259999999998,100.71,266.46,,,,,,
2005-08-01,115.11324,653.42,1728.81,107.414,1206.14,1634.09,18.38676,104.37,276.14,,,,,,
2005-09-01,95.03815,539.48,1427.32,88.683,995.81,1349.14,13.867849999999999,78.72,208.27,,,,,,
2005-10-01,40.07434,227.48,601.87,37.394,419.89,568.86,10.76366,61.1,161.66,,,,,,
2005-11-01,40.161609999999996,227.97,603.14,37.476,420.8,570.14,9.60439,54.52,144.24,,,,,,
2005-12-01,90.58852999999999,514.21,1360.51,84.53,949.17,1285.98,10.957469999999999,62.2,164.57,,,,,,
2006-01-01,27.688879999999997,157.17,380.75,41.452000000000005,442.35,442.35,19.55912,111.02,268.96,,,,,,
2006-02-01,33.98862,192.93,461.05,50.191,535.6,535.6,17.481379999999998,99.23,237.13,,,,,,
2006-03-01,28.38423,161.12,389.5,42.405,452.55,452.55,19.14077,108.65,262.66,,,,,,
2006-04-01,21.64783,122.88,299.95,32.655,348.5,348.5,18.06217,102.53,250.27,,,,,,
2006-05-01,38.96339,221.17,530.0,57.701,615.75,615.75,21.444609999999997,121.73,291.7,,,,,,
2006-06-01,36.47533,207.05,498.7,54.291000000000004,579.4,579.4,22.61467,128.37,309.19,,,,,,
2006-07-01,38.41262,218.04,526.65,57.336000000000006,611.85,611.85,25.39238,144.13,348.14,,,,,,
2006-08-01,61.49896,349.09,828.6,90.209,962.7,962.7,26.69304,151.52,359.65,,,,,,
2006-09-01,39.76172,225.7,540.5,58.843,627.95,627.95,21.542279999999998,122.28,292.83,,,,,,
2006-10-01,20.570159999999998,116.76,288.3,31.386000000000003,334.95,334.95,21.902839999999998,124.33,306.98,,,,,,
2006-11-01,16.61535,94.32,233.35,25.401,271.1,271.1,18.463649999999998,104.81,259.31,,,,,,
2006-12-01,32.22471,182.92,441.75,48.089000000000006,513.2,513.2,21.21229,120.41,290.79,,,,,,
2007-01-01,22.088,132.0,374.0,100.45100000000001,941.0,941.0,29.317,177.0,495.0,,,,,,
2007-02-01,24.772000000000002,149.0,418.0,112.658,1056.0,1056.0,40.997,249.0,692.0,,,,,,
2007-03-01,12.537,77.0,209.0,57.017,534.0,534.0,20.416,124.0,344.0,,,,,,
2007-04-01,14.912,88.0,253.0,67.815,638.0,638.0,59.46,360.0,1003.0,,,,,,
2007-05-01,13.372,83.0,226.0,60.814,572.0,572.0,40.229,244.0,678.0,,,,,,
2007-06-01,10.682,66.0,182.0,48.579,457.0,457.0,41.425,251.0,698.0,,,,,,
2007-07-01,12.241000000000001,72.0,209.0,55.67,523.0,523.0,103.156,625.0,1740.0,,,,,,
2007-08-01,20.263,121.0,341.0,92.15400000000001,864.0,864.0,253.11100000000002,1534.0,4269.0,,,,,,
2007-09-01,9.467,55.0,160.0,43.054,407.0,407.0,61.719,374.0,1041.0,,,,,,
2007-10-01,11.283000000000001,66.0,193.0,51.311,484.0,484.0,37.215,226.0,628.0,,,,,,
2007-11-01,8.793000000000001,55.0,149.0,39.988,374.0,374.0,8.688,53.0,147.0,,,,,,
2007-12-01,13.081000000000001,77.0,220.0,59.489000000000004,561.0,561.0,23.776,144.0,401.0,,,,0.0,0.0,0.0
2008-01-01,97.676,598.0,1773.0,104.235,1042.0,1042.0,12.904,79.0,237.0,0.0,0.0,0.0,,,
2008-02-01,52.232,320.0,949.0,55.739000000000004,552.0,552.0,4.511,28.0,81.0,0.0,0.0,0.0,,,
2008-03-01,45.531,279.0,825.0,48.588,477.0,477.0,6.627000000000001,41.0,120.0,0.0,0.0,0.0,,,
2008-04-01,35.462,217.0,645.0,37.843,372.0,372.0,0.779,5.0,14.0,0.0,0.0,0.0,,,
2008-05-01,46.787,286.0,849.0,49.928000000000004,490.0,490.0,2.841,17.0,52.0,0.0,0.0,0.0,,,
2008-06-01,36.38,223.0,663.0,38.823,384.0,384.0,40.78,250.0,740.0,0.0,0.0,0.0,,,
2008-07-01,27.139000000000003,166.0,496.0,28.961000000000002,285.0,285.0,33.499,205.0,608.0,0.0,0.0,0.0,,,
2008-08-01,35.52,217.0,645.0,37.904,372.0,372.0,36.226,222.0,658.0,0.0,0.0,0.0,,,
2008-09-01,35.509,217.0,645.0,37.893,372.0,372.0,21.706,133.0,394.0,0.0,0.0,0.0,,,
2008-10-01,44.124,270.0,800.0,47.086000000000006,465.0,465.0,20.836000000000002,128.0,378.0,0.0,0.0,0.0,,,
2008-11-01,68.506,419.0,1246.0,73.10600000000001,719.0,719.0,17.498,107.0,318.0,0.0,0.0,0.0,,,
2008-12-01,74.867,458.0,1358.0,79.894,787.0,787.0,10.06,62.0,183.0,0.0,0.0,0.0,,,
2009-01-01,68.63300000000001,423.0,1128.0,113.725,1203.0,1203.0,22.13,137.0,365.0,,,,0.0,0.0,0.0
2009-02-01,50.292,310.0,831.0,83.334,880.0,880.0,24.313000000000002,150.0,402.0,,,,0.0,0.0,0.0
2009-03-01,47.284,292.0,781.0,78.35,831.0,831.0,35.81,221.0,591.0,,,,0.0,0.0,0.0
2009-04-01,26.829,166.0,440.0,44.457,471.0,471.0,15.145,93.0,250.0,,,,0.0,0.0,0.0
2009-05-01,33.277,205.0,552.0,55.14,583.0,583.0,23.088,142.0,381.0,,,,0.0,0.0,0.0
2009-06-01,28.431,175.0,471.0,47.111000000000004,496.0,496.0,54.207,334.0,894.0,0.0,0.0,0.0,,,
2009-07-01,24.646,152.0,409.0,40.839,434.0,434.0,63.911,394.0,1054.0,0.0,0.0,0.0,,,
2009-08-01,25.172,155.0,415.0,41.71,440.0,440.0,91.24300000000001,563.0,1505.0,0.0,0.0,0.0,,,
2009-09-01,24.731,153.0,409.0,40.979,434.0,434.0,79.333,489.0,1308.0,0.0,0.0,0.0,,,
2009-10-01,21.548000000000002,133.0,353.0,35.706,378.0,378.0,16.831,104.0,277.0,,,,0.0,0.0,0.0
2009-11-01,30.967000000000002,191.0,508.0,51.313,546.0,546.0,30.353,187.0,501.0,,,,0.0,0.0,0.0
2009-12-01,33.999,210.0,558.0,56.336000000000006,595.0,595.0,27.827,172.0,459.0,,,,0.0,0.0,0.0
2010-01-01,47.731,285.0,614.0,162.63400000000001,1711.0,1711.0,27.857000000000003,166.0,362.0,,,,0.0,0.0,0.0
2010-02-01,24.398,146.0,316.0,83.13300000000001,874.0,874.0,19.976000000000003,119.0,260.0,,,,0.0,0.0,0.0
2010-03-01,11.061,66.0,143.0,37.688,397.0,397.0,13.51,81.0,176.0,,,,0.0,0.0,0.0
2010-04-01,9.807,58.0,130.0,33.417,353.0,353.0,17.488,104.0,228.0,,,,0.0,0.0,0.0
2010-05-01,15.587000000000002,93.0,205.0,53.11,558.0,558.0,34.351,205.0,447.0,,,,0.0,0.0,0.0
2010-06-01,14.031,84.0,180.0,47.81,502.0,502.0,60.959,364.0,793.0,0.0,0.0,0.0,,,
2010-07-01,9.991,60.0,130.0,34.044000000000004,360.0,360.0,65.751,392.0,855.0,0.0,0.0,0.0,,,
2010-08-01,11.331000000000001,68.0,149.0,38.607,409.0,409.0,57.405,342.0,747.0,0.0,0.0,0.0,,,
2010-09-01,8.822000000000001,53.0,118.0,30.060000000000002,316.0,316.0,35.007000000000005,209.0,455.0,0.0,0.0,0.0,,,
2010-10-01,9.364,56.0,124.0,31.908,335.0,335.0,30.919,184.0,403.0,0.0,0.0,0.0,,,
2010-11-01,12.304,73.0,161.0,41.924,440.0,440.0,27.463,164.0,358.0,,,,0.0,0.0,0.0
2010-12-01,34.826,208.0,453.0,118.665,1252.0,1252.0,37.061,221.0,482.0,,,,0.0,0.0,0.0
2011-01-01,8.399,50.0,161.0,145.389,1600.0,1705.0,30.649,184.0,563.0,,,,0.0,0.0,0.0
2011-02-01,2.181,13.0,37.0,37.743,415.0,440.0,25.335,152.0,466.0,,,,0.0,0.0,0.0
2011-03-01,2.862,17.0,50.0,49.547,545.0,583.0,35.72,214.0,658.0,,,,0.0,0.0,0.0
2011-04-01,2.384,14.0,43.0,41.272,454.0,484.0,23.628,142.0,435.0,,,,0.0,0.0,0.0
2011-05-01,4.221,25.0,81.0,73.071,804.0,856.0,53.224,319.0,980.0,,,,0.0,0.0,0.0
2011-06-01,3.959,24.0,74.0,68.53,754.0,800.0,70.491,422.0,1298.0,0.0,0.0,0.0,,,
2011-07-01,2.149,13.0,37.0,37.199,409.0,434.0,90.456,542.0,1665.0,0.0,0.0,0.0,,,
2011-08-01,2.443,15.0,43.0,42.281,465.0,496.0,72.47,434.0,1334.0,0.0,0.0,0.0,,,
2011-09-01,2.447,15.0,43.0,42.356,466.0,496.0,51.887,311.0,955.0,0.0,0.0,0.0,,,
2011-10-01,1.597,10.0,31.0,27.635,304.0,322.0,46.253,277.0,851.0,0.0,0.0,0.0,,,
2011-11-01,2.516,15.0,43.0,43.545,479.0,508.0,55.778,334.0,1026.0,0.0,0.0,0.0,,,
2011-12-01,2.567,15.0,50.0,44.432,489.0,521.0,66.384,398.0,1222.0,0.0,0.0,0.0,,,
2012-01-01,6.372,38.0,118.0,112.152,1209.0,1209.0,41.947,251.0,766.0,,,,0.0,0.0,0.0
2012-02-01,3.873,23.0,68.0,68.156,738.0,738.0,54.599,327.0,996.0,,,,0.0,0.0,0.0
2012-03-01,2.377,14.0,43.0,41.825,453.0,453.0,46.509,279.0,848.0,0.0,0.0,0.0,,,
2012-04-01,3.218,19.0,56.0,56.626,614.0,614.0,44.994,269.0,821.0,,,,0.0,0.0,0.0
2012-05-01,4.982,30.0,93.0,87.68,949.0,949.0,51.235,307.0,935.0,,,,0.0,0.0,0.0
2012-06-01,2.593,16.0,50.0,45.642,496.0,496.0,53.214,319.0,970.0,0.0,0.0,0.0,,,
2012-07-01,2.512,15.0,43.0,44.212,477.0,477.0,76.023,455.0,1387.0,0.0,0.0,0.0,,,
2012-08-01,1.551,9.0,31.0,27.288,298.0,298.0,65.067,390.0,1187.0,0.0,0.0,0.0,,,
2012-09-01,2.263,14.0,43.0,39.833,434.0,434.0,55.804,334.0,1018.0,0.0,0.0,0.0,,,
2012-10-01,3.215,19.0,56.0,56.572,614.0,614.0,38.95,233.0,711.0,,,,0.0,0.0,0.0
2012-11-01,3.278,20.0,62.0,57.688,626.0,626.0,33.364,200.0,608.0,,,,0.0,0.0,0.0
2012-12-01,2.178,13.0,37.0,38.326,415.0,415.0,51.882,311.0,946.0,0.0,0.0,0.0,,,
2013-01-01,24.924,151.0,440.0,76.351,840.0,849.0,58.504,354.0,1048.0,,,,0.0,0.0,0.0
2013-02-01,17.493,106.0,316.0,53.59,590.0,601.0,52.896,320.0,947.0,0.0,0.0,0.0,,,
2013-03-01,22.631,137.0,403.0,69.331,763.0,775.0,57.28,346.0,1026.0,,,,0.0,0.0,0.0
2013-04-01,12.891,78.0,229.0,39.493,435.0,440.0,51.463,311.0,922.0,0.0,0.0,0.0,,,
2013-05-01,17.023,103.0,304.0,52.151,574.0,583.0,56.609,342.0,1014.0,0.0,0.0,0.0,,,
2013-06-01,10.34,63.0,186.0,31.676,349.0,353.0,61.297,371.0,1098.0,0.0,0.0,0.0,,,
2013-07-01,20.267,123.0,366.0,62.086,683.0,694.0,67.28,407.0,1206.0,0.0,0.0,0.0,,,
2013-08-01,11.948,72.0,217.0,36.603,403.0,409.0,68.592,415.0,1229.0,0.0,0.0,0.0,,,
2013-09-01,11.391,69.0,205.0,34.895,384.0,391.0,64.955,393.0,1164.0,0.0,0.0,0.0,,,
2013-10-01,15.836,96.0,285.0,48.514,534.0,546.0,54.765,331.0,981.0,0.0,0.0,0.0,,,
2013-11-01,24.889,151.0,446.0,76.248,839.0,856.0,56.164,340.0,1007.0,,,,0.0,0.0,0.0
2013-12-01,17.321,105.0,310.0,53.062,584.0,595.0,70.241,425.0,1258.0,0.0,0.0,0.0,,,
2014-01-01,61.017,369.0,957.0,440.143,4605.0,4605.0,59.869,362.0,945.0,,,,0.0,0.0,0.0
2014-02-01,5.005,30.0,81.0,36.1,377.0,377.0,29.173,176.0,461.0,,,,0.0,0.0,0.0
2014-03-01,6.121,37.0,99.0,44.153,464.0,464.0,48.978,296.0,773.0,0.0,0.0,0.0,,,
2014-04-01,2.185,13.0,35.0,15.76,162.0,162.0,52.585,318.0,830.0,0.0,0.0,0.0,,,
2014-05-01,5.012,30.0,81.0,36.156,377.0,377.0,54.303,328.0,857.0,0.0,0.0,0.0,,,
2014-06-01,4.465,27.0,70.0,32.21,336.0,336.0,68.244,413.0,1078.0,0.0,0.0,0.0,,,
2014-07-01,2.661,16.0,41.0,19.197,203.0,203.0,70.158,424.0,1108.0,0.0,0.0,0.0,,,
2014-08-01,3.501,21.0,58.0,25.254,267.0,267.0,69.654,421.0,1100.0,0.0,0.0,0.0,,,
2014-09-01,1.87,11.0,29.0,13.486,139.0,139.0,66.064,399.0,1043.0,0.0,0.0,0.0,,,
2014-10-01,1.935,12.0,29.0,13.96,145.0,145.0,41.793,253.0,660.0,0.0,0.0,0.0,,,
2014-11-01,3.62,22.0,58.0,26.112,273.0,273.0,57.434,347.0,907.0,0.0,0.0,0.0,,,
2014-12-01,4.363,26.0,70.0,31.469,331.0,331.0,72.99,441.0,1152.0,0.0,0.0,0.0,,,
2015-01-01,25.301,155.0,418.0,157.786,1653.0,1653.0,54.814,335.0,920.0,,,,0.0,0.0,0.0
2015-02-01,58.255,356.0,980.0,363.299,3805.0,3805.0,49.197,301.0,828.0,,,,0.0,0.0,0.0
2015-03-01,6.129,38.0,104.0,38.223,400.0,400.0,47.275,289.0,796.0,0.0,0.0,0.0,,,
2015-04-01,2.44,15.0,41.0,15.218,157.0,157.0,45.393,278.0,764.0,0.0,0.0,0.0,,,
2015-05-01,8.164,50.0,139.0,50.916,534.0,534.0,56.306,345.0,948.0,0.0,0.0,0.0,,,
2015-06-01,6.283,38.0,104.0,39.18,412.0,412.0,60.24,369.0,1014.0,0.0,0.0,0.0,,,
2015-07-01,4.442,27.0,75.0,27.7,290.0,290.0,60.119,368.0,1012.0,0.0,0.0,0.0,,,
2015-08-01,4.079,25.0,70.0,25.438,267.0,267.0,59.001,361.0,993.0,0.0,0.0,0.0,,,
2015-09-01,3.969,24.0,70.0,24.749,261.0,261.0,55.831,342.0,940.0,0.0,0.0,0.0,,,
2015-10-01,3.112,19.0,52.0,19.404,203.0,203.0,43.952,269.0,740.0,0.0,0.0,0.0,,,
2015-11-01,8.613,53.0,145.0,53.715,563.0,563.0,47.356,290.0,797.0,,,,0.0,0.0,0.0
2015-12-01,5.351,33.0,93.0,33.372,348.0,348.0,54.378,333.0,915.0,0.0,0.0,0.0,,,
2016-01-01,82.879,740.0,1569.0,174.375,1417.0,1959.0,35.109,313.0,660.0,,,,0.0,0.0,0.0
2016-02-01,56.861,508.0,1066.0,119.632,972.0,1339.0,36.221,323.0,680.0,,,,0.0,0.0,0.0
2016-03-01,18.105,162.0,341.0,38.093,309.0,428.0,38.452,343.0,723.0,0.0,0.0,0.0,,,
2016-04-01,18.31,163.0,341.0,38.523,313.0,434.0,33.588,300.0,630.0,,,,0.0,0.0,0.0
2016-05-01,30.527,273.0,570.0,64.226,522.0,719.0,32.028,286.0,602.0,,,,0.0,0.0,0.0
2016-06-01,28.061,251.0,527.0,59.038,480.0,663.0,34.439,308.0,647.0,,,,0.0,0.0,0.0
2016-07-01,22.878,204.0,428.0,48.135,391.0,539.0,40.154,359.0,755.0,,,,0.0,0.0,0.0
2016-08-01,22.012,197.0,415.0,46.312,376.0,521.0,41.595,371.0,781.0,,,,0.0,0.0,0.0
2016-09-01,19.296,172.0,360.0,40.598,330.0,453.0,33.867,302.0,636.0,,,,0.0,0.0,0.0
2016-10-01,20.837,186.0,391.0,43.839,356.0,490.0,24.95,223.0,469.0,,,,0.0,0.0,0.0
2016-11-01,20.273,181.0,378.0,42.654,347.0,477.0,31.115,278.0,584.0,,,,0.0,0.0,0.0
2016-12-01,42.575,380.0,800.0,89.575,728.0,1004.0,32.868,293.0,617.0,,,,0.0,0.0,0.0
2017-01-01,17.149,155.0,316.0,108.474,881.0,1221.0,53.928,488.0,992.0,,,,0.0,0.0,0.0
2017-02-01,8.695,79.0,161.0,54.997,447.0,614.0,51.58,467.0,949.0,0.0,0.0,0.0,,,
2017-03-01,11.407,103.0,211.0,72.153,586.0,806.0,56.654,513.0,1042.0,,,,0.0,0.0,0.0
2017-04-01,11.48,104.0,211.0,72.61,590.0,812.0,40.002,362.0,736.0,,,,0.0,0.0,0.0
2017-05-01,12.804,116.0,236.0,80.985,658.0,905.0,48.077,435.0,884.0,,,,0.0,0.0,0.0
2017-06-01,8.327,75.0,155.0,52.669,428.0,589.0,52.659,477.0,969.0,0.0,0.0,0.0,,,
2017-07-01,7.24,66.0,130.0,45.795,372.0,515.0,57.931,524.0,1066.0,0.0,0.0,0.0,,,
2017-08-01,5.652,51.0,105.0,35.747,290.0,397.0,57.287,518.0,1054.0,0.0,0.0,0.0,,,
2017-09-01,10.003,91.0,186.0,63.272,514.0,707.0,53.249,482.0,979.0,,,,0.0,0.0,0.0
2017-10-01,13.831,125.0,254.0,87.481,711.0,980.0,48.193,436.0,887.0,,,,0.0,0.0,0.0
2017-11-01,20.988,190.0,384.0,132.75,1078.0,1482.0,51.364,465.0,945.0,,,,0.0,0.0,0.0
2017-12-01,20.722,188.0,378.0,131.067,1065.0,1463.0,60.778,550.0,1118.0,,,,0.0,0.0,0.0
2018-01-01,68.146,594.0,1252.0,388.306,3155.0,4359.0,24.417,213.0,451.0,,,,0.0,0.0,0.0
2018-02-01,2.594,23.0,50.0,14.784,120.0,167.0,22.723,198.0,419.0,0.0,0.0,0.0,,,
2018-03-01,5.661,49.0,105.0,32.26,262.0,360.0,25.857,226.0,476.0,,,,0.0,0.0,0.0
2018-04-01,3.742,33.0,68.0,21.324,173.0,236.0,18.263,159.0,337.0,,,,0.0,0.0,0.0
2018-05-01,5.297,46.0,99.0,30.185,245.0,335.0,22.052,192.0,407.0,,,,0.0,0.0,0.0
2018-06-01,4.888,43.0,93.0,27.852,226.0,310.0,26.215,229.0,483.0,0.0,0.0,0.0,,,
2018-07-01,3.547,31.0,68.0,20.214,164.0,223.0,30.818,269.0,569.0,0.0,0.0,0.0,,,
2018-08-01,4.708,41.0,87.0,26.825,218.0,298.0,29.655,259.0,547.0,0.0,0.0,0.0,,,
2018-09-01,2.766,24.0,50.0,15.759,128.0,174.0,27.42,239.0,506.0,0.0,0.0,0.0,,,
2018-10-01,2.42,21.0,43.0,13.79,112.0,155.0,26.547,232.0,490.0,0.0,0.0,0.0,,,
2018-11-01,5.103,45.0,93.0,29.077,236.0,322.0,25.554,223.0,471.0,,,,0.0,0.0,0.0
2018-12-01,7.129,62.0,130.0,40.624,330.0,453.0,24.478,214.0,451.0,,,,0.0,0.0,0.0
2019-01-01,30.369,265.0,694.0,178.196,1448.0,1984.0,17.969,157.0,415.0,,,,0.0,0.0,0.0
2019-02-01,8.37,73.0,192.0,49.107,399.0,552.0,18.629,163.0,430.0,,,,0.0,0.0,0.0
2019-03-01,15.479,135.0,360.0,90.821,738.0,1017.0,17.331,151.0,399.0,,,,0.0,0.0,0.0
2019-04-01,11.787,103.0,273.0,69.16,562.0,775.0,12.876,112.0,297.0,,,,0.0,0.0,0.0
2019-05-01,12.853,112.0,298.0,75.414,613.0,843.0,15.219,133.0,351.0,,,,0.0,0.0,0.0
2019-06-01,14.016,122.0,322.0,82.236,668.0,918.0,17.072,149.0,394.0,,,,0.0,0.0,0.0
2019-07-01,7.834,68.0,180.0,45.964,373.0,515.0,20.147,176.0,464.0,,,,0.0,0.0,0.0
2019-08-01,8.361,73.0,192.0,49.056,399.0,546.0,19.823,173.0,458.0,,,,0.0,0.0,0.0
2019-09-01,4.483,39.0,105.0,26.301,214.0,291.0,18.465,161.0,426.0,,,,0.0,0.0,0.0
2019-10-01,7.159,63.0,167.0,42.008,341.0,471.0,17.034,149.0,393.0,,,,0.0,0.0,0.0
2019-11-01,8.283,72.0,192.0,48.597,395.0,546.0,15.116,132.0,349.0,,,,0.0,0.0,0.0
2019-12-01,11.613,101.0,267.0,68.14,554.0,763.0,16.712,146.0,385.0,,,,0.0,0.0,0.0
2020-01-01,3.312,29.0,62.0,127.36,1035.0,1432.0,72.161,631.0,1316.0,,,,0.0,0.0,0.0
2020-02-01,1.171,10.0,19.0,45.026,366.0,502.0,72.454,633.0,1320.0,0.0,0.0,0.0,,,
2020-03-01,1.038,9.0,19.0,39.941,324.0,446.0,63.105,552.0,1150.0,0.0,0.0,0.0,,,
2020-04-01,1.235,11.0,25.0,47.51,386.0,533.0,37.032,324.0,674.0,,,,0.0,0.0,0.0
2020-05-01,2.498,22.0,43.0,96.091,781.0,1073.0,53.199,465.0,969.0,,,,0.0,0.0,0.0
2020-06-01,1.187,10.0,19.0,45.654,371.0,508.0,59.988,524.0,1093.0,0.0,0.0,0.0,,,
2020-07-01,1.087,10.0,19.0,41.817,340.0,465.0,76.395,668.0,1392.0,0.0,0.0,0.0,,,
2020-08-01,1.561,14.0,31.0,60.062,488.0,670.0,70.295,614.0,1280.0,0.0,0.0,0.0,,,
2020-09-01,1.111,10.0,19.0,42.753,347.0,477.0,53.84,471.0,981.0,0.0,0.0,0.0,,,
