measured_on,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2016-07-01,12.047,123.0,123.0,14194.637,142790.0,142790.0
2016-08-01,18.863,190.0,190.0,15322.37,154134.0,154134.0
2016-09-01,5.279,50.0,50.0,11096.087,111620.0,111620.0
2016-10-01,1.9,17.0,17.0,8095.277,81434.0,81434.0
2016-11-01,2.158,22.0,22.0,7376.633,74205.0,74205.0
2016-12-01,12.394,123.0,123.0,8577.728,86287.0,86287.0
2017-01-01,27.317,280.0,280.0,6994.399,72035.0,72035.0
2017-02-01,22.755,235.0,235.0,6074.113,62559.0,62559.0
2017-03-01,34.69,358.0,358.0,6626.706,68250.0,68250.0
2017-04-01,32.817,336.0,336.0,5748.605,59206.0,59206.0
2017-05-01,16.882,174.0,174.0,6223.464,64097.0,64097.0
2017-06-01,13.019,134.0,134.0,7787.194,80203.0,80203.0
2017-07-01,12.306,129.0,129.0,9910.755,102073.0,102073.0
2017-08-01,9.441,95.0,95.0,9377.048,96577.0,96577.0
2017-09-01,10.255,106.0,106.0,7767.237,79997.0,79997.0
2017-10-01,18.467,190.0,190.0,6219.261,64054.0,64054.0
2017-11-01,21.431,218.0,218.0,5630.985,57995.0,57995.0
2017-12-01,328.156,3382.0,3382.0,6786.697,69898.0,69898.0
2018-01-01,369.973,3886.0,3886.0,2481.504,26143.0,26143.0
2018-02-01,7.762,84.0,84.0,2159.187,22749.0,22749.0
2018-03-01,7.736,84.0,84.0,2400.088,25287.0,25287.0
2018-04-01,6.152,67.0,67.0,2481.669,26146.0,26146.0
2018-05-01,1.461,17.0,17.0,2755.028,29025.0,29025.0
2018-06-01,3.761,39.0,39.0,3200.874,33723.0,33723.0
2018-07-01,3.463,39.0,39.0,4539.699,47828.0,47828.0
2018-08-01,2.983,34.0,34.0,4735.73,49893.0,49893.0
2018-09-01,3.425,34.0,34.0,3535.183,37245.0,37245.0
2018-10-01,3.708,39.0,39.0,2944.836,31026.0,31026.0
2018-11-01,3.893,39.0,39.0,2536.528,26723.0,26723.0
2018-12-01,7.191,78.0,78.0,2513.166,26477.0,26477.0
2019-01-01,44.74,487.0,487.0,3155.404,33929.0,33929.0
2019-02-01,9.257,101.0,101.0,3016.309,32434.0,32434.0
2019-03-01,0.153,0.0,0.0,2808.033,30194.0,30194.0
2019-04-01,0.077,0.0,0.0,2470.855,26569.0,26569.0
2019-05-01,0.122,0.0,0.0,2395.326,25757.0,25757.0
2019-06-01,0.081,0.0,0.0,3190.964,34312.0,34312.0
2019-07-01,0.039,0.0,0.0,5430.435,58393.0,58393.0
2019-08-01,0.074,0.0,0.0,4747.332,51048.0,51048.0
2019-09-01,0.323,6.0,6.0,3391.462,36468.0,36468.0
2019-10-01,0.085,0.0,0.0,2859.661,30750.0,30750.0
2019-11-01,0.168,0.0,0.0,3019.42,32468.0,32468.0
2019-12-01,6.334,67.0,67.0,3368.346,36220.0,36220.0
2020-01-01,0.0,0.0,0.0,4563.252,47505.0,47505.0
2020-02-01,0.0,0.0,0.0,4287.411,44635.0,44635.0
2020-03-01,0.0,0.0,0.0,4197.189,43696.0,43696.0
2020-04-01,0.0,0.0,0.0,2994.925,31179.0,31179.0
2020-05-01,0.0,0.0,0.0,3499.547,36433.0,36433.0
2020-06-01,0.0,0.0,0.0,5566.933,57956.0,57956.0
2020-07-01,0.0,0.0,0.0,8015.838,83451.0,83451.0
2020-08-01,0.0,0.0,0.0,7139.912,74331.0,74331.0
2020-09-01,0.0,0.0,0.0,5602.577,58327.0,58327.0
2020-10-01,0.0,0.0,0.0,4195.774,43681.0,43681.0
2020-11-01,0.0,0.0,0.0,4325.207,45029.0,45029.0
2020-12-01,0.0,0.0,0.0,4408.435,45895.0,45895.0
2021-01-01,17.712,179.0,179.0,8068.581,82653.0,82653.0
2021-02-01,13.192,134.0,134.0,6009.34,61559.0,61559.0
2021-03-01,10.1,101.0,101.0,4601.071,47133.0,47133.0
2021-04-01,8.585,90.0,90.0,3910.929,40063.0,40063.0
2021-05-01,7.582,78.0,78.0,3453.939,35382.0,35382.0
2021-06-01,16.412,168.0,168.0,7476.087,76585.0,76585.0
2021-07-01,10.392,106.0,106.0,4734.086,48495.0,48495.0
2021-08-01,35.907,370.0,370.0,16357.131,167560.0,167560.0
2021-09-01,22.254,230.0,230.0,10137.711,103850.0,103850.0
2021-10-01,6.299,67.0,67.0,2869.395,29394.0,29394.0
2021-11-01,4.573,45.0,45.0,2083.002,21339.0,21339.0
2021-12-01,19.192,196.0,196.0,8742.528,89557.0,89557.0
2022-01-01,81.509,829.0,829.0,7289.221,74358.0,74358.0
2022-02-01,85.988,879.0,879.0,7689.838,78445.0,78445.0
2022-03-01,104.254,1064.0,1064.0,9323.28,95108.0,95108.0
2022-04-01,20.439,207.0,207.0,1827.85,18646.0,18646.0
2022-05-01,40.192,409.0,409.0,3594.325,36666.0,36666.0
2022-06-01,67.954,694.0,694.0,6077.05,61993.0,61993.0
2022-07-01,102.257,1042.0,1042.0,9144.701,93286.0,93286.0
2022-08-01,81.959,834.0,834.0,7329.512,74769.0,74769.0
2022-09-01,53.438,543.0,543.0,4778.906,48750.0,48750.0
2022-10-01,12.863,129.0,129.0,1150.323,11735.0,11735.0
2022-11-01,5.617,56.0,56.0,502.339,5124.0,5124.0
2022-12-01,48.394,493.0,493.0,4327.789,44148.0,44148.0
2023-01-01,0.039,0.0,0.0,4217.666,50070.0,50070.0
2023-02-01,0.855,12.0,12.0,3802.066,45137.0,45137.0
2023-03-01,0.03,0.0,0.0,3689.77,43804.0,43804.0
2023-04-01,0.014,0.0,0.0,3259.964,38701.0,38701.0
2023-05-01,0.027,0.0,0.0,3684.777,43745.0,43745.0
2023-06-01,0.004,0.0,0.0,4901.769,58192.0,58192.0
2023-07-01,0.005,0.0,0.0,7131.626,84664.0,84664.0
2023-08-01,0.006,0.0,0.0,5610.645,66607.0,66607.0
2023-09-01,0.012,0.0,0.0,5061.478,60088.0,60088.0
2023-10-01,0.021,0.0,0.0,3969.318,47123.0,47123.0
2023-11-01,0.01,0.0,0.0,4766.045,56581.0,56581.0
2023-12-01,0.005,0.0,0.0,4561.848,54156.0,54156.0
2024-01-01,2783.28,2089.0,2089.0,3187.086,2387.0,2387.0
2024-02-01,131.348,101.0,101.0,2892.297,2166.0,2166.0
2024-03-01,829.651,622.0,622.0,2779.068,2082.0,2082.0
2024-04-01,200.18,151.0,151.0,2389.632,1790.0,1790.0
2024-05-01,100.757,73.0,73.0,2826.695,2118.0,2118.0
2024-06-01,81.583,62.0,62.0,3507.919,2628.0,2628.0
2024-07-01,162.777,123.0,123.0,4482.457,3358.0,3358.0
2024-08-01,107.543,78.0,78.0,3988.764,2988.0,2988.0
2024-09-01,100.828,73.0,73.0,3290.534,2465.0,2465.0
2024-10-01,182.256,134.0,134.0,2799.012,2097.0,2097.0
2024-11-01,255.689,190.0,190.0,2926.869,2193.0,2193.0
2024-12-01,1919.408,1439.0,1439.0,3442.367,2579.0,2579.0
