measured_on,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2005-04-01,955.0,9652.0,9652.0,246262.0,2488940.74,2488940.74
2005-05-01,1332.0,13622.0,13622.0,178286.0,1823403.4,1823403.4
2005-06-01,1475.0,14127.0,14127.0,281422.0,2870371.3,2870371.3
2005-07-01,1070.0,11206.0,11206.0,262816.0,2751951.84,2751951.84
2005-08-01,1367.0,14168.0,14168.0,259908.0,2695623.7,2695623.7
2005-09-01,1060.0,10804.0,10804.0,261613.0,2666896.21,2666896.21
2005-10-01,407.0,4173.0,4173.0,159269.0,1663519.14,1663519.14
2005-11-01,664.0,6962.0,6962.0,94948.0,995158.71,995158.71
2005-12-01,1917.0,22497.0,22497.0,117113.0,1374212.39,1374212.39
2006-01-01,1336.0,14595.0,14595.0,200663.0,2191858.0,2191858.0
2006-02-01,1403.0,14196.0,14196.0,233995.0,2368219.0,2368219.0
2006-03-01,1148.0,11436.0,11436.0,265501.0,2644397.0,2644397.0
2006-04-01,1269.0,13292.0,13292.0,162050.0,1697183.0,1697183.0
2006-05-01,1856.0,19489.0,19489.0,118774.0,1247307.0,1247307.0
2006-06-01,573.0,5684.0,5684.0,241583.0,2396937.0,2396937.0
2006-07-01,926.0,9349.0,9349.0,260644.0,2630853.0,2630853.0
2006-08-01,1146.0,11598.0,11598.0,254477.0,2574297.0,2574297.0
2006-09-01,1857.0,19405.0,19405.0,191213.0,1998468.0,1998468.0
2006-10-01,1231.0,12381.0,12381.0,272462.0,2740490.0,2740490.0
2006-11-01,1210.0,12308.0,12308.0,229412.0,2332687.0,2332687.0
2006-12-01,1737.0,17412.0,17412.0,250315.0,2508932.0,2508932.0
2007-01-01,1585.929,15719.0,15719.0,271898.071,2694929.0,2694929.0
2007-02-01,1883.672,18777.0,18777.0,259143.328,2583218.0,2583218.0
2007-03-01,1270.111,13266.0,13266.0,207307.889,2165280.0,2165280.0
2007-04-01,692.798,6764.0,6764.0,219770.202,2145684.0,2145684.0
2007-05-01,0.0,0.0,0.0,146926.0,1483849.0,1483849.0
2007-06-01,1198.501,12028.0,12028.0,233930.499,2347697.0,2347697.0
2007-07-01,1194.536,12405.0,12405.0,279478.464,2902324.0,2902324.0
2007-08-01,1737.395,13422.0,13422.0,306283.605,2366151.0,2366151.0
2007-09-01,655.975,6606.0,6606.0,294904.025,2969834.0,2969834.0
2007-10-01,805.517,8122.0,8122.0,296536.483,2989966.0,2989966.0
2007-11-01,704.801,7088.0,7088.0,301200.199,3029094.0,3029094.0
2007-12-01,1696.103,17338.0,17338.0,285573.897,2919209.0,2919209.0
2008-01-01,1265.708,12126.0,12126.0,345823.292,3313128.0,3313128.0
2008-02-01,1060.567,10345.0,10345.0,318456.433,3106293.0,3106293.0
2008-03-01,627.739,6268.0,6268.0,340429.261,3399198.0,3399198.0
2008-04-01,725.8330000000001,7162.0,7162.0,203105.167,2004097.0,2004097.0
2008-05-01,1957.164,18194.0,18194.0,225224.836,2093714.0,2093714.0
2008-06-01,422.271,4137.0,4137.0,316000.729,3095865.0,3095865.0
2008-07-01,6678.543000000001,67111.0,67111.0,334197.457,3358266.0,3358266.0
2008-08-01,1163.3390000000002,11406.0,11406.0,293548.661,2878109.0,2878109.0
2008-09-01,1758.1850000000002,18192.0,18192.0,279780.815,2894902.0,2894902.0
2008-10-01,848.1840000000001,8540.0,8540.0,331048.816,3333190.0,3333190.0
2008-11-01,770.794,7570.0,7570.0,316788.206,3111190.0,3111190.0
2008-12-01,488.266,4814.0,4814.0,345494.734,3406362.0,3406362.0
2009-01-01,2583.706,26648.0,26648.0,259236.294,2673729.0,2673729.0
2009-02-01,1061.29,10630.0,10630.0,276761.71,2772076.0,2772076.0
2009-03-01,1146.055,11547.0,11547.0,286785.945,2889492.0,2889492.0
2009-04-01,668.447,7106.0,7106.0,81574.553,867188.0,867188.0
2009-05-01,1783.634,19108.0,19108.0,114323.366,1224742.0,1224742.0
2009-06-01,2908.199,30626.0,30626.0,240206.801,2529598.0,2529598.0
2009-07-01,1224.334,12488.0,12488.0,299641.666,3056293.0,3056293.0
2009-08-01,1475.16,15326.0,15326.0,238892.84,2481948.0,2481948.0
2009-09-01,1581.448,16468.0,16468.0,227118.552,2365041.0,2365041.0
2009-10-01,841.711,8545.0,8545.0,164902.289,1674078.0,1674078.0
2009-11-01,1585.843,16233.0,16233.0,197507.157,2021721.0,2021721.0
2009-12-01,454.024,4583.0,4583.0,351640.976,3549530.0,3549530.0
2010-01-01,1554.13,15754.0,15754.0,297626.87,3017003.0,3017003.0
2010-02-01,2368.119,24287.0,24287.0,271279.881,2782197.0,2782197.0
2010-03-01,1927.402,19002.0,19002.0,317587.598,3131053.0,3131053.0
2010-04-01,908.297,9268.0,9268.0,237197.703,2420297.0,2420297.0
2010-05-01,1629.247,16834.0,16834.0,176608.753,1824789.0,1824789.0
2010-06-01,662.648,6675.0,6675.0,314415.352,3167178.0,3167178.0
2010-07-01,1416.047,14385.0,14385.0,345769.953,3512525.0,3512525.0
2010-08-01,873.0840000000001,8890.0,8890.0,321067.916,3269209.0,3269209.0
2010-09-01,1278.432,13136.0,13136.0,256216.568,2632647.0,2632647.0
2010-10-01,1898.1570000000002,19145.0,19145.0,266225.843,2685180.0,2685180.0
2010-11-01,965.008,9770.0,9770.0,251643.992,2547710.0,2547710.0
2010-12-01,999.44,10124.0,10124.0,282387.56,2860493.0,2860493.0
2011-01-01,1268.017,12959.0,12959.0,320231.98,3272736.0,3272736.0
2011-02-01,1046.647,10902.0,10902.0,252972.35,2634990.0,2634990.0
2011-03-01,982.715,9982.0,9982.0,290121.29,2946930.0,2946930.0
2011-04-01,1087.304,10870.0,10870.0,247059.7,2469907.0,2469907.0
2011-05-01,1262.037,13052.0,13052.0,180733.96,1869153.0,1869153.0
2011-06-01,859.303,8808.0,8808.0,291187.7,2984724.0,2984724.0
2011-07-01,1758.733,18599.0,18599.0,199066.27,2105171.0,2105171.0
2011-08-01,510.192,5332.0,5332.0,311921.81,3259882.0,3259882.0
2011-09-01,785.224,8269.0,8269.0,262480.78,2764119.0,2764119.0
2011-10-01,1341.716,14099.0,14099.0,239862.28,2520517.0,2520517.0
2011-11-01,1590.299,17371.0,17371.0,195906.7,2139910.0,2139910.0
2011-12-01,1350.297,14162.0,14162.0,262105.7,2748980.0,2748980.0
2012-01-01,1662.559,19267.0,19267.0,176205.44,2042003.0,2042003.0
2012-02-01,2861.31,30087.0,30087.0,181656.69,1910141.0,1910141.0
2012-03-01,2554.347,25719.0,25719.0,170478.65,1716502.0,1716502.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0
