measured_on,"Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Geothermal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2010-05-01,29719.945,289948.0,289948.0
2010-06-01,28791.712,280892.0,280892.0
2010-07-01,29612.003,288895.0,288895.0
2010-08-01,29805.5,290782.0,290782.0
2010-09-01,28911.519,282061.0,282061.0
2010-10-01,27695.391,270196.0,270196.0
2010-11-01,28983.269,282761.0,282761.0
2010-12-01,30304.764,295653.0,295653.0
2011-01-01,30933.356,300548.0,300548.0
2011-02-01,28065.972,272689.0,272689.0
2011-03-01,30928.989,300506.0,300506.0
2011-04-01,28333.033,275284.0,275284.0
2011-05-01,30401.816,295384.0,295384.0
2011-06-01,28077.478,272801.0,272801.0
2011-07-01,29866.137,290179.0,290179.0
2011-08-01,29879.693,290311.0,290311.0
2011-09-01,28591.436,277794.0,277794.0
2011-10-01,30019.774,291672.0,291672.0
2011-11-01,29361.938,285281.0,285281.0
2011-12-01,30540.378,296730.0,296730.0
2012-01-01,28663.84,272765.0,272765.0
2012-02-01,26946.885,256427.0,256427.0
2012-03-01,29298.611,278806.0,278806.0
2012-04-01,28736.0,273452.0,273452.0
2012-05-01,29594.495,281621.0,281621.0
2012-06-01,28539.006,271577.0,271577.0
2012-07-01,29796.843,283547.0,283547.0
2012-08-01,29476.263,280496.0,280496.0
2012-09-01,29099.083,276907.0,276907.0
2012-10-01,29637.998,282035.0,282035.0
2012-11-01,29557.238,281267.0,281267.0
2012-12-01,30598.738,291178.0,291178.0
2013-01-01,28042.18,267550.0,267550.0
2013-02-01,24918.831,237751.0,237751.0
2013-03-01,28289.186,269907.0,269907.0
2013-04-01,25844.683,246584.0,246584.0
2013-05-01,27210.218,259613.0,259613.0
2013-06-01,26382.647,251717.0,251717.0
2013-07-01,28134.179,268428.0,268428.0
2013-08-01,27940.69,266582.0,266582.0
2013-09-01,27023.825,257834.0,257834.0
2013-10-01,27772.406,264977.0,264977.0
2013-11-01,24284.883,231702.0,231702.0
2013-12-01,26753.272,255253.0,255253.0
2014-01-01,29537.305,280900.0,280900.0
2014-02-01,26658.377,253521.0,253521.0
2014-03-01,29623.4,281719.0,281719.0
2014-04-01,29556.739,281085.0,281085.0
2014-05-01,30263.642,287807.0,287807.0
2014-06-01,29823.962,283626.0,283626.0
2014-07-01,31098.124,295743.0,295743.0
2014-08-01,31000.426,294814.0,294814.0
2014-09-01,30019.86,285489.0,285489.0
2014-10-01,30846.707,293352.0,293352.0
2014-11-01,30393.611,289043.0,289043.0
2014-12-01,30395.847,289065.0,289065.0
2015-01-01,30521.739,284432.0,284432.0
2015-02-01,27813.681,259196.0,259196.0
2015-03-01,30464.609,283900.0,283900.0
2015-04-01,27417.968,255508.0,255508.0
2015-05-01,30698.393,286078.0,286078.0
2015-06-01,29790.863,277621.0,277621.0
2015-07-01,30689.973,286000.0,286000.0
2015-08-01,30526.198,284474.0,284474.0
2015-09-01,25568.154,238270.0,238270.0
2015-10-01,28571.314,266256.0,266256.0
2015-11-01,27440.227,255715.0,255715.0
2015-12-01,28239.881,263167.0,263167.0
2016-01-01,24256.836,223939.0,223939.0
2016-02-01,22700.04,209567.0,209567.0
2016-03-01,24172.472,223160.0,223160.0
2016-04-01,22223.252,205165.0,205165.0
2016-05-01,25372.964,234243.0,234243.0
2016-06-01,24373.577,225017.0,225017.0
2016-07-01,26100.281,240958.0,240958.0
2016-08-01,26171.41,241614.0,241614.0
2016-09-01,25627.959,236597.0,236597.0
2016-10-01,25560.967,235979.0,235979.0
2016-11-01,25324.33,233794.0,233794.0
2016-12-01,26839.912,247786.0,247786.0
2017-01-01,32423.098,298714.0,298714.0
2017-02-01,28384.789,261509.0,261509.0
2017-03-01,31751.659,292528.0,292528.0
2017-04-01,30780.437,283580.0,283580.0
2017-05-01,29862.598,275124.0,275124.0
2017-06-01,29724.714,273854.0,273854.0
2017-07-01,31520.655,290400.0,290400.0
2017-08-01,31328.559,288630.0,288630.0
2017-09-01,30786.522,283636.0,283636.0
2017-10-01,27669.926,254923.0,254923.0
2017-11-01,29969.318,276107.0,276107.0
2017-12-01,31096.725,286494.0,286494.0
2018-01-01,27463.683,250029.0,250029.0
2018-02-01,26154.145,238107.0,238107.0
2018-03-01,27928.848,254264.0,254264.0
2018-04-01,24267.065,220927.0,220927.0
2018-05-01,28555.348,259968.0,259968.0
2018-06-01,27268.476,248252.0,248252.0
2018-07-01,28404.07,258591.0,258591.0
2018-08-01,28253.039,257216.0,257216.0
2018-09-01,27398.036,249432.0,249432.0
2018-10-01,26273.115,239190.0,239190.0
2018-11-01,27243.75,248027.0,248027.0
2018-12-01,28893.425,263046.0,263046.0
2019-01-01,28829.066,256723.0,256723.0
2019-02-01,26810.089,238744.0,238744.0
2019-03-01,29570.012,263321.0,263321.0
2019-04-01,27037.38,240768.0,240768.0
2019-05-01,28716.755,255723.0,255723.0
2019-06-01,28151.789,250692.0,250692.0
2019-07-01,29189.381,259931.0,259931.0
2019-08-01,29562.844,263257.0,263257.0
2019-09-01,28970.443,257982.0,257982.0
2019-10-01,23096.215,205672.0,205672.0
2019-11-01,20228.479,180135.0,180135.0
2019-12-01,25271.547,225043.0,225043.0
2020-01-01,21647.512,189784.0,189784.0
2020-02-01,23728.399,208027.0,208027.0
2020-03-01,30105.963,263939.0,263939.0
2020-04-01,28930.224,253631.0,253631.0
2020-05-01,28661.792,251278.0,251278.0
2020-06-01,26695.506,234040.0,234040.0
2020-07-01,28852.033,252946.0,252946.0
2020-08-01,28950.609,253810.0,253810.0
2020-09-01,27174.034,238235.0,238235.0
2020-10-01,26102.947,228845.0,228845.0
2020-11-01,28722.858,251813.0,251813.0
2020-12-01,28123.123,246555.0,246555.0
2021-01-01,27567.784,243809.0,243809.0
2021-02-01,27322.438,241640.0,241640.0
2021-03-01,27246.101,240965.0,240965.0
2021-04-01,27346.493,241852.0,241852.0
2021-05-01,27571.999,243847.0,243847.0
2021-06-01,27485.409,243081.0,243081.0
2021-07-01,29822.528,263750.0,263750.0
2021-08-01,29376.355,259804.0,259804.0
2021-09-01,29102.162,257380.0,257380.0
2021-10-01,27381.422,242161.0,242161.0
2021-11-01,28397.373,251146.0,251146.0
2021-12-01,30354.936,268459.0,268459.0
2022-01-01,30899.072,105428.0,105428.0
2022-02-01,25594.088,87327.0,87327.0
2022-03-01,28004.675,95552.0,95552.0
2022-04-01,28872.011,98511.0,98511.0
2022-05-01,29355.043,100159.0,100159.0
2022-06-01,28180.631,96152.0,96152.0
2022-07-01,29707.596,101362.0,101362.0
2022-08-01,29409.074,100344.0,100344.0
2022-09-01,28409.749,96934.0,96934.0
2022-10-01,28975.041,98863.0,98863.0
2022-11-01,28404.167,96915.0,96915.0
2022-12-01,30316.853,103441.0,103441.0
2023-01-01,29686.0,101289.0,101289.0
2023-02-01,26295.0,89719.0,89719.0
2023-03-01,28415.0,96952.0,96952.0
2023-04-01,26257.0,89589.0,89589.0
2023-05-01,25378.0,86590.0,86590.0
2023-06-01,30476.0,103984.0,103984.0
2023-07-01,23005.0,78493.0,78493.0
2023-08-01,27617.0,94229.0,94229.0
2023-09-01,27567.0,94059.0,94059.0
2023-10-01,30490.0,104032.0,104032.0
2023-11-01,30134.0,102817.0,102817.0
2023-12-01,29703.0,101347.0,101347.0
2024-01-01,29666.0,101220.0,101220.0
2024-02-01,22500.0,76770.0,76770.0
2024-03-01,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,0.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,18450.0,62951.0,62951.0
