measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2006-12-01,1653.2530000000002,15608.0,15608.0,,,,,,,85.162,845.0,845.0
2007-01-01,1489.067,13712.0,13712.0,,,,,,,56.386,557.0,557.0
2007-02-01,1153.178,10620.0,10620.0,,,,,,,55.36,547.0,547.0
2007-03-01,2280.407,20998.0,20998.0,,,,,,,48.936,484.0,484.0
2007-04-01,1387.0790000000002,12774.0,12774.0,,,,,,,84.327,833.0,833.0
2007-05-01,1279.718,11788.0,11788.0,,,,,,,65.055,643.0,643.0
2007-06-01,1251.0910000000001,11523.0,11523.0,,,,,,,87.366,864.0,864.0
2007-07-01,1847.3770000000002,17016.0,17016.0,,,,,,,127.248,1258.0,1258.0
2007-08-01,2331.915,21476.0,21476.0,,,,,,,95.498,944.0,944.0
2007-09-01,1937.103,17842.0,17842.0,,,,,,,100.29400000000001,991.0,991.0
2007-10-01,2339.371,21547.0,21547.0,,,,,,,126.285,1248.0,1248.0
2007-11-01,1716.1870000000001,15806.0,15806.0,,,,,,,52.08,515.0,515.0
2007-12-01,2460.5080000000003,22662.0,22662.0,,,,,,,113.165,1119.0,1119.0
2008-01-01,2744.101,24882.0,24882.0,,,,,,,8.644,85.0,85.0
2008-02-01,2511.731,22772.0,22772.0,,,,,,,3.3360000000000003,33.0,33.0
2008-03-01,1680.6950000000002,15240.0,15240.0,,,,,,,4.7090000000000005,46.0,46.0
2008-04-01,1696.016,15374.0,15374.0,,,,,,,5.363,53.0,53.0
2008-05-01,1774.1490000000001,16085.0,16085.0,,,,,,,5.913,58.0,58.0
2008-06-01,1188.483,10774.0,10774.0,,,,,,,6.244000000000001,62.0,62.0
2008-07-01,1234.921,11194.0,11194.0,,,,,,,7.168,71.0,71.0
2008-08-01,1222.113,11077.0,11077.0,,,,,,,8.39,83.0,83.0
2008-09-01,1275.155,11561.0,11561.0,,,,,,,4.93,49.0,49.0
2008-10-01,1451.673,13158.0,13158.0,,,,,,,5.363,53.0,53.0
2008-11-01,1770.4060000000002,16050.0,16050.0,,,,,,,4.671,46.0,46.0
2008-12-01,3004.5570000000002,27238.0,27238.0,,,,,,,3.269,32.0,32.0
2009-01-01,2939.578,26911.0,26911.0,,,,,,,48.256,471.0,471.0
2009-02-01,2157.444,19752.0,19752.0,,,,,,,88.748,866.0,866.0
2009-03-01,2240.86,20516.0,20516.0,,,,,,,83.623,816.0,816.0
2009-04-01,2302.436,21075.0,21075.0,,,,,,,68.995,673.0,673.0
2009-05-01,1380.363,12634.0,12634.0,,,,,,,2.83,28.0,28.0
2009-06-01,1355.5220000000002,12406.0,12406.0,,,,,,,77.541,757.0,757.0
2009-07-01,1528.2230000000002,13992.0,13992.0,,,,,,,117.379,1146.0,1146.0
2009-08-01,1520.303,13916.0,13916.0,,,,,,,113.62700000000001,1109.0,1109.0
2009-09-01,1012.721,9270.0,9270.0,,,,,,,107.43400000000001,1049.0,1049.0
2009-10-01,1003.4290000000001,9188.0,9188.0,,,,,,,44.883,438.0,438.0
2009-11-01,1907.364,17461.0,17461.0,,,,,,,108.266,1057.0,1057.0
2009-12-01,1934.757,17712.0,17712.0,,,,,,,27.418000000000003,268.0,268.0
2010-01-01,2724.675,26958.0,26958.0,,,,,,,0.034,0.0,0.0
2010-02-01,2164.808,21426.0,21426.0,,,,,,,0.054,1.0,1.0
2010-03-01,1916.105,18966.0,18966.0,,,,,,,0.108,1.0,1.0
2010-04-01,1696.405,16788.0,16788.0,,,,,,,0.108,1.0,1.0
2010-05-01,1410.643,13962.0,13962.0,,,,,,,0.079,1.0,1.0
2010-06-01,1107.324,10962.0,10962.0,,,,,,,0.099,1.0,1.0
2010-07-01,1270.449,12576.0,12576.0,,,,,,,0.109,1.0,1.0
2010-08-01,1295.2640000000001,12822.0,12822.0,,,,,,,0.14,1.0,1.0
2010-09-01,1185.998,11736.0,11736.0,,,,,,,0.093,1.0,1.0
2010-10-01,1421.659,14070.0,14070.0,,,,,,,0.09,1.0,1.0
2010-11-01,1619.2620000000002,16026.0,16026.0,,,,,,,0.057,1.0,1.0
2010-12-01,2945.4080000000004,29154.0,29154.0,,,,,,,0.029,0.0,0.0
2011-01-01,2624.537,23473.0,23473.0,,,,,,,0.033,0.0,0.0
2011-02-01,2343.822,20961.0,20961.0,,,,,,,0.005,0.0,0.0
2011-03-01,2051.99,18351.0,18351.0,,,,,,,0.126,1.0,1.0
2011-04-01,1329.507,11890.0,11890.0,,,,,,,0.035,0.0,0.0
2011-05-01,1393.438,12464.0,12464.0,,,,,,,0.075,1.0,1.0
2011-06-01,1294.614,11577.0,11577.0,,,,,,,0.088,1.0,1.0
2011-07-01,1368.078,12232.0,12232.0,,,,,,,0.104,1.0,1.0
2011-08-01,1234.799,11043.0,11043.0,,,,,,,0.115,1.0,1.0
2011-09-01,1368.428,12238.0,12238.0,,,,,,,0.061,1.0,1.0
2011-10-01,2419.24,21634.0,21634.0,,,,,,,0.093,1.0,1.0
2011-11-01,2239.864,20033.0,20033.0,,,,,,,0.135,1.0,1.0
2011-12-01,2213.683,19795.0,19795.0,,,,,,,0.13,1.0,1.0
2012-01-01,2271.187,20913.0,20913.0,,,,,,,119.372,1136.0,1136.0
2012-02-01,1339.545,12335.0,12335.0,,,,,,,187.62,1785.0,1785.0
2012-03-01,2031.672,18707.0,18707.0,,,,,,,269.179,2562.0,2562.0
2012-04-01,1286.426,11845.0,11845.0,,,,,,,268.341,2554.0,2554.0
2012-05-01,1609.778,14826.0,14826.0,,,,,,,296.72,2824.0,2824.0
2012-06-01,1313.634,12095.0,12095.0,,,,,,,223.729,2129.0,2129.0
2012-07-01,2053.961,18913.0,18913.0,,,,,,,406.121,3865.0,3865.0
2012-08-01,1913.9,17624.0,17624.0,,,,,,,270.005,2569.0,2569.0
2012-09-01,1781.772,16405.0,16405.0,,,,,,,228.393,2173.0,2173.0
2012-10-01,1323.474,12187.0,12187.0,,,,,,,119.057,1133.0,1133.0
2012-11-01,1419.413,13070.0,13070.0,,,,,,,271.774,2586.0,2586.0
2012-12-01,2186.238,20132.0,20132.0,,,,,,,294.689,2804.0,2804.0
2013-01-01,2101.441,20070.0,20070.0,,,,,,,66.484,634.0,634.0
2013-02-01,1449.917,13849.0,13849.0,,,,,,,135.871,1296.0,1296.0
2013-03-01,1466.589,14006.0,14006.0,,,,,,,61.427,586.0,586.0
2013-04-01,1691.65,16156.0,16156.0,,,,,,,58.94,562.0,562.0
2013-05-01,1704.875,16285.0,16285.0,,,,,,,81.201,775.0,775.0
2013-06-01,1224.341,11693.0,11693.0,,,,,,,153.758,1467.0,1467.0
2013-07-01,1159.269,11071.0,11071.0,,,,,,,126.784,1210.0,1210.0
2013-08-01,1143.792,10926.0,10926.0,,,,,,,143.623,1370.0,1370.0
2013-09-01,1342.36,12824.0,12824.0,,,,,,,123.982,1183.0,1183.0
2013-10-01,1291.718,12337.0,12337.0,,,,,,,79.517,759.0,759.0
2013-11-01,1683.658,16083.0,16083.0,,,,,,,83.195,794.0,794.0
2013-12-01,1905.39,18200.0,18200.0,,,,,,,81.218,775.0,775.0
2014-01-01,1736.609,17405.0,17405.0,,,,,,,216.404,2058.0,2058.0
2014-02-01,1647.714,16514.0,16514.0,,,,,,,126.704,1205.0,1205.0
2014-03-01,1608.47,16119.0,16119.0,,,,,,,339.275,3227.0,3227.0
2014-04-01,1511.27,15145.0,15145.0,,,,,,,568.812,5409.0,5409.0
2014-05-01,1276.025,12791.0,12791.0,,,,,,,272.401,2591.0,2591.0
2014-06-01,760.57,7623.0,7623.0,,,,,,,559.137,5317.0,5317.0
2014-07-01,1344.612,13476.0,13476.0,,,,,,,578.496,5501.0,5501.0
2014-08-01,1081.834,10844.0,10844.0,,,,,,,469.506,4465.0,4465.0
2014-09-01,1272.818,12756.0,12756.0,,,,,,,271.052,2578.0,2578.0
2014-10-01,1682.549,16862.0,16862.0,,,,,,,409.715,3896.0,3896.0
2014-11-01,1229.821,12325.0,12325.0,,,,,,,385.657,3668.0,3668.0
2014-12-01,1599.708,16030.0,16030.0,,,,,,,344.841,3279.0,3279.0
2015-01-01,2154.462,17783.0,17783.0,,,,,,,100.142,933.0,933.0
2015-02-01,1900.074,15688.0,15688.0,,,,,,,200.489,1868.0,1868.0
2015-03-01,1911.422,15777.0,15777.0,,,,,,,224.636,2093.0,2093.0
2015-04-01,1979.539,16343.0,16343.0,,,,,,,389.177,3627.0,3627.0
2015-05-01,1590.889,13133.0,13133.0,,,,,,,346.463,3229.0,3229.0
2015-06-01,1584.967,13086.0,13086.0,,,,,,,265.51,2474.0,2474.0
2015-07-01,1647.065,13600.0,13600.0,,,,,,,270.183,2518.0,2518.0
2015-08-01,1869.939,15434.0,15434.0,,,,,,,236.154,2201.0,2201.0
2015-09-01,1684.11,13900.0,13900.0,,,,,,,290.544,2708.0,2708.0
2015-10-01,1926.735,15906.0,15906.0,,,,,,,212.576,1981.0,1981.0
2015-11-01,1347.204,11122.0,11122.0,,,,,,,373.939,3485.0,3485.0
2015-12-01,1295.594,10697.0,10697.0,,,,,,,329.187,3068.0,3068.0
2016-01-01,1336.476,13044.0,13044.0,,,,,,,100.08,924.0,924.0
2016-02-01,1483.148,14471.0,14471.0,,,,,,,188.532,1741.0,1741.0
2016-03-01,1403.573,13694.0,13694.0,,,,,,,220.013,2031.0,2031.0
2016-04-01,1149.445,11217.0,11217.0,,,,,,,426.095,3934.0,3934.0
2016-05-01,1048.503,10231.0,10231.0,,,,,,,312.685,2887.0,2887.0
2016-06-01,1054.676,10289.0,10289.0,,,,,,,427.974,3951.0,3951.0
2016-07-01,882.288,8607.0,8607.0,,,,,,,382.031,3527.0,3527.0
2016-08-01,1156.307,11281.0,11281.0,,,,,,,429.268,3963.0,3963.0
2016-09-01,1178.203,11496.0,11496.0,,,,,,,378.92,3498.0,3498.0
2016-10-01,1352.975,13201.0,13201.0,,,,,,,458.624,4234.0,4234.0
2016-11-01,1887.979,18421.0,18421.0,,,,,,,411.21,3796.0,3796.0
2016-12-01,2549.427,24876.0,24876.0,,,,,,,255.568,2359.0,2359.0
2017-01-01,1564.839,15665.0,15665.0,0.0,0.0,0.0,,,,324.843,2993.0,2993.0
2017-02-01,1263.511,12643.0,12643.0,0.0,0.0,0.0,,,,339.883,3131.0,3131.0
2017-03-01,1454.821,14558.0,14558.0,0.0,0.0,0.0,,,,393.29,3623.0,3623.0
2017-04-01,1341.329,13422.0,13422.0,0.0,0.0,0.0,,,,383.517,3533.0,3533.0
2017-05-01,1339.882,13410.0,13410.0,0.0,0.0,0.0,,,,338.604,3120.0,3120.0
2017-06-01,1413.231,14142.0,14142.0,0.0,0.0,0.0,,,,291.105,2682.0,2682.0
2017-07-01,1440.157,14412.0,14412.0,0.0,0.0,0.0,,,,237.97,2192.0,2192.0
2017-08-01,1487.595,14886.0,14886.0,0.0,0.0,0.0,,,,195.638,1802.0,1802.0
2017-09-01,1479.654,14810.0,14810.0,0.0,0.0,0.0,,,,263.519,2428.0,2428.0
2017-10-01,1510.193,15114.0,15114.0,0.0,0.0,0.0,,,,359.097,3308.0,3308.0
2017-11-01,1337.598,13387.0,13387.0,0.0,0.0,0.0,,,,330.307,3043.0,3043.0
2017-12-01,1361.19,13621.0,13621.0,0.0,0.0,0.0,,,,320.227,2950.0,2950.0
2018-01-01,1316.192,12668.0,12668.0,-7.537,0.0,0.0,,,,476.367,4337.0,4337.0
2018-02-01,1227.521,11810.0,11810.0,-6.81,0.0,0.0,,,,424.127,3861.0,3861.0
2018-03-01,1227.701,11810.0,11810.0,-7.679,0.0,0.0,,,,493.184,4490.0,4490.0
2018-04-01,1240.121,11933.0,11933.0,-7.147,0.0,0.0,,,,490.315,4464.0,4464.0
2018-05-01,1418.957,13649.0,13649.0,-7.414,0.0,0.0,,,,437.055,3979.0,3979.0
2018-06-01,1324.753,12744.0,12744.0,-7.805,0.0,0.0,,,,458.3,4172.0,4172.0
2018-07-01,1427.479,13731.0,13731.0,-7.827,0.0,0.0,,,,286.187,2605.0,2605.0
2018-08-01,1457.705,14023.0,14023.0,-7.911,0.0,0.0,,,,360.682,3284.0,3284.0
2018-09-01,1483.837,14274.0,14274.0,-6.953,0.0,0.0,,,,325.823,2966.0,2966.0
2018-10-01,1558.009,14992.0,14992.0,-7.524,0.0,0.0,,,,376.19,3425.0,3425.0
2018-11-01,1401.831,13486.0,13486.0,-7.523,0.0,0.0,,,,400.548,3647.0,3647.0
2018-12-01,1342.894,12919.0,12919.0,-7.87,0.0,0.0,,,,431.222,3926.0,3926.0
2019-01-01,1445.088,13077.0,13077.0,-0.615,0.0,0.0,,,,154.038,1372.0,1372.0
2019-02-01,1606.233,14547.0,14547.0,-0.529,0.0,0.0,,,,141.03,1256.0,1256.0
2019-03-01,1591.804,14412.0,14412.0,-0.575,0.0,0.0,,,,158.12,1408.0,1408.0
2019-04-01,1462.85,13248.0,13248.0,-0.547,0.0,0.0,,,,176.529,1572.0,1572.0
2019-05-01,1592.056,14418.0,14418.0,-0.59,0.0,0.0,,,,155.742,1387.0,1387.0
2019-06-01,1367.982,12389.0,12389.0,-0.581,0.0,0.0,,,,133.812,1192.0,1192.0
2019-07-01,1558.165,14112.0,14112.0,-0.604,0.0,0.0,,,,131.611,1172.0,1172.0
2019-08-01,1725.199,15623.0,15623.0,-0.617,0.0,0.0,,,,118.768,1058.0,1058.0
2019-09-01,2048.539,18551.0,18551.0,-0.586,0.0,0.0,,,,145.96,1300.0,1300.0
2019-10-01,2152.99,19498.0,19498.0,-0.574,0.0,0.0,,,,165.649,1475.0,1475.0
2019-11-01,1635.412,14812.0,14812.0,-0.58,0.0,0.0,,,,150.642,1341.0,1341.0
2019-12-01,2181.682,19757.0,19757.0,-0.602,0.0,0.0,,,,157.029,1398.0,1398.0
2020-01-01,2068.613,21046.0,21046.0,-4.696,0.0,0.0,,,,347.986,3051.0,3051.0
2020-02-01,1341.072,13643.0,13643.0,-4.362,0.0,0.0,,,,356.706,3127.0,3127.0
2020-03-01,1353.946,13772.0,13772.0,-4.943,0.0,0.0,,,,357.357,3133.0,3133.0
2020-04-01,1299.252,13217.0,13217.0,-4.745,0.0,0.0,,,,355.635,3118.0,3118.0
2020-05-01,1100.121,11191.0,11191.0,-4.774,0.0,0.0,,,,337.824,2962.0,2962.0
2020-06-01,1385.101,14093.0,14093.0,-4.459,0.0,0.0,,,,358.157,3140.0,3140.0
2020-07-01,1805.51,18366.0,18366.0,-4.843,0.0,0.0,,,,264.011,2315.0,2315.0
2020-08-01,1849.943,18822.0,18822.0,-4.956,0.0,0.0,,,,267.732,2347.0,2347.0
2020-09-01,1176.333,11968.0,11968.0,-4.632,0.0,0.0,,,,270.419,2371.0,2371.0
2020-10-01,1407.947,14326.0,14326.0,-4.764,0.0,0.0,,,,332.67,2917.0,2917.0
2020-11-01,1091.845,11110.0,11110.0,-4.734,0.0,0.0,,,,382.182,3351.0,3351.0
2020-12-01,1082.317,11010.0,11010.0,-5.092,0.0,0.0,,,,352.321,3089.0,3089.0
2021-01-01,1238.973,13054.0,13054.0,-7.566,0.0,0.0,0.0,0.0,0.0,229.449,2029.0,2029.0
2021-02-01,1371.909,14459.0,14459.0,-6.576,0.0,0.0,0.0,0.0,0.0,174.671,1545.0,1545.0
2021-03-01,1483.729,15641.0,15641.0,-7.418,0.0,0.0,0.0,0.0,0.0,217.682,1925.0,1925.0
2021-04-01,1426.243,15029.0,15029.0,-6.963,0.0,0.0,0.0,0.0,0.0,172.882,1529.0,1529.0
2021-05-01,738.629,7785.0,7785.0,-7.201,0.0,0.0,0.0,0.0,0.0,204.196,1806.0,1806.0
2021-06-01,991.512,10449.0,10449.0,-7.178,0.0,0.0,0.0,0.0,0.0,210.99,1866.0,1866.0
2021-07-01,968.959,10214.0,10214.0,-7.387,0.0,0.0,0.0,0.0,0.0,248.541,2198.0,2198.0
2021-08-01,1397.357,14729.0,14729.0,-7.295,0.0,0.0,0.0,0.0,0.0,251.815,2227.0,2227.0
2021-09-01,1809.858,19075.0,19075.0,-6.933,0.0,0.0,0.0,0.0,0.0,258.01,2282.0,2282.0
2021-10-01,1798.133,18951.0,18951.0,-6.997,0.0,0.0,0.0,0.0,0.0,260.595,2305.0,2305.0
2021-11-01,1403.972,14800.0,14800.0,-6.946,0.0,0.0,0.0,0.0,0.0,148.073,1310.0,1310.0
2021-12-01,1560.726,16452.0,16452.0,-7.54,0.0,0.0,0.0,0.0,0.0,272.096,2406.0,2406.0
2022-01-01,1577.639,16135.0,16135.0,-7.799,0.0,0.0,0.0,0.0,0.0,164.757,562.0,562.0
2022-02-01,1301.067,13306.0,13306.0,-7.289,0.0,0.0,0.0,0.0,0.0,273.854,934.0,934.0
2022-03-01,1506.681,15406.0,15406.0,-7.781,0.0,0.0,0.0,0.0,0.0,329.029,1123.0,1123.0
2022-04-01,1339.465,13695.0,13695.0,-7.436,0.0,0.0,0.0,0.0,0.0,625.34,2134.0,2134.0
2022-05-01,1255.264,12836.0,12836.0,-7.72,0.0,0.0,0.0,0.0,0.0,456.205,1557.0,1557.0
2022-06-01,1528.744,15635.0,15635.0,-7.733,0.0,0.0,0.0,0.0,0.0,476.201,1625.0,1625.0
2022-07-01,1392.389,14235.0,14235.0,-8.105,0.0,0.0,0.0,0.0,0.0,714.675,2438.0,2438.0
2022-08-01,936.447,9573.0,9573.0,-7.765,0.0,0.0,0.0,0.0,0.0,439.105,1498.0,1498.0
2022-09-01,1096.998,11219.0,11219.0,-7.196,0.0,0.0,0.0,0.0,0.0,378.211,1290.0,1290.0
2022-10-01,1230.843,12583.0,12583.0,-7.312,0.0,0.0,0.0,0.0,0.0,313.502,1070.0,1070.0
2022-11-01,1168.565,11948.0,11948.0,-7.429,0.0,0.0,0.0,0.0,0.0,544.955,1859.0,1859.0
2022-12-01,1589.898,16258.0,16258.0,-7.435,0.0,0.0,0.0,0.0,0.0,373.166,1273.0,1273.0
2023-01-01,2160.041,17853.0,17853.0,-1.0,0.0,0.0,0.0,0.0,0.0,115.0,392.0,392.0
2023-02-01,1676.911,13859.0,13859.0,-1.0,0.0,0.0,0.0,0.0,0.0,419.0,1430.0,1430.0
2023-03-01,1582.537,13082.0,13082.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,1866.0,1866.0
2023-04-01,1870.725,15461.0,15461.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,1870.0,1870.0
2023-05-01,1848.52,15279.0,15279.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,897.0,897.0
2023-06-01,1591.627,13152.0,13152.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,795.0,795.0
2023-07-01,1507.123,12457.0,12457.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,556.0,556.0
2023-08-01,1568.718,12964.0,12964.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,512.0,512.0
2023-09-01,1360.558,11244.0,11244.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,645.0,645.0
2023-10-01,1543.343,12758.0,12758.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,461.0,461.0
2023-11-01,1946.346,16086.0,16086.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,1170.0,1170.0
2023-12-01,2137.551,17664.0,17664.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,1126.0,1126.0
2024-01-01,1453.461,15155.0,15155.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,1993.0,1993.0
2024-02-01,1308.841,13653.0,13653.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,532.0,532.0
2024-03-01,1577.488,16457.0,16457.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,587.0,587.0
2024-04-01,1661.973,17340.0,17340.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,682.0,682.0
2024-05-01,974.276,10166.0,10166.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,222.0,222.0
2024-06-01,1739.424,18147.0,18147.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,242.0,242.0
2024-07-01,1020.355,10643.0,10643.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,409.0,409.0
2024-08-01,1473.46,15373.0,15373.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,1276.0,1276.0
2024-09-01,978.565,10207.0,10207.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,607.0,607.0
2024-10-01,1553.697,16209.0,16209.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,754.0,754.0
2024-11-01,1519.908,15856.0,15856.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,1310.0,1310.0
2024-12-01,1292.552,13482.0,13482.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,1102.0,1102.0
